new,host,a,soa,status_code,cdn,cdn-name,aaaa,cname,ns,txt,caa,mx
[x],------.urbanup.com,35.245.144.113,"dns1.registrar-servers.com, hostmaster.registrar-servers.com",NOERROR,,,,,"dns1.registrar-servers.com, dns2.registrar-servers.com",,,
[x],----.urbanup.com,35.245.144.113,"dns1.registrar-servers.com, hostmaster.registrar-servers.com",NOERROR,,,,,,,,
[x],--.urbanup.com,35.245.144.113,"dns1.registrar-servers.com, hostmaster.registrar-servers.com",NOERROR,,,,,,,,
[x],-.urbanup.com,35.245.144.113,"dns1.registrar-servers.com, hostmaster.registrar-servers.com",NOERROR,,,,,,,,
[x],-0.urbanup.com,35.245.144.113,"dns1.registrar-servers.com, hostmaster.registrar-servers.com",NOERROR,,,,,,,,
[x],-a-.urbanup.com,35.245.144.113,"dns1.registrar-servers.com, hostmaster.registrar-servers.com",NOERROR,,,,,,,,
[x],-blackixan-.urbanup.com,35.245.144.113,"dns1.registrar-servers.com, hostmaster.registrar-servers.com",NOERROR,,,,,,,,
[x],-bunky-noodle-.urbanup.com,35.245.144.113,"dns1.registrar-servers.com, hostmaster.registrar-servers.com",NOERROR,,,,,,,,
[x],-capribert-.urbanup.com,35.245.144.113,"dns1.registrar-servers.com, hostmaster.registrar-servers.com",NOERROR,,,,,,,,
[x],-i-.urbanup.com,35.245.144.113,"dns1.registrar-servers.com, hostmaster.registrar-servers.com",NOERROR,,,,,,,,
[x],-o-.urbanup.com,35.245.144.113,"dns1.registrar-servers.com, hostmaster.registrar-servers.com",NOERROR,,,,,,,,
[x],0-idsru-ebs-eco-operation-idsru-p2psy2-tongjis-gatewayemeaemea.urbanup.com,35.245.144.113,"dns1.registrar-servers.com, hostmaster.registrar-servers.com",NOERROR,True,google,,,,,,
[x],054p.urbanup.com,35.245.144.113,"dns1.registrar-servers.com, hostmaster.registrar-servers.com",NOERROR,True,google,,,,,,
[x],06r.urbanup.com,35.245.144.113,"dns1.registrar-servers.com, hostmaster.registrar-servers.com",NOERROR,True,google,,,,,,
[x],06wj.urbanup.com,35.245.144.113,"dns1.registrar-servers.com, hostmaster.registrar-servers.com",NOERROR,True,google,,,,,,
[x],08q99hckwws.urbanup.com,35.245.144.113,"dns1.registrar-servers.com, hostmaster.registrar-servers.com",NOERROR,True,google,,,,,,
[x],1234567890-.urbanup.com,35.245.144.113,"dns1.registrar-servers.com, hostmaster.registrar-servers.com",NOERROR,,,,,,,,
[x],132la7r0.urbanup.com,35.245.144.113,"dns1.registrar-servers.com, hostmaster.registrar-servers.com",NOERROR,True,google,,,,,,
[x],13detpol.urbanup.com,35.245.144.113,"dns1.registrar-servers.com, hostmaster.registrar-servers.com",NOERROR,True,google,,,,,,
[x],149105g5.urbanup.com,35.245.144.113,"dns1.registrar-servers.com, hostmaster.registrar-servers.com",NOERROR,True,google,,,,,,
[x],155-9-224-33.urbanup.com,35.245.144.113,"dns1.registrar-servers.com, hostmaster.registrar-servers.com",NOERROR,True,google,,,,,,
[x],155-9-64-70.urbanup.com,35.245.144.113,"dns1.registrar-servers.com, hostmaster.registrar-servers.com",NOERROR,True,google,,,,,,
[x],16123214.urbanup.com,35.245.144.113,"dns1.registrar-servers.com, hostmaster.registrar-servers.com",NOERROR,True,google,,,,,,
[x],17-121-113-157.urbanup.com,35.245.144.113,"dns1.registrar-servers.com, hostmaster.registrar-servers.com",NOERROR,True,google,,,,,,
[x],17-121-113-208.urbanup.com,35.245.144.113,"dns1.registrar-servers.com, hostmaster.registrar-servers.com",NOERROR,True,google,,,,,,
[x],17-121-113-254.urbanup.com,35.245.144.113,"dns1.registrar-servers.com, hostmaster.registrar-servers.com",NOERROR,True,google,,,,,,
[x],17-121-113-56.urbanup.com,35.245.144.113,"dns1.registrar-servers.com, hostmaster.registrar-servers.com",NOERROR,True,google,,,,,,
[x],17-121-116-223.urbanup.com,35.245.144.113,"dns1.registrar-servers.com, hostmaster.registrar-servers.com",NOERROR,True,google,,,,,,
[x],17-121-118-100.urbanup.com,35.245.144.113,"dns1.registrar-servers.com, hostmaster.registrar-servers.com",NOERROR,True,google,,,,,,
[x],17-121-118-172.urbanup.com,35.245.144.113,"dns1.registrar-servers.com, hostmaster.registrar-servers.com",NOERROR,True,google,,,"dns1.registrar-servers.com, dns2.registrar-servers.com",,,
[x],17-121-122-159.urbanup.com,35.245.144.113,"dns1.registrar-servers.com, hostmaster.registrar-servers.com",NOERROR,True,google,,,,,,
[x],17-121-124-0.urbanup.com,35.245.144.113,"dns1.registrar-servers.com, hostmaster.registrar-servers.com",NOERROR,True,google,,,,,,
[x],17-121-126-252.urbanup.com,35.245.144.113,"dns1.registrar-servers.com, hostmaster.registrar-servers.com",NOERROR,True,google,,,,,,
[x],17-121-126-73.urbanup.com,35.245.144.113,"dns1.registrar-servers.com, hostmaster.registrar-servers.com",NOERROR,True,google,,,,,,
[x],17-121-127-236.urbanup.com,35.245.144.113,"dns1.registrar-servers.com, hostmaster.registrar-servers.com",NOERROR,True,google,,,,,,
[x],17-121-127-242.urbanup.com,35.245.144.113,"dns1.registrar-servers.com, hostmaster.registrar-servers.com",NOERROR,True,google,,,,,,
[x],17-58-101-227.urbanup.com,35.245.144.113,"dns1.registrar-servers.com, hostmaster.registrar-servers.com",NOERROR,True,google,,,,,,
[x],17-58-96-250.urbanup.com,35.245.144.113,"dns1.registrar-servers.com, hostmaster.registrar-servers.com",NOERROR,True,google,,,,,,
[x],17-58-99-187.urbanup.com,35.245.144.113,"dns1.registrar-servers.com, hostmaster.registrar-servers.com",NOERROR,True,google,,,,,,
[x],1720221-upoa3bao24q8mobrd3isnosv5.urbanup.com,35.245.144.113,"dns1.registrar-servers.com, hostmaster.registrar-servers.com",NOERROR,True,google,,,,,,
[x],1781314g14.urbanup.com,35.245.144.113,"dns1.registrar-servers.com, hostmaster.registrar-servers.com",NOERROR,True,google,,,,,,
[x],2-courier2.urbanup.com,35.245.144.113,"dns1.registrar-servers.com, hostmaster.registrar-servers.com",NOERROR,True,google,,,,,,
[x],20122211.urbanup.com,35.245.144.113,"dns1.registrar-servers.com, hostmaster.registrar-servers.com",NOERROR,True,google,,,,,,
[x],2018-2018jenkins-s3betaalphastaging-cache.urbanup.com,35.245.144.113,"dns1.registrar-servers.com, hostmaster.registrar-servers.com",NOERROR,True,google,,,,,,
[x],2018-2022-chef.urbanup.com,35.245.144.113,"dns1.registrar-servers.com, hostmaster.registrar-servers.com",NOERROR,True,google,,,,,,
[x],2018-b2bus.urbanup.com,35.245.144.113,"dns1.registrar-servers.com, hostmaster.registrar-servers.com",NOERROR,True,google,,,,,,
[x],2018-egliseeauvive.urbanup.com,35.245.144.113,"dns1.registrar-servers.com, hostmaster.registrar-servers.com",NOERROR,True,google,,,,,,
[x],2018-engineering.urbanup.com,,"dns1.registrar-servers.com, hostmaster.registrar-servers.com",NOERROR,True,google,,,,,,
[x],2018-portail.urbanup.com,35.245.144.113,"dns1.registrar-servers.com, hostmaster.registrar-servers.com",NOERROR,True,google,,,,,,
[x],2018-store.urbanup.com,35.245.144.113,"dns1.registrar-servers.com, hostmaster.registrar-servers.com",NOERROR,True,google,,,,,,
[x],2018-v1-accesselasticbeanstalk.urbanup.com,35.245.144.113,"dns1.registrar-servers.com, hostmaster.registrar-servers.com",NOERROR,True,google,,,"dns1.registrar-servers.com, dns2.registrar-servers.com",,,
[x],20182022auth.urbanup.com,35.245.144.113,"dns1.registrar-servers.com, hostmaster.registrar-servers.com",NOERROR,True,google,,,,,,
[x],20182841266g16.urbanup.com,35.245.144.113,"dns1.registrar-servers.com, hostmaster.registrar-servers.com",NOERROR,True,google,,,,,,
[x],2018ssostreaming.urbanup.com,35.245.144.113,"dns1.registrar-servers.com, hostmaster.registrar-servers.com",NOERROR,True,google,,,,,,
[x],2018status-0.urbanup.com,35.245.144.113,"dns1.registrar-servers.com, hostmaster.registrar-servers.com",NOERROR,True,google,,,,,,
[x],2018upgradedataupdatevpn-originmeet-git.urbanup.com,35.245.144.113,"dns1.registrar-servers.com, hostmaster.registrar-servers.com",NOERROR,True,google,,,,,,
[x],2019-2020-corpimgshare.urbanup.com,35.245.144.113,"dns1.registrar-servers.com, hostmaster.registrar-servers.com",NOERROR,True,google,,,,,,
[x],2019-account-cachejiratunnel-mx.urbanup.com,35.245.144.113,"dns1.registrar-servers.com, hostmaster.registrar-servers.com",NOERROR,True,google,,,,,,
[x],2019-webblog.urbanup.com,,"dns1.registrar-servers.com, hostmaster.registrar-servers.com",NOERROR,True,google,,,,,,
[x],2019beta-systempostgresql.urbanup.com,35.245.144.113,"dns1.registrar-servers.com, hostmaster.registrar-servers.com",NOERROR,True,google,,,,,,
[x],2019videobeta.urbanup.com,35.245.144.113,"dns1.registrar-servers.com, hostmaster.registrar-servers.com",NOERROR,True,google,,,,,,
[x],2020-642208g8.urbanup.com,35.245.144.113,"dns1.registrar-servers.com, hostmaster.registrar-servers.com",NOERROR,True,google,,,"dns1.registrar-servers.com, dns2.registrar-servers.com",,,
[x],2020522363g13.urbanup.com,35.245.144.113,"dns1.registrar-servers.com, hostmaster.registrar-servers.com",NOERROR,True,google,,,,,,
[x],2020wiki-upgrade-alpha-0.urbanup.com,35.245.144.113,"dns1.registrar-servers.com, hostmaster.registrar-servers.com",NOERROR,True,google,,,,,,
[x],2021-engineering-new-cache-c0od3lmuc7d5muolg470.urbanup.com,35.245.144.113,"dns1.registrar-servers.com, hostmaster.registrar-servers.com",NOERROR,True,google,,,,,,
[x],2021-s3-alphastaging-cache.urbanup.com,35.245.144.113,"dns1.registrar-servers.com, hostmaster.registrar-servers.com",NOERROR,True,google,,,,,,
[x],2021new-b2bsite.urbanup.com,35.245.144.113,"dns1.registrar-servers.com, hostmaster.registrar-servers.com",NOERROR,True,google,,,,,,
[x],2021paymentserpalt.urbanup.com,35.245.144.113,"dns1.registrar-servers.com, hostmaster.registrar-servers.com",NOERROR,True,google,,,,,,
[x],2022-cms-hlqemdxi8.urbanup.com,35.245.144.113,"dns1.registrar-servers.com, hostmaster.registrar-servers.com",NOERROR,True,google,,,,,,
[x],2022-excelsior.urbanup.com,35.245.144.113,"dns1.registrar-servers.com, hostmaster.registrar-servers.com",NOERROR,True,google,,,,,,
[x],2022acc-mainw00a133f71kgytxosb-gi3tonrsgq4tenby.urbanup.com,35.245.144.113,"dns1.registrar-servers.com, hostmaster.registrar-servers.com",NOERROR,True,google,,,,,,
[x],2022assets-preferences.urbanup.com,35.245.144.113,"dns1.registrar-servers.com, hostmaster.registrar-servers.com",NOERROR,True,google,,,,,,
