new,host,a,cname,soa,txt,status_code,ns,aaaa,cdn,cdn-name,caa,mx
,17-121-125-17.alpha.eff.org,173.239.79.211,priv.365m.eff.org,"ns1.eff.org, hostmaster.eff.org",v=spf1 a -all,NOERROR,,,,,,
,17-121-125-18.alpha.eff.org,,priv.365m.eff.org,"ns1.eff.org, hostmaster.eff.org",v=spf1 a -all,NOERROR,,,,,,
,17-121-125-26.beta.eff.org,173.239.79.206,pub.365m.eff.org,"ns1.eff.org, hostmaster.eff.org",,NOERROR,,,,,,
,17-121-125-29.beta.eff.org,173.239.79.206,pub.365m.eff.org,"ns1.eff.org, hostmaster.eff.org",v=spf1 a -all,NOERROR,,,,,,
,17-121-125-30.alpha.eff.org,173.239.79.211,priv.365m.eff.org,"ns1.eff.org, hostmaster.eff.org",v=spf1 a -all,NOERROR,,,,,,
,17-121-125-47.beta.eff.org,173.239.79.206,pub.365m.eff.org,"ns1.eff.org, hostmaster.eff.org",v=spf1 a -all,NOERROR,,,,,,
,17-121-125-65.alpha.eff.org,173.239.79.211,priv.365m.eff.org,"ns1.eff.org, hostmaster.eff.org",v=spf1 a -all,NOERROR,,,,,,
,17-121-125-8.beta.eff.org,173.239.79.206,pub.365m.eff.org,"ns1.eff.org, hostmaster.eff.org",v=spf1 a -all,NOERROR,,,,,,
,17-121-125-82.alpha.eff.org,173.239.79.211,priv.365m.eff.org,"ns1.eff.org, hostmaster.eff.org",v=spf1 a -all,NOERROR,,,,,,
,17-121-125-97.beta.eff.org,173.239.79.206,pub.365m.eff.org,"ns1.eff.org, hostmaster.eff.org",v=spf1 a -all,NOERROR,,,,,,
,17-121-126-0.alpha.eff.org,173.239.79.211,priv.365m.eff.org,"ns1.eff.org, hostmaster.eff.org",,NOERROR,,,,,,
,17-121-126-29.beta.eff.org,173.239.79.206,pub.365m.eff.org,"ns1.eff.org, hostmaster.eff.org",v=spf1 a -all,NOERROR,,,,,,
,17-121-126-30.beta.eff.org,173.239.79.206,pub.365m.eff.org,"ns1.eff.org, hostmaster.eff.org",v=spf1 a -all,NOERROR,,,,,,
,17-121-126-53.alpha.eff.org,173.239.79.211,priv.365m.eff.org,"ns1.eff.org, hostmaster.eff.org",,NOERROR,,,,,,
,17-121-126-61.beta.eff.org,173.239.79.206,pub.365m.eff.org,"ns1.eff.org, hostmaster.eff.org",v=spf1 a -all,NOERROR,,,,,,
,17-121-126-66.beta.eff.org,"173.239.79.206, 173.239.79.201, 138.68.29.57, 173.239.79.197",pub.365m.eff.org,"ns1.eff.org, hostmaster.eff.org",v=spf1 a -all,NOERROR,"ns4.eff.org, ns2.eff.org, ns1.eff.org",,,,,
,17-121-126-72.beta.eff.org,"173.239.79.206, 173.239.79.201, 138.68.29.57, 173.239.79.197",pub.365m.eff.org,"ns1.eff.org, hostmaster.eff.org",v=spf1 a -all,NOERROR,"ns2.eff.org, ns4.eff.org, ns1.eff.org",,,,,
,17-121-126-78.alpha.eff.org,173.239.79.211,priv.365m.eff.org,"ns1.eff.org, hostmaster.eff.org",v=spf1 a -all,NOERROR,,,,,,
,17-121-126-81.beta.eff.org,173.239.79.206,pub.365m.eff.org,"ns1.eff.org, hostmaster.eff.org",v=spf1 a -all,NOERROR,,,,,,
,17-121-126-88.alpha.eff.org,173.239.79.211,priv.365m.eff.org,"ns1.eff.org, hostmaster.eff.org",,NOERROR,,,,,,
,17-121-126-90.alpha.eff.org,173.239.79.211,priv.365m.eff.org,"ns1.eff.org, hostmaster.eff.org",v=spf1 a -all,NOERROR,,,,,,
,17-121-127-0.beta.eff.org,173.239.79.206,pub.365m.eff.org,"ns1.eff.org, hostmaster.eff.org",v=spf1 a -all,NOERROR,,,,,,
,17-121-127-15.beta.eff.org,"173.239.79.206, 173.239.79.201, 138.68.29.57, 173.239.79.197",pub.365m.eff.org,"ns1.eff.org, hostmaster.eff.org",,NOERROR,"ns4.eff.org, ns2.eff.org, ns1.eff.org",,,,,
,17-121-127-20.alpha.eff.org,,priv.365m.eff.org,"ns1.eff.org, hostmaster.eff.org",v=spf1 a -all,NOERROR,,,,,,
,17-121-127-23.beta.eff.org,173.239.79.206,pub.365m.eff.org,"ns1.eff.org, hostmaster.eff.org",v=spf1 a -all,NOERROR,,,,,,
,17-121-127-27.beta.eff.org,173.239.79.206,pub.365m.eff.org,"ns1.eff.org, hostmaster.eff.org",v=spf1 a -all,NOERROR,,,,,,
,17-121-127-32.beta.eff.org,173.239.79.206,pub.365m.eff.org,"ns1.eff.org, hostmaster.eff.org",v=spf1 a -all,NOERROR,,,,,,
,17-121-127-37.alpha.eff.org,173.239.79.211,priv.365m.eff.org,"ns1.eff.org, hostmaster.eff.org",v=spf1 a -all,NOERROR,,,,,,
,17-121-127-42.beta.eff.org,173.239.79.206,pub.365m.eff.org,"ns1.eff.org, hostmaster.eff.org",v=spf1 a -all,NOERROR,,,,,,
,17-121-127-48.alpha.eff.org,173.239.79.211,priv.365m.eff.org,"ns1.eff.org, hostmaster.eff.org",,NOERROR,,,,,,
,17-121-127-66.alpha.eff.org,173.239.79.211,priv.365m.eff.org,"ns1.eff.org, hostmaster.eff.org",v=spf1 a -all,NOERROR,,,,,,
,17-121-127-8.beta.eff.org,,pub.365m.eff.org,"ns1.eff.org, hostmaster.eff.org",v=spf1 a -all,NOERROR,,,,,,
,17-121-127-90.beta.eff.org,173.239.79.206,pub.365m.eff.org,"ns1.eff.org, hostmaster.eff.org",v=spf1 a -all,NOERROR,,,,,,
,17-5.alpha.eff.org,173.239.79.211,priv.365m.eff.org,"ns1.eff.org, hostmaster.eff.org",v=spf1 a -all,NOERROR,,,,,,
,17-58-100-30.alpha.eff.org,173.239.79.211,priv.365m.eff.org,"ns1.eff.org, hostmaster.eff.org",v=spf1 a -all,NOERROR,,,,,,
,17-58-100-82.alpha.eff.org,173.239.79.211,priv.365m.eff.org,"ns1.eff.org, hostmaster.eff.org",v=spf1 a -all,NOERROR,,,,,,
,17-58-101-14.alpha.eff.org,173.239.79.211,priv.365m.eff.org,"ns1.eff.org, hostmaster.eff.org",,NOERROR,,,,,,
,17-58-101-58.alpha.eff.org,173.239.79.211,priv.365m.eff.org,"ns1.eff.org, hostmaster.eff.org",v=spf1 a -all,NOERROR,,,,,,
,17-58-101-69.alpha.eff.org,173.239.79.211,priv.365m.eff.org,"ns1.eff.org, hostmaster.eff.org",v=spf1 a -all,NOERROR,,,,,,
,17-58-101-91.beta.eff.org,173.239.79.206,pub.365m.eff.org,"ns1.eff.org, hostmaster.eff.org",v=spf1 a -all,NOERROR,,,,,,
,17-58-102-1.alpha.eff.org,173.239.79.211,priv.365m.eff.org,"ns1.eff.org, hostmaster.eff.org",v=spf1 a -all,NOERROR,,,,,,
,17-58-102-11.beta.eff.org,173.239.79.206,pub.365m.eff.org,"ns1.eff.org, hostmaster.eff.org",v=spf1 a -all,NOERROR,,,,,,
,17-58-102-21.beta.eff.org,173.239.79.206,pub.365m.eff.org,"ns1.eff.org, hostmaster.eff.org",v=spf1 a -all,NOERROR,,,,,,
,17-58-102-33.alpha.eff.org,173.239.79.211,priv.365m.eff.org,"ns1.eff.org, hostmaster.eff.org",v=spf1 a -all,NOERROR,,,,,,
,17-58-102-54.beta.eff.org,"173.239.79.206, 173.239.79.201, 138.68.29.57, 173.239.79.197",pub.365m.eff.org,"ns1.eff.org, hostmaster.eff.org",v=spf1 a -all,NOERROR,"ns2.eff.org, ns1.eff.org, ns4.eff.org",,,,,
,17-58-102-79.alpha.eff.org,"173.239.79.211, 173.239.79.201, 138.68.29.57, 173.239.79.197",priv.365m.eff.org,"ns1.eff.org, hostmaster.eff.org",v=spf1 a -all,NOERROR,"ns1.eff.org, ns2.eff.org, ns4.eff.org",,,,,
,17-58-106-68.alpha.eff.org,173.239.79.211,priv.365m.eff.org,"ns1.eff.org, hostmaster.eff.org",v=spf1 a -all,NOERROR,,,,,,
,17-58-106-69.beta.eff.org,173.239.79.206,pub.365m.eff.org,"ns1.eff.org, hostmaster.eff.org",v=spf1 a -all,NOERROR,,,,,,
,17-58-106-71.alpha.eff.org,173.239.79.211,priv.365m.eff.org,"ns1.eff.org, hostmaster.eff.org",,NOERROR,,,,,,
,17-58-106-72.alpha.eff.org,173.239.79.211,priv.365m.eff.org,"ns1.eff.org, hostmaster.eff.org",v=spf1 a -all,NOERROR,,,,,,
,17-58-106-77.alpha.eff.org,173.239.79.211,priv.365m.eff.org,"ns1.eff.org, hostmaster.eff.org",v=spf1 a -all,NOERROR,,,,,,
,17-58-106-79.alpha.eff.org,173.239.79.211,priv.365m.eff.org,"ns1.eff.org, hostmaster.eff.org",,NOERROR,,,,,,
,17-58-106-85.alpha.eff.org,173.239.79.211,priv.365m.eff.org,"ns1.eff.org, hostmaster.eff.org",v=spf1 a -all,NOERROR,,,,,,
,17-58-106-86.beta.eff.org,"173.239.79.206, 173.239.79.201, 138.68.29.57, 173.239.79.197",pub.365m.eff.org,"ns1.eff.org, hostmaster.eff.org",v=spf1 a -all,NOERROR,"ns2.eff.org, ns1.eff.org, ns4.eff.org",,,,,
,17-58-106-97.beta.eff.org,173.239.79.206,pub.365m.eff.org,"ns1.eff.org, hostmaster.eff.org",v=spf1 a -all,NOERROR,,,,,,
,17-58-96-59.beta.eff.org,,pub.365m.eff.org,"ns1.eff.org, hostmaster.eff.org",v=spf1 a -all,NOERROR,,,,,,
,17-58-96-81.alpha.eff.org,,priv.365m.eff.org,"ns1.eff.org, hostmaster.eff.org",v=spf1 a -all,NOERROR,,,,,,
,17-58-96-93.beta.eff.org,173.239.79.206,pub.365m.eff.org,"ns1.eff.org, hostmaster.eff.org",v=spf1 a -all,NOERROR,,,,,,
,17-58-97-20.alpha.eff.org,"173.239.79.201, 138.68.29.57, 173.239.79.197",priv.365m.eff.org,"ns1.eff.org, hostmaster.eff.org",v=spf1 a -all,NOERROR,"ns1.eff.org, ns2.eff.org, ns4.eff.org",,,,,
,17-58-97-4.alpha.eff.org,173.239.79.211,priv.365m.eff.org,"ns1.eff.org, hostmaster.eff.org",v=spf1 a -all,NOERROR,,,,,,
,17-58-97-65.beta.eff.org,173.239.79.206,pub.365m.eff.org,"ns1.eff.org, hostmaster.eff.org",v=spf1 a -all,NOERROR,,,,,,
,17-58-97-88.beta.eff.org,173.239.79.206,pub.365m.eff.org,"ns1.eff.org, hostmaster.eff.org",v=spf1 a -all,NOERROR,,,,,,
,17-58-98-1.alpha.eff.org,173.239.79.211,priv.365m.eff.org,"ns1.eff.org, hostmaster.eff.org",v=spf1 a -all,NOERROR,,,,,,
,17-58-98-12.alpha.eff.org,173.239.79.211,priv.365m.eff.org,"ns1.eff.org, hostmaster.eff.org",v=spf1 a -all,NOERROR,,,,,,
,17-58-98-12.beta.eff.org,173.239.79.206,pub.365m.eff.org,"ns1.eff.org, hostmaster.eff.org",v=spf1 a -all,NOERROR,,,,,,
,17-58-98-2.alpha.eff.org,173.239.79.211,priv.365m.eff.org,"ns1.eff.org, hostmaster.eff.org",v=spf1 a -all,NOERROR,,,,,,
,17-58-98-62.beta.eff.org,173.239.79.206,pub.365m.eff.org,"ns1.eff.org, hostmaster.eff.org",v=spf1 a -all,NOERROR,,,,,,
,17-58-98-63.alpha.eff.org,173.239.79.211,priv.365m.eff.org,"ns1.eff.org, hostmaster.eff.org",,NOERROR,,,,,,
,17-58-99-30.beta.eff.org,173.239.79.206,pub.365m.eff.org,"ns1.eff.org, hostmaster.eff.org",v=spf1 a -all,NOERROR,,,,,,
,17-58-99-42.alpha.eff.org,173.239.79.211,priv.365m.eff.org,"ns1.eff.org, hostmaster.eff.org",v=spf1 a -all,NOERROR,,,,,,
,17-58-99-44.alpha.eff.org,173.239.79.211,priv.365m.eff.org,"ns1.eff.org, hostmaster.eff.org",v=spf1 a -all,NOERROR,,,,,,
,17-58-99-67.alpha.eff.org,173.239.79.211,priv.365m.eff.org,"ns1.eff.org, hostmaster.eff.org",v=spf1 a -all,NOERROR,,,,,,
,17-58-99-7.alpha.eff.org,173.239.79.211,priv.365m.eff.org,"ns1.eff.org, hostmaster.eff.org",v=spf1 a -all,NOERROR,,,,,,
,17-58-99-78.alpha.eff.org,"173.239.79.211, 173.239.79.201, 138.68.29.57, 173.239.79.197",priv.365m.eff.org,"ns1.eff.org, hostmaster.eff.org",v=spf1 a -all,NOERROR,"ns1.eff.org, ns2.eff.org, ns4.eff.org",,,,,
,17-58-99-90.beta.eff.org,173.239.79.206,pub.365m.eff.org,"ns1.eff.org, hostmaster.eff.org",v=spf1 a -all,NOERROR,,,,,,
,17-99.beta.eff.org,173.239.79.206,pub.365m.eff.org,"ns1.eff.org, hostmaster.eff.org",v=spf1 a -all,NOERROR,,,,,,
,199-123-90-59.alpha.eff.org,173.239.79.211,priv.365m.eff.org,"ns1.eff.org, hostmaster.eff.org",v=spf1 a -all,NOERROR,,,,,,
,1dsiap75l.d5.eff.org,173.239.79.211,priv.365m.eff.org,"ns1.eff.org, hostmaster.eff.org",v=spf1 a -all,NOERROR,,,,,,
,1euvyiw248kpqno.alpha.eff.org,173.239.79.211,priv.365m.eff.org,"ns1.eff.org, hostmaster.eff.org",v=spf1 a -all,NOERROR,,,,,,
,1igas8n9.d5.eff.org,173.239.79.211,priv.365m.eff.org,"ns1.eff.org, hostmaster.eff.org",v=spf1 a -all,NOERROR,,,,,,
,1j0ovz5qw8sc.d5.eff.org,173.239.79.211,priv.365m.eff.org,"ns1.eff.org, hostmaster.eff.org",v=spf1 a -all,NOERROR,,,,,,
,1j47u5g9otmnx8d.d5.eff.org,173.239.79.211,priv.365m.eff.org,"ns1.eff.org, hostmaster.eff.org",v=spf1 a -all,NOERROR,,,,,,
,1j789lesargt3xi.alpha.eff.org,173.239.79.211,priv.365m.eff.org,"ns1.eff.org, hostmaster.eff.org",v=spf1 a -all,NOERROR,,,,,,
,1jqgun3wa.d5.eff.org,"173.239.79.211, 173.239.79.201, 138.68.29.57, 173.239.79.197",priv.365m.eff.org,"ns1.eff.org, hostmaster.eff.org",v=spf1 a -all,NOERROR,"ns2.eff.org, ns4.eff.org, ns1.eff.org",,,,,
,1mclh5qnvgb2j.d5.eff.org,173.239.79.211,priv.365m.eff.org,"ns1.eff.org, hostmaster.eff.org",v=spf1 a -all,NOERROR,,,,,,
,1mn5uh7la.d5.eff.org,173.239.79.211,priv.365m.eff.org,"ns1.eff.org, hostmaster.eff.org",v=spf1 a -all,NOERROR,,,,,,
,1mse0u9y3jfiopdb.alpha.eff.org,173.239.79.211,priv.365m.eff.org,"ns1.eff.org, hostmaster.eff.org",v=spf1 a -all,NOERROR,,,,,,
,1n43rctjpxg2w.d5.eff.org,173.239.79.211,priv.365m.eff.org,"ns1.eff.org, hostmaster.eff.org",v=spf1 a -all,NOERROR,,,,,,
,1oeu3szfpqaj.alpha.eff.org,173.239.79.211,priv.365m.eff.org,"ns1.eff.org, hostmaster.eff.org",v=spf1 a -all,NOERROR,,,,,,
,1p0.beta.eff.org,173.239.79.206,pub.365m.eff.org,"ns1.eff.org, hostmaster.eff.org",v=spf1 a -all,NOERROR,,,,,,
,1p1-9-9-7.alpha.eff.org,173.239.79.211,priv.365m.eff.org,"ns1.eff.org, hostmaster.eff.org",v=spf1 a -all,NOERROR,,,,,,
,1ptwm9t.santaclaraprinciples.d5.eff.org,"173.239.79.211, 173.239.79.201, 138.68.29.57, 173.239.79.197",priv.365m.eff.org,"ns1.eff.org, hostmaster.eff.org",v=spf1 a -all,NOERROR,"ns4.eff.org, ns1.eff.org, ns2.eff.org",,,,,
,1qlcunhz3da.d5.eff.org,173.239.79.211,priv.365m.eff.org,"ns1.eff.org, hostmaster.eff.org",v=spf1 a -all,NOERROR,,,,,,
,1r86o2f0n.d5.eff.org,173.239.79.211,priv.365m.eff.org,"ns1.eff.org, hostmaster.eff.org",v=spf1 a -all,NOERROR,,,,,,
,1rxdz9os5el0.alpha.eff.org,173.239.79.211,priv.365m.eff.org,"ns1.eff.org, hostmaster.eff.org",v=spf1 a -all,NOERROR,,,,,,
,1s905th4um.d5.eff.org,173.239.79.211,priv.365m.eff.org,"ns1.eff.org, hostmaster.eff.org",v=spf1 a -all,NOERROR,,,,,,
,1sqby3hf0.d5.eff.org,173.239.79.211,priv.365m.eff.org,"ns1.eff.org, hostmaster.eff.org",v=spf1 a -all,NOERROR,,,,,,
,1t7wev5zi0.alpha.eff.org,173.239.79.211,priv.365m.eff.org,"ns1.eff.org, hostmaster.eff.org",v=spf1 a -all,NOERROR,,,,,,
,1u24fxe9r6ty.alpha.eff.org,173.239.79.211,priv.365m.eff.org,"ns1.eff.org, hostmaster.eff.org",v=spf1 a -all,NOERROR,,,,,,
,1uz8vk35oba.alpha.eff.org,173.239.79.211,priv.365m.eff.org,"ns1.eff.org, hostmaster.eff.org",v=spf1 a -all,NOERROR,,,,,,
,1xjrng6fv7qz.alpha.eff.org,173.239.79.211,priv.365m.eff.org,"ns1.eff.org, hostmaster.eff.org",v=spf1 a -all,NOERROR,,,,,,
,2-courier.beta.eff.org,173.239.79.206,pub.365m.eff.org,"ns1.eff.org, hostmaster.eff.org",v=spf1 a -all,NOERROR,,,,,,
,20tfsi.alpha.eff.org,173.239.79.211,priv.365m.eff.org,"ns1.eff.org, hostmaster.eff.org",v=spf1 a -all,NOERROR,,,,,,
,21.alpha.eff.org,173.239.79.211,priv.365m.eff.org,"ns1.eff.org, hostmaster.eff.org",v=spf1 a -all,NOERROR,,,,,,
,2186qgw9b.d5.eff.org,173.239.79.211,priv.365m.eff.org,"ns1.eff.org, hostmaster.eff.org",v=spf1 a -all,NOERROR,,,,,,
,22-66.alpha.eff.org,173.239.79.211,priv.365m.eff.org,"ns1.eff.org, hostmaster.eff.org",v=spf1 a -all,NOERROR,,,,,,
,22-98.beta.eff.org,"173.239.79.206, 173.239.79.201, 138.68.29.57, 173.239.79.197",pub.365m.eff.org,"ns1.eff.org, hostmaster.eff.org",v=spf1 a -all,NOERROR,"ns4.eff.org, ns1.eff.org, ns2.eff.org",,,,,
,22-courier.alpha.eff.org,173.239.79.211,priv.365m.eff.org,"ns1.eff.org, hostmaster.eff.org",v=spf1 a -all,NOERROR,,,,,,
,23-courier.beta.eff.org,173.239.79.206,pub.365m.eff.org,"ns1.eff.org, hostmaster.eff.org",v=spf1 a -all,NOERROR,,,,,,
,23perspective.alpha.eff.org,173.239.79.211,priv.365m.eff.org,"ns1.eff.org, hostmaster.eff.org",v=spf1 a -all,NOERROR,,,,,,
,24auto.alpha.eff.org,173.239.79.211,priv.365m.eff.org,"ns1.eff.org, hostmaster.eff.org",v=spf1 a -all,NOERROR,,,,,,
,24frtl81pbsgn.alpha.eff.org,173.239.79.211,priv.365m.eff.org,"ns1.eff.org, hostmaster.eff.org",v=spf1 a -all,NOERROR,,,,,,
,27-52.alpha.eff.org,173.239.79.211,priv.365m.eff.org,"ns1.eff.org, hostmaster.eff.org",v=spf1 a -all,NOERROR,,,,,,
,27-courier2.beta.eff.org,173.239.79.206,pub.365m.eff.org,"ns1.eff.org, hostmaster.eff.org",v=spf1 a -all,NOERROR,,,,,,
,27.alpha.eff.org,"173.239.79.211, 173.239.79.201, 138.68.29.57, 173.239.79.197",priv.365m.eff.org,"ns1.eff.org, hostmaster.eff.org",,NOERROR,"ns4.eff.org, ns2.eff.org, ns1.eff.org",,,,,
,271-dco-vc3-nsabb.alpha.eff.org,173.239.79.211,priv.365m.eff.org,"ns1.eff.org, hostmaster.eff.org",v=spf1 a -all,NOERROR,,,,,,
,27cy4is098wnfzp.alpha.eff.org,173.239.79.211,priv.365m.eff.org,"ns1.eff.org, hostmaster.eff.org",v=spf1 a -all,NOERROR,,,,,,
,27fcu9j5.alpha.eff.org,173.239.79.211,priv.365m.eff.org,"ns1.eff.org, hostmaster.eff.org",v=spf1 a -all,NOERROR,,,,,,
,28.beta.eff.org,173.239.79.206,pub.365m.eff.org,"ns1.eff.org, hostmaster.eff.org",v=spf1 a -all,NOERROR,,,,,,
,28my9pti4.alpha.eff.org,173.239.79.211,priv.365m.eff.org,"ns1.eff.org, hostmaster.eff.org",v=spf1 a -all,NOERROR,,,,,,
,29-courier2-prod.beta.eff.org,173.239.79.206,pub.365m.eff.org,"ns1.eff.org, hostmaster.eff.org",v=spf1 a -all,NOERROR,,,,,,
,29afd5jklgs16x.alpha.eff.org,173.239.79.211,priv.365m.eff.org,"ns1.eff.org, hostmaster.eff.org",v=spf1 a -all,NOERROR,,,,,,
,29cms.beta.eff.org,173.239.79.206,pub.365m.eff.org,"ns1.eff.org, hostmaster.eff.org",v=spf1 a -all,NOERROR,,,,,,
,2akb8thq.alpha.eff.org,173.239.79.211,priv.365m.eff.org,"ns1.eff.org, hostmaster.eff.org",v=spf1 a -all,NOERROR,,,,,,
,2akb8thq.beta.eff.org,173.239.79.206,pub.365m.eff.org,"ns1.eff.org, hostmaster.eff.org",v=spf1 a -all,NOERROR,,,,,,
,2bn1a3vwmz7gh8xd.d5.eff.org,173.239.79.211,priv.365m.eff.org,"ns1.eff.org, hostmaster.eff.org",v=spf1 a -all,NOERROR,,,,,,
,2c15.alpha.eff.org,173.239.79.211,priv.365m.eff.org,"ns1.eff.org, hostmaster.eff.org",v=spf1 a -all,NOERROR,,,,,,
,2ddfrkx42q.alpha.eff.org,173.239.79.211,priv.365m.eff.org,"ns1.eff.org, hostmaster.eff.org",v=spf1 a -all,NOERROR,,,,,,
,2ed9a4yh1i.alpha.eff.org,173.239.79.211,priv.365m.eff.org,"ns1.eff.org, hostmaster.eff.org",v=spf1 a -all,NOERROR,,,,,,
,2fkc5sh3z4t.d5.eff.org,173.239.79.211,priv.365m.eff.org,"ns1.eff.org, hostmaster.eff.org",v=spf1 a -all,NOERROR,,,,,,
,2g08ic1wk.alpha.eff.org,173.239.79.211,priv.365m.eff.org,"ns1.eff.org, hostmaster.eff.org",v=spf1 a -all,NOERROR,,,,,,
,2pclwqxktmnr.d5.eff.org,173.239.79.211,priv.365m.eff.org,"ns1.eff.org, hostmaster.eff.org",v=spf1 a -all,NOERROR,,,,,,
,2qe0j4o835l.alpha.eff.org,"173.239.79.201, 138.68.29.57, 173.239.79.197",priv.365m.eff.org,"ns1.eff.org, hostmaster.eff.org",v=spf1 a -all,NOERROR,"ns4.eff.org, ns1.eff.org, ns2.eff.org",,,,,
,2rypl3w09.d5.eff.org,173.239.79.211,priv.365m.eff.org,"ns1.eff.org, hostmaster.eff.org",v=spf1 a -all,NOERROR,,,,,,
,2tomcat.alpha.eff.org,173.239.79.211,priv.365m.eff.org,"ns1.eff.org, hostmaster.eff.org",v=spf1 a -all,NOERROR,,,,,,
,2tvizjzldf.alpha.eff.org,,priv.365m.eff.org,"ns1.eff.org, hostmaster.eff.org",,NOERROR,,,,,,
,2vmph8z7urd.alpha.eff.org,173.239.79.211,priv.365m.eff.org,"ns1.eff.org, hostmaster.eff.org",v=spf1 a -all,NOERROR,,,,,,
,2wvlun5h.d5.eff.org,173.239.79.211,priv.365m.eff.org,"ns1.eff.org, hostmaster.eff.org",v=spf1 a -all,NOERROR,,,,,,
,2x4w1cfvyg7ed.d5.eff.org,173.239.79.211,priv.365m.eff.org,"ns1.eff.org, hostmaster.eff.org",v=spf1 a -all,NOERROR,,,,,,
,3-courier.alpha.eff.org,173.239.79.211,priv.365m.eff.org,"ns1.eff.org, hostmaster.eff.org",v=spf1 a -all,NOERROR,,,,,,
,3.alpha.eff.org,173.239.79.211,priv.365m.eff.org,"ns1.eff.org, hostmaster.eff.org",v=spf1 a -all,NOERROR,,,,,,
,30n2c9ask.d5.eff.org,173.239.79.211,priv.365m.eff.org,"ns1.eff.org, hostmaster.eff.org",v=spf1 a -all,NOERROR,,,,,,
,31.beta.eff.org,173.239.79.206,pub.365m.eff.org,"ns1.eff.org, hostmaster.eff.org",v=spf1 a -all,NOERROR,,,,,,
,32-courier2.alpha.eff.org,173.239.79.211,priv.365m.eff.org,"ns1.eff.org, hostmaster.eff.org",v=spf1 a -all,NOERROR,,,,,,
,322-67.alpha.eff.org,"173.239.79.211, 173.239.79.201, 138.68.29.57, 173.239.79.197",priv.365m.eff.org,"ns1.eff.org, hostmaster.eff.org",v=spf1 a -all,NOERROR,"ns2.eff.org, ns1.eff.org, ns4.eff.org",,,,,
,33-courier2.alpha.eff.org,"173.239.79.201, 138.68.29.57, 173.239.79.197",priv.365m.eff.org,"ns1.eff.org, hostmaster.eff.org",v=spf1 a -all,NOERROR,"ns1.eff.org, ns2.eff.org, ns4.eff.org",,,,,
,331a699d.alpha.eff.org,173.239.79.211,priv.365m.eff.org,"ns1.eff.org, hostmaster.eff.org",v=spf1 a -all,NOERROR,,,,,,
,36-courier.alpha.eff.org,173.239.79.211,priv.365m.eff.org,"ns1.eff.org, hostmaster.eff.org",v=spf1 a -all,NOERROR,,,,,,
,365scores.alpha.eff.org,173.239.79.211,priv.365m.eff.org,"ns1.eff.org, hostmaster.eff.org",v=spf1 a -all,NOERROR,,,,,,
,368f.alpha.eff.org,173.239.79.211,priv.365m.eff.org,"ns1.eff.org, hostmaster.eff.org",v=spf1 a -all,NOERROR,,,,,,
,379k4il8q.alpha.eff.org,173.239.79.211,priv.365m.eff.org,"ns1.eff.org, hostmaster.eff.org",v=spf1 a -all,NOERROR,,,,,,
,39-courier2.beta.eff.org,,pub.365m.eff.org,"ns1.eff.org, hostmaster.eff.org",,NOERROR,,,,,,
,3alzkumyx7q.d5.eff.org,173.239.79.211,priv.365m.eff.org,"ns1.eff.org, hostmaster.eff.org",v=spf1 a -all,NOERROR,,,,,,
,3fgraph-09.alpha.eff.org,173.239.79.211,priv.365m.eff.org,"ns1.eff.org, hostmaster.eff.org",v=spf1 a -all,NOERROR,,,,,,
,3fkdptnbrmij.beta.eff.org,173.239.79.206,pub.365m.eff.org,"ns1.eff.org, hostmaster.eff.org",v=spf1 a -all,NOERROR,,,,,,
,3fkdptnbrmij.d5.eff.org,173.239.79.211,priv.365m.eff.org,"ns1.eff.org, hostmaster.eff.org",v=spf1 a -all,NOERROR,,,,,,
,3forcom.alpha.eff.org,173.239.79.211,priv.365m.eff.org,"ns1.eff.org, hostmaster.eff.org",v=spf1 a -all,NOERROR,,,,,,
,3h4kjpesiwyfz.alpha.eff.org,173.239.79.211,priv.365m.eff.org,"ns1.eff.org, hostmaster.eff.org",v=spf1 a -all,NOERROR,,,,,,
,3h4kjpesiwyfz.beta.eff.org,173.239.79.206,pub.365m.eff.org,"ns1.eff.org, hostmaster.eff.org",v=spf1 a -all,NOERROR,,,,,,
,3h4kjpesiwyfz.d5.eff.org,173.239.79.211,priv.365m.eff.org,"ns1.eff.org, hostmaster.eff.org",v=spf1 a -all,NOERROR,,,,,,
,3hj028sw9fva.d5.eff.org,"173.239.79.211, 173.239.79.201, 138.68.29.57, 173.239.79.197",priv.365m.eff.org,"ns1.eff.org, hostmaster.eff.org",v=spf1 a -all,NOERROR,"ns4.eff.org, ns2.eff.org, ns1.eff.org",,,,,
,3lewi-160-44.alpha.eff.org,"173.239.79.211, 173.239.79.201, 138.68.29.57, 173.239.79.197",priv.365m.eff.org,"ns1.eff.org, hostmaster.eff.org",v=spf1 a -all,NOERROR,"ns2.eff.org, ns4.eff.org, ns1.eff.org",,,,,
,3lewi-164-96.alpha.eff.org,173.239.79.211,priv.365m.eff.org,"ns1.eff.org, hostmaster.eff.org",v=spf1 a -all,NOERROR,,,,,,
,3ley6705vsmqofh9.d5.eff.org,173.239.79.211,priv.365m.eff.org,"ns1.eff.org, hostmaster.eff.org",v=spf1 a -all,NOERROR,,,,,,
