input,title,status_code,content_length,asn_as_number,asn_as_name,asn_as_country,asn_as_range_,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_mismatched,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_org_,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_wildcard_certificate,tls_tls_connection,tls_sni,port,url,scheme,webserver,content_type,method,host,path,favicon,a_,lines,failed,final_url,tech_,cdn_name,cdn,csp_domains_
access.api.bbc.com,Error,404,139,AS16509,AS16509,Unknown,63.32.0.0/14,access.api.bbc.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,,2023-04-27T10:37:49Z,2023-05-27T10:37:49Z,"CN=ck928f46k4kndkk4d8g2c2q4q2d288cd.bbc.co.uk, OU=live, O=British Broadcasting Corporation, L=London, C=GB",ck928f46k4kndkk4d8g2c2q4q2d288cd.bbc.co.uk,British Broadcasting Corporation,access.md.bbc.co.uk,"CN=Cloud Production Servers and Services, OU=FM, O=British Broadcasting Corporation, L=London, C=GB",Cloud Production Servers and Services,British Broadcasting Corporation,0b7d93239fbb971a09bf68225bc60a29,cb628d446daf3464c7cfe44dc50d31e1a9b1e8dbc1cbc62f659f87bd9ddf56ff,,ctls,access.api.bbc.com,443,https://access.api.bbc.com:443,https,Apache,text/html,GET,63.32.85.18,/,1593207841,34.248.196.236,11,False,,Apache,,,
access.stage.api.bbc.com,Error,404,139,AS16509,AS16509,Unknown,18.200.0.0/14,access.stage.api.bbc.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,,2023-05-07T13:57:08Z,2023-06-06T13:57:08Z,"CN=q9mm6ppbkc8k42hb6k2h22hf8gb8kgn6.bbc.co.uk, OU=stage, O=British Broadcasting Corporation, L=London, C=GB",q9mm6ppbkc8k42hb6k2h22hf8gb8kgn6.bbc.co.uk,British Broadcasting Corporation,access.stage.md.bbc.co.uk,"CN=Cloud Development Servers and Services, OU=FM, O=British Broadcasting Corporation, L=London, C=GB",Cloud Development Servers and Services,British Broadcasting Corporation,d9276dcaa6b8a3f9b9497125a465dd36,091dbd71b6673c84b9e1429e315457cdfe5c1b95e16f3eec941847d80e8ab295,,ctls,access.stage.api.bbc.com,443,https://access.stage.api.bbc.com:443,https,Apache,text/html,GET,18.200.97.238,/,1593207841,54.76.58.146,11,False,,Apache,,,
access.test.api.bbc.com,Error,404,139,AS16509,AS16509,Unknown,34.240.0.0/12,access.test.api.bbc.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,,2023-05-08T02:57:15Z,2023-06-07T02:57:15Z,"CN=hkq8nhqg4gg6dcc8nccmfqd6kh6kf8cm.bbc.co.uk, OU=test, O=British Broadcasting Corporation, L=London, C=GB",hkq8nhqg4gg6dcc8nccmfqd6kh6kf8cm.bbc.co.uk,British Broadcasting Corporation,access.test.md.bbc.co.uk,"CN=Cloud Development Servers and Services, OU=FM, O=British Broadcasting Corporation, L=London, C=GB",Cloud Development Servers and Services,British Broadcasting Corporation,3eb7a8d835192ae4e7e7e76b290ac2e8,a7b652b4060c4ed96ca681f7f94e42317ae6f8602b02616d04ae7aef0718d9ab,,ctls,access.test.api.bbc.com,443,https://access.test.api.bbc.com:443,https,Apache,text/html,GET,34.241.5.218,/,1593207841,52.49.185.245,11,False,,Apache,,,
account.bbc.com,BBC – Sign in,200,129144,AS2818,"BBC BBC Internet Services, UK",GB,212.58.224.0/19,account.bbc.com,443,True,tls12,TLS_ECDHE_ECDSA_WITH_AES_128_GCM_SHA256,,2023-02-01T14:16:06Z,2024-03-04T14:16:05Z,"CN=*.bbc.co.uk, O=BRITISH BROADCASTING CORPORATION, L=London, ST=London, C=GB",*.bbc.co.uk,BRITISH BROADCASTING CORPORATION,bbc.co.uk,"CN=GlobalSign ECC OV SSL CA 2018, O=GlobalSign nv-sa, C=BE",GlobalSign ECC OV SSL CA 2018,GlobalSign nv-sa,0b82e8ed6fa893a33bda024115be6a7e,ab4e080c641b9b3e5ce79d3e96c0168bdf852d6ffb83d1d66bacb6d819964586,True,ctls,account.bbc.com,443,https://account.bbc.com:443,https,Apache,text/html,GET,212.58.244.93,/,-1596052821,212.58.249.135,182,False,https://account.bbc.com/signin?realm=%2F&clientId=Account&context=international&lang=ar-SA&isCasso=false&action=sign-in&redirectUri=https%3A%2F%2Fsession.bbc.co.uk%2Fsession%2Fcallback%3Frealm%3D%2F&service=IdSignInService&nonce=TPfbGDQ2-6rKr1SIraJOZ7gxc1pS48QF2NZc,HSTS,,,cdn.optimizely.com
account.bbc.com.pri.bbc.com,,404,30,AS2818,"BBC BBC Internet Services, UK",GB,212.58.224.0/19,,,,,,,,,,,,,,,,,,,,,80,http://account.bbc.com.pri.bbc.com:80,http,,text/html,GET,212.58.249.134,/,1035856272,212.58.244.92,1,False,,,,,
account.id.api.bbc.com,BBC – Sign in,200,129122,AS16509,AS16509,Unknown,52.216.72.0/24,account.bbc.com,443,True,tls12,TLS_ECDHE_ECDSA_WITH_AES_128_GCM_SHA256,,2023-02-01T14:16:06Z,2024-03-04T14:16:05Z,"CN=*.bbc.co.uk, O=BRITISH BROADCASTING CORPORATION, L=London, ST=London, C=GB",*.bbc.co.uk,BRITISH BROADCASTING CORPORATION,bbc.co.uk,"CN=GlobalSign ECC OV SSL CA 2018, O=GlobalSign nv-sa, C=BE",GlobalSign ECC OV SSL CA 2018,GlobalSign nv-sa,0b82e8ed6fa893a33bda024115be6a7e,ab4e080c641b9b3e5ce79d3e96c0168bdf852d6ffb83d1d66bacb6d819964586,True,ctls,account.bbc.com,443,https://account.id.api.bbc.com:443,https,Apache,text/html,GET,52.211.97.183,/,-269740726,54.229.211.235,182,False,https://account.bbc.com/signin?realm=%2F&clientId=Account&lang=ar-SA&isCasso=false&action=sign-in&redirectUri=https%3A%2F%2Fsession.bbc.co.uk%2Fsession%2Fcallback%3Frealm%3D%2F&service=IdSignInService&nonce=2v0o2vGy-YQhV5KB4Okx4pt8fMyG5P40pBgo,HSTS,,,*.bbci.co.uk
account.int.bbc.com,BBC – Sign in,200,129336,AS2818,"BBC BBC Internet Services, UK",GB,212.58.230.0/24,account.int.bbc.com,443,True,tls12,TLS_ECDHE_ECDSA_WITH_AES_128_GCM_SHA256,,2023-04-14T05:36:39Z,2024-05-15T05:36:38Z,"CN=*.int.bbc.co.uk, O=BRITISH BROADCASTING CORPORATION, L=London, ST=London, C=GB",*.int.bbc.co.uk,BRITISH BROADCASTING CORPORATION,int.bbc.co.uk,"CN=GlobalSign ECC OV SSL CA 2018, O=GlobalSign nv-sa, C=BE",GlobalSign ECC OV SSL CA 2018,GlobalSign nv-sa,96a08b5deca9215e7d13d7263beb1d04,250eccead12efa7f9b2db07a96230ace0a220c45651913bd31e5f6c7a3f169a0,True,ctls,account.int.bbc.com,443,https://account.int.bbc.com:443,https,Apache,text/html,GET,212.58.228.41,/,-1596052821,212.58.228.41,184,False,https://account.int.bbc.com/signin?realm=%2F&clientId=Account&context=international&lang=ar-SA&isCasso=false&action=sign-in&redirectUri=https%3A%2F%2Fsession.int.bbc.co.uk%2Fsession%2Fcallback%3Frealm%3D%2F&service=IdSignInService&nonce=CaPl6hLc-s3UpY02kcIuN-yQ1llTH1eOAvzQ,HSTS,,,http://*.bbc.co.uk
account.test.bbc.com,BBC – Sign in,200,129225,AS2818,"BBC BBC Internet Services, UK",GB,212.58.230.0/24,account.test.bbc.com,443,True,tls12,TLS_ECDHE_ECDSA_WITH_AES_128_GCM_SHA256,,2023-04-14T05:41:13Z,2024-05-15T05:41:12Z,"CN=*.test.bbc.co.uk, O=BRITISH BROADCASTING CORPORATION, L=London, ST=London, C=GB",*.test.bbc.co.uk,BRITISH BROADCASTING CORPORATION,test.bbc.co.uk,"CN=GlobalSign ECC OV SSL CA 2018, O=GlobalSign nv-sa, C=BE",GlobalSign ECC OV SSL CA 2018,GlobalSign nv-sa,ddc5e3bca9babac593423e7995797814,1f3d5ad41575a263b67d11e88a724966bb9d4bdf51f196f810f5ab8834e56cae,True,ctls,account.test.bbc.com,443,https://account.test.bbc.com:443,https,Apache,text/html,GET,212.58.228.10,/,-1596052821,212.58.228.10,182,False,https://account.test.bbc.com/signin?realm=%2F&clientId=Account&context=international&lang=ar-SA&isCasso=false&action=sign-in&redirectUri=https%3A%2F%2Fsession.test.bbc.co.uk%2Fsession%2Fcallback%3Frealm%3D%2F&service=IdSignInService&nonce=oLdiR3FF-HZSitkqhVvSN_tzfIJjKqrvWyC8,HSTS,,,*.bbci.co.uk
activity.stage.api.bbc.com,,401,31,AS16509,AS16509,Unknown,52.216.72.0/24,activity.stage.api.bbc.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,,2022-11-30T14:41:02Z,2024-01-01T14:41:01Z,"CN=activity.stage.api.bbc.co.uk, O=BRITISH BROADCASTING CORPORATION, L=London, ST=London, C=GB",activity.stage.api.bbc.co.uk,BRITISH BROADCASTING CORPORATION,activity.int.api.bbc.co.uk,"CN=GlobalSign RSA OV SSL CA 2018, O=GlobalSign nv-sa, C=BE",GlobalSign RSA OV SSL CA 2018,GlobalSign nv-sa,1bbef658c7d5fda30f3e38d2d7c3255f,a2753a7934add2ce813ae6773ea0bbaf2c8e39d0798b205db94fcba076e9e612,,ctls,activity.stage.api.bbc.com,443,https://activity.stage.api.bbc.com:443,https,Apache,application/json,GET,52.209.76.106,/,-1137713913,54.228.55.76,3,False,,HSTS,,,
activity.test.api.bbc.com,,401,31,AS16509,AS16509,Unknown,52.216.72.0/24,activity.test.api.bbc.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,,2022-11-30T14:41:02Z,2024-01-01T14:41:01Z,"CN=activity.stage.api.bbc.co.uk, O=BRITISH BROADCASTING CORPORATION, L=London, ST=London, C=GB",activity.stage.api.bbc.co.uk,BRITISH BROADCASTING CORPORATION,activity.int.api.bbc.co.uk,"CN=GlobalSign RSA OV SSL CA 2018, O=GlobalSign nv-sa, C=BE",GlobalSign RSA OV SSL CA 2018,GlobalSign nv-sa,1bbef658c7d5fda30f3e38d2d7c3255f,a2753a7934add2ce813ae6773ea0bbaf2c8e39d0798b205db94fcba076e9e612,,ctls,activity.test.api.bbc.com,443,https://activity.test.api.bbc.com:443,https,Apache,application/json,GET,52.210.171.194,/,-1137713913,18.203.78.74,3,False,,HSTS,,,
adassets-stage.bbc.com,,503,,AS16509,AMAZON-02,US,54.228.0.0/15,,,,,,,,,,,,,,,,,,,,,80,http://adassets-stage.bbc.com:80,http,,,GET,54.229.191.68,/,-1840324437,54.229.191.68,1,False,,,,,
adassets.bbc.com,,404,10,AS20940,AKAMAI-ASN1,NL,2.20.0.0/14,adassets.bbc.com,443,True,tls13,TLS_AES_256_GCM_SHA384,,2023-03-10T00:00:00Z,2024-04-09T23:59:59Z,"CN=store.bbc.com, O=BBC Studios Limited, L=London, C=GB",store.bbc.com,BBC Studios Limited,preprod.player.bbc.com,"CN=DigiCert TLS Hybrid ECC SHA384 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS Hybrid ECC SHA384 2020 CA1,DigiCert Inc,35ce7f015450774a460cb78a2e4bbeba,f7b9cc4f08a219d13af5c78bfefc32c2d6399a5955b62d3e627aba475b24015d,,ctls,adassets.bbc.com,443,https://adassets.bbc.com:443,https,AkamaiNetStorage,,GET,2.16.241.93,/,1864250944,2a02:26f0:480:21::217:d135,2,False,,,,,
api-preprod.player.bbc.com,Invalid URL,400,208,AS16625,AKAMAI-AS,US,2.16.32.0/23,,,,,,,,,,,,,,,,,,,,,80,http://api-preprod.player.bbc.com:80,http,AkamaiGHost,text/html,GET,2.16.30.8,/,-581744593,2.16.30.8,8,False,,,,,
api.int.bbcx.test.api.bbc.com,,404,23,AS16509,AS16509,Unknown,15.236.0.0/15,api.int.bbcx.test.api.bbc.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,,2023-04-20T00:00:00Z,2024-05-18T23:59:59Z,CN=api.int.bbcx.test.api.bbc.com,api.int.bbcx.test.api.bbc.com,,api.int.bbcx.test.api.bbc.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,2b2a3129ff7f392fc13540a2f69613e0,710ccae591b83f91d1def7fd039ab1fa948fda600b4851fd9c70f9fc3ca1e8a9,,ctls,api.int.bbcx.test.api.bbc.com,443,https://api.int.bbcx.test.api.bbc.com:443,https,,application/json,GET,15.236.217.26,/,631524574,13.38.211.197,1,False,,,,,
api.player.bbc.com,Service Unavailable,503,268,AS16625,AKAMAI-AS,US,2.16.32.0/23,api.player.bbc.com,443,True,tls13,TLS_AES_256_GCM_SHA384,True,2022-09-13T00:00:00Z,2023-09-13T23:59:59Z,"CN=*.test.edgekey.net, O=Akamai Technologies\, Inc., L=Cambridge, ST=Massachusetts, C=US",*.test.edgekey.net,"Akamai Technologies, Inc.",test.edgekey.net,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,93a880620156d07fde73c993df17f45f,1356b4f25e1c8342091e6ccc4471fa9c7a09068ba577ae49d637dfd01512f63f,True,ctls,api.player.bbc.com,443,https://api.player.bbc.com:443,https,AkamaiGHost,text/html,GET,2.16.30.8,/,1569952318,2.16.30.8,9,False,,,,,
api.stage.bbcx.test.api.bbc.com,,404,23,AS16509,AS16509,Unknown,52.60.0.0/16,api.stage.bbcx.test.api.bbc.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,,2023-04-20T00:00:00Z,2024-05-18T23:59:59Z,CN=api.stage.bbcx.test.api.bbc.com,api.stage.bbcx.test.api.bbc.com,,api.stage.bbcx.test.api.bbc.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,33815ada389f419b78b2d46916a11645,d444a91d0975a436c78872b260cb5e66d1645721b6b2cf347d7c36c66f5e1f77,,ctls,api.stage.bbcx.test.api.bbc.com,443,https://api.stage.bbcx.test.api.bbc.com:443,https,,application/json,GET,52.56.250.239,/,631524574,3.11.134.230,1,False,,,,,
api.test.bbcx.test.api.bbc.com,,404,23,AS16509,AS16509,Unknown,18.200.0.0/14,api.test.bbcx.test.api.bbc.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,,2023-04-20T00:00:00Z,2024-05-18T23:59:59Z,CN=api.test.bbcx.test.api.bbc.com,api.test.bbcx.test.api.bbc.com,,api.test.bbcx.test.api.bbc.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,c89c72f59c4291c420c83a0f89fff0e7,acfc3ee43f1c37c8de0e5f69d0dad3829fef15cb5cc48b0eed8a2958b003845d,,ctls,api.test.bbcx.test.api.bbc.com,443,https://api.test.bbcx.test.api.bbc.com:443,https,,application/json,GET,18.196.71.246,/,631524574,3.125.165.69,1,False,,,,,
audco.int.api.bbc.com,,404,23,AS16509,AMAZON-02,US,13.32.16.0/20,audco.int.api.bbc.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-01-03T14:01:09Z,2024-02-04T14:01:08Z,"CN=audco.test.api.bbc.co.uk, O=BRITISH BROADCASTING CORPORATION, L=London, ST=London, C=GB",audco.test.api.bbc.co.uk,BRITISH BROADCASTING CORPORATION,audco.stage.api.bbc.co.uk,"CN=GlobalSign RSA OV SSL CA 2018, O=GlobalSign nv-sa, C=BE",GlobalSign RSA OV SSL CA 2018,GlobalSign nv-sa,58ec0b688a47e12c6baff5bb2e030b61,adb043b9af53d4a73d1de95644d3f8fb2db2800a2e51bfab9131e2c6ca478b91,,ctls,audco.int.api.bbc.com,443,https://audco.int.api.bbc.com:443,https,,application/json,GET,13.32.27.73,/,631524574,13.32.27.114,1,False,,Amazon Web Services,cloudfront,True,
audco.stage.api.bbc.com,,404,23,AS16509,AMAZON-02,US,143.204.216.0/24,audco.stage.api.bbc.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-01-03T14:01:09Z,2024-02-04T14:01:08Z,"CN=audco.test.api.bbc.co.uk, O=BRITISH BROADCASTING CORPORATION, L=London, ST=London, C=GB",audco.test.api.bbc.co.uk,BRITISH BROADCASTING CORPORATION,audco.stage.api.bbc.co.uk,"CN=GlobalSign RSA OV SSL CA 2018, O=GlobalSign nv-sa, C=BE",GlobalSign RSA OV SSL CA 2018,GlobalSign nv-sa,58ec0b688a47e12c6baff5bb2e030b61,adb043b9af53d4a73d1de95644d3f8fb2db2800a2e51bfab9131e2c6ca478b91,,ctls,audco.stage.api.bbc.com,443,https://audco.stage.api.bbc.com:443,https,,application/json,GET,143.204.215.126,/,631524574,143.204.215.60,1,False,,Amazon Web Services,cloudfront,True,
audco.test.api.bbc.com,,404,23,AS16509,AMAZON-02,US,18.66.116.0/23,audco.test.api.bbc.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-01-03T14:01:09Z,2024-02-04T14:01:08Z,"CN=audco.test.api.bbc.co.uk, O=BRITISH BROADCASTING CORPORATION, L=London, ST=London, C=GB",audco.test.api.bbc.co.uk,BRITISH BROADCASTING CORPORATION,audco.stage.api.bbc.co.uk,"CN=GlobalSign RSA OV SSL CA 2018, O=GlobalSign nv-sa, C=BE",GlobalSign RSA OV SSL CA 2018,GlobalSign nv-sa,58ec0b688a47e12c6baff5bb2e030b61,adb043b9af53d4a73d1de95644d3f8fb2db2800a2e51bfab9131e2c6ca478b91,,ctls,audco.test.api.bbc.com,443,https://audco.test.api.bbc.com:443,https,,application/json,GET,18.66.112.36,/,631524574,18.66.112.71,1,False,,Amazon Web Services,cloudfront,True,
bag.api.bbc.com,,200,47,AS16509,AS16509,Unknown,34.240.0.0/12,bag.api.bbc.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,,2023-02-08T10:06:05Z,2024-03-11T10:06:04Z,"CN=bag.api.bbc.co.uk, O=BRITISH BROADCASTING CORPORATION, L=London, ST=London, C=GB",bag.api.bbc.co.uk,BRITISH BROADCASTING CORPORATION,bag.api.bbc.com,"CN=GlobalSign RSA OV SSL CA 2018, O=GlobalSign nv-sa, C=BE",GlobalSign RSA OV SSL CA 2018,GlobalSign nv-sa,d875ea9cbc4777ffe93fe608ca52125f,edb551ab77775b6f7dc092d48f714e1a7d263761aff39f39b10092f4d73d9765,,ctls,bag.api.bbc.com,443,https://bag.api.bbc.com:443,https,Apache,text/plain,GET,34.241.35.30,/,1867516310,52.50.1.208,1,False,,Apache,,,
bag.stage.api.bbc.com,,200,47,AS16509,AS16509,Unknown,18.200.0.0/14,bag.stage.api.bbc.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,,2023-02-08T10:06:02Z,2024-03-11T10:06:01Z,"CN=bag.int.api.bbc.co.uk, O=BRITISH BROADCASTING CORPORATION, L=London, ST=London, C=GB",bag.int.api.bbc.co.uk,BRITISH BROADCASTING CORPORATION,bag.stage.api.bbc.co.uk,"CN=GlobalSign RSA OV SSL CA 2018, O=GlobalSign nv-sa, C=BE",GlobalSign RSA OV SSL CA 2018,GlobalSign nv-sa,3fa3341d7f44fb9aa610df41a53bfa2f,3b0f047505decdf7c41d47b49964e2f6e28ac55a85af6c834d69a1be04fd5abb,,ctls,bag.stage.api.bbc.com,443,https://bag.stage.api.bbc.com:443,https,Apache,text/plain,GET,18.200.76.3,/,-2026795654,54.228.25.15,1,False,,Apache,,,
bag.test.api.bbc.com,,200,47,AS16509,AS16509,Unknown,54.154.0.0/15,bag.test.api.bbc.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,,2023-02-08T10:06:02Z,2024-03-11T10:06:01Z,"CN=bag.int.api.bbc.co.uk, O=BRITISH BROADCASTING CORPORATION, L=London, ST=London, C=GB",bag.int.api.bbc.co.uk,BRITISH BROADCASTING CORPORATION,bag.stage.api.bbc.co.uk,"CN=GlobalSign RSA OV SSL CA 2018, O=GlobalSign nv-sa, C=BE",GlobalSign RSA OV SSL CA 2018,GlobalSign nv-sa,3fa3341d7f44fb9aa610df41a53bfa2f,3b0f047505decdf7c41d47b49964e2f6e28ac55a85af6c834d69a1be04fd5abb,,ctls,bag.test.api.bbc.com,443,https://bag.test.api.bbc.com:443,https,Apache,text/plain,GET,54.154.220.132,/,-1537211797,52.215.143.175,1,False,,Apache,,,
bbc.com,BBC - Homepage,200,240419,AS54113,FASTLY,US,151.101.8.0/22,www.bbc.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-03-14T06:16:13Z,2024-04-14T06:16:12Z,"CN=www.bbc.com, O=BRITISH BROADCASTING CORPORATION, L=London, ST=London, C=GB",www.bbc.com,BRITISH BROADCASTING CORPORATION,bbc.com,"CN=GlobalSign RSA OV SSL CA 2018, O=GlobalSign nv-sa, C=BE",GlobalSign RSA OV SSL CA 2018,GlobalSign nv-sa,a1d8827aecffc7874b925149b79dd4b1,3dd613b282b35ae46d082ad8c054238b4b1562078a54cf2d968613541dcd7afc,True,ctls,www.bbc.com,443,https://bbc.com:443,https,BBC-GTM,text/html,GET,151.101.0.81,/,111446429,2a04:4e42:600::81,2321,False,https://www.bbc.com/,Varnish,fastly,True,
ca.shop.bbc.com,"BBC Shop
– BBC Shop Canada",200,495076,AS13335,CLOUDFLARENET,US,23.227.38.0/23,ca.shop.bbc.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-03-18T01:30:23Z,2023-06-16T01:30:22Z,CN=ca.shop.bbc.com,ca.shop.bbc.com,,ca.shop.bbc.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,9c70c74636b182d63031b8444ed25d0a,506c049376a79446908ac412c2029253535ac8792929451d9be4f7dcdae313e1,,ctls,ca.shop.bbc.com,443,https://ca.shop.bbc.com:443,https,cloudflare,text/html,GET,23.227.38.74,/,-1840324437,23.227.38.74,16072,False,,Shopify,,,
click.bbcgoodfood.bbc.com,403 - Forbidden: Access is denied.,403,1233,AS22606,EXACT-7,US,68.232.192.0/20,click.bbcgoodfood.bbc.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,True,2023-03-01T00:00:00Z,2024-03-27T23:59:59Z,"CN=origin-click.s6.exacttarget.com, O=Salesforce.com\, Inc., L=San Francisco, ST=California, C=US",origin-click.s6.exacttarget.com,"Salesforce.com, Inc.",origin-click.s6.exacttarget.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,a883ef2ee73cb0e865df93a268c0e559,354b67d3e764060fb1a89fc2f3904c09b2e12b1d8fccbbf607ce5679c323f96d,,ctls,click.bbcgoodfood.bbc.com,443,https://click.bbcgoodfood.bbc.com:443,https,,text/html,GET,68.232.203.70,/,1631801191,68.232.203.70,30,False,,HSTS,,,
click.bluey.bbc.com,403 - Forbidden: Access is denied.,403,1233,AS22606,EXACT-7,US,68.232.192.0/20,click.bluey.bbc.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,True,2023-03-01T00:00:00Z,2024-03-27T23:59:59Z,"CN=origin-click.s6.exacttarget.com, O=Salesforce.com\, Inc., L=San Francisco, ST=California, C=US",origin-click.s6.exacttarget.com,"Salesforce.com, Inc.",origin-click.s6.exacttarget.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,a883ef2ee73cb0e865df93a268c0e559,354b67d3e764060fb1a89fc2f3904c09b2e12b1d8fccbbf607ce5679c323f96d,,ctls,click.bluey.bbc.com,443,https://click.bluey.bbc.com:443,https,,text/html,GET,68.232.203.70,/,1631801191,68.232.203.70,30,False,,HSTS,,,
click.email.bbc.com,403 - Forbidden: Access is denied.,403,1233,AS14340,SALESFORCE,US,128.17.0.0/16,click.email.bbc.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,2022-10-06T00:00:00Z,2023-11-06T23:59:59Z,"CN=click.email.bbc.com, O=SALESFORCE.COM\, INC., L=San Francisco, ST=California, C=US",click.email.bbc.com,"SALESFORCE.COM, INC.",click.email.bbc.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,4b7d016b67d3d194bbb42db9383392e4,fe9a5a90c0397d82be8417b8777be3b19055cba1388c0593ad19217e445b2a3a,,ctls,click.email.bbc.com,443,https://click.email.bbc.com:443,https,,text/html,GET,128.17.96.19,/,1631801191,128.17.96.19,30,False,,HSTS,,,
cloud.bluey.bbc.com,403 - Forbidden: Access is denied.,403,1233,AS22606,EXACT-7,US,198.245.80.0/20,cloud.bluey.bbc.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,True,2022-12-24T00:00:00Z,2024-01-24T23:59:59Z,"CN=pub.s6.exacttarget.com, O=SALESFORCE.COM\, INC., L=San Francisco, ST=California, C=US",pub.s6.exacttarget.com,"SALESFORCE.COM, INC.",pub.s6.exacttarget.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,f17c1e8879d9f419ce57c22d3b067dc1,b353f1ecc12eeb0f78f5f6136f4984b2c4f6bd2d5d5af8db1ac824c9f18cf999,,ctls,cloud.bluey.bbc.com,443,https://cloud.bluey.bbc.com:443,https,,text/html,GET,198.245.82.44,/,1631801191,198.245.82.44,30,False,,,,,
cloud.email.bbc.com,403 - Forbidden: Access is denied.,403,1233,AS14340,SALESFORCE,US,128.17.0.0/16,cloud.email.bbc.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,2022-10-23T00:00:00Z,2023-11-23T23:59:59Z,"CN=cloud.email.bbc.com, O=SALESFORCE.COM\, INC., L=San Francisco, ST=California, C=US",cloud.email.bbc.com,"SALESFORCE.COM, INC.",cloud.email.bbc.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,8dcede83a5cca1efc4c8d3df513bcba8,2422db23142c03f0d775d587498c1227c3c840240876b3cbeb3c4c07cbff571e,,ctls,cloud.email.bbc.com,443,https://cloud.email.bbc.com:443,https,,text/html,GET,128.17.80.43,/,1631801191,128.17.80.43,30,False,,,,,
comments.api.bbc.com,,404,126,AS16509,AS16509,Unknown,52.40.0.0/14,comments.api.bbc.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,,2022-12-19T14:46:14Z,2024-01-20T14:46:13Z,"CN=comments.api.bbc.co.uk, O=BRITISH BROADCASTING CORPORATION, L=London, ST=London, C=GB",comments.api.bbc.co.uk,BRITISH BROADCASTING CORPORATION,reportugc.api.bbc.co.uk,"CN=GlobalSign RSA OV SSL CA 2018, O=GlobalSign nv-sa, C=BE",GlobalSign RSA OV SSL CA 2018,GlobalSign nv-sa,bd84618b207c52ce0961f2d46b6dec25,b68519e2b2ab6e8b739a80db959dc177d835bffa4bfdb819b542c8c3c9a1a323,,ctls,comments.api.bbc.com,443,https://comments.api.bbc.com:443,https,Apache/2.4.6 (CentOS) OpenSSL/1.0.2k-fips,application/json,GET,52.31.176.2,/,-764091936,34.252.193.43,1,False,,OpenSSL:1.0.2k,,,
