new,host,a,cname,soa,status_code,cdn,cdn-name,aaaa,ns,mx,txt,has_internal_ips,internal_ips,caa
[x],activity.stage.api.bbc.com,"54.228.55.76, 52.209.76.106","uas-a127-apiman.stage.api.bbc.co.uk, uas-a127-apiman.stage.fdca55c56af24a70.xhst.bbci.co.uk, stage-a127-apiman-main-alb-922626453.eu-west-1.elb.amazonaws.com",,NOERROR,,,,,,,,,
[x],activity.test.api.bbc.com,"18.203.78.74, 52.210.171.194","uas-a127-apiman.test.api.bbc.co.uk, uas-a127-apiman.test.fdca55c56af24a70.xhst.bbci.co.uk, test-a127-apiman-main-alb-1294954719.eu-west-1.elb.amazonaws.com","ns-1053.awsdns-03.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],adassets-stage.bbc.com,54.229.191.68,prod-redirection-service-web-elb-1797048546.eu-west-1.elb.amazonaws.com,"ns-1053.awsdns-03.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],adassets.bbc.com,"2.16.186.200, 2.16.186.139","opsprod-adassets.bbc.com.edgekey.net, e71911.dsch.akamaiedge.net","n0dsch.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,"2a02:26f0:3400::1703:5899, 2a02:26f0:3400::1703:58b9",,,,,,
[x],api-preprod.player.bbc.com,184.30.222.98,"api-preprod.player.bbc.com.edgekey.net, e19.e12.akamaiedge.net","n0e12.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],api.bbc.com,,,"ns-1006.awsdns-61.net, awsdns-hostmaster.amazon.com",NOERROR,,,,"ns-1006.awsdns-61.net, ns-111.awsdns-13.com, ns-1266.awsdns-30.org, ns-1812.awsdns-34.co.uk",,,,,
[x],api.int.bbcx.test.api.bbc.com,,d-rv1d4vzxg8.execute-api.eu-west-3.amazonaws.com,"ns-98.awsdns-12.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],api.player.bbc.com,2.16.30.8,"api.player.bbc.com.edgekey.net, e19.e12.akamaiedge.net","n0e12.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],api.stage.bbcx.test.api.bbc.com,"35.177.12.237, 3.11.198.229",d-05s3mfed71.execute-api.eu-west-2.amazonaws.com,"ns-1937.awsdns-50.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],api.test.bbcx.test.api.bbc.com,"52.59.108.159, 18.157.132.171",d-zsypdt7kni.execute-api.eu-central-1.amazonaws.com,"ns-137.awsdns-17.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],as.bbc.com,132.185.162.193,,"ns.bbc.co.uk, hostmaster.bbc.co.uk",NOERROR,,,,,,,,,
[x],astest.bbc.com,212.58.230.169,,"ns.bbc.co.uk, hostmaster.bbc.co.uk",NOERROR,,,,,,,,,
[x],audco.api.bbc.com,"18.66.122.44, 18.66.122.49, 18.66.122.65, 18.66.122.78",,"ns-1006.awsdns-61.net, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,,,,,
[x],audco.int.api.bbc.com,"52.222.139.72, 52.222.139.2, 52.222.139.57, 52.222.139.36",,"ns-1006.awsdns-61.net, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,,,,,
[x],audco.stage.api.bbc.com,"18.244.179.110, 18.244.179.2, 18.244.179.120, 18.244.179.14",,"ns-1006.awsdns-61.net, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,,,,,
[x],audco.test.api.bbc.com,"18.66.112.71, 18.66.112.36, 18.66.112.114, 18.66.112.24",,"ns-1006.awsdns-61.net, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,,,,,
[x],authuserv2log.topgear.bbc.com,54.144.128.85,,,NOERROR,,,,,,,,,
[x],autodiscover.bbc.com,132.185.158.46,hybrid-autodiscover.eglb.bbc.co.uk,"ns1.eglb.bbc.co.uk, hostmaster.bbc.co.uk",NOERROR,,,,,,,,,
[x],bag.api.bbc.com,"34.241.35.30, 52.213.102.0, 52.50.1.208","bbc-activity-gateway.live.d918634911cdcd24.xhst.bbci.co.uk, live-bag-alb-1454353449.eu-west-1.elb.amazonaws.com","ns-1053.awsdns-03.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],bag.stage.api.bbc.com,"18.200.76.3, 54.228.25.15","bbc-activity-gateway.stage.3665e16f12cd9093.xhst.bbci.co.uk, stage-bag-alb-996068635.eu-west-1.elb.amazonaws.com","ns-1053.awsdns-03.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],bag.test.api.bbc.com,"52.215.143.175, 54.154.220.132","bbc-activity-gateway.test.3665e16f12cd9093.xhst.bbci.co.uk, test-bag-alb-977010650.eu-west-1.elb.amazonaws.com","ns-1053.awsdns-03.org, awsdns-hostmaster.amazon.com",NOERROR,,,,"ns-1053.awsdns-03.org, ns-2023.awsdns-60.co.uk, ns-341.awsdns-42.com, ns-739.awsdns-28.net",,,,,
[x],bbc.com,"151.101.128.81, 151.101.192.81, 151.101.0.81, 151.101.64.81",,"ns.bbc.co.uk, hostmaster.bbc.co.uk",NOERROR,True,fastly,"2a04:4e42:600::81, 2a04:4e42::81, 2a04:4e42:200::81, 2a04:4e42:400::81","dns1.bbc.com, ddns0.bbc.co.uk, ddns0.bbc.com, ddns1.bbc.co.uk, ddns1.bbc.com, dns0.bbc.co.uk, dns0.bbc.com, dns1.bbc.co.uk","cluster8a.eu.messagelabs.com, cluster8.eu.messagelabs.com","docusign=75217687-3ba0-49bb-bb3b-482d888493af, miro-verification=1a94b0fef7a6d5136a272d5cb425e8dc034e8cfc, apple-domain-verification=bDxvsTrgjGlFf0jP, _globalsign-domain-verification=Ac0Ou2Uz1lWgdhdx71pdvwolv8uXyL8EraQjnxmkNJ, adobe-idp-site-verification=c3a16fcb00ac5365e4ea125d5e59d4be11936f768b3020c4d81b4232019604a2, v=spf1 ip4:212.58.224.0/19 ip4:132.185.0.0/16 ip4:78.136.53.80/28 ip4:78.136.14.192/27 ip4:78.136.19.8/29 ip4:89.234.10.72/29 ip4:74.112.66.33 ip4:208.251.80.51 ip4:89.202.185.0/24 ip4:207.159.133.98 ip4:207.159.133.99,  include:msgfocus.com include:cmail1.com include:mktomail.com include:servers.mcsv.net include:redsnapper.net ?all, MS=ms25863558, 1884df5221d841f294fd942e3e95a01f, atlassian-domain-verification=SQsgJ5h/FqwMTXuSG/G4Nd1Gx6uX2keREOsZSa22D5XT46EsEuyaic8Aej4cR4Tr, google-site-verification=yTRDtkD0tgHXSaJL0EtVrYGv1moNR-QkK8BAvjTv2Q8, dropbox-domain-verification=mtgv0f2pudoz, google-site-verification=mTy-FoNnG0yetpI3-0e9AXctAkUCcWGc_K3BcMfioFI, Fzj91DPhHcxL3FxKMiBraJ9CajRin4nqr8AxflyEQLI+dM+xdOt5/I8F4xGMWelgP2SwFda7w8U2KZFjDR6Ocg==, docusign=57499c1f-9099-463b-a5bd-cb7583816d78",,,"mailto:security@bbc.co.uk, digicert.com, globalsign.com"
[x],bbc.com.pri.bbc.com,,,"dns1.p09.nsone.net, hostmaster.nsone.net",NOERROR,,,,,,,,,
[x],bounce.bbc.com,74.121.50.42,,"ns.bbc.co.uk, hostmaster.bbc.co.uk",NOERROR,,,,,bounce.bbc.com,v=spf1 a ip4:74.112.66.33 -all,,,
[x],ca.shop.bbc.com,23.227.38.74,"bbc-shop-ca.myshopify.com, shops.myshopify.com","dns1.p06.nsone.net, hostmaster.nsone.net",NOERROR,,,,,,,,,"digicert.com, globalsign.com, letsencrypt.org"
[x],campaign-attribution-gateway.api.bbc.com,"54.72.124.167, 52.30.73.5, 52.51.113.118","campaign-attribution-gateway.live.d918634911cdcd24.xhst.bbci.co.uk, live-cag-alb-783852240.eu-west-1.elb.amazonaws.com","ns-1053.awsdns-03.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],campaign-attribution-gateway.stage.api.bbc.com,"54.154.115.43, 63.35.106.195","campaign-attribution-gateway.stage.3665e16f12cd9093.xhst.bbci.co.uk, stage-cag-alb-928693762.eu-west-1.elb.amazonaws.com","ns-1053.awsdns-03.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],campaign-attribution-gateway.test.api.bbc.com,"52.208.135.200, 54.76.149.95","campaign-attribution-gateway.test.3665e16f12cd9093.xhst.bbci.co.uk, test-cag-alb-977518140.eu-west-1.elb.amazonaws.com","ns-1053.awsdns-03.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],click.bbcgoodfood.bbc.com,68.232.203.70,click.virt.s6.exacttarget.com,"ns1.exacttarget.com, hostmaster.exacttarget.com",NOERROR,,,,,,,,,
[x],click.bluey.bbc.com,"68.232.203.70, 66.231.91.222, 66.231.94.222, 68.232.203.115, 136.147.129.78",click.virt.s6.exacttarget.com,"ns1.exacttarget.com, hostmaster.exacttarget.com",NOERROR,,,,"ns1.exacttarget.com, ns2.exacttarget.com, ns3.exacttarget.com, ns4.exacttarget.com",,,,,
[x],click.email.bbc.com,,,"ns1.exacttarget.com, hostmaster.exacttarget.com",NOERROR,,,,,,,,,
[x],click.storeuk.bbc.com,68.232.203.70,click.virt.s6.exacttarget.com,"ns1.exacttarget.com, hostmaster.exacttarget.com",NOERROR,,,,,,,,,
[x],cloud.bluey.bbc.com,198.245.82.44,pub.s6.exacttarget.com,"ns1.exacttarget.com, hostmaster.exacttarget.com",NOERROR,,,,,,,,,
[x],cloud.email.bbc.com,128.17.80.43,,"ns1.exacttarget.com, hostmaster.exacttarget.com",NOERROR,,,,,,,,,
[x],comments.api.bbc.com,"52.209.36.87, 34.252.193.43, 52.31.176.2","comments.e5f3e20bd9808636.xhst.bbci.co.uk, live-comm-componen-r8ofi8o7ydqv-1125177688.eu-west-1.elb.amazonaws.com","ns-1053.awsdns-03.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],comments.test.api.bbc.com,"34.255.52.184, 54.171.234.142","comments.test.8a6c003eea4a00ec.xhst.bbci.co.uk, test-comm-componen-11pyl0wt9en1y-347324407.eu-west-1.elb.amazonaws.com","ns-1053.awsdns-03.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],consent.int.api.bbc.com,"143.204.215.103, 143.204.215.101, 143.204.215.108, 143.204.215.70",cdn-1786.privacy-mgmt.com,"ns-840.awsdns-41.net, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,,,,,
[x],consent.stage.api.bbc.com,"18.244.155.37, 18.244.155.54, 18.244.155.38, 18.244.155.87",cdn-1786.privacy-mgmt.com,"ns-840.awsdns-41.net, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,"ns-1307.awsdns-35.org, ns-1976.awsdns-55.co.uk, ns-414.awsdns-51.com, ns-840.awsdns-41.net",,,,,
[x],consent.test.api.bbc.com,"143.204.215.101, 143.204.215.70, 143.204.215.103, 143.204.215.108",cdn-1786.privacy-mgmt.com,"ns-840.awsdns-41.net, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,,,,,
[x],cookie-oven.api.bbc.com,"108.157.4.75, 108.157.4.122, 108.157.4.84, 108.157.4.65",d2wmwflzszhlnq.cloudfront.net,"ns-842.awsdns-41.net, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,"ns-1537.awsdns-00.co.uk, ns-299.awsdns-37.com, ns-842.awsdns-41.net, ns-1491.awsdns-58.org",,,,,
[x],cookie-oven.test.api.bbc.com,"18.244.146.128, 18.244.146.91, 18.244.146.48, 18.244.146.50, 205.251.193.43",d2wmwflzszhlnq.cloudfront.net,"ns-842.awsdns-41.net, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,2600:9000:5301:2b00::1,"ns-842.awsdns-41.net, ns-1537.awsdns-00.co.uk, ns-299.awsdns-37.com, ns-1491.awsdns-58.org",,,,,
[x],crmdev.bbc.com,198.245.82.46,,"ns1.exacttarget.com, hostmaster.exacttarget.com",NOERROR,,,,"ns1.exacttarget.com, ns4.exacttarget.com, ns3.exacttarget.com, ns2.exacttarget.com",inbound-reply.s6.exacttarget.com,"v=spf1 include:cust-spf.exacttarget.com -all, spf2.0/pra include:cust-senderid.exacttarget.com -all",,,
[x],ddns0.bbc.com,148.163.199.129,,"ns.bbc.co.uk, hostmaster.bbc.co.uk",NOERROR,,,2607:f740:e04e:8::1,,,,,,
[x],ddns1.bbc.com,148.163.199.193,,"ns.bbc.co.uk, hostmaster.bbc.co.uk",NOERROR,,,2607:f740:e04e:c::1,,,,,,
[x],dev.shop.bbc.com,23.227.38.74,"bbc-shops-dev.myshopify.com, shops.myshopify.com","dns1.p06.nsone.net, hostmaster.nsone.net",NOERROR,,,,,,,,,"globalsign.com, digicert.com, letsencrypt.org"
[x],developer.bbc.com,"54.72.160.205, 18.203.114.47","developer-portal.live.tools.bbc.co.uk, ui.developer-portal.live.adb91cb9dbb80cbf.xhst.bbci.co.uk, live-deve-componen-1sngjtmxb6nni-621084007.eu-west-1.elb.amazonaws.com","ns-1053.awsdns-03.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],dialin.dev.bbc.com,212.58.230.167,,"ns.bbc.co.uk, hostmaster.bbc.co.uk",NOERROR,,,,,,,,,
[x],discussions.api.bbc.com,137.116.226.106,discussions-live.northeurope.cloudapp.azure.com,"ns1-201.azure-dns.com, msnhst.microsoft.com",NOERROR,True,azure,,,,,,,
[x],discussions.test.api.bbc.com,23.101.59.188,discussions-test.northeurope.cloudapp.azure.com,"ns1-201.azure-dns.com, msnhst.microsoft.com",NOERROR,True,azure,,,,,,,
[x],email.bbc.com,,,"ns1.exacttarget.com, hostmaster.exacttarget.com",NOERROR,,,,"ns3.exacttarget.com, ns1.exacttarget.com, ns2.exacttarget.com",inbound-reply.s6.exacttarget.com,"v=spf1 include:cust-spf.exacttarget.com -all, spf2.0/pra include:cust-senderid.exacttarget.com -all",,,
[x],email.shop.bbc.com,,links.getblueshift.com,,NOERROR,True,cloudflare,,,,,,,
[x],emp.bbc.com,23.38.30.132,"emp.bbci.co.uk.edgekey.net, e3891.dscf.akamaiedge.net","n0dscf.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,"2a02:26f0:6c00:19a::f33, 2a02:26f0:6c00:1ad::f33, 2a02:26f0:6c00:191::f33, 2a02:26f0:6c00:1bf::f33, 2a02:26f0:6c00:18c::f33",,,,,,
[x],emp.live.bbc.com,,,,NOERROR,,,,,,,,,
[x],emp.stage.bbc.com,23.38.30.154,"emp.stage.bbci.co.uk.edgekey.net, e3914.dscf.akamaiedge.net","n0dscf.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,"2a02:26f0:6c00:1aa::f4a, 2a02:26f0:6c00:1a1::f4a",,,,,,
[x],emp.test.bbc.com,2.23.131.72,"emp.test.bbci.co.uk.edgekey.net, e3914.dscf.akamaiedge.net","n0dscf.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,"2001:2030:4e:94::f4a, 2001:2030:4e:8f::f4a",,,,,,
[x],external.bbc.com,,,"ns.bbc.co.uk, hostmaster.bbc.co.uk",NOERROR,,,,,,,,,
[x],extra.bbc.com,"13.225.78.108, 13.225.78.47, 13.225.78.79, 13.225.78.4",d38w6xmb1jrt6n.cloudfront.net,"ns-1486.awsdns-57.org, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,"ns-1486.awsdns-57.org, ns-1551.awsdns-01.co.uk, ns-39.awsdns-04.com, ns-613.awsdns-12.net",,,,,
[x],gateway-api-management-mutual-ssl.api.bbc.com,"18.202.154.251, 52.19.71.67, 52.30.155.72","gateway-api-management-mutual-ssl.adb91cb9dbb80cbf.xhst.bbci.co.uk, router.api-management.api.bbc.com, router.api-management.adb91cb9dbb80cbf.xhst.bbci.co.uk, live-api-componen-4up93c6lq321-491884078.eu-west-1.elb.amazonaws.com","ns-1053.awsdns-03.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],gateway-api-management-mutual-ssl.stage.api.bbc.com,"18.202.154.251, 52.19.71.67, 52.30.155.72","gateway-api-management-mutual-ssl.stage.adb91cb9dbb80cbf.xhst.bbci.co.uk, router.api-management.api.bbc.com, router.api-management.adb91cb9dbb80cbf.xhst.bbci.co.uk, live-api-componen-4up93c6lq321-491884078.eu-west-1.elb.amazonaws.com","ns-1053.awsdns-03.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],gateway-api-management-mutual-ssl.test.api.bbc.com,"52.30.155.72, 18.202.154.251, 52.19.71.67","gateway-api-management-mutual-ssl.test.adb91cb9dbb80cbf.xhst.bbci.co.uk, router.api-management.api.bbc.com, router.api-management.adb91cb9dbb80cbf.xhst.bbci.co.uk, live-api-componen-4up93c6lq321-491884078.eu-west-1.elb.amazonaws.com","ns-1053.awsdns-03.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],gb-teams-sbc1.bbc.com,132.185.158.55,,"ns.bbc.co.uk, hostmaster.bbc.co.uk",NOERROR,,,,,,,,,
[x],gb-teams-sbc2.bbc.com,132.185.158.56,,"ns.bbc.co.uk, hostmaster.bbc.co.uk",NOERROR,,,,,,,,,
[x],gb-teams-sbc3.bbc.com,132.185.218.55,,"ns.bbc.co.uk, hostmaster.bbc.co.uk",NOERROR,,,,,,,,,
[x],gb-teams-sbc4.bbc.com,132.185.218.56,,"ns.bbc.co.uk, hostmaster.bbc.co.uk",NOERROR,,,,,,,,,
[x],heartbeat.activity.api.bbc.com,"52.48.94.161, 54.72.232.111, 52.17.100.36","uas-a127-heartbeat.live.24ca1eb415514906.xhst.bbci.co.uk, live-a127-apiman-heartbeat-alb-1706383620.eu-west-1.elb.amazonaws.com","ns-1053.awsdns-03.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],heartbeat.activity.int.api.bbc.com,"54.72.198.169, 63.35.208.188","uas-a127-heartbeat.int.fdca55c56af24a70.xhst.bbci.co.uk, int-a127-apiman-heartbeat-alb-1581538256.eu-west-1.elb.amazonaws.com","ns-1053.awsdns-03.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],help.store.bbc.com,,"store.bbc.com-v3.edgekey.net, e71911.dscj.akamaiedge.net, e71911.dscj.akamaiedge.net.0.1.cn.akamaiedge.net","n0cn.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,"2a02:26f0:480:c::210:f19b, 2a02:26f0:480:c::210:f195",,,,,,
[x],host-214-60-0-49.dev.bbc.com,54.144.128.85,,,NOERROR,,,,,,,,,
[x],hybrid.bbc.com,132.185.158.46,hybrid-autodiscover.eglb.bbc.co.uk,"ns1.eglb.bbc.co.uk, hostmaster.bbc.co.uk",NOERROR,,,,,,,,,
[x],idcta-origin.int.api.bbc.com,"52.18.121.237, 52.214.77.30",idcta-origin.int.id.b77ff526efa260da.xhst.bbci.co.uk,"ns-1564.awsdns-03.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],idcta-origin.stage.api.bbc.com,"99.81.5.250, 54.76.41.96",idcta-origin.stage.id.b77ff526efa260da.xhst.bbci.co.uk,"ns-1564.awsdns-03.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],idcta-origin.test.api.bbc.com,"52.18.30.65, 52.213.68.56",idcta.test.id.b77ff526efa260da.xhst.bbci.co.uk,"ns-1564.awsdns-03.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],idcta.api.bbc.com,2.22.239.28,"idcta-cdn.api.bbc.com.edgekey.net, e3891.dscf.akamaiedge.net","n0dscf.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,"2001:2030:4e:8d::f33, 2001:2030:4e:a7::f33, 2001:2030:4e:b2::f33, 2001:2030:4e:a3::f33, 2001:2030:4e:87::f33",,,,,,
[x],image.bbcearth.bbc.com,"2.16.187.65, 2.16.187.10","tlsprovisioning-san-s6-5.edgekey.net, e80032.dscx.akamaiedge.net","n0dscx.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,"2a02:26f0:3500:1b::1724:a39a, 2a02:26f0:3500:1b::1724:a399",,,,,,
[x],image.bbcgames.bbc.com,"2.21.242.236, 2.21.242.234","images.s6.exacttarget.com.edgesuite.net, a1051.g.akamai.net","n0g.akamai.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],image.bbcgoodfood.bbc.com,"2.16.241.147, 2.16.241.151","tlsprovisioning-san-s6-2.edgekey.net, e90836.dscx.akamaiedge.net","n0dscx.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,"2a02:26f0:480:c::210:f193, 2a02:26f0:480:c::210:f197",,,,,,
[x],image.bluey.bbc.com,"2.23.209.138, 2.23.209.184","tlghczc94tjtl3ctxjlwdvc4zk-0.image-sap.sfmc-content.com, tlsprovisioning-san-s6-6.edgekey.net, e132357.dscx.akamaiedge.net","n0dscx.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,"2a02:26f0:3500:1b::1724:a39c, 2a02:26f0:3500:1b::1724:a388",,,,,,
[x],image.crmdev.bbc.com,"2.16.241.17, 2.16.241.6","images.s6.exacttarget.com.edgesuite.net, a1051.g.akamai.net","n0g.akamai.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],image.email.bbc.com,"2.18.29.176, 2.18.29.185","tlsprovisioning-san-s6-2.edgekey.net, e90836.dscx.akamaiedge.net","n0dscx.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,"2a02:26f0:d200::6855:f930, 2a02:26f0:d200::6855:f918",,,,,,
[x],image.events.bbc.com,"2.18.29.176, 2.18.29.168","tlsprovisioning-san-s6-6.edgekey.net, e132357.dscx.akamaiedge.net",,NOERROR,,,,,,,,,
[x],image.storeuk.bbc.com,"104.117.182.35, 104.117.182.25","images.s6.exacttarget.com.edgesuite.net, a1051.g.akamai.net","n0g.akamai.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],image.topgear.bbc.com,"2.16.187.136, 2.16.187.65","tlsprovisioning-san-s6-6.edgekey.net, e132357.dscx.akamaiedge.net","n0dscx.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,"2a02:26f0:3500:1b::1724:a388, 2a02:26f0:3500:1b::1724:a39c",,,,,,
[x],imageresizer-preprod.player.bbc.com,23.206.80.45,"imageresizer-preprod.player.bbc.com.edgekey.net, e19.e12.akamaiedge.net","n0e12.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],information-syndication.api.bbc.com,"54.154.124.37, 54.171.37.217, 52.210.57.74",information-syndication.710a83ed2724cb9f.xhst.bbci.co.uk,"ns-1756.awsdns-27.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],int.staff.bbc.com,"99.86.4.57, 99.86.4.97, 99.86.4.15, 99.86.4.17",,"ns-529.awsdns-02.net, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,"2600:9000:2057:5600:13:ed6d:6d40:93a1, 2600:9000:2057:5800:13:ed6d:6d40:93a1, 2600:9000:2057:9200:13:ed6d:6d40:93a1, 2600:9000:2057:8200:13:ed6d:6d40:93a1, 2600:9000:2057:ea00:13:ed6d:6d40:93a1, 2600:9000:2057:dc00:13:ed6d:6d40:93a1, 2600:9000:2057:7200:13:ed6d:6d40:93a1, 2600:9000:2057:1400:13:ed6d:6d40:93a1",,,,,,
[x],li.bbc.com,"95.100.111.208, 95.100.111.184","650d7d375b2ba413ad89566c5327e0b6.edgesuite.net, a1826.g1.akamai.net","n0g1.akamai.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],live.bbc.com,,,"ns.bbc.co.uk, hostmaster.bbc.co.uk",NOERROR,,,,,,,,,
[x],localhost.bbcgoodfood.bbc.com,127.0.0.1,,"ns1.exacttarget.com, hostmaster.exacttarget.com",NOERROR,,,,,,,True,127.0.0.1,
[x],localhost.emails.bbc.com,127.0.0.1,,"ns1.exacttarget.com, hostmaster.exacttarget.com",NOERROR,,,,,,,True,127.0.0.1,
[x],lyncdiscover.bbc.com,52.112.192.14,webdir.online.lync.com,"admin.nsatc.net, dns.level3.net",NOERROR,,,2603:1027:0:3::e,,,,,,
[x],lyncdiscover.dev.bbc.com,212.58.230.167,,"ns.bbc.co.uk, hostmaster.bbc.co.uk",NOERROR,,,,,,,,,
[x],m.bbc.com,"212.58.244.163, 212.58.249.151",m.bbc.com.pri.bbc.com,"dns1.p09.nsone.net, hostmaster.nsone.net",NOERROR,,,,,,,,,
[x],m.bbc.com.pri.bbc.com,"212.58.249.151, 212.58.244.163",,"dns1.p09.nsone.net, hostmaster.nsone.net",NOERROR,,,,,,,,,
[x],m.stage.bbc.com,"212.58.244.159, 212.58.249.75",m.stage.bbc.com.pri.bbc.com,"dns1.p09.nsone.net, hostmaster.nsone.net",NOERROR,,,,,,,,,
[x],m.stage.bbc.com.pri.bbc.com,"212.58.249.75, 212.58.244.159",,"dns1.p09.nsone.net, hostmaster.nsone.net",NOERROR,,,,,,,,,
[x],m.test.bbc.com,212.58.228.114,,"ns.bbc.co.uk, hostmaster.bbc.co.uk",NOERROR,,,,,,,,,
[x],main.dc.tps.bbc.com.pri.bbc.com,"212.58.249.215, 212.58.244.27",,"dns1.p09.nsone.net, hostmaster.nsone.net",NOERROR,,,,,,,,,
[x],meet.dev.bbc.com,212.58.230.167,,"ns.bbc.co.uk, hostmaster.bbc.co.uk",NOERROR,,,,,,,,,
[x],moderateduser.api.bbc.com,"46.137.144.114, 52.211.45.38, 54.76.85.64","moderateduser.e5f3e20bd9808636.xhst.bbci.co.uk, live-mode-componen-1jqj1g18xzy5s-999677840.eu-west-1.elb.amazonaws.com","ns-1053.awsdns-03.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],moderateduser.int.api.bbc.com,"54.194.166.255, 52.49.95.121","moderateduser.int.8a6c003eea4a00ec.xhst.bbci.co.uk, int-moder-componen-pr2hpvmdaq1b-514308162.eu-west-1.elb.amazonaws.com","ns-1053.awsdns-03.org, awsdns-hostmaster.amazon.com",NOERROR,,,,"ns-1053.awsdns-03.org, ns-2023.awsdns-60.co.uk, ns-341.awsdns-42.com, ns-739.awsdns-28.net",,,,,
[x],moderation.api.bbc.com,"99.81.91.79, 34.240.162.126, 52.213.57.68","moderation-service.e5f3e20bd9808636.xhst.bbci.co.uk, live-mode-componen-1ud63msd3iatg-1366767147.eu-west-1.elb.amazonaws.com","ns-1053.awsdns-03.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],moderation.int.api.bbc.com,"34.240.141.218, 54.171.81.247","moderation-service.int.8a6c003eea4a00ec.xhst.bbci.co.uk, int-moder-componen-124t36xa13l2c-153958337.eu-west-1.elb.amazonaws.com","ns-1053.awsdns-03.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],moderation.test.api.bbc.com,"18.203.214.184, 52.30.242.107","moderation-service.test.8a6c003eea4a00ec.xhst.bbci.co.uk, test-mode-componen-1h2r2y2m2hko9-1664915812.eu-west-1.elb.amazonaws.com","ns-1053.awsdns-03.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],mta.bbcafricachannels.bbc.com,68.232.203.232,,"eu.ns04-bbcstudios.com, bbcstudios-hostmaster.bbcstudios.com",NOERROR,,,,,,,,,
[x],mta.bbcamerica.bbc.com,68.232.203.233,,"ns1.exacttarget.com, hostmaster.exacttarget.com",NOERROR,,,,,,,,,
[x],mta.bbcgoodfood.bbc.com,68.232.203.232,,"ns1.exacttarget.com, hostmaster.exacttarget.com",NOERROR,,,,,,,,,
[x],mta.bbcshop.bbc.com,,,"ns1.exacttarget.com, hostmaster.exacttarget.com",NOERROR,,,,,,,,,
