new,host,a,soa,status_code,mx,ns,txt,cname,cdn,cdn-name,caa,aaaa,has_internal_ips,internal_ips
[x],api.ndiapmapproved.integration.test.lanternpay.com,"54.253.96.219, 54.79.95.34, 3.105.58.7","ns-1363.awsdns-42.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],api.ndiapmapproved.sandbox.lanternpay.com,"54.252.59.249, 3.105.31.89, 54.253.233.246","ns-1341.awsdns-39.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],api.notificationcache.lanternpay.com,"13.210.38.184, 52.64.236.98, 13.238.100.218","ns-97.awsdns-12.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],api.notificationcache.plat-qa.test.lanternpay.com,"52.65.73.152, 13.54.239.186, 52.65.197.159","ns-1363.awsdns-42.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],api.notificationhub.integration.test.lanternpay.com,"54.79.95.34, 54.253.96.219, 3.105.58.7","ns-1363.awsdns-42.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],api.notificationhub.lanternpay.com,"13.210.38.184, 52.64.236.98, 13.238.100.218","ns-97.awsdns-12.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],api.notificationhub.sandbox.lanternpay.com,"54.252.59.249, 54.253.233.246, 3.105.31.89","ns-1341.awsdns-39.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],api.notificationhub.tac.lanternpay.com,"13.54.229.169, 13.238.7.159, 3.24.7.203","ns-1539.awsdns-00.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],api.paramstore.test.lanternpay.com,,"ns-1363.awsdns-42.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],api.partner.nab.com.au,104.81.125.54,"n0x.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,"api.nab.com.au.edgekey.net, e13400.x.akamaiedge.net",,,,,,
[x],api.paymentgateway.lanternpay.com,"52.64.236.98, 13.238.100.218, 13.210.38.184","ns-97.awsdns-12.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],api.paymentgateway.plat-qa.test.lanternpay.com,"52.65.73.152, 13.54.239.186, 52.65.197.159","ns-1363.awsdns-42.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],api.paymentgateway.sandbox.lanternpay.com,"3.105.31.89, 54.252.59.249, 54.253.233.246","ns-1341.awsdns-39.org, awsdns-hostmaster.amazon.com",NOERROR,,"ns-1341.awsdns-39.org, ns-2040.awsdns-63.co.uk, ns-262.awsdns-32.com, ns-990.awsdns-59.net",,,,,,,,
[x],api.payments.lanternpay.com,"13.238.100.218, 52.64.236.98, 13.210.38.184","ns-97.awsdns-12.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],api.payments.sandbox.lanternpay.com,"3.105.31.89, 54.252.59.249, 54.253.233.246","ns-1341.awsdns-39.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],api.payments.tac.lanternpay.com,"13.54.229.169, 3.24.7.203, 13.238.7.159","ns-1539.awsdns-00.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,"ns-1400.awsdns-47.org, ns-1539.awsdns-00.co.uk, ns-21.awsdns-02.com, ns-673.awsdns-20.net",,,,,,,,
[x],api.plat-qa.test.lanternpay.com,"54.153.215.46, 54.206.133.107, 52.65.24.232","ns-1363.awsdns-42.org, awsdns-hostmaster.amazon.com",NOERROR,,"ns-1363.awsdns-42.org, ns-1632.awsdns-12.co.uk, ns-422.awsdns-52.com, ns-725.awsdns-26.net",,,,,,,,
[x],api.pmib-qa.test.lanternpay.com,,"ns-1363.awsdns-42.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],api.proda.integration.test.lanternpay.com,"54.253.96.219, 54.79.95.34, 3.105.58.7","ns-1363.awsdns-42.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],api.proda.lanternpay.com,"52.64.236.98, 13.238.100.218, 13.210.38.184","ns-97.awsdns-12.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],api.proda.plat-qa.test.lanternpay.com,"13.54.239.186, 52.65.73.152, 52.65.197.159","ns-1363.awsdns-42.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],api.programs.plat-qa.test.lanternpay.com,"13.54.239.186, 52.65.73.152, 52.65.197.159","ns-1363.awsdns-42.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],api.programs.sandbox.lanternpay.com,"54.252.59.249, 54.253.233.246, 3.105.31.89","ns-1341.awsdns-39.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],api.programs.tac.lanternpay.com,"13.238.7.159, 3.24.7.203, 13.54.229.169","ns-1539.awsdns-00.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],api.providers.integration.test.lanternpay.com,"54.79.95.34, 54.253.96.219, 3.105.58.7","ns-1363.awsdns-42.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],api.providers.lanternpay.com,"52.64.236.98, 13.238.100.218, 13.210.38.184","ns-97.awsdns-12.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],api.providers.plat-qa.test.lanternpay.com,"52.65.73.152, 52.65.197.159, 13.54.239.186","ns-1363.awsdns-42.org, awsdns-hostmaster.amazon.com",NOERROR,,"ns-1363.awsdns-42.org, ns-1632.awsdns-12.co.uk, ns-422.awsdns-52.com, ns-725.awsdns-26.net",,,,,,,,
[x],api.providers.sandbox.lanternpay.com,"3.105.31.89, 54.253.233.246, 54.252.59.249","ns-1341.awsdns-39.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],api.providers.tac.lanternpay.com,"13.238.7.159, 3.24.7.203, 13.54.229.169","ns-1539.awsdns-00.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],api.qa.test.lanternpay.com,,"ns-1363.awsdns-42.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],api.remittance.integration.test.lanternpay.com,"54.79.95.34, 3.105.58.7, 54.253.96.219","ns-1363.awsdns-42.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],api.remittance.lanternpay.com,"13.238.100.218, 52.64.236.98, 13.210.38.184","ns-97.awsdns-12.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],api.remittance.plat-qa.test.lanternpay.com,"52.65.197.159, 13.54.239.186, 52.65.73.152","ns-1363.awsdns-42.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],api.remittance.sandbox.lanternpay.com,"54.252.59.249, 54.253.233.246, 3.105.31.89","ns-1341.awsdns-39.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],api.remittance.tac.lanternpay.com,"13.238.7.159, 3.24.7.203, 13.54.229.169","ns-1539.awsdns-00.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],api.reportingplatform.lanternpay.com,"13.238.100.218, 13.210.38.184, 52.64.236.98","ns-97.awsdns-12.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],api.reportingplatform.plat-qa.test.lanternpay.com,"52.65.197.159, 52.65.73.152, 13.54.239.186","ns-1363.awsdns-42.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],api.sandbox.lanternpay.com,"13.237.213.175, 13.237.203.224, 54.66.43.52","ns-1341.awsdns-39.org, awsdns-hostmaster.amazon.com",NOERROR,,"ns-1341.awsdns-39.org, ns-2040.awsdns-63.co.uk, ns-262.awsdns-32.com, ns-990.awsdns-59.net",,,,,,,,
[x],api.signalrcore.integration.test.lanternpay.com,"3.105.58.7, 54.253.96.219, 54.79.95.34","ns-1363.awsdns-42.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],api.signalrcore.lanternpay.com,"13.210.38.184, 13.238.100.218, 52.64.236.98","ns-97.awsdns-12.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],api.signalrcore.plat-qa.test.lanternpay.com,"52.65.73.152, 13.54.239.186, 52.65.197.159","ns-1363.awsdns-42.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],api.signalrcore.sandbox.lanternpay.com,"3.105.31.89, 54.253.233.246, 54.252.59.249","ns-1341.awsdns-39.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],api.signalrcore.tac.lanternpay.com,"3.24.7.203, 13.238.7.159, 13.54.229.169","ns-1539.awsdns-00.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],api.staging.claiming.com.au,"13.55.218.79, 3.24.13.113, 13.236.227.158","ns-283.awsdns-35.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],api.tacvic.lanternpay.com,"13.238.100.218, 52.64.236.98, 13.210.38.184","ns-97.awsdns-12.com, awsdns-hostmaster.amazon.com",NOERROR,,"ns-1359.awsdns-41.org, ns-1707.awsdns-21.co.uk, ns-97.awsdns-12.com, ns-992.awsdns-60.net",,,,,,,,
[x],api.tacvic.sandbox.lanternpay.com,"54.252.59.249, 54.253.233.246, 3.105.31.89","ns-1341.awsdns-39.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],api.tacvic.tac.lanternpay.com,"13.54.229.169, 13.238.7.159, 3.24.7.203","ns-1539.awsdns-00.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],api.terminals.integration.test.lanternpay.com,"54.79.95.34, 3.105.58.7, 54.253.96.219","ns-1363.awsdns-42.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],api.terminals.lanternpay.com,"13.238.100.218, 52.64.236.98, 13.210.38.184","ns-97.awsdns-12.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],api.terminals.plat-qa.test.lanternpay.com,"52.65.73.152, 52.65.197.159, 13.54.239.186","ns-1363.awsdns-42.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],api.ubank.com.au,23.215.19.170,"n0dscx.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,"api.ubank.com.au.edgekey.net, e3929.dscx.akamaiedge.net",,,,"2a02:26f0:1700:394::f59, 2a02:26f0:1700:385::f59",,
[x],api.workcoverqld.integration.test.lanternpay.com,"54.253.96.219, 54.79.95.34, 3.105.58.7","ns-1363.awsdns-42.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],api.workcoverqld.lanternpay.com,"13.238.100.218, 52.64.236.98, 13.210.38.184","ns-97.awsdns-12.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],api.workcoverqld.plat-qa.test.lanternpay.com,"52.65.197.159, 52.65.73.152, 13.54.239.186","ns-1363.awsdns-42.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],api.worksafevic.lanternpay.com,"13.210.38.184, 13.238.100.218, 52.64.236.98","ns-97.awsdns-12.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],api.worksafevic.plat-qa.test.lanternpay.com,"52.65.197.159, 13.54.239.186, 52.65.73.152","ns-1363.awsdns-42.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],api.worksafevic.sandbox.lanternpay.com,"54.252.59.249, 54.253.233.246, 3.105.31.89","ns-1341.awsdns-39.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],api.www.lanternpay.com,"13.211.241.140, 13.55.65.66, 13.238.252.181","ns-172.awsdns-21.com, awsdns-hostmaster.amazon.com",NOERROR,,,,d-hwxkc4fnd9.execute-api.ap-southeast-2.amazonaws.com,,,,,,
[x],api2.nab.com.au,96.7.22.166,"n0x.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,"api.nab.com.au.edgekey.net, e13400.x.akamaiedge.net",,,,,,
[x],apimlc.nab.com.au,104.81.106.9,"n0x.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,"apimlc.nab.com.au.edgekey.net, e3899.x.akamaiedge.net",,,,,,
[x],apistaff.nab.com.au,,,NOERROR,,,,apistaff.lbprod.nab.com.au,,,,,,
[x],apmei.nab.com.au,,,NOERROR,,,,apmei.lbprod.nab.com.au,,,,,,
[x],apps.medfin.com.au,125.7.19.242,"ns1.national.com.au, hostmaster.national.com.au",NOERROR,,,,,,,,,,
[x],assets-i-pro--coinbase.phpeurope-phpeurope.claiming.com.au,"18.173.233.42, 18.173.233.86, 18.173.233.83, 18.173.233.39","ns-283.awsdns-35.com, awsdns-hostmaster.amazon.com",NOERROR,,,,www.claiming.com.au,True,cloudfront,,,,
[x],assetservicing-dev1-preview.nonprod.nab.com.au,23.201.248.217,"n0x.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,"nonprod.nab.com.au.edgekey.net, e7288.x.akamaiedge.net",,,,,,
[x],assetservicing-dev1-publish.nonprod.nab.com.au,23.52.50.34,"n0x.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,"nonprod.nab.com.au.edgekey.net, e7288.x.akamaiedge.net",,,,,,
[x],assetservicing-prod-preview.prod.nab.com.au,23.37.35.147,"n0x.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,"prod.nab.com.au.edgekey.net, e7288.x.akamaiedge.net",,,,,,
[x],assetservicing-prod-publish.prod.nab.com.au,88.221.97.97,"n0x.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,"prod.nab.com.au.edgekey.net, e7288.x.akamaiedge.net",,,,,,
[x],assetservicing-sit1-preview.nonprod.nab.com.au,104.81.109.20,"n0x.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,"nonprod.nab.com.au.edgekey.net, e7288.x.akamaiedge.net",,,,,,
[x],assetservicing-sit1-publish.nonprod.nab.com.au,23.37.35.147,"n0x.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,"nonprod.nab.com.au.edgekey.net, e7288.x.akamaiedge.net",,,,,,
[x],assetservicing-stage-publish.prod.nab.com.au,104.64.213.234,"n0x.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,"prod.nab.com.au.edgekey.net, e7288.x.akamaiedge.net",,,,,,
[x],assetservicing-uat1-preview.nonprod.nab.com.au,23.212.207.191,"n0x.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,"nonprod.nab.com.au.edgekey.net, e7288.x.akamaiedge.net",,,,,,
[x],assetservicing-uat1-publish.nonprod.nab.com.au,23.212.207.191,"n0x.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,"nonprod.nab.com.au.edgekey.net, e7288.x.akamaiedge.net",,,,,,
[x],assetservicing.nab.com.au,23.64.128.146,"n0x.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,"assetservicing.nab.com.au.edgekey.net, e6091.x.akamaiedge.net",,,,,,
[x],auth.lanternpay.com,"108.156.60.55, 108.156.60.30, 108.156.60.6, 108.156.60.73","ns-97.awsdns-12.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,True,cloudfront,,,,
[x],auth.plat-qa.test.lanternpay.com,"13.32.99.51, 13.32.99.83, 13.32.99.98, 13.32.99.115","ns-1363.awsdns-42.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,True,cloudfront,,,,
[x],auth.sandbox.lanternpay.com,"13.32.27.117, 13.32.27.102, 13.32.27.25, 13.32.27.92","ns-1341.awsdns-39.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,True,cloudfront,,,,
[x],autodiscover.claiming.com.au,"52.98.243.8, 40.99.150.56, 52.98.241.200, 52.98.152.168","ns1-ms-acdc.office.com, hostmaster.microsoft.com",NOERROR,,,,"autodiscover.outlook.com, atod-g2.tm-4.office.com, autod.ms-acdc-autod.office.com",,,,"2603:1026:c0d:82a::8, 2603:1026:c0d:806::8, 2603:1026:c0d:82e::8, 2603:1026:c0d:c1c::8",,
[x],autodiscover.jbwere.co.nz,"40.99.149.168, 40.99.149.152, 40.99.149.136","ns1-ms-acdc.office.com, hostmaster.microsoft.com, ns1-34.azure-dns.com, azuredns-hostmaster.microsoft.com",NOERROR,,,,"autodiscover.outlook.com, atod-g2.tm-4.office.com, autod.ms-acdc-autod.office.com",,,,"2603:1026:c0d:74::8, 2603:1026:c0d:6b::8, 2603:1026:c0d:77::8",,
[x],autodiscover.lanternpay.com,"40.99.149.104, 40.99.157.8, 40.99.157.56, 52.97.189.72, 40.99.149.152, 40.99.155.232, 52.97.188.72, 40.99.149.184","ns1-34.azure-dns.com, azuredns-hostmaster.microsoft.com, ns1-ms-acdc.office.com, hostmaster.microsoft.com",NOERROR,,,,"autodiscover.outlook.com, atod-g2.tm-4.office.com, autod.ms-acdc-autod.office.com",,,,"2603:1026:c0d:74::8, 2603:1026:c0d:71::8, 2603:1026:c0d:75::8, 2603:1026:c0d:34::8, 2603:1026:c0d:6b::8, 2603:1026:c0d:76::8, 2603:1026:c0d:73::8, 2603:1026:c0d:2a::8",,
[x],autodiscover.test.lanternpay.com,"40.99.157.56, 40.99.149.152, 40.99.157.8","ns1-ms-acdc.office.com, hostmaster.microsoft.com",NOERROR,,,,"autodiscover.outlook.com, atod-g2.tm-4.office.com, autod.ms-acdc-autod.office.com",,,,"2603:1026:c0d:c07::8, 2603:1026:c0d:c1c::8, 2603:1026:c0d:803::8, 2603:1026:c0d:82e::8",,
[x],autodiscover.transact.nab.com.au,"40.101.12.104, 40.101.81.136, 40.99.204.56, 40.99.205.24","ns1-34.azure-dns.com, azuredns-hostmaster.microsoft.com, ns1-ms-acdc.office.com, hostmaster.microsoft.com",NOERROR,,,,"autodiscover.outlook.com, atod-g2.tm-4.office.com, autod.ms-acdc-autod.office.com",,,,"2603:1026:c03:707c::8, 2603:1026:206:4::8, 2603:1026:207:109::8, 2603:1026:207:3c::8",,
[x],autodiscover.ubank.com.au,"40.99.150.104, 40.99.149.216, 40.99.150.72, 52.98.243.8","ns1-ms-acdc.office.com, hostmaster.microsoft.com",NOERROR,,,,"autodiscover.outlook.com, atod-g2.tm-4.office.com, autod.ms-acdc-autod.office.com",,,,"2603:1026:c0d:73::8, 2603:1026:c0d:20::8, 2603:1026:c0d:34::8",,
[x],av.nab.com.au,164.53.221.191,"ns1.national.com.au, hostmaster.national.com.au",NOERROR,,,,,,,,,,
[x],awseg.nab.com.au,,,NOERROR,,,,awseg.lbprod.nab.com.au,,,,,,
[x],axis.switch.nabeftpos.nab.com.au,"13.210.18.110, 3.104.71.42","ns-534.awsdns-02.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],bank.nab.com.au,,"ns-435.awsdns-54.com, awsdns-hostmaster.amazon.com",NOERROR,inbound.campaign.adobe.com,,"v=spf1 redirect=__spf.campaign.adobe.com, google-site-verification=wnHAFSzQiwy0Y3ILMxhSUD7UVqOxxv8_OWa2J0ayRVc",bank.nab.com.au.cname.campaign.adobe.com,,,,,,
[x],bankingproducts.nab.com.au,23.46.115.133,"n0x.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,"group-redirects.nab.com.au.edgekey.net, e2941.x.akamaiedge.net",,,,,,
[x],beta.m00000-okta-idp-supportidpsvc.claiming.com.au,"13.32.99.31, 13.32.99.114, 13.32.99.78, 13.32.99.76","ns-283.awsdns-35.com, awsdns-hostmaster.amazon.com",NOERROR,,,,www.claiming.com.au,True,cloudfront,,,,
[x],beta.nabtrade.com.au,184.31.83.79,"n0dscx.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,"beta.nabtrade.com.au.edgekey.net, e7088.dscx.akamaiedge.net",,,,"2a02:26f0:64:581::1bb0, 2a02:26f0:64:598::1bb0",,
[x],beta.ubank.com.au,10.45.2.11,"ns1.national.com.au, hostmaster.national.com.au",NOERROR,,,,,,,,,True,10.45.2.11
[x],billing.claiming.com.au,"18.66.122.103, 18.66.122.69, 18.66.122.51, 18.66.122.96","ns-283.awsdns-35.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,True,cloudfront,,,,
[x],bpaybiller.nab.com.au,184.25.219.79,"n0x.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,"group-redirects.nab.com.au.edgekey.net, e2941.x.akamaiedge.net",,,,,,
[x],broker.ubank.com.au,"141.193.213.20, 141.193.213.21","darwin.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,8ubfcc122g3b.wpeproxy.com,,,,,,
[x],bst.nab.com.au,203.57.241.119,"nsem02.national.com.au, hostmaster.national.com.au",NOERROR,bst.dyn.national.com.au,,,bst.dyn.national.com.au,,,,,,
[x],business.nab.com.au,95.101.127.47,"n0x.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,"group-redirects.nab.com.au.edgekey.net, e2941.x.akamaiedge.net",,,,,,
[x],businesscentre.nab.com.au,184.25.219.79,"n0x.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,"group-redirects.nab.com.au.edgekey.net, e2941.x.akamaiedge.net",,,,,,
[x],businesstips.nab.com.au,104.81.115.130,"n0x.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,"group-redirects.nab.com.au.edgekey.net, e2941.x.akamaiedge.net",,,,,,
[x],campaigns.advantedge.com.au,198.245.82.46,"ns1.exacttarget.com, hostmaster.exacttarget.com",NOERROR,inbound-reply.s6.exacttarget.com,"ns3.exacttarget.com, ns1.exacttarget.com, ns4.exacttarget.com, ns2.exacttarget.com","spf2.0/pra include:cust-senderid.exacttarget.com -all, v=spf1 include:cust-spf.exacttarget.com -all",,,,,,,
[x],campaigns.nabbroker.com.au,198.245.82.46,"ns1.exacttarget.com, hostmaster.exacttarget.com",NOERROR,inbound-reply.s6.exacttarget.com,"ns1.exacttarget.com, ns2.exacttarget.com, ns4.exacttarget.com, ns3.exacttarget.com","spf2.0/pra include:cust-senderid.exacttarget.com -all, v=spf1 include:cust-spf.exacttarget.com -all",,,,,,,
[x],capital.nab.com.au,184.87.53.179,"n0x.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,"group-redirects.nab.com.au.edgekey.net, e2941.x.akamaiedge.net",,,,,,
[x],cardsecurity.nab.com.au,199.101.153.72,"ns1.national.com.au, hostmaster.national.com.au",NOERROR,,,,,,,,,,
[x],careers.nab.com.au,184.87.53.179,"n0x.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,"group-redirects.nab.com.au.edgekey.net, e2941.x.akamaiedge.net",,,,,,
[x],cdn.research.nabtrade.com.au,95.101.176.136,"n0g.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,"cdn.research.nabtrade.com.au.edgekey.net, e1956.g.akamaiedge.net",,,,,,
[x],cfr-24f7f3c7.nab.com.au,20.193.3.249,"dns1.p07.nsone.net, hostmaster.nsone.net",NOERROR,,,,"cfr-24f7f3c7.au.v2.we-stats.com, cfr.au.v2.we-stats.com",True,azure,,,,
[x],chs00000-okta-idp-supportidpsvc.claiming.com.au,"13.32.99.114, 13.32.99.31, 13.32.99.76, 13.32.99.78","ns-283.awsdns-35.com, awsdns-hostmaster.amazon.com",NOERROR,,,,www.claiming.com.au,True,cloudfront,,,,
[x],cib.messages.nab.com.au,13.111.214.116,"ns1.exacttarget.com, hostmaster.exacttarget.com",NOERROR,,,,,,,,,,
[x],citrix.medfin.com.au,125.7.19.245,"ns1.national.com.au, hostmaster.national.com.au",NOERROR,,,,,,,,,,
[x],claiming-portal.api.dev.test.lanternpay.com,,"ns-1363.awsdns-42.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],claiming-portal.api.integration.test.lanternpay.com,"13.211.55.30, 13.210.149.240, 13.54.125.152","ns-1363.awsdns-42.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],claiming-portal.api.lanternpay.com,"52.65.93.186, 13.54.215.240, 3.105.110.106","ns-97.awsdns-12.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],claiming-portal.api.plat-qa.test.lanternpay.com,"54.79.198.39, 13.238.112.78, 13.237.176.31","ns-1363.awsdns-42.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],claiming-portal.api.sandbox.lanternpay.com,"3.104.114.154, 52.64.31.254, 13.55.107.140","ns-1341.awsdns-39.org, awsdns-hostmaster.amazon.com",NOERROR,,"ns-1341.awsdns-39.org, ns-2040.awsdns-63.co.uk, ns-262.awsdns-32.com, ns-990.awsdns-59.net",,,,,,,,
[x],claiming-portal.api.tac.lanternpay.com,"54.206.117.161, 3.104.28.120, 13.238.9.237","ns-1539.awsdns-00.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],claiming.com.au,"13.32.99.25, 13.32.99.48, 13.32.99.107, 13.32.99.12","ns-283.awsdns-35.com, awsdns-hostmaster.amazon.com",NOERROR,nabcts.mail.protection.outlook.com,"ns-283.awsdns-35.com, ns-670.awsdns-19.net, ns-1342.awsdns-39.org, ns-1708.awsdns-21.co.uk","MS=ms22207957, v=spf1 include:transmail.net.au ip4:103.138.129.64/27 ~all, v=spf1 include:mail1.nab.com.au include:mail2.claiming.com.au -all, atlassian-domain-verification=5hh0al8P1j62UuZ19ejEdiAWe9iUhkdUdXR4IRypNFa2c/AxUv8APOIvb8VKyNHa, postman-domain-verification=79c3cde365dccabb73ed558df647f0795a073f00a08901b5bd084d9f746413487e34227cf67c77a163d8816c6897d6df04758573823ccb86b58a557a711d2894",,True,cloudfront,,,,
[x],click.comms.jbwere.com.au,13.111.216.56,"ns1.exacttarget.com, hostmaster.exacttarget.com",NOERROR,,"ns1.exacttarget.com, ns3.exacttarget.com, ns2.exacttarget.com, ns4.exacttarget.com",,,,,,,,
[x],click.communications.ubank.com.au,13.111.216.59,"ns1.exacttarget.com, hostmaster.exacttarget.com",NOERROR,,,,,,,,,,
[x],click.customerfeedback.nab.com.au,13.111.216.53,"ns1.exacttarget.com, hostmaster.exacttarget.com",NOERROR,,,,,,,,,,
[x],click.e.advantedge.com.au,13.111.216.60,"ns1.exacttarget.com, hostmaster.exacttarget.com",NOERROR,,,,,,,,,,
[x],click.e.nabbroker.com.au,13.111.216.61,"ns1.exacttarget.com, hostmaster.exacttarget.com",NOERROR,,,,,,,,,,
[x],click.email.nabtrade.com.au,198.245.92.48,"ns1.exacttarget.com, hostmaster.exacttarget.com",NOERROR,,,,,,,,,,
[x],click.portfolioaccess.nab.com.au,13.111.39.52,"ns1.exacttarget.com, hostmaster.exacttarget.com",NOERROR,,,,,,,,,,
[x],click.property.nab.com.au,13.111.216.57,"ns1.exacttarget.com, hostmaster.exacttarget.com",NOERROR,,"ns2.exacttarget.com, ns3.exacttarget.com, ns1.exacttarget.com",,,,,,,,
[x],click.propertyservices.nab.com.au,13.111.216.174,"ns1.exacttarget.com, hostmaster.exacttarget.com",NOERROR,,,,,,,,,,
[x],cloud.comms.jbwere.com.au,128.17.80.189,"ns1.exacttarget.com, hostmaster.exacttarget.com",NOERROR,,,,,,,,,,
[x],cloud.communications.ubank.com.au,13.111.214.246,"ns1.exacttarget.com, hostmaster.exacttarget.com",NOERROR,,,,,,,,,,
[x],cloud.e.advantedge.com.au,,"ns1.exacttarget.com, hostmaster.exacttarget.com",NOERROR,,,,,,,,,,
[x],cloud.e.nabbroker.com.au,13.111.214.147,"ns1.exacttarget.com, hostmaster.exacttarget.com",NOERROR,,,,,,,,,,
