new,host,a,aaaa,cname,soa,status_code,cdn,cdn-name,ns,has_internal_ips,internal_ips,mx,txt
[x],a.hl.mi.com,20.47.97.231,,cname-app-com-amsproxy.w.mi-dun.com,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,True,azure,,,,,
[x],a.huodong.mi.com,20.47.97.231,,cname-app-com-amsproxy.w.mi-dun.com,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,True,azure,,,,,
[x],a.union.mi.com,20.47.97.231,,cname-app-com-amsproxy.w.mi-dun.com,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,True,azure,,,,,
[x],acct.g.mi.com,20.47.97.231,,cname-app-com-amsproxy.w.mi-dun.com,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,True,azure,,,,,
[x],acg.mi.com,20.47.97.231,,cname-app-com-amsproxy.w.mi-dun.com,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,True,azure,,,,,
[x],act.e.mi.com,"183.84.7.4, 183.84.7.187, 120.133.33.137, 124.251.34.42",,extranet-alllines-pub-c3-c4.alb.xiaomi.com,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,True,azure,,,,,
[x],act.men.mi.com,"58.83.177.229, 183.84.5.216",2403:a200:a200:14f1::19,"cname.mione.xiaomi.com, bgp.cname.mione.xiaomi.com","ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,True,azure,,,,,
[x],act.passbook.xiaomi.com,58.83.160.199,,,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,,,"ns4.dnsv5.com, ns3.dnsv5.com",,,,
[x],activity.g.mi.com,120.133.33.154,,extranet-alllines-gameunion-pri-c3-c4.alb.xiaomi.com,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,,,,,,,
[x],ad.jr.mi.com,"3.127.227.23, 18.194.222.150",,"ad.jr.mi.com.v.mi-dun.com, cname-app-com.w.mi-dun.com, aws-fr-sec-midun-nlb-8db12722d067e399.elb.eu-central-1.amazonaws.com","ns-1390.awsdns-45.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,
[x],admin.micard.10046.pt.mi.com,20.47.97.231,,cname-app-com-amsproxy.w.mi-dun.com,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,True,azure,,,,,
[x],ams.mbuy.mi.com,"20.47.97.185, 20.157.18.26",,ams.aznl.pubproxy.lb.mi.com,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,,,,,,,
[x],api.cn.mishow.mi.com,20.47.97.231,,cname-app-com-amsproxy.w.mi-dun.com,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,True,azure,"ns3.dnsv5.com, ns4.dnsv5.com",,,,
[x],api.e.mi.com,,,miui-l7-data-other.pt.miui.com,,NOERROR,True,azure,,,,,
[x],api.mibimagic.xiaomi.com,120.92.35.3,,,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,True,azure,,,,,
[x],api.miot.10046.mi.com,20.47.97.231,,cname-app-com-amsproxy.w.mi-dun.com,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,True,azure,,,,,
[x],api.mishow.mi.com,20.47.97.231,,cname-app-com-amsproxy.w.mi-dun.com,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,True,azure,,,,,
[x],api.order.mi.com,20.47.97.231,,cname-app-com-amsproxy.w.mi-dun.com,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,True,azure,,,,,
[x],api.youpin.mi.com,20.47.97.231,,cname-app-com-amsproxy.w.mi-dun.com,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,True,azure,,,,,
[x],api.youwan.g.mi.com,20.47.97.231,,cname-app-com-amsproxy.w.mi-dun.com,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,True,azure,,,,,
[x],api2.order.mi.com,20.47.97.231,,cname-app-com-amsproxy.w.mi-dun.com,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,True,azure,,,,,
[x],apim.n.xiaomi.com,10.237.39.47,,,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,,,,True,10.237.39.47,,
[x],apk.10046.mi.com,20.47.97.231,,cname-app-com-amsproxy.w.mi-dun.com,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,True,azure,,,,,
[x],app.business.smartcamera.api.io.mi.com,20.47.97.231,,"business.smartcamera.api.io.mi.com, cname-app-com-amsproxy.w.mi-dun.com","ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,True,azure,,,,,
[x],app.buy.mi.com,"20.157.18.26, 20.47.97.185",,ams.aznl.pubproxy.lb.mi.com,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,,,,,,,
[x],app.knights.mi.com,,,cname-app-com-amsproxy.w.mi-dun.com,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,True,azure,,,,,
[x],app.market.mi.com,"183.84.5.210, 124.251.101.62",,"g0.cn.slb.xiaomi.com, bgp.g0.cn.slb.xiaomi.com","ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,,,,,,,
[x],app.processor.smartcamera.api.io.mi.com,20.47.97.231,,"processor.smartcamera.api.io.mi.com, cname-app-com-amsproxy.w.mi-dun.com","ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,True,azure,,,,,
[x],baoxian.jr.mi.com,20.47.97.231,,cname-app-com-amsproxy.w.mi-dun.com,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,True,azure,,,,,
[x],bbs.n.xiaomi.com,10.235.3.12,,,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,,,,True,10.235.3.12,,
[x],bi.n.xiaomi.com,10.237.39.27,,,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,,,,True,10.237.39.27,,
[x],bi8.n.xiaomi.com,10.237.2.158,,,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,,,,True,10.237.2.158,,
[x],bjbgp.g.mi.com,"58.83.160.143, 124.251.101.12",,,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,,,,,,,
[x],bridge.io.mi.com,20.47.97.231,,cname-app-com-amsproxy.w.mi-dun.com,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,True,azure,,,,,
[x],bs8.api.xiaomi.com,10.237.2.158,,,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,,,,True,10.237.2.158,,
[x],bsp1.n.xiaomi.com,10.237.14.230,,,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,,,,True,10.237.14.230,,
[x],bss.tv.mi.com,"183.84.5.15, 124.251.101.50",,ottl7.pandora.xiaomi.com,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,,,,,,,
[x],captcha.hd.mi.com,20.47.97.231,,cname-app-com-amsproxy.w.mi-dun.com,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,True,azure,"ns3.dnsv5.com, ns4.dnsv5.com",,,,
[x],car.ai.xiaomi.com,"3.127.227.23, 18.194.222.150",,"car.ai.xiaomi.com.v.mi-dun.com, cname-app-com.w.mi-dun.com, aws-fr-sec-midun-nlb-8db12722d067e399.elb.eu-central-1.amazonaws.com","ns-1390.awsdns-45.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,
[x],cart.mi.com,20.47.97.231,,cname-app-com-amsproxy.w.mi-dun.com,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,True,azure,,,,,
[x],cc.jr.mi.com,"3.127.227.23, 18.194.222.150",,"cc.jr.mi.com.v.mi-dun.com, cname-app-com.w.mi-dun.com, aws-fr-sec-midun-nlb-8db12722d067e399.elb.eu-central-1.amazonaws.com","ns-1390.awsdns-45.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,
[x],cdn.pc.mi.com,10.38.202.130,,intranet.cn-beijing-6.nginx-qa.uqlntg9yvw.elb.xiaomi.com,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,,,,True,10.38.202.130,,
[x],cetus.mgp.mi.com,"18.194.222.150, 3.127.227.23",,"cetus.mgp.mi.com.v.mi-dun.com, cname-app-com.w.mi-dun.com, aws-fr-sec-midun-nlb-8db12722d067e399.elb.eu-central-1.amazonaws.com","ns-1390.awsdns-45.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,
[x],cn.orderapi.mi.com,20.47.97.231,,cname-app-com-amsproxy.w.mi-dun.com,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,True,azure,,,,,
[x],cnbj2.emr.api.xiaomi.com,120.92.102.176,,,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,,,,,,,
[x],cnc.zhuti.xiaomi.com,"183.84.5.3, 123.125.102.114",,,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,,,,,,,
[x],code.n.xiaomi.com,10.105.5.95,,,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,,,,True,10.105.5.95,,
[x],comm.n.xiaomi.com,"192.168.1.190, 192.168.1.130, 192.168.1.145",,,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,,,"ns4.dnsv5.com, ns3.dnsv5.com",True,"192.168.1.190, 192.168.1.130, 192.168.1.145",,
[x],comment.huodong.mi.com,20.47.97.231,,cname-app-com-amsproxy.w.mi-dun.com,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,True,azure,,,,,
[x],comment.www.mi.com,,,,,NOERROR,,,,,,,
[x],commonapi.be.mi.com,"18.194.222.150, 3.127.227.23",,"commonapi.be.mi.com.v.mi-dun.com, cname-app-com.w.mi-dun.com, aws-fr-sec-midun-nlb-8db12722d067e399.elb.eu-central-1.amazonaws.com","ns-1390.awsdns-45.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,
[x],community.g.mi.com,20.47.97.231,,cname-app-com-amsproxy.w.mi-dun.com,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,True,azure,,,,,
[x],company.mi.com,"124.251.100.130, 183.84.7.86",,matrix-pub-c3-c4.alb.xiaomi.com,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,,,"ns4.dnsv5.com, ns3.dnsv5.com",,,,
[x],contract.g.mi.com,20.47.97.231,,cname-app-com-amsproxy.w.mi-dun.com,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,True,azure,,,,,
[x],ctc.zhuti.xiaomi.com,"220.181.106.147, 118.26.252.20",,,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,,,,,,,
[x],d.g.mi.com,20.47.97.231,,cname-app-com-amsproxy.w.mi-dun.com,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,True,azure,,,,,
[x],d.jr.mi.com,20.47.97.231,,cname-app-com-amsproxy.w.mi-dun.com,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,True,azure,,,,,
[x],data.hmxd.g.mi.com,,,,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,True,azure,,,,,
[x],db.pf.xiaomi.com,10.40.10.57,,,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,,,,True,10.40.10.57,,
[x],dba.n.xiaomi.com,10.136.176.29,,,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,,,,True,10.136.176.29,,
[x],dba.pt.xiaomi.com,10.136.176.29,,,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,,,,True,10.136.176.29,,
[x],de.alexa.io.mi.com,"3.123.163.121, 3.122.49.185",,de-alexa-io-mi-com-1532028285.eu-central-1.elb.amazonaws.com,"ns-1689.awsdns-19.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,
[x],de.api.home.mi.com,"3.127.71.42, 3.125.237.211",,de-api-home-mi-com-468391018.eu-central-1.elb.amazonaws.com,"ns-1689.awsdns-19.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,
[x],de.business.smartcamera.api.io.mi.com,"3.124.88.170, 52.57.169.249",,de-business-smartcamera-api-com-958065708.eu-central-1.elb.amazonaws.com,"ns-1689.awsdns-19.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,
[x],de.home.mi.com,"3.121.97.199, 3.125.133.175",,lb-znjj-home01-894058558.eu-central-1.elb.amazonaws.com,"ns-1689.awsdns-19.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,
[x],de.open.io.mi.com,"35.156.191.76, 35.159.2.223",,de-open-io-mi-com-1297955290.eu-central-1.elb.amazonaws.com,"ns-1689.awsdns-19.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,
[x],de.openapp.io.mi.com,"35.156.208.49, 18.157.100.165",,lb-znjj-openapp01-1954430956.eu-central-1.elb.amazonaws.com,"ns-1689.awsdns-19.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,
[x],dev-sds.api.xiaomi.com,10.108.237.253,,,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,,,,True,10.108.237.253,,
[x],devops.mugpush.mi.com,47.74.175.228,,"devops.mugpush.mi.com.v.mi-dun.com, cname-app-com.w.mi-dun.com","ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,,,,,,,
[x],diamond.cp.h5game.g.mi.com,20.47.97.231,,cname-app-com-amsproxy.w.mi-dun.com,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,True,azure,,,,,
[x],djd.mi.com,,,,,NOERROR,,,,,,,
[x],dl.n.xiaomi.com,10.93.0.155,,,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,,,,True,10.93.0.155,,
[x],dzb.g.mi.com,124.251.101.12,,com.ssl.g.mi.com,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,,,,,,,
[x],exapi.10046.mi.com,20.47.97.231,,cname-app-com-amsproxy.w.mi-dun.com,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,True,azure,,,,,
[x],express.be.mi.com,"3.127.227.23, 18.194.222.150",,"express.be.mi.com.v.mi-dun.com, cname-app-com.w.mi-dun.com, aws-fr-sec-midun-nlb-8db12722d067e399.elb.eu-central-1.amazonaws.com","ns-1390.awsdns-45.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,
[x],extranet.ap-south-1.miui-l7-coreapp.kkmbvpaewb.elb.xiaomi.com,0.0.0.0,,,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,,,"ns3.dnsv5.com, ns4.dnsv5.com",True,0.0.0.0,,
[x],extranet.ap-south-1.miui-l7-coreapp.oibsva0jjb.elb.xiaomi.com,0.0.0.0,,,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,,,,True,0.0.0.0,,
[x],extranet.ap-south-1.miui-l7-data.zrkq49i9gp.elb.xiaomi.com,0.0.0.0,,,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,,,,True,0.0.0.0,,
[x],extranet.ap-south-1.miui-l7-global.xexuunohbz.elb.xiaomi.com,0.0.0.0,,,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,,,,True,0.0.0.0,,
[x],extranet.ap-south-1.miui-l7-middle.y6rcsow70g.elb.xiaomi.com,0.0.0.0,,,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,,,,True,0.0.0.0,,
[x],extranet.ap-southeast-1.miui-l7-bsp-jupiter.uvcsoawjky.elb.xiaomi.com,0.0.0.0,,,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,,,,True,0.0.0.0,,
[x],extranet.c3.content-platform.xkq8jtxhkr.elb.xiaomi.com,0.0.0.0,,,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,,,,True,0.0.0.0,,
[x],extranet.c3.cooperation-pcdist.fnubts1bff.elb.xiaomi.com,0.0.0.0,,,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,,,,True,0.0.0.0,,
[x],extranet.c3.cross-cloud.vjj4yk1h0h.elb.xiaomi.com,0.0.0.0,,,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,,,,True,0.0.0.0,,
[x],extranet.c3.h2-test.3zegfibvfy.elb.xiaomi.com,0.0.0.0,,,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,,,,True,0.0.0.0,,
[x],extranet.c3.l7-yunying-admin.9idxqtsf9b.elb.xiaomi.com,0.0.0.0,,,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,,,,True,0.0.0.0,,
[x],extranet.c3.mimc-admin.zbuagwkvmm.elb.xiaomi.com,124.251.58.156,,,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,,,,,,,
[x],extranet.c3.miui-l7-assistant.i4d5lxgbdh.elb.xiaomi.com,0.0.0.0,,,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,,,,True,0.0.0.0,,
[x],extranet.c3.miui-l7-bsp-jupiter.ts0zxusd5g.elb.xiaomi.com,0.0.0.0,,,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,,,,True,0.0.0.0,,
[x],extranet.c3.miui-l7-bsp-jupiter.utqyy6it4x.elb.xiaomi.com,0.0.0.0,,,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,,,,True,0.0.0.0,,
[x],extranet.c3.miui-l7-bsp-jupiter.xywzqqtomy.elb.xiaomi.com,0.0.0.0,,,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,,,,True,0.0.0.0,,
[x],extranet.c3.miui-l7-bsp-unlock.reoicrp7vn.elb.xiaomi.com,0.0.0.0,,,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,,,,True,0.0.0.0,,
[x],extranet.c3.miui-l7-data-test.9x97ss8g5u.elb.xiaomi.com,0.0.0.0,,,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,,,,True,0.0.0.0,,
[x],extranet.c3.miui-l7-dsg.r2uy5hfqwv.elb.xiaomi.com,0.0.0.0,,,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,,,,True,0.0.0.0,,
[x],extranet.c3.miui-l7-feedback.1irknwwveg.elb.xiaomi.com,0.0.0.0,,,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,,,,True,0.0.0.0,,
[x],extranet.c3.miui-l7-miuiauto.0bdzkgvi8u.elb.xiaomi.com,0.0.0.0,,,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,,,,True,0.0.0.0,,
[x],extranet.c3.miui-l7-oto.kyrnnxezzo.elb.xiaomi.com,0.0.0.0,,,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,,,,True,0.0.0.0,,
[x],extranet.c3.miui-l7-sec.houzs2zkom.elb.xiaomi.com,124.251.58.120,,,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,,,,,,,
[x],extranet.c3.miui-l7-sec.msjhkem65f.elb.xiaomi.com,0.0.0.0,,,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,,,"ns3.dnsv5.com, ns4.dnsv5.com",True,0.0.0.0,,
[x],extranet.c3.ocean-l7.sjpszva6om.elb.xiaomi.com,0.0.0.0,,,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,,,,True,0.0.0.0,,
[x],extranet.c3.tuishou-xiaomiyoupin-com.iyutyu7bih.elb.xiaomi.com,0.0.0.0,,,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,,,,True,0.0.0.0,,
[x],extranet.c4.miui-l7-bsp-jupiter.ulwpesb1sj.elb.xiaomi.com,0.0.0.0,,,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,,,,True,0.0.0.0,,
[x],extranet.c4.miui-l7-oto.facojgx9de.elb.xiaomi.com,0.0.0.0,,,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,,,,True,0.0.0.0,,
[x],extranet.c4.miui-l7-oto.vofsp7dgy9.elb.xiaomi.com,0.0.0.0,,,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,,,,True,0.0.0.0,,
[x],extranet.lg.miui-l7-miuiauto.jwtqenpjyp.elb.xiaomi.com,0.0.0.0,,,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,,,,True,0.0.0.0,,
[x],extranet.lg.miui-l7-ota.mo1mgcu9qc.elb.xiaomi.com,0.0.0.0,,,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,,,,True,0.0.0.0,,
[x],f100.g.mi.com,"125.39.194.1, 42.81.245.1, 115.231.33.1, 122.227.201.1, 121.22.237.1, 58.218.65.2, 150.139.237.1, 118.182.252.6, 111.227.116.1, 58.20.136.6, 221.195.206.1, 119.96.211.1, 221.204.17.1","2408:8720:0:15::6, 2409:8c44:b00:208::f4","f100.g.mi.com.mgslb.com, f100.g.mi.com.download.ks-cdn.com, k122.gslb.ksyuncdn.com","ns1.ksyuncdn.com, dnsadmin",NOERROR,,,,,,,
[x],f2.g.mi.com,122.228.95.147,,"f2.g.mi.com.mgslb.com, f2.g.mi.com.w.alikunlun.com","ns3.alikunlun.com, root.taobao.com",NOERROR,,,,,,,
[x],fe.mi.com,"183.84.7.86, 124.251.100.130",,matrix-pub-c3-c4.alb.xiaomi.com,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,,,,,,,
[x],fe03.lg.xiaomi.com,"42.62.48.62, 42.62.48.63",,,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,,,,,,,
[x],fe04.lg.xiaomi.com,111.206.200.10,,,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,,,,,,,
[x],file-preview.ai.xiaomi.com,20.47.97.231,,cname-app-com-amsproxy.w.mi-dun.com,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,True,azure,,,,,
[x],file.xkzh.mi.com,20.47.97.231,,cname-app-com-amsproxy.w.mi-dun.com,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,True,azure,,,,,
[x],fr1.wms.be.mi.com,"3.127.227.23, 18.194.222.150",,"fr1.wms.be.mi.com.v.mi-dun.com, cname-app-com.w.mi-dun.com, aws-fr-sec-midun-nlb-8db12722d067e399.elb.eu-central-1.amazonaws.com","ns-1390.awsdns-45.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,
[x],frsdk.mgp.mi.com,"2.16.107.192, 2.16.107.129",,"frsdk.mgp.mi.com.ksyna.net, frsdk.mgp.mi.com.edgesuite.net, a1847.r.akamai.net","n0r.akamai.net, hostmaster.akamai.com",NOERROR,,,,,,,
[x],git.game.xiaomi.com,10.118.32.31,,,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,,,,True,10.118.32.31,,
[x],gmsdk.g.mi.com,43.224.247.19,,hk.gmsdk.g.mi.com,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,,,,,,,
[x],gongyi.mi.com,"3.127.227.23, 18.194.222.150",,"gongyi.mi.com.v.mi-dun.com, cname-app-com.w.mi-dun.com, aws-fr-sec-midun-nlb-8db12722d067e399.elb.eu-central-1.amazonaws.com","ns-1390.awsdns-45.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,
[x],grayconfig-preview.ai.xiaomi.com,,,cname-app-com-amsproxy.w.mi-dun.com,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,True,azure,,,,,
[x],grayconfig.ai.xiaomi.com,20.47.97.231,,cname-app-com-amsproxy.w.mi-dun.com,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,True,azure,"ns3.dnsv5.com, ns4.dnsv5.com",,,,
[x],gsdk.mgp.mi.com,"184.86.251.209, 184.86.251.205",,"gsdk.mgp.mi.com.ksyna.net, frsdk.mgp.mi.com.edgesuite.net, a1847.r.akamai.net","n0r.akamai.net, hostmaster.akamai.com",NOERROR,,,,,,,
[x],h5.mi.com,104.250.44.3,,"h5.mi.com.mgslb.com, h5.mi.com.download.ks-cdn.com, l5-global.gslb.ksyuncdn.com","ns1.ksyuncdn.com, dnsadmin",NOERROR,,,,,,,
[x],h5.tv.mi.com,"183.84.5.15, 124.251.101.50",,ottl7.pandora.xiaomi.com,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,,,"ns4.dnsv5.com, ns3.dnsv5.com",,,,
[x],hd.mi.com,"43.152.29.20, 43.152.29.17, 43.152.29.14, 203.205.224.26, 101.33.11.88, 43.152.28.36, 43.152.29.19, 101.33.11.48, 43.152.28.35, 43.152.28.37, 43.152.28.34, 43.152.29.13, 43.152.28.33, 43.152.28.31, 43.152.29.16",,"hd.mi.com.mgslb.com, hd.mi.com.cdn.dnsv1.com, 0frmsmcf.ovslegodl.sched.ovscdns.com","ns1.ovscdns.com, webmaster.ovscdns.com",NOERROR,,,,,,,
[x],hksdk.mgp.mi.com,"23.72.252.65, 23.72.252.80",,"frsdk.mgp.mi.com.edgesuite.net, a1847.r.akamai.net","n0r.akamai.net, hostmaster.akamai.com",NOERROR,,,,,,,
[x],httpdns.g.mi.com,183.84.7.30,,extranet-alllines-gameunion-pri-c3-c4.alb.xiaomi.com,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,,,,,,,
[x],huanxin.mi.com,20.47.97.231,,cname-app-com-amsproxy.w.mi-dun.com,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,True,azure,,,,,
[x],i-preview.ai.mi.com,20.47.97.231,,cname-app-com-amsproxy.w.mi-dun.com,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,True,azure,,,,,
[x],i.huodong.mi.com,20.47.97.231,,cname-app-com-amsproxy.w.mi-dun.com,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,True,azure,,,,,
[x],i2.api.home.mi.com,20.47.97.231,,cname-app-com-amsproxy.w.mi-dun.com,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,True,azure,,,,,
[x],i2.business.smartcamera.api.io.mi.com,"13.127.111.138, 13.232.94.96",,i2-business-smartcamera-api-com-737963807.ap-south-1.elb.amazonaws.com,"ns-329.awsdns-41.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,
[x],i2.home.mi.com,20.47.97.231,,cname-app-com-amsproxy.w.mi-dun.com,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,True,azure,"ns3.dnsv5.com, ns4.dnsv5.com",,,,
[x],i2.open.io.mi.com,20.47.97.231,,cname-app-com-amsproxy.w.mi-dun.com,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,True,azure,,,,,
