input,title,status_code,content_length,tls_host,tls_port,tls_tls_version,tls_cipher,tls_not_before,tls_subject_dn,tls_subject_cn,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_tls_connection,tls_sni,port,url,scheme,content_type,method,host,lines,webserver,tech_,tls_self_signed,tls_subject_org_,tls_expired,cdn
awsusor1.fds.api.xiaomi.com,,,70,awsusor1.fds.api.xiaomi.com,443,tls12,TLS_ECDHE_RSA_WITH_AES_256_CBC_SHA,2023-02-27T08:19:53Z,CN=*.fds.api.xiaomi.com,*.fds.api.xiaomi.com,"CN=Go Daddy Secure Certificate Authority - G2, OU=http://certs.godaddy.com/repository/, O=GoDaddy.com\, Inc., L=Scottsdale, ST=Arizona, C=US",Go Daddy Secure Certificate Authority - G2,"GoDaddy.com, Inc.",ctls,awsusor1.fds.api.xiaomi.com,443,https://awsusor1.fds.api.xiaomi.com:443,https,application/octet-stream,GET,35.160.15.82,1,nginx,Nginx,,,,
azams0.fds.api.xiaomi.com,,,70,azams0.fds.api.xiaomi.com,443,tls12,TLS_ECDHE_RSA_WITH_AES_256_CBC_SHA,2023-02-27T08:19:53Z,CN=*.fds.api.xiaomi.com,*.fds.api.xiaomi.com,"CN=Go Daddy Secure Certificate Authority - G2, OU=http://certs.godaddy.com/repository/, O=GoDaddy.com\, Inc., L=Scottsdale, ST=Arizona, C=US",Go Daddy Secure Certificate Authority - G2,"GoDaddy.com, Inc.",ctls,azams0.fds.api.xiaomi.com,443,https://azams0.fds.api.xiaomi.com:443,https,application/octet-stream,GET,20.47.97.90,1,nginx,Nginx,,,,True
b.indirect.mi.com,,,34,b.indirect.mi.com,443,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-04-23T00:00:00Z,CN=b.indirect.mi.com,b.indirect.mi.com,"CN=RapidSSL Global TLS RSA4096 SHA256 2022 CA1, O=DigiCert\, Inc., C=US",RapidSSL Global TLS RSA4096 SHA256 2022 CA1,"DigiCert, Inc.",ctls,b.indirect.mi.com,443,https://b.indirect.mi.com:443,https,text/html,GET,20.47.97.231,6,MonKing/3.14,,,,,True
b.iot.mi.com,Xiaomi-Konto - Anmelden,,12366,account.xiaomi.com,443,tls12,TLS_RSA_WITH_AES_128_GCM_SHA256,2022-09-10T07:11:32Z,CN=*.account.xiaomi.com,*.account.xiaomi.com,"CN=Go Daddy Secure Certificate Authority - G2, OU=http://certs.godaddy.com/repository/, O=GoDaddy.com\, Inc., L=Scottsdale, ST=Arizona, C=US",Go Daddy Secure Certificate Authority - G2,"GoDaddy.com, Inc.",ctls,account.xiaomi.com,443,https://b.iot.mi.com:443,https,text/html,GET,20.47.97.231,117,Server,Java,,,,True
b.mi.com,小米政企服务,,18393,b.mi.com,443,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-10-05T00:00:00Z,CN=*.mi.com,*.mi.com,"CN=RapidSSL Global TLS RSA4096 SHA256 2022 CA1, O=DigiCert\, Inc., C=US",RapidSSL Global TLS RSA4096 SHA256 2022 CA1,"DigiCert, Inc.",ctls,b.mi.com,443,https://b.mi.com:443,https,text/html,GET,20.47.97.231,67,MonKing/3.14,,,,,True
b.pay.xiaomi.com,,,15417,account.xiaomi.com,443,tls12,TLS_RSA_WITH_AES_128_GCM_SHA256,2022-09-10T07:11:32Z,CN=*.account.xiaomi.com,*.account.xiaomi.com,"CN=Go Daddy Secure Certificate Authority - G2, OU=http://certs.godaddy.com/repository/, O=GoDaddy.com\, Inc., L=Scottsdale, ST=Arizona, C=US",Go Daddy Secure Certificate Authority - G2,"GoDaddy.com, Inc.",ctls,account.xiaomi.com,443,https://b.pay.xiaomi.com:443,https,text/html,GET,20.47.97.231,20,Server,,,,,True
b.xiaomiyoupin.com,企业购,,5664,b.xiaomiyoupin.com,443,tls12,TLS_ECDHE_RSA_WITH_CHACHA20_POLY1305_SHA256,2022-12-20T00:00:00Z,CN=*.xiaomiyoupin.com,*.xiaomiyoupin.com,"CN=RapidSSL Global TLS RSA4096 SHA256 2022 CA1, O=DigiCert\, Inc., C=US",RapidSSL Global TLS RSA4096 SHA256 2022 CA1,"DigiCert, Inc.",ctls,b.xiaomiyoupin.com,443,https://b.xiaomiyoupin.com:443,https,text/html,GET,183.84.6.228,1,nginx,Nginx,,,,
b2c-pri-c3-c4.alb.xiaomi.com,403 Forbidden,,200,,,,,,,,,,,,,80,http://b2c-pri-c3-c4.alb.xiaomi.com:80,http,text/html,GET,183.84.7.185,9,,,,,,
backend.xiaomi.com,Xiaomi-Konto - Anmelden,,12369,account.xiaomi.com,443,tls12,TLS_RSA_WITH_AES_128_GCM_SHA256,2022-09-10T07:11:32Z,CN=*.account.xiaomi.com,*.account.xiaomi.com,"CN=Go Daddy Secure Certificate Authority - G2, OU=http://certs.godaddy.com/repository/, O=GoDaddy.com\, Inc., L=Scottsdale, ST=Arizona, C=US",Go Daddy Secure Certificate Authority - G2,"GoDaddy.com, Inc.",ctls,account.xiaomi.com,443,https://backend.xiaomi.com:443,https,text/html,GET,18.194.222.150,116,Server,Java,,,,
bak-5-c3.b2cgo.bgp.neo.xiaomi.com,,,21,bak-5-c3.b2cgo.bgp.neo.xiaomi.com,443,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-01-03T12:00:38Z,"CN=Kubernetes Ingress Controller Fake Certificate, O=Acme Co",Kubernetes Ingress Controller Fake Certificate,"CN=Kubernetes Ingress Controller Fake Certificate, O=Acme Co",Kubernetes Ingress Controller Fake Certificate,Acme Co,ctls,bak-5-c3.b2cgo.bgp.neo.xiaomi.com,443,https://bak-5-c3.b2cgo.bgp.neo.xiaomi.com:443,https,text/html,GET,124.251.58.57,1,nginx/1.17.10,Nginx:1.17.10,True,Acme Co,,
bak-5-c3.mikfs.bgp.neo.xiaomi.com,,,21,bak-5-c3.mikfs.bgp.neo.xiaomi.com,443,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-11-23T08:35:25Z,"CN=Kubernetes Ingress Controller Fake Certificate, O=Acme Co",Kubernetes Ingress Controller Fake Certificate,"CN=Kubernetes Ingress Controller Fake Certificate, O=Acme Co",Kubernetes Ingress Controller Fake Certificate,Acme Co,ctls,bak-5-c3.mikfs.bgp.neo.xiaomi.com,443,https://bak-5-c3.mikfs.bgp.neo.xiaomi.com:443,https,text/html,GET,183.84.7.49,1,nginx/1.17.10,Nginx:1.17.10,True,Acme Co,,
bak-5-c3.mixms.bgp.neo.xiaomi.com,,,21,bak-5-c3.mixms.bgp.neo.xiaomi.com,443,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-09-14T08:24:42Z,"CN=Kubernetes Ingress Controller Fake Certificate, O=Acme Co",Kubernetes Ingress Controller Fake Certificate,"CN=Kubernetes Ingress Controller Fake Certificate, O=Acme Co",Kubernetes Ingress Controller Fake Certificate,Acme Co,ctls,bak-5-c3.mixms.bgp.neo.xiaomi.com,443,https://bak-5-c3.mixms.bgp.neo.xiaomi.com:443,https,text/html,GET,183.84.7.58,1,nginx/1.17.10,Nginx:1.17.10,True,Acme Co,,
bak-5-c3.xmstore.bgp.neo.xiaomi.com,,,21,bak-5-c3.xmstore.bgp.neo.xiaomi.com,443,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-03-27T11:41:36Z,"CN=Kubernetes Ingress Controller Fake Certificate, O=Acme Co",Kubernetes Ingress Controller Fake Certificate,"CN=Kubernetes Ingress Controller Fake Certificate, O=Acme Co",Kubernetes Ingress Controller Fake Certificate,Acme Co,ctls,bak-5-c3.xmstore.bgp.neo.xiaomi.com,443,https://bak-5-c3.xmstore.bgp.neo.xiaomi.com:443,https,text/html,GET,124.251.58.28,1,nginx/1.17.10,Nginx:1.17.10,True,Acme Co,,
bdl0.market.xiaomi.com,,,481,bdl0.market.xiaomi.com,443,tls13,TLS_AES_256_GCM_SHA384,2023-04-27T00:00:00Z,"CN=api.ad.xiaomi.com, O=Xiaomi Inc., ST=Beijing, C=CN",api.ad.xiaomi.com,"CN=GeoTrust CN RSA CA G1, OU=www.digicert.com, O=DigiCert Inc, C=US",GeoTrust CN RSA CA G1,DigiCert Inc,ctls,bdl0.market.xiaomi.com,443,https://bdl0.market.xiaomi.com:443,https,application/xml,GET,2.19.126.91,1,KS3,Spring,,Xiaomi Inc.,,
beats.be.mi.com,,,55,beats.be.mi.com,443,tls12,TLS_ECDHE_RSA_WITH_CHACHA20_POLY1305_SHA256,2022-12-27T00:00:00Z,CN=*.be.mi.com,*.be.mi.com,"CN=RapidSSL Global TLS RSA4096 SHA256 2022 CA1, O=DigiCert\, Inc., C=US",RapidSSL Global TLS RSA4096 SHA256 2022 CA1,"DigiCert, Inc.",ctls,beats.be.mi.com,443,https://beats.be.mi.com:443,https,application/json,GET,120.131.1.152,1,CLOUD ELB 1.0.0,,,,,
bgp.bk01.c3.xiaomi.com,,,34,bgp.bk01.c3.xiaomi.com,443,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-10-26T07:31:37Z,CN=app.shopapi.xiaomi.com,app.shopapi.xiaomi.com,"CN=Go Daddy Secure Certificate Authority - G2, OU=http://certs.godaddy.com/repository/, O=GoDaddy.com\, Inc., L=Scottsdale, ST=Arizona, C=US",Go Daddy Secure Certificate Authority - G2,"GoDaddy.com, Inc.",ctls,bgp.bk01.c3.xiaomi.com,443,https://bgp.bk01.c3.xiaomi.com:443,https,text/html,GET,120.133.33.206,6,MIWS,,,,,
bgp.c3.f.mae.xiaomi.com,,,34,bgp.c3.f.mae.xiaomi.com,443,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-10-26T07:31:37Z,CN=app.shopapi.xiaomi.com,app.shopapi.xiaomi.com,"CN=Go Daddy Secure Certificate Authority - G2, OU=http://certs.godaddy.com/repository/, O=GoDaddy.com\, Inc., L=Scottsdale, ST=Arizona, C=US",Go Daddy Secure Certificate Authority - G2,"GoDaddy.com, Inc.",ctls,bgp.c3.f.mae.xiaomi.com,443,https://bgp.c3.f.mae.xiaomi.com:443,https,text/html,GET,120.133.33.202,6,MIWS,,,,,
bgp.g0.cn.slb.xiaomi.com,404 Not Found,,200,bgp.g0.cn.slb.xiaomi.com,443,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-07-13T00:00:00Z,CN=*.market.xiaomi.com,*.market.xiaomi.com,"CN=RapidSSL Global TLS RSA4096 SHA256 2022 CA1, O=DigiCert\, Inc., C=US",RapidSSL Global TLS RSA4096 SHA256 2022 CA1,"DigiCert, Inc.",ctls,bgp.g0.cn.slb.xiaomi.com,443,https://bgp.g0.cn.slb.xiaomi.com:443,https,text/html,GET,183.84.5.210,9,,,,,,
bgp.orig.cdn.xiaomi.com,403 Forbidden,,588,bgp.orig.cdn.xiaomi.com,443,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-09-27T00:00:00Z,CN=www.mi.com,www.mi.com,"CN=RapidSSL Global TLS RSA4096 SHA256 2022 CA1, O=DigiCert\, Inc., C=US",RapidSSL Global TLS RSA4096 SHA256 2022 CA1,"DigiCert, Inc.",ctls,bgp.orig.cdn.xiaomi.com,443,https://bgp.orig.cdn.xiaomi.com:443,https,text/html,GET,183.84.6.219,14,,HSTS,,,,
bgp.pandora.xiaomi.com,Welcome to tengine!,,555,bgp.pandora.xiaomi.com,443,tls13,TLS_AES_256_GCM_SHA384,2023-03-16T00:00:00Z,CN=*.tv.mi.com,*.tv.mi.com,"CN=TrustAsia TLS ECC CA, OU=Domain Validated SSL, O=TrustAsia Technologies\, Inc., C=CN",TrustAsia TLS ECC CA,"TrustAsia Technologies, Inc.",ctls,bgp.pandora.xiaomi.com,443,https://bgp.pandora.xiaomi.com:443,https,text/html,GET,124.251.101.26,24,Tengine,Tengine,,,,
bgp.zhuti.xiaomi.com,404 Not Found,,200,bgp.zhuti.xiaomi.com,443,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-05-16T06:19:59Z,CN=api.zhuti.xiaomi.com,api.zhuti.xiaomi.com,"CN=Go Daddy Secure Certificate Authority - G2, OU=http://certs.godaddy.com/repository/, O=GoDaddy.com\, Inc., L=Scottsdale, ST=Arizona, C=US",Go Daddy Secure Certificate Authority - G2,"GoDaddy.com, Inc.",ctls,bgp.zhuti.xiaomi.com,443,https://bgp.zhuti.xiaomi.com:443,https,text/html,GET,183.84.5.3,9,,,,,,
bigapex.d.miui.com,,,265,bigapex.d.miui.com,443,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-10-04T00:00:00Z,CN=bigapex.d.miui.com,bigapex.d.miui.com,"CN=RapidSSL Global TLS RSA4096 SHA256 2022 CA1, O=DigiCert\, Inc., C=US",RapidSSL Global TLS RSA4096 SHA256 2022 CA1,"DigiCert, Inc.",ctls,bigapex.d.miui.com,443,https://bigapex.d.miui.com:443,https,application/xml,GET,163.181.92.230,9,Tengine,Tengine,,,,
bigdata-lbs-pri-c3.alb.xiaomi.com,403 Forbidden,,231,bigdata-lbs-pri-c3.alb.xiaomi.com,443,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2017-10-11T10:58:01Z,"CN=dev.mi.com, OU=Domain Control Validated",dev.mi.com,"CN=Go Daddy Secure Certificate Authority - G2, OU=http://certs.godaddy.com/repository/, O=GoDaddy.com\, Inc., L=Scottsdale, ST=Arizona, C=US",Go Daddy Secure Certificate Authority - G2,"GoDaddy.com, Inc.",ctls,bigdata-lbs-pri-c3.alb.xiaomi.com,443,https://bigdata-lbs-pri-c3.alb.xiaomi.com:443,https,text/html,GET,124.251.100.14,8,,,,,True,
bigdata-public-extranet-pri-c3-c4-pri-c3-c4.alb.xiaomi.com,403 Forbidden,,200,,,,,,,,,,,,,80,http://bigdata-public-extranet-pri-c3-c4-pri-c3-c4.alb.xiaomi.com:80,http,text/html,GET,183.84.6.182,9,,,,,,
bigota.d.miui.com,,,308,bigota.d.miui.com,443,tls13,TLS_AES_256_GCM_SHA384,2023-03-12T00:00:00Z,CN=*.d.miui.com,*.d.miui.com,"CN=TrustAsia RSA DV TLS CA G2, O=TrustAsia Technologies\, Inc., C=CN",TrustAsia RSA DV TLS CA G2,"TrustAsia Technologies, Inc.",ctls,bigota.d.miui.com,443,https://bigota.d.miui.com:443,https,application/xml,GET,152.199.21.175,9,Tengine,Tengine,,,,
bigota.miwifi.com,Welcome to tengine!,,555,bigota.miwifi.com,443,tls13,TLS_AES_256_GCM_SHA384,2023-04-27T00:00:00Z,"CN=api.ad.xiaomi.com, O=Xiaomi Inc., ST=Beijing, C=CN",api.ad.xiaomi.com,"CN=GeoTrust CN RSA CA G1, OU=www.digicert.com, O=DigiCert Inc, C=US",GeoTrust CN RSA CA G1,DigiCert Inc,ctls,bigota.miwifi.com,443,https://bigota.miwifi.com:443,https,text/html,GET,2.16.107.32,24,Tengine,Tengine,,Xiaomi Inc.,,
billapi.xiaomi.com,,,,billapi.xiaomi.com,443,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-06-27T00:00:00Z,CN=*.xiaomi.com,*.xiaomi.com,"CN=RapidSSL Global TLS RSA4096 SHA256 2022 CA1, O=DigiCert\, Inc., C=US",RapidSSL Global TLS RSA4096 SHA256 2022 CA1,"DigiCert, Inc.",ctls,billapi.xiaomi.com,443,https://billapi.xiaomi.com:443,https,,GET,20.47.97.231,1,MonKing/3.14,Java,,,,True
bj.ksy.bigtap.pubproxy.hd.mi.com,,,18,bj.ksy.bigtap.pubproxy.hd.mi.com,443,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-11-11T07:37:11Z,CN=*.dun.mi.com,*.dun.mi.com,"CN=Go Daddy Secure Certificate Authority - G2, OU=http://certs.godaddy.com/repository/, O=GoDaddy.com\, Inc., L=Scottsdale, ST=Arizona, C=US",Go Daddy Secure Certificate Authority - G2,"GoDaddy.com, Inc.",ctls,bj.ksy.bigtap.pubproxy.hd.mi.com,443,https://bj.ksy.bigtap.pubproxy.hd.mi.com:443,https,application/json,GET,20.47.97.231,1,MonKing/3.14,,,,,True
blog.mi.com,Discover | Xiaomi Global,,10088,www.mi.com,443,tls12,TLS_ECDHE_RSA_WITH_CHACHA20_POLY1305_SHA256,2022-09-27T00:00:00Z,CN=www.mi.com,www.mi.com,"CN=RapidSSL Global TLS RSA4096 SHA256 2022 CA1, O=DigiCert\, Inc., C=US",RapidSSL Global TLS RSA4096 SHA256 2022 CA1,"DigiCert, Inc.",ctls,www.mi.com,443,https://blog.mi.com:443,https,text/html,GET,20.47.97.231,1,,Google Tag Manager,,,,True
bn.d.miui.com,,,263,bn.d.miui.com,443,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-03-12T00:00:00Z,CN=*.d.miui.com,*.d.miui.com,"CN=TrustAsia RSA DV TLS CA G2, O=TrustAsia Technologies\, Inc., C=CN",TrustAsia RSA DV TLS CA G2,"TrustAsia Technologies, Inc.",ctls,bn.d.miui.com,443,https://bn.d.miui.com:443,https,application/xml,GET,163.181.92.232,9,Tengine,Tengine,,,,
bo.data.youpin.mi.com,403 Forbidden,,231,bo.data.youpin.mi.com,443,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-12-26T00:00:00Z,CN=bo.data.youpin.mi.com,bo.data.youpin.mi.com,"CN=RapidSSL Global TLS RSA4096 SHA256 2022 CA1, O=DigiCert\, Inc., C=US",RapidSSL Global TLS RSA4096 SHA256 2022 CA1,"DigiCert, Inc.",ctls,bo.data.youpin.mi.com,443,https://bo.data.youpin.mi.com:443,https,text/html,GET,20.47.97.231,8,MonKing/3.14,,,,,True
boss.mvideo.xiaomi.com,403 Forbidden,,200,boss.mvideo.xiaomi.com,443,tls13,TLS_AES_128_GCM_SHA256,2023-03-16T00:00:00Z,CN=*.tv.mi.com,*.tv.mi.com,"CN=TrustAsia TLS RSA CA, OU=Domain Validated SSL, O=TrustAsia Technologies\, Inc., C=CN",TrustAsia TLS RSA CA,"TrustAsia Technologies, Inc.",ctls,boss.mvideo.xiaomi.com,443,https://boss.mvideo.xiaomi.com:443,https,text/html,GET,124.251.101.3,9,,,,,,
broker.miwifi.com,,,70,broker.miwifi.com,443,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-06-06T00:00:00Z,CN=*.miwifi.com,*.miwifi.com,"CN=RapidSSL Global TLS RSA4096 SHA256 2022 CA1, O=DigiCert\, Inc., C=US",RapidSSL Global TLS RSA4096 SHA256 2022 CA1,"DigiCert, Inc.",ctls,broker.miwifi.com,443,https://broker.miwifi.com:443,https,application/octet-stream,GET,79.133.177.231,1,Tengine,Tengine,,,,
browser.cdn.intl.miui.com,,,70,browser.cdn.intl.miui.com,443,tls13,TLS_AES_256_GCM_SHA384,2023-04-27T00:00:00Z,"CN=api.ad.xiaomi.com, O=Xiaomi Inc., ST=Beijing, C=CN",api.ad.xiaomi.com,"CN=GeoTrust CN RSA CA G1, OU=www.digicert.com, O=DigiCert Inc, C=US",GeoTrust CN RSA CA G1,DigiCert Inc,ctls,browser.cdn.intl.miui.com,443,https://browser.cdn.intl.miui.com:443,https,application/octet-stream,GET,2.16.186.34,1,nginx,Nginx,,Xiaomi Inc.,,
browsers-ipv6-pri-c3-c4.alb.xiaomi.com,403 Forbidden,,200,,,,,,,,,,,,,80,http://browsers-ipv6-pri-c3-c4.alb.xiaomi.com:80,http,text/html,GET,124.251.100.109,9,,,,,,
browsers-pri-c3-c4.alb.xiaomi.com,403 Forbidden,,200,,,,,,,,,,,,,80,http://browsers-pri-c3-c4.alb.xiaomi.com:80,http,text/html,GET,124.251.100.109,9,,,,,,
business.smartcamera.api.io.mi.com,,,122,business.smartcamera.api.io.mi.com,443,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-09-15T06:29:07Z,CN=*.business.smartcamera.api.io.mi.com,*.business.smartcamera.api.io.mi.com,"CN=Go Daddy Secure Certificate Authority - G2, OU=http://certs.godaddy.com/repository/, O=GoDaddy.com\, Inc., L=Scottsdale, ST=Arizona, C=US",Go Daddy Secure Certificate Authority - G2,"GoDaddy.com, Inc.",ctls,business.smartcamera.api.io.mi.com,443,https://business.smartcamera.api.io.mi.com:443,https,application/json,GET,20.47.97.231,1,MonKing/3.14,,,,,True
bw.invoice.be.mi.com,,,1,bw.invoice.be.mi.com,443,tls12,TLS_ECDHE_RSA_WITH_CHACHA20_POLY1305_SHA256,2022-10-12T00:00:00Z,CN=bw.invoice.be.mi.com,bw.invoice.be.mi.com,"CN=RapidSSL Global TLS RSA4096 SHA256 2022 CA1, O=DigiCert\, Inc., C=US",RapidSSL Global TLS RSA4096 SHA256 2022 CA1,"DigiCert, Inc.",ctls,bw.invoice.be.mi.com,443,https://bw.invoice.be.mi.com:443,https,text/html,GET,120.92.86.25,2,CLOUD ELB 1.0.0,,,,,
c.id.mi.com,,,15417,account.xiaomi.com,443,tls12,TLS_RSA_WITH_AES_128_GCM_SHA256,2022-09-10T07:11:32Z,CN=*.account.xiaomi.com,*.account.xiaomi.com,"CN=Go Daddy Secure Certificate Authority - G2, OU=http://certs.godaddy.com/repository/, O=GoDaddy.com\, Inc., L=Scottsdale, ST=Arizona, C=US",Go Daddy Secure Certificate Authority - G2,"GoDaddy.com, Inc.",ctls,account.xiaomi.com,80,http://c.id.mi.com:80,http,text/html,GET,20.47.97.75,20,Server,,,,,True
c1.g.mi.com,,,239,c1.g.mi.com,443,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-07-22T00:00:00Z,CN=*.g.mi.com,*.g.mi.com,"CN=RapidSSL Global TLS RSA4096 SHA256 2022 CA1, O=DigiCert\, Inc., C=US",RapidSSL Global TLS RSA4096 SHA256 2022 CA1,"DigiCert, Inc.",ctls,c1.g.mi.com,443,https://c1.g.mi.com:443,https,application/xml,GET,128.1.77.230,8,KS3,Spring,,,,
c3.api.micloud.mi.com,400 The plain HTTP request was sent to HTTPS port,,677,c3.api.micloud.mi.com,443,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-07-26T00:00:00Z,CN=*.micloud.xiaomi.net,*.micloud.xiaomi.net,"CN=RapidSSL Global TLS RSA4096 SHA256 2022 CA1, O=DigiCert\, Inc., C=US",RapidSSL Global TLS RSA4096 SHA256 2022 CA1,"DigiCert, Inc.",ctls,c3.api.micloud.mi.com,443,https://c3.api.micloud.mi.com:443,https,text/html,GET,161.117.96.24,27,,,,,,
c3.api.xmpush.xiaomi.com,HTTP Status 404 – Not Found,,747,c3.api.xmpush.xiaomi.com,443,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-03-17T00:00:00Z,CN=c3.api.xmpush.xiaomi.com,c3.api.xmpush.xiaomi.com,"CN=TrustAsia RSA DV TLS CA G2, O=TrustAsia Technologies\, Inc., C=CN",TrustAsia RSA DV TLS CA G2,"TrustAsia Technologies, Inc.",ctls,c3.api.xmpush.xiaomi.com,443,https://c3.api.xmpush.xiaomi.com:443,https,text/html,GET,20.47.97.231,1,MonKing/3.14,,,,,True
c3.wan.otc.mi.com,404 Not Found,,204,,,,,,,,,,,,,80,http://c3.wan.otc.mi.com:80,http,text/html,GET,124.251.100.200,9,MFE web server,,,,,
c4.pandora.xiaomi.com,,,,c4.pandora.xiaomi.com,443,tls13,TLS_AES_256_GCM_SHA384,2023-03-16T00:00:00Z,CN=*.tv.mi.com,*.tv.mi.com,"CN=TrustAsia TLS ECC CA, OU=Domain Validated SSL, O=TrustAsia Technologies\, Inc., C=CN",TrustAsia TLS ECC CA,"TrustAsia Technologies, Inc.",ctls,c4.pandora.xiaomi.com,443,https://c4.pandora.xiaomi.com:443,https,text/html,GET,183.84.5.15,1,Tengine,Tengine,,,,
callback.xmpush.xiaomi.com,HTTP Status 404 – Not Found,,747,callback.xmpush.xiaomi.com,443,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-11-04T00:00:00Z,CN=*.xmpush.xiaomi.com,*.xmpush.xiaomi.com,"CN=TrustAsia RSA DV TLS CA G2, O=TrustAsia Technologies\, Inc., C=CN",TrustAsia RSA DV TLS CA G2,"TrustAsia Technologies, Inc.",ctls,callback.xmpush.xiaomi.com,443,https://callback.xmpush.xiaomi.com:443,https,text/html,GET,20.47.97.231,1,MonKing/3.14,,,,,True
camera.api.io.mi.com,,,,camera.api.io.mi.com,443,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-12-05T00:00:00Z,CN=*.api.io.mi.com,*.api.io.mi.com,"CN=RapidSSL Global TLS RSA4096 SHA256 2022 CA1, O=DigiCert\, Inc., C=US",RapidSSL Global TLS RSA4096 SHA256 2022 CA1,"DigiCert, Inc.",ctls,camera.api.io.mi.com,443,https://camera.api.io.mi.com:443,https,,GET,183.84.6.25,1,Tengine,Tengine,,,,
carwith.link.mi.com,CarWith支持车型,,4547,carwith.link.mi.com,443,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-01-28T00:00:00Z,CN=carwith.link.mi.com,carwith.link.mi.com,"CN=RapidSSL Global TLS RSA4096 SHA256 2022 CA1, O=DigiCert\, Inc., C=US",RapidSSL Global TLS RSA4096 SHA256 2022 CA1,"DigiCert, Inc.",ctls,carwith.link.mi.com,443,https://carwith.link.mi.com:443,https,text/html,GET,183.84.5.154,170,MFE web server,,,,,
cash.pay.xiaomi.com,404 Not Found,,204,cash.pay.xiaomi.com,443,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-10-01T07:25:24Z,CN=*.mipay.com,*.mipay.com,"CN=Go Daddy Secure Certificate Authority - G2, OU=http://certs.godaddy.com/repository/, O=GoDaddy.com\, Inc., L=Scottsdale, ST=Arizona, C=US",Go Daddy Secure Certificate Authority - G2,"GoDaddy.com, Inc.",ctls,cash.pay.xiaomi.com,443,https://cash.pay.xiaomi.com:443,https,text/html,GET,120.133.33.31,9,,,,,,
cat.mi.com,加菲猫爱消除,,7746,,,,,,,,,,,,,443,https://cat.mi.com:443,https,text/html,GET,20.47.97.231,169,MonKing/3.14,,,,,True
cc.mis.g.mi.com,Resin® Default Home Page,,380,cc.mis.g.mi.com,443,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-08-23T00:00:00Z,CN=cc.mis.g.mi.com,cc.mis.g.mi.com,"CN=RapidSSL Global TLS RSA4096 SHA256 2022 CA1, O=DigiCert\, Inc., C=US",RapidSSL Global TLS RSA4096 SHA256 2022 CA1,"DigiCert, Inc.",ctls,cc.mis.g.mi.com,443,https://cc.mis.g.mi.com:443,https,text/html,GET,20.47.97.231,23,MonKing/3.14,,,,,True
cc.sys.intl.xiaomi.com,,,2,cc.sys.intl.xiaomi.com,443,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-12-06T00:00:00Z,CN=*.sys.intl.xiaomi.com,*.sys.intl.xiaomi.com,"CN=RapidSSL Global TLS RSA4096 SHA256 2022 CA1, O=DigiCert\, Inc., C=US",RapidSSL Global TLS RSA4096 SHA256 2022 CA1,"DigiCert, Inc.",ctls,cc.sys.intl.xiaomi.com,443,https://cc.sys.intl.xiaomi.com:443,https,text/plain,GET,20.47.97.238,1,,,,,,True
