new,host,a,soa,status_code,cdn,cdn-name,aaaa,cname,ns,txt,has_internal_ips,internal_ips,mx,caa
[x],csp.api.esb.usa.canon.com,,"mvhost.cusa.canon.com, postmaster.cusa.canon.com",NOERROR,,,,,,,,,,
[x],css.usa.canon.com,162.223.133.105,"ns0.dnsmadeeasy.com, dns.dnsmadeeasy.com",NOERROR,,,,p-css.usa.canon.com.gslbglobal.com,,,,,,
[x],cure.csa.canon.com,146.184.162.38,"mvhost.cusa.canon.com, postmaster.cusa.canon.com",NOERROR,,,,,"svadns3.cusa.canon.com, nydns07.cusa.canon.com, nydns08.cusa.canon.com, svadns4.cusa.canon.com",,,,,
[x],cusa.canon.com,,"mvhost.cusa.canon.com, postmaster.cusa.canon.com",NOERROR,,,,,,"mongodb-site-verification=BUQ1i6aqZp1UxxLjcxI842Dk3C2Am5J4, MS=ms74720539, v=spf1 ip4:146.184.0.84  ip4:13.110.6.229 ip4:13.110.6.230 ip4:13.110.6.237 ip4:13.110.6.238 ip4:146.184.152.232  ip4:146.184.153.80 ip4:146.184.153.81  ip4:146.184.152.233 ,  ip4:187.141.48.185 ip4:146.184.162.94 ip4:146.184.162.95  ip4:146.184.162.201 ip4:146.184.162.202 ip4:35.168.49.143 ip4:34.198.36.110 ip4:3.227.39.145 ,  include:spf.protection.outlook.com include:us.khoros-mail.com include:_spf.stgi.net include:amazonses.com ~all, atlassian-domain-verification=zKrrjxoZMlQ8xXQ2adBaIE1sVsLPzbSZm6kBRH36wFEPTMhxBia2SuaTD2gxZ3BQ, knowbe4-site-verification=6a91af2068ebd00a5f396caa308ba644, contractworksverify=Avb4nIrRV7DS22c",,,,
[x],cusapvtlnknlb.cusa.canon.com,,"ns-1004.awsdns-61.net, awsdns-hostmaster.amazon.com",NOERROR,,,,663bf2fdd39c9de69dd034f0d9dc4131.olprtlswtu.acm-validations.aws,,a534615e7a524e9fb0d362af783793b1,,,,
[x],cusaqamobile1.usa.canon.com,146.184.152.151,"mvhost.cusa.canon.com, postmaster.cusa.canon.com",NOERROR,,,,,,,,,,
[x],cusastproxy.usa.canon.com,146.184.152.165,"mvhost.cusa.canon.com, postmaster.cusa.canon.com",NOERROR,,,,,,,,,,
[x],cvi-ai.dis.cusa.canon.com,34.110.223.66,"ns-cloud-d1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,True,google,,,,,,,,
[x],cvi.canon.com,146.184.161.237,"mvhost.cusa.canon.com, postmaster.cusa.canon.com",NOERROR,,,,,"svadns3.cusa.canon.com, nydns08.cusa.canon.com, svadns4.cusa.canon.com, nydns07.cusa.canon.com","pardot965663=2d0b101e68c2560c4e020282102539652394b1f0270a37942de75679c7d66c64, MS=ms77620245, MS=ms13563058, google-site-verification=YtrvndfnsJUvAFjhJJE0cnfd5u_GIO0gDfwZIFDKH4I, v=spf1 ip4:146.184.162.94 ip4:146.184.162.95 ip4:146.184.153.80 ip4:146.184.153.81 ip4:146.184.162.125 ip4:146.184.153.57 ip4:146.184.0.84 include:aspmx.pardot.com ~all",,,cvi-canon-com.mail.protection.outlook.com,
[x],cviews.cvi.canon.com,54.144.128.85,,NOERROR,,,,,,,,,,
[x],cvimail.cvi.canon.com,,"mvhost.cusa.canon.com, postmaster.cusa.canon.com",NOERROR,,,,,,,,,,
[x],cvintune.cvi.canon.com,146.184.161.227,"mvhost.cusa.canon.com, postmaster.cusa.canon.com",NOERROR,,,,,,,,,,
[x],cvintune1.cvi.canon.com,146.184.161.227,"mvhost.cusa.canon.com, postmaster.cusa.canon.com",NOERROR,,,,cvintune.cvi.canon.com,,,,,,
[x],cvwasd.cvi.canon.com,146.184.0.97,"mvhost.cusa.canon.com, postmaster.cusa.canon.com",NOERROR,,,,,,,,,,
[x],demo.canada.canon.com,,"aisha.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,u9784200.wl201.sendgrid.net,,v=spf1 ip4:149.72.243.233 -all,,,,
[x],dev-communication.mycanon.dt.ciis.canon.com,,,NOERROR,,,,,,,,,,
[x],dev-file.mycanon.cam.usa.canon.com,,,NOERROR,,,,,,,,,,
[x],dev.kokomo.dis.cusa.canon.com,34.111.143.57,"ns-cloud-d1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,True,google,,,,,,,,
[x],developercommunity.usa.canon.com,,"n0dsca.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,"developercommunity.usa.canon.com.00d30000000mtlneae.live.siteforce.com, sdc.prod.communities.salesforce.cdn.edgekey.net, e78038.dsca.akamaiedge.net",,,,,,
[x],developersupport.canon.com,146.184.6.140,"01.dnsv.jp, hostmaster.dnsv.jp",NOERROR,,,,,,,,,,
[x],devint-address.mycanon.cusa.canon.com,35.190.20.181,"ns-cloud-c1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,True,google,,,,,,,,
[x],devint-addressbook.myprofile.americas.canon.com,35.190.20.181,"ns-cloud-a1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,True,google,,,,,,,,
[x],devint-ars.cdf.cusa.canon.com,35.190.20.181,"ns-cloud-e1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,True,google,,,,,,,,
[x],devint-avs.mycanon.cam.usa.canon.com,34.96.109.137,"ns-cloud-c1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,True,google,,,,,,,,
[x],devint-carepak.cdf.cusa.canon.com,35.190.20.181,"ns-cloud-e1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,True,google,,,,,,,,
[x],devint-carepak.myprofile.americas.canon.com,35.190.20.181,"ns-cloud-a1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,True,google,,,,,,,,
[x],devint-cgss.mycanon.cusa.canon.com,35.190.20.181,"ns-cloud-c1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,True,google,,,,,,,,
[x],devint-cgss.myprofile.americas.canon.com,35.190.20.181,"ns-cloud-a1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,True,google,,,,,,,,
[x],devint-communication.mycanon.cusa.canon.com,35.190.20.181,"ns-cloud-c1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,True,google,,,,,,,,
[x],devint-cps.myprofile.americas.canon.com,,"ns-cloud-a1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,True,google,,,,,,,,
[x],devint-file.mycanon.cusa.canon.com,35.190.20.181,,NOERROR,True,google,,,,,,,,
[x],devint-next-addressbook.cdf.cusa.canon.com,,,NOERROR,,,,,,,,,,
[x],devint-order.cdf.cam.usa.canon.com,34.96.109.137,"ns-cloud-c1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,True,google,,,,,,,,
[x],devint-order.mycanon.cam.usa.canon.com,34.96.109.137,"ns-cloud-c1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,True,google,,,,,,,,
[x],devint-order.myprofile.americas.canon.com,35.190.20.181,"ns-cloud-a1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,True,google,,,,,,,,
[x],devint-person.mycanon.cam.usa.canon.com,34.96.109.137,"ns-cloud-c1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,True,google,,,,,,,,
[x],devint-preference.mycanon.cam.usa.canon.com,34.96.109.137,"ns-cloud-c1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,True,google,,,,,,,,
[x],devint-preference.mycanon.cusa.canon.com,35.190.20.181,"ns-cloud-c1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,True,google,,,,,,,,
[x],devint-preference.myprofile.americas.canon.com,35.190.20.181,"ns-cloud-a1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,True,google,,,,,,,,
[x],devint-preferences.cdf.cam.usa.canon.com,34.96.109.137,"ns-cloud-c1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,True,google,,,,,,,,
[x],devint-preferences.cdf.cusa.canon.com,35.190.20.181,"ns-cloud-e1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,True,google,,,,,,,,
[x],devint-product.myprofile.americas.canon.com,35.190.20.181,"ns-cloud-a1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,True,google,,,,,,,,
[x],devint-productreg.cdf.cusa.canon.com,35.190.20.181,"ns-cloud-e1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,True,google,,,,,,,,
[x],devint-profile.cdf.cam.usa.canon.com,34.96.109.137,"ns-cloud-c1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,True,google,,,,,,,,
[x],devint-profile.cdf.cusa.canon.com,35.190.20.181,"ns-cloud-e1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,True,google,,,,,,,,
[x],devint-service-repair.cdf.cusa.canon.com,35.190.20.181,"ns-cloud-e1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,True,google,,,,,,,,
[x],devint-snr.myprofile.americas.canon.com,35.190.20.181,"ns-cloud-a1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,True,google,,,,,,,,
[x],devint-subscription-stripe.myprofile.americas.canon.com,35.190.20.181,"ns-cloud-a1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,True,google,,,,,,,,
[x],devint-subscriptions.myprofile.americas.canon.com,35.190.20.181,"ns-cloud-a1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,True,google,,,,,,,,
[x],devint.cdf-admin.cam.usa.canon.com,34.96.109.137,"ns-cloud-c1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,True,google,,,,,,,,
[x],devint.cdf-admin.cusa.canon.com,10.222.199.5,"ns-cloud-a1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,,,,,,,True,10.222.199.5,,
[x],devint.cdf.americas.canon.com,35.190.20.181,"ns-cloud-c1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,True,google,,,,,,,,
[x],devint.cdf.cusa.canon.com,35.190.20.181,"ns-cloud-e1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,True,google,,,,,,,,
[x],devint.mycanon.cusa.canon.com,35.190.20.181,"ns-cloud-c1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,True,google,,,,,,,,
[x],dispatch.cusa.canon.com,,"mvhost.cusa.canon.com, postmaster.cusa.canon.com",NOERROR,,,,dmzdispatch.cusa.canon.com,,,,,,
[x],dmzdispatch.cusa.canon.com,146.184.161.149,"mvhost.cusa.canon.com, postmaster.cusa.canon.com",NOERROR,,,,,,,,,,
[x],dmzwc.cusa.canon.com,146.184.124.20,"mvhost.cusa.canon.com, postmaster.cusa.canon.com",NOERROR,,,,,,,,,,
[x],dnsrecurs1.cusa.canon.com,146.184.0.150,"mvhost.cusa.canon.com, postmaster.cusa.canon.com",NOERROR,,,,,,,,,,
[x],dnsrecurs2.cusa.canon.com,146.184.0.151,"mvhost.cusa.canon.com, postmaster.cusa.canon.com",NOERROR,,,,,,,,,,
[x],dnsrecurs5.cusa.canon.com,146.184.162.29,"mvhost.cusa.canon.com, postmaster.cusa.canon.com",NOERROR,,,,,,,,,,
[x],dnsrecurs6.cusa.canon.com,,"mvhost.cusa.canon.com, postmaster.cusa.canon.com",NOERROR,,,,,,,,,,
[x],download.ciis.canon.com,,"mvhost.cusa.canon.com, postmaster.cusa.canon.com",NOERROR,,,,,,,,,"mailgrd16.cusa.canon.com, mailgrd15.cusa.canon.com, mailgrd19.cusa.canon.com, mailgrd14.cusa.canon.com",
[x],downloads.canon.com,"96.16.54.90, 96.16.54.83","n0g.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,"downloads.canon.com.edgekey.net, e124465.g.akamaiedge.net",,,,,,
[x],dr.citi.eshipping.cbps.canon.com,209.31.115.182,"mvhost.cusa.canon.com, postmaster.cusa.canon.com",NOERROR,,,,,,,,,,
[x],ecarepak.usa.canon.com,146.184.161.195,"mvhost.cusa.canon.com, postmaster.cusa.canon.com",NOERROR,,,,seeimpossible.usa.canon.com,,,,,,
[x],ecarriers.csa.canon.com,146.184.161.150,"mvhost.cusa.canon.com, postmaster.cusa.canon.com",NOERROR,,,,,,,,,,
[x],ecarriersmobile.csa.canon.com,146.184.161.224,"mvhost.cusa.canon.com, postmaster.cusa.canon.com",NOERROR,,,,,,,,,,
[x],eci.api-stg.esb.usa.canon.com,146.184.161.122,"mvhost.cusa.canon.com, postmaster.cusa.canon.com",NOERROR,,,,,,,,,,
[x],eci.api.esb.usa.canon.com,146.184.170.48,"mvhost.cusa.canon.com, postmaster.cusa.canon.com",NOERROR,,,,,,,,,,
[x],ecpprd.cusa.canon.com,146.184.161.21,"mvhost.cusa.canon.com, postmaster.cusa.canon.com",NOERROR,,,,,,,,,,
[x],elearning.csa.canon.com,,"mvhost.cusa.canon.com, postmaster.cusa.canon.com",NOERROR,,,,,,,,,,
[x],elmcqa.cusa.canon.com,146.184.161.45,"mvhost.cusa.canon.com, postmaster.cusa.canon.com",NOERROR,,,,,,,,,,
[x],elmcstg.cusa.canon.com,146.184.152.178,"mvhost.cusa.canon.com, postmaster.cusa.canon.com",NOERROR,,,,,,,,,,
[x],email.cusa.canon.com,162.223.233.99,"a1-182.akam.net, dnsadmin.responsys.com",NOERROR,,,,,"a5-64.akam.net, a6-67.akam.net, a8-65.akam.net, a9-66.akam.net, a1-182.akam.net, a16-66.akam.net","google-site-verification=aMNdndmCTpqTVEiSvXkyXelu4VYUDd--Rdg7YzwatPo, v=spf1 ip4:12.130.135.0/24 ip4:12.130.136.0/22 ip4:12.130.153.0/24 ip4:12.130.154.0/24 ip4:129.145.66.0/23 ip4:129.145.68.0/22 ip4:162.223.236.0/22 ip4:199.7.200.0/21 ip4:199.7.204.41 ip4:199.7.205.96 ip4:207.135.2.23 ip4:207.135.3.23 -all",,,imh.interact5.origin.responsys.ocs.oraclecloud.com,
[x],email2.cusa.canon.com,"2.16.187.67, 2.16.187.146","a1-182.akam.net, hostmaster.email2.cusa.canon.com",NOERROR,,,,,"a5-64.akam.net, a6-67.akam.net, a8-65.akam.net, a9-66.akam.net, a1-182.akam.net, a16-66.akam.net","google-site-verification=523N9nvLrE-XMQkgN8s-YiVQLdVteFth0W4T7U7QPdE, v=spf1 ip4:12.130.135.0/24 ip4:12.130.136.0/22 ip4:12.130.153.0/24 ip4:12.130.154.0/24 ip4:129.145.66.0/23 ip4:129.145.67.88 ip4:129.145.68.0/22 ip4:162.223.236.0/22 ip4:199.7.200.0/21 -all",,,imh.interact2.origin.responsys.ocs.oraclecloud.com,
[x],emanage.csa.canon.com,146.184.161.169,"mvhost.cusa.canon.com, postmaster.cusa.canon.com",NOERROR,,,,mycsa.csa.canon.com,,,,,,
[x],employee-rewards.cusa.canon.com,146.184.161.19,"mvhost.cusa.canon.com, postmaster.cusa.canon.com",NOERROR,,,,usa.canon.com,"svadns3.cusa.canon.com, nydns07.cusa.canon.com, svadns4.cusa.canon.com, nydns08.cusa.canon.com","pardot1009522=bec410025fdac3994fc15d8af7968af5a41998c2c50a391b8d595cd97349dcf5, google-site-verification=Q8F5Ew9HWFO8ZLb-u7oAY6EVuvxcszmLATuYgS3klos",,,,
[x],emsdcentral.csa.canon.com,146.184.161.168,"mvhost.cusa.canon.com, postmaster.cusa.canon.com",NOERROR,,,,,,,,,,
[x],enablingcreativity.usa.canon.com,146.184.161.195,"mvhost.cusa.canon.com, postmaster.cusa.canon.com",NOERROR,,,,consumer.bal.glassfirst.com,,,,,,
[x],eoswebcam.dis.cusa.canon.com,199.36.158.100,"ns-cloud-d1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,,,,,,google-site-verification=wmbdovlQ7hqxJPOTI__4IqVDNJJn26plSijcEan44-k,,,,
[x],epartners.csa.canon.com,146.184.161.151,"mvhost.cusa.canon.com, postmaster.cusa.canon.com",NOERROR,,,,,,,,,,
[x],epartners2.csa.canon.com,146.184.161.127,"mvhost.cusa.canon.com, postmaster.cusa.canon.com",NOERROR,,,,,,,,,,
[x],eproforma.csa.canon.com,146.184.161.152,"mvhost.cusa.canon.com, postmaster.cusa.canon.com",NOERROR,,,,,,,,,,
[x],eproforma.s21prod.csa.canon.com,146.184.161.74,"mvhost.cusa.canon.com, postmaster.cusa.canon.com",NOERROR,,,,,,,,,,
[x],ereturn.usa.canon.com,146.184.161.195,"mvhost.cusa.canon.com, postmaster.cusa.canon.com",NOERROR,,,,,,,,,,
[x],esbprd.cusa.canon.com,,"mvhost.cusa.canon.com, postmaster.cusa.canon.com",NOERROR,,,,,,,,,,
[x],esdcloud2.usa.canon.com,156.79.66.99,"mvhost.cusa.canon.com, postmaster.cusa.canon.com",NOERROR,,,,,,,,,,
[x],esdcloud3.usa.canon.com,50.18.102.191,"mvhost.cusa.canon.com, postmaster.cusa.canon.com",NOERROR,,,,,,,,,,
[x],esp.usa.canon.com,146.184.154.48,"mvhost.cusa.canon.com, postmaster.cusa.canon.com",NOERROR,,,,,,,,,,
[x],ess.csa.canon.com,"104.17.74.206, 104.17.73.206, 104.17.70.206, 104.17.71.206, 104.17.72.206","bart.ns.cloudflare.com, dns.cloudflare.com",NOERROR,True,cloudflare,,"canon.mktoweb.com, aba.mktossl.com",,,,,,
[x],estore.usa.canon.com,146.184.152.98,"mvhost.cusa.canon.com, postmaster.cusa.canon.com",NOERROR,,,,,,,,,,
[x],estoretst2.canoncanada.canon.com,,,NOERROR,,,,,,,,,,
[x],etrackcanon.csa.canon.com,146.184.161.55,"mvhost.cusa.canon.com, postmaster.cusa.canon.com",NOERROR,,,,,,,,,,
[x],evercamrewards.cusa.canon.com,173.226.4.223,"mvhost.cusa.canon.com, postmaster.cusa.canon.com",NOERROR,,,,,,,,,,
[x],experience.csa.canon.com,146.184.161.214,"mvhost.cusa.canon.com, postmaster.cusa.canon.com",NOERROR,,,,,,,,,,
[x],explore-lenses.usa.canon.com,146.184.161.195,"mvhost.cusa.canon.com, postmaster.cusa.canon.com",NOERROR,,,,,,,,,,
[x],expo.usa.canon.com,,"mvhost.cusa.canon.com, postmaster.cusa.canon.com",NOERROR,,,,,,,,,,
[x],ext-addrbook.cdf.dt.ciis.canon.com,,,NOERROR,,,,,,,,,,
[x],ext-carepak.cdf.dt.ciis.canon.com,,,NOERROR,,,,,,,,,,
[x],ext-preferences.cdf.dt.ciis.canon.com,,,NOERROR,,,,,,,,,,
[x],ext-qa-profile.cdf.dt.ciis.canon.com,,,NOERROR,,,,,,,,,,
[x],ext-qa.cdf.dt.vpn.ciis.canon.com,,"mvhost.cusa.canon.com, postmaster.cusa.canon.com",NOERROR,,,,,,,,,"mailgrd19.cusa.canon.com, mailgrd16.cusa.canon.com, mailgrd14.cusa.canon.com, mailgrd15.cusa.canon.com",
[x],ext-smtpout-lb.cusa.canon.com,146.184.161.241,"mvhost.cusa.canon.com, postmaster.cusa.canon.com",NOERROR,,,,,,,,,,
[x],ext.cdf-admin.cusa.canon.com,54.144.128.85,,NOERROR,,,,,,,,,,
[x],ext.cdf.dt.vpn.ciis.canon.com,,"mvhost.cusa.canon.com, postmaster.cusa.canon.com",NOERROR,,,,,,,,,"mailgrd14.cusa.canon.com, mailgrd16.cusa.canon.com, mailgrd15.cusa.canon.com, mailgrd19.cusa.canon.com",
[x],ext03.csa.canon.com,146.184.161.203,"mvhost.cusa.canon.com, postmaster.cusa.canon.com",NOERROR,,,,,,,,,,
[x],ext04.csa.canon.com,146.184.161.204,"mvhost.cusa.canon.com, postmaster.cusa.canon.com",NOERROR,,,,,,,,,,
[x],ext06.csa.canon.com,146.184.161.206,"mvhost.cusa.canon.com, postmaster.cusa.canon.com",NOERROR,,,,,,,,,,
[x],ext12.csa.canon.com,146.184.170.55,"mvhost.cusa.canon.com, postmaster.cusa.canon.com",NOERROR,,,,,,,,,,
[x],fedexdl360g3.cusa.canon.com,146.184.6.34,"mvhost.cusa.canon.com, postmaster.cusa.canon.com",NOERROR,,,,,,,,,,
[x],fedexdl360g5.cusa.canon.com,146.184.6.190,"mvhost.cusa.canon.com, postmaster.cusa.canon.com",NOERROR,,,,,,,,,,
[x],fedexqa.cusa.canon.com,146.184.154.30,"mvhost.cusa.canon.com, postmaster.cusa.canon.com",NOERROR,,,,,,,,,,
[x],fedservicestg2.cusa.canon.com,146.184.161.125,"mvhost.cusa.canon.com, postmaster.cusa.canon.com",NOERROR,,,,,,,,,,
[x],file.mycanon.usa.canon.com,34.102.160.245,"ns-cloud-c1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,True,google,,,,,,,,
[x],files.lfpp.csa.canon.com,"88.221.25.49, 88.221.25.40","n0g.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,"files.oceusa.com.edgekey.net, e63923.g.akamaiedge.net",,,,,,
[x],fils3.cusa.canon.com,,"mvhost.cusa.canon.com, postmaster.cusa.canon.com",NOERROR,,,,,,,,,,
[x],forums.usa.canon.com,"52.222.236.103, 52.222.236.40, 52.222.236.32, 52.222.236.62","ns-913.awsdns-50.net, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,"2600:9000:223e:f400:18:cd7a:b040:93a1, 2600:9000:223e:bc00:18:cd7a:b040:93a1, 2600:9000:223e:2200:18:cd7a:b040:93a1, 2600:9000:223e:0:18:cd7a:b040:93a1, 2600:9000:223e:ca00:18:cd7a:b040:93a1, 2600:9000:223e:2000:18:cd7a:b040:93a1, 2600:9000:223e:3000:18:cd7a:b040:93a1, 2600:9000:223e:3800:18:cd7a:b040:93a1","canonusa.lithium.com, dhnm22m5rf935.cloudfront.net",,,,,,
[x],fs-sat.ciis.canon.com,,"mvhost.cusa.canon.com, postmaster.cusa.canon.com",NOERROR,,,,,,,,,"mailgrd14.cusa.canon.com, mailgrd16.cusa.canon.com, mailgrd15.cusa.canon.com, mailgrd19.cusa.canon.com",
[x],fs.ciis.canon.com,"54.215.189.62, 184.72.47.75","ns-699.awsdns-23.net, awsdns-hostmaster.amazon.com",NOERROR,,,,fs-rs-Publi-TT8DABLSEDFV-23151690.us-west-1.elb.amazonaws.com,,,,,,
[x],ftp.citi.eshipping.cbps.canon.com,67.216.185.67,"mvhost.cusa.canon.com, postmaster.cusa.canon.com",NOERROR,,,,,,,,,,
[x],ftpconnect1.cusa.canon.com,146.184.163.17,"mvhost.cusa.canon.com, postmaster.cusa.canon.com",NOERROR,,,,,,,,,,
[x],ftpconnect2.cusa.canon.com,146.184.163.45,"mvhost.cusa.canon.com, postmaster.cusa.canon.com",NOERROR,,,,,,,,,,
[x],glassfirst.cusa.canon.com,146.184.152.181,"mvhost.cusa.canon.com, postmaster.cusa.canon.com",NOERROR,,,,,,,,,,
[x],globaldispatchsolution.api.esb.usa.canon.com,146.184.161.187,"mvhost.cusa.canon.com, postmaster.cusa.canon.com",NOERROR,,,,,,,,,,
[x],gmsbusinessprocesscenter.csa.canon.com,146.184.161.95,"mvhost.cusa.canon.com, postmaster.cusa.canon.com",NOERROR,,,,,,,,,,
[x],grading.usa.canon.com,54.177.91.200,"mvhost.cusa.canon.com, postmaster.cusa.canon.com",NOERROR,,,,,,,,,,
[x],gradingtest.usa.canon.com,184.169.153.130,"mvhost.cusa.canon.com, postmaster.cusa.canon.com",NOERROR,,,,,,,,,,
[x],green.addressbook.myprofile.americas.canon.com,34.120.229.174,"ns-cloud-a1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,True,google,,,,,,,,
[x],green.carepak.myprofile.americas.canon.com,34.120.229.174,"ns-cloud-a1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,True,google,,,,,,,,
[x],green.communication.myprofile.americas.canon.com,34.120.229.174,"ns-cloud-a1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,True,google,,,,,,,,
[x],green.file.myprofile.americas.canon.com,,"ns-cloud-a1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,True,google,,,,,,,,
[x],green.myprofile.americas.canon.com,34.120.229.174,"ns-cloud-a1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,True,google,,,,,,,,
[x],green.order.myprofile.americas.canon.com,34.120.229.174,"ns-cloud-a1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,True,google,,,,,,,,
[x],green.preference.myprofile.americas.canon.com,34.120.229.174,"ns-cloud-a1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,True,google,,,,,,,,
[x],green.productmaster.myprofile.americas.canon.com,34.120.229.174,"ns-cloud-a1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,True,google,,,,,,,,
[x],green.profile.myprofile.americas.canon.com,,"ns-cloud-a1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,True,google,,,,,,,,
[x],green.snr.myprofile.americas.canon.com,34.120.229.174,"ns-cloud-a1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,True,google,,,,,,,,
[x],green.subscription.myprofile.americas.canon.com,34.120.229.174,"ns-cloud-a1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,True,google,,,,,,,,
[x],green.subscriptionintegration.myprofile.americas.canon.com,34.120.229.174,"ns-cloud-a1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,True,google,,,,,,,,
[x],green.utilities.myprofile.americas.canon.com,34.120.229.174,"ns-cloud-a1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,True,google,,,,,,,,
[x],gridservices.cusa.canon.com,,"mvhost.cusa.canon.com, postmaster.cusa.canon.com",NOERROR,,,,,,,,,,
[x],gridservicesstage.cusa.canon.com,,"mvhost.cusa.canon.com, postmaster.cusa.canon.com",NOERROR,,,,,,,,,,
[x],gseriescameras.usa.canon.com,146.184.161.195,"mvhost.cusa.canon.com, postmaster.cusa.canon.com",NOERROR,,,,,"svadns3.cusa.canon.com, nydns07.cusa.canon.com, svadns4.cusa.canon.com, nydns08.cusa.canon.com",,,,,
[x],hipchat.ciis.canon.com,,"mvhost.cusa.canon.com, postmaster.cusa.canon.com",NOERROR,,,,,,,,,,
[x],hrmsprd.cusa.canon.com,,,NOERROR,,,,,,,,,,
[x],hrmsstg.cusa.canon.com,,,NOERROR,,,,,,,,,,
[x],ibc.cusa.canon.com,146.184.160.201,"mvhost.cusa.canon.com, postmaster.cusa.canon.com",NOERROR,,,,,,,,,,
[x],imageconnect.dev.usa.canon.com,35.227.221.22,"ns-cloud-a1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,True,google,,marketplace.dtp-community.dev.usa.canon.com,,,,,,
[x],imageconnect.dtp-community.qa.usa.canon.com,,"ns-cloud-d1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,True,google,,,,,,,,
[x],imageconnect.dtp-community.usa.canon.com,34.102.225.103,"ns-cloud-e1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,True,google,,,,,,,,
[x],imageconnect.stg.usa.canon.com,,"ns-cloud-e1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,True,google,,imageconnect.dtp-community.stg.usa.canon.com,,,,,,
[x],imageconnect.usa.canon.com,34.102.225.103,"ns-cloud-e1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,True,google,,imageconnect.dtp-community.usa.canon.com,,,,,,
[x],impact-uat.csa.canon.com,,"mvhost.cusa.canon.com, postmaster.cusa.canon.com",NOERROR,,,,,,,,,,
[x],impact.csa.canon.com,"146.184.162.38, 146.184.162.24, 146.184.162.25, 146.184.152.101, 146.184.152.100","mvhost.cusa.canon.com, postmaster.cusa.canon.com",NOERROR,,,,nymsdz86.cusa.canon.com,"nydns07.cusa.canon.com, svadns4.cusa.canon.com, nydns08.cusa.canon.com, svadns3.cusa.canon.com",,,,,
[x],info.lfpp.csa.canon.com,146.184.161.29,"mvhost.cusa.canon.com, postmaster.cusa.canon.com",NOERROR,,,,,,,,,,
