new,host,a,cname,soa,status_code,cdn,cdn-name,mx,ns,txt,caa,aaaa,has_internal_ips,internal_ips
[x],13501.builds.wealthsimple.com,"54.164.107.211, 35.169.89.129",,"ns-1489.awsdns-58.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],14636sasg-faq-www.builds.wealthsimple.com,"35.169.89.129, 54.164.107.211",,"ns-1489.awsdns-58.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],acc.builds.wealthsimple.com,"54.164.107.211, 35.169.89.129",,"ns-1489.awsdns-58.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],administrator.builds.wealthsimple.com,"35.169.89.129, 54.164.107.211",,"ns-1489.awsdns-58.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],advisor.wealthsimple.com,"104.18.19.16, 104.18.18.16",advisor.wealthsimple.com.cdn.cloudflare.net,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,True,cloudflare,,,,,,,
[x],aide-staging.simpletax.ca,"15.156.123.30, 99.79.116.7",,"ns-1616.awsdns-10.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],airflow-staging.wealthsimple.com,"104.18.18.16, 104.18.19.16",airflow-staging.wealthsimple.com.cdn.cloudflare.net,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,True,cloudflare,,,,,,,
[x],airflow.builds.wealthsimple.com,"35.169.89.129, 54.164.107.211",,"ns-1489.awsdns-58.org, awsdns-hostmaster.amazon.com",NOERROR,,,,"ns-1013.awsdns-62.net, ns-1489.awsdns-58.org, ns-1799.awsdns-32.co.uk, ns-390.awsdns-48.com",,,,,
[x],airflow.wealthsimple.com,"104.18.19.16, 104.18.18.16",airflow.wealthsimple.com.cdn.cloudflare.net,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,True,cloudflare,,,,,,,
[x],api-legacy.wealthsimple.com,"104.18.18.16, 104.18.19.16",api-legacy.wealthsimple.com.cdn.cloudflare.net,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,True,cloudflare,,,,,,,
[x],api-staging-legacy.wealthsimple.com,"104.18.18.16, 104.18.19.16",api-staging-legacy.wealthsimple.com.cdn.cloudflare.net,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,True,cloudflare,,,,,,,
[x],api-staging.builds.wealthsimple.com,"54.164.107.211, 35.169.89.129",,"ns-1489.awsdns-58.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],api.sandbox.wealthsimple.com,"104.18.18.16, 104.18.19.16",api.sandbox.wealthsimple.com.cdn.cloudflare.net,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,True,cloudflare,,,,,,,
[x],api.wealthsimple.com,"104.18.18.16, 104.18.19.16",api.wealthsimple.com.cdn.cloudflare.net,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,True,cloudflare,,,,,,,
[x],app-staging.simpletax.ca,"99.79.116.7, 15.156.123.30",,"ns-1616.awsdns-10.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],app.simpletax.ca,"104.18.28.32, 104.18.29.32",app.simpletax.ca.cdn.cloudflare.net,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,True,cloudflare,,,,,,,
[x],app.wealthsimple.com,"99.80.227.4, 34.246.127.31, 52.209.121.193","wstrade.customlinks.appsflyer.com, cdproxy-336a18f93cd83100.elb.eu-west-1.amazonaws.com","ns-1566.awsdns-03.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],assets-staging.wealthsimple.com,"18.160.46.84, 18.160.46.27, 18.160.46.129, 18.160.46.94",,"ns-1489.awsdns-58.org, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,,,,,
[x],assets.wealthsimple.com,"52.222.236.87, 52.222.236.95, 52.222.236.124, 52.222.236.19",,"ns-1489.awsdns-58.org, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,,,,,
[x],builds.wealthsimple.com,"54.164.107.211, 35.169.89.129",,"ns-1489.awsdns-58.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],clicks.cdn.wealthsimple.com,"104.18.18.100, 104.18.19.100",clicks.cdn.wealthsimple.com.cdn.cloudflare.net,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,True,cloudflare,,,,,,,
[x],clicks.wealthsimple.com,"104.18.18.16, 104.18.19.16",clicks.wealthsimple.com.cdn.cloudflare.net,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,True,cloudflare,,,,,,,
[x],client.builds.wealthsimple.com,"54.164.107.211, 35.169.89.129",,"ns-1489.awsdns-58.org, awsdns-hostmaster.amazon.com",NOERROR,,,,"ns-1013.awsdns-62.net, ns-1489.awsdns-58.org, ns-1799.awsdns-32.co.uk, ns-390.awsdns-48.com",,,,,
[x],code.builds.wealthsimple.com,"54.164.107.211, 35.169.89.129",,"ns-1489.awsdns-58.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],code.wealthsimple.com,"104.18.18.16, 104.18.19.16",code.wealthsimple.com.cdn.cloudflare.net,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,True,cloudflare,,,,,,,
[x],compliance-documents.cdn.wealthsimple.com,"104.18.19.100, 104.18.18.100",compliance-documents.cdn.wealthsimple.com.cdn.cloudflare.net,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,True,cloudflare,,,,,,,
[x],compute.builds.wealthsimple.com,"35.169.89.129, 54.164.107.211",,"ns-1489.awsdns-58.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],crypto.wealthsimple.com,"104.18.18.16, 104.18.19.16",crypto.wealthsimple.com.cdn.cloudflare.net,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,True,cloudflare,,,,,,,
[x],cs-tools-satori.wealthsimple.com,"54.221.255.233, 44.198.203.97, 54.82.197.192",k8s-satoriru-satoriru-0a791eee53-ad565bf8cfa0e93d.elb.us-east-1.amazonaws.com,"ns-1826.awsdns-36.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],cs-tools-staging.wealthsimple.com,"104.18.19.16, 104.18.18.16",cs-tools-staging.wealthsimple.com.cdn.cloudflare.net,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,True,cloudflare,,,,,,,
[x],cs-tools.wealthsimple.com,"104.18.19.16, 104.18.18.16",cs-tools.wealthsimple.com.cdn.cloudflare.net,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,True,cloudflare,,,,,,,
[x],dashboard.builds.wealthsimple.com,"54.164.107.211, 35.169.89.129",,"ns-1489.awsdns-58.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],developer.builds.wealthsimple.com,"35.169.89.129, 54.164.107.211",,"ns-1489.awsdns-58.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],discourse.wealthsimple.com,216.66.8.75,wealthsimple.hosted-by-discourse.com,"ns-104.awsdns-13.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,letsencrypt.org,2602:fd3f:2:ff02::4b,,
[x],dites-nous.wealthsimple.com,"104.18.19.16, 104.18.18.16",dites-nous.wealthsimple.com.cdn.cloudflare.net,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,True,cloudflare,,,,,,,
[x],em-link.wealthsimple.com,"34.231.224.226, 34.196.91.245","em-link.wealthsimple.com.cdn.cloudflare.net, wsprod-felb-nlb-aab0be4d9daa5f6e.elb.us-east-1.amazonaws.com","ns-1826.awsdns-36.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],em.wealthsimple.com,,u5804872.wl123.sendgrid.net,"aisha.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,mx.sendgrid.net,,v=spf1 ip4:168.245.70.214 -all,,,,
[x],email-assets.cdn.wealthsimple.com,"104.18.19.100, 104.18.18.100",email-assets.cdn.wealthsimple.com.cdn.cloudflare.net,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,True,cloudflare,,,,,,,
[x],email.wealthsimple.com,"136.147.129.27, 66.231.91.222, 66.231.94.222, 68.232.203.115, 136.147.129.78",,"ns1.exacttarget.com, hostmaster.exacttarget.com",NOERROR,,,inbound-reply.s7.exacttarget.com,"ns4.exacttarget.com, ns1.exacttarget.com, ns2.exacttarget.com, ns3.exacttarget.com","google-site-verification=X5f3NChGvoE-AkaUcGiE-lYijVgDtJwcX9ZriOsE5Bk, spf2.0/pra include:cust-senderid.exacttarget.com -all, v=spf1 include:cust-spf.exacttarget.com -all",,,,
[x],empower.wealthsimple.com,"104.18.18.16, 104.18.19.16",empower.wealthsimple.com.cdn.cloudflare.net,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,True,cloudflare,,,,,,,
[x],faq-www.builds.wealthsimple.com,"35.169.89.129, 54.164.107.211",,"ns-1489.awsdns-58.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],faq.builds.wealthsimple.com,"54.164.107.211, 35.169.89.129",,"ns-1489.awsdns-58.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],faq.www.builds.wealthsimple.com,"54.164.107.211, 35.169.89.129",,"ns-1489.awsdns-58.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],get.wealthsimple.com,"3.126.202.50, 3.69.136.55","ef0514ca922e461397b2a7186d3d5cd8.unbouncepages.com, unbouncepages.com","ns-748.awsdns-29.net, awsdns-hostmaster.amazon.com",NOERROR,,,,"ns-1465.awsdns-55.org, ns-1575.awsdns-04.co.uk, ns-362.awsdns-45.com, ns-748.awsdns-29.net",google-site-verification=OR1Dxjz7lXfsMSTzdmscdUNH56xGM9k7kpj72k7ERAs,"comodoca.com, globalsign.com, letsencrypt.org, amazon.com",,,
[x],go.wealthsimple.com,"18.208.125.13, 3.92.120.28, 34.237.219.119, 3.215.172.219, 52.54.96.194","go.pardot.com, pi.pardot.com, pi-ue1.pardot.com, pi-ue1-public-lb-f0209c6950285322.elb.us-east-1.amazonaws.com","ns-1826.awsdns-36.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],help-staging.simpletax.ca,"15.156.123.30, 99.79.116.7",,"ns-1616.awsdns-10.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],help.simpletax.ca,"104.18.29.32, 104.18.28.32",help.simpletax.ca.cdn.cloudflare.net,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,True,cloudflare,,,,,,,
[x],help.wealthsimple.com,"104.16.51.111, 104.16.53.111",wealthsimple.zendesk.com,"ns-1213.awsdns-23.org, awsdns-hostmaster.amazon.com",NOERROR,True,cloudflare,,"ns-1213.awsdns-23.org, ns-1858.awsdns-40.co.uk, ns-444.awsdns-55.com, ns-754.awsdns-30.net","pod=27, v=spf1 include:mail.zendesk.com ~all",,,,
[x],i2c-push-notifications.wealthsimple.com,"172.16.100.8, 172.16.100.25",,"ns-1489.awsdns-58.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,True,"172.16.100.8, 172.16.100.25"
[x],info.wealthsimple.com,"104.18.18.16, 104.18.19.16",info.wealthsimple.com.cdn.cloudflare.net,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,True,cloudflare,,,,,,,
[x],internal.builds.wealthsimple.com,"54.164.107.211, 35.169.89.129",,"ns-1489.awsdns-58.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],invest.wealthsimple.com,"104.18.18.16, 104.18.19.16",invest.wealthsimple.com.cdn.cloudflare.net,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,True,cloudflare,,,,,,,
[x],investwise.wealthsimple.com,"104.18.18.16, 104.18.19.16",investwise.wealthsimple.com.cdn.cloudflare.net,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,True,cloudflare,,,,,,,
[x],leapfrog-for.wealthsimple.com,"104.18.19.16, 104.18.18.16",leapfrog-for.wealthsimple.com.cdn.cloudflare.net,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,True,cloudflare,,,,,,,
[x],legacy.builds.wealthsimple.com,"35.169.89.129, 54.164.107.211",,"ns-1489.awsdns-58.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],localhost.email.wealthsimple.com,127.0.0.1,,"ns1.exacttarget.com, hostmaster.exacttarget.com",NOERROR,,,,,,,,True,127.0.0.1
[x],m.wealthsimple.com,,sparkpostmail.com,"ns-1855.awsdns-39.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,"202302022219254qla4yzx4awoxw73s19xih2o24lp6tgsj8j3sdxwoboq1lpkyr, google-site-verification=yCMV3z3BhBaINi0V033HnfTi9xkQjpIZ4DM4ywSlwUs, v=spf1 exists:%{i}._spf.sparkpostmail.com ~all",,,,
[x],market.builds.wealthsimple.com,"54.164.107.211, 35.169.89.129",,"ns-1489.awsdns-58.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],mascara1qzbqa.faq-www.builds.wealthsimple.com,"35.169.89.129, 54.164.107.211",,"ns-1489.awsdns-58.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],mercer.wealthsimple.com,"104.18.18.16, 104.18.19.16",mercer.wealthsimple.com.cdn.cloudflare.net,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,True,cloudflare,,,,,,,
[x],mobile.builds.wealthsimple.com,"54.164.107.211, 35.169.89.129",,"ns-1489.awsdns-58.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],mta.email.wealthsimple.com,13.111.4.88,,"ns1.exacttarget.com, hostmaster.exacttarget.com",NOERROR,,,,,,,,,
[x],my.wealthsimple.com,"104.18.18.16, 104.18.19.16",my.wealthsimple.com.cdn.cloudflare.net,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,True,cloudflare,,,,,,,
[x],mysql.builds.wealthsimple.com,"54.164.107.211, 35.169.89.129",,"ns-1489.awsdns-58.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],o.wealthsimple.com,,sparkpostmail.com,"ns-1855.awsdns-39.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,smtp.sparkpostmail.com,"ns-1361.awsdns-42.org, ns-1855.awsdns-39.co.uk, ns-304.awsdns-38.com, ns-775.awsdns-32.net","202302022219254qla4yzx4awoxw73s19xih2o24lp6tgsj8j3sdxwoboq1lpkyr, google-site-verification=yCMV3z3BhBaINi0V033HnfTi9xkQjpIZ4DM4ywSlwUs, v=spf1 exists:%{i}._spf.sparkpostmail.com ~all",,,,
[x],o1.builds.wealthsimple.com,"54.164.107.211, 35.169.89.129",,"ns-1489.awsdns-58.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],o1.em.wealthsimple.com,,,"ns-1489.awsdns-58.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],payment.builds.wealthsimple.com,"35.169.89.129, 54.164.107.211",,"ns-1489.awsdns-58.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],pm-bounces.wealthsimple.com,138.197.30.54,pm.mtasv.net,"ns-1077.awsdns-06.org, awsdns-hostmaster.amazon.com",NOERROR,,,"p-pm-bounce-smtp01a-aws-useast2a.mtasv.net, p-pm-bounce-smtp01c-aws-useast2c.mtasv.net",,"mailru-verification: 7e478ddcd067e847, v=spf1 include:spf.mtasv.net -all, google-site-verification=2ltbW8iunE_pv1YaZoVYbntlT_hNyiAaBkhcO9fgZ8s, google-site-verification=pViDNqSauXskObXnIyWwa2KxIP-CAA9GWpasGALiYek",,,,
[x],promotions.wealthsimple.com,"104.16.51.111, 104.16.53.111, 3.21.213.231, 3.129.183.51, 3.19.104.44",wealthsimplepromos.zendesk.com,"ns-1213.awsdns-23.org, awsdns-hostmaster.amazon.com",NOERROR,True,cloudflare,mail-pod-27.int.zendesk.com,"ns-1213.awsdns-23.org, ns-1858.awsdns-40.co.uk, ns-444.awsdns-55.com, ns-754.awsdns-30.net","pod=27, v=spf1 include:mail.zendesk.com ~all",,,,
