new,host,a,aaaa,soa,status_code,cdn,cdn-name,cname,ns,has_internal_ips,internal_ips,txt,mx,caa
[x],community.doctolib.fr,"104.16.235.19, 104.16.234.19","2606:4700::6810:ea13, 2606:4700::6810:eb13","bob.ns.cloudflare.com, dns.cloudflare.com",NOERROR,True,cloudflare,,,,,,,
[x],community.doctolib.it,"104.18.43.61, 172.64.144.195","2606:4700:4400::ac40:90c3, 2606:4700:4400::6812:2b3d","bob.ns.cloudflare.com, dns.cloudflare.com",NOERROR,True,cloudflare,,,,,,,
[x],corpo-fr.cms.doctolib.com,"104.16.132.133, 104.16.133.133","2606:4700::6810:8485, 2606:4700::6810:8585","bob.ns.cloudflare.com, dns.cloudflare.com",NOERROR,True,cloudflare,,,,,,,
[x],cortex.doctolib.com,"216.239.34.21, 216.239.38.21, 216.239.32.21, 216.239.36.21",,"bob.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,google-site-verification=5qR3Y7o5dVxdb0L5RFeq-0jo_T522MJbTgo2AyVTK7I,,
[x],dashboards.doctolib.net,,,"bob.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,,
[x],data-staging.doctolib.com,,,"ns-1695.awsdns-19.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,"ns-1266.awsdns-30.org, ns-134.awsdns-16.com, ns-1695.awsdns-19.co.uk, ns-850.awsdns-42.net",,,,,
[x],dbinsights-production.doctolib.fr,172.65.248.213,2606:4700:90:0:3697:4d05:99b8:dc3a,"brenda.ns.cloudflare.com, dns.cloudflare.com",NOERROR,True,cloudflare,"rs.doctolib.fr, 0135052461d0410b8e4b124e9d0927e0.pacloudflare.com",,,,,,
[x],ddv-staging.doctolib.fr,,,"ns-1289.awsdns-33.org, awsdns-hostmaster.amazon.com",NOERROR,,,,"ns-1289.awsdns-33.org, ns-1793.awsdns-32.co.uk, ns-390.awsdns-48.com, ns-667.awsdns-19.net",,,,,
[x],ddv.doctolib.fr,,,"ns-1505.awsdns-60.org, awsdns-hostmaster.amazon.com",NOERROR,,,,"ns-1505.awsdns-60.org, ns-1561.awsdns-03.co.uk, ns-55.awsdns-06.com, ns-556.awsdns-05.net",,,,,
[x],dev-events-logs-staging.doctolib.fr,,,"bob.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,,
[x],dev-events-logs-staging.doctolib.it,,,"bob.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,,
[x],developers.doctolib.com,"54.216.252.255, 108.128.72.146, 54.73.26.109",,"dns1.p05.nsone.net, hostmaster.nsone.net",NOERROR,,,developers.doctolib.com.herokudns.com,,,,,,
[x],docto.doctolib.fr,,,"bob.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,,
[x],doctocommit.doctolib.fr,"104.16.234.19, 104.16.235.19","2606:4700::6810:eb13, 2606:4700::6810:ea13","bob.ns.cloudflare.com, dns.cloudflare.com",NOERROR,True,cloudflare,,,,,,,
[x],doctolib.com,172.65.196.33,2606:4700:90:0:f3d3:2b0c:af9b:2bbe,"bob.ns.cloudflare.com, dns.cloudflare.com",NOERROR,True,cloudflare,,"bob.ns.cloudflare.com, naomi.ns.cloudflare.com",,,"341n6d66qn5rncb71ghl6yfvff36pywt, 36ffgf61d2pq2lykhn784tkgzkcq0fgx, Dynatrace-site-verification=1daa07d5-f5b1-4862-bfba-71519b152038__7kljic4bsm36k506tqs58jnsva, MS=ms54242770, Sendinblue-code:765d1b570edeb414a44195eced1dbafe, _globalsign-domain-verification=sQsxjHQnAIEBxxGe2yeqBctsAOEVyajC8omOFEk9Wy, apple-domain-verification=q8RqWJ3hW2364Fd9, atlassian-domain-verification=KIPyq/2312gYkcvqtI8Twz8TRQ92quJEwM3dCZ3OFNB4O9kPzw9xVBvunLwSYSMh, b3LSl2zq=7017cf693accd3482084f4c426889683, canva-site-verification=rtt_zsmS0hm1SeJY5LmFYw, canva-site-verification=zruhlSYIAzFdYs85KmQODA, docusign=2559394f-de72-43a7-9aaa-1a97baf9cf3a, google-site-verification=-q-4onqguDE9nRFu1s5dmg-Ap_46yaY8BYCi3BvYqP8_, google-site-verification=JRjjbpu77TFeerX5dI-O1LO_2ifY_EP-cN-cT7Nq5g4, google-site-verification=et8eb9bBv1Cu_eK8zSEQf95kcoIjzEb63UAX2wIPIKE, google-site-verification=l2eRRcZh55cQo3Jy44uvvRTseX1lajK-kSeGEaLhWkY, google-site-verification=l9YbXTxl-7C7VAqkE_n6m2BaQ5ANAOnI13ifi96BfSU, google-site-verification=m61MhP0DOexrW88EkB0C7E8upKK4QgV73RKcFu9kSyk, google-site-verification=wBhqMn-RPlxkG3INHun3D5Q8pNfm4bw1LxIOHXNqtLY, miro-verification=dab757d709e41b52d6f0c7f352f75879ba356336, stripe-verification=9b5f576791f900592e23b23b6f50686916b1114e52f74b0be31732748d3407c9, teamviewer-sso-verification=0bb4fc1c5049431e830000c99c92eb83, v=spf1 include:_spf.google.com include:_spf.salesforce.com include:spf.sendinblue.com include:spf.flowmailer.net include:_spf.doctolib.com include:_spf2.doctolib.com -all, zapier-domain-verification-challenge=04c015eb-b907-48a5-acde-93eef7fadd15","aspmx.l.google.com, alt3.aspmx.l.google.com, alt4.aspmx.l.google.com, alt1.aspmx.l.google.com, alt2.aspmx.l.google.com",
[x],doctolib.de,172.65.251.247,2606:4700:90:0:8276:a1b7:9b67:6531,"bob.ns.cloudflare.com, dns.cloudflare.com",NOERROR,True,cloudflare,,"naomi.ns.cloudflare.com, bob.ns.cloudflare.com",,,"google-site-verification=Z3eyzshIw6jfRkVIHWJJT0w3exh6uVTfZN_t6eTRqLQ, v=spf1 include:_spf.google.com include:_spf.salesforce.com include:spf.sendinblue.com include:spf.flowmailer.net a:zgateway.zuora.com -all, google-site-verification=DKw-5p4lpHzFVAwXOBeXAFw4vaeEVWuqx_5EfiqTVsQ, MS=ms75147005, Sendinblue-code:765d1b570edeb414a44195eced1dbafe, nyjwm0kb05g3cwrb822d97lf9ctm1wpl, facebook-domain-verification=n7hg66k8w9p8hmjkzyt8nk0jhl6kyf, google-site-verification=s6rj2VXrW6hbshhZBYXTI9nu_uU8U8uBkO22GbGmFFg, 46x082p0fh0mkvqkzmwpvwwj0s49mbg1","alt3.aspmx.l.google.com, aspmx.l.google.com, alt1.aspmx.l.google.com, alt4.aspmx.l.google.com, alt2.aspmx.l.google.com",
[x],doctolib.net,,,"bob.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,"bob.ns.cloudflare.com, naomi.ns.cloudflare.com",,,"teamviewer-sso-verification=61e07e9a821d4c9abd7e7fdb7f0ad2de, v=spf1 include:_spf.google.com -all, MS=ms25205424, MS=ms79913863, asv=d668cc5d087bc86ea298026dbe3598fa, atlassian-domain-verification=1GuzNuNBefE24gkkzrdmuYCyBOJYDaI3MqaVyw8SrfePPQN9vuMdaNMEvJe4n9Mw, atlassian-domain-verification=DMgEvujb1ABco/mnvvaGaxybyOfRarceQt7wvaKa9Qvsf/bKhl4cZo2GQ8SOxajM, docusign=d095d392-775e-4291-88f6-2fe4e6030d87, loom-site-verification=539ba4027a17408eb0ef2d881ddbfc76","sjuw5h5hsnsv2tt5bjr3ehla5jg6n6msntimy7tmzqgaurdyoz3a.mx-verification.google.com, alt1.aspmx.l.google.com, aspmx.l.google.com",
[x],eks.data.doctolib.com,,,"ns-1641.awsdns-13.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,"ns-1066.awsdns-05.org, ns-1641.awsdns-13.co.uk, ns-272.awsdns-34.com, ns-858.awsdns-43.net",,,,,
[x],email.doctolib.com,"104.16.132.133, 104.16.133.133","2606:4700::6810:8485, 2606:4700::6810:8585","bob.ns.cloudflare.com, dns.cloudflare.com",NOERROR,True,cloudflare,,,,,v=spf1 include:eu.sparkpostmail.com ip4:147.253.221.219 ip4:223.165.112.181 ip4:223.165.112.222 ip4:223.165.112.71 -all,,
[x],events-logs-staging.doctolib.com,"104.16.133.133, 104.16.132.133","2606:4700::6810:8485, 2606:4700::6810:8585","bob.ns.cloudflare.com, dns.cloudflare.com",NOERROR,True,cloudflare,,,,,,,
[x],events-logs-staging.doctolib.de,172.65.221.182,2606:4700:90:0:ac5d:a0ec:da22:8dc7,"brenda.ns.cloudflare.com, dns.cloudflare.com",NOERROR,True,cloudflare,"rs-data-staging.doctolib.de, ab85cda82eab45f6b1de97ef69489f9b.pacloudflare.com",,,,,,
[x],events-logs-staging.doctolib.fr,,,"bob.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,,
[x],events-logs.doctolib.com,"104.16.133.133, 104.16.132.133",,"bob.ns.cloudflare.com, dns.cloudflare.com",NOERROR,True,cloudflare,,,,,,,
[x],events-logs.doctolib.fr,"104.16.88.38, 104.16.87.38","2606:4700::6810:5726, 2606:4700::6810:5826","bob.ns.cloudflare.com, dns.cloudflare.com",NOERROR,True,cloudflare,,,,,,,
[x],events-logs.doctolib.it,,,"bob.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,,
[x],events-v2.data-staging.doctolib.com,"18.197.255.64, 3.66.15.159, 3.120.135.102",,"ns-1689.awsdns-19.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,tracking-events-alb-1371555499.eu-central-1.elb.amazonaws.com,,,,,,
[x],events-v2.data.doctolib.com,"18.197.244.192, 18.159.199.44, 3.120.54.34",,"ns-1689.awsdns-19.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,tracking-events-alb-959657541.eu-central-1.elb.amazonaws.com,,,,,,
[x],evfr-prodaz.doctolib.fr,,,"bob.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,,
[x],exceptions.doctolib.de,172.65.251.247,2606:4700:90:0:8276:a1b7:9b67:6531,"brenda.ns.cloudflare.com, dns.cloudflare.com",NOERROR,True,cloudflare,"rs.doctolib.de, 1e87368e721d4d36b8aae2fdb8b0d37a.pacloudflare.com",,,,,,
[x],exceptions.doctolib.fr,172.65.248.213,2606:4700:90:0:3697:4d05:99b8:dc3a,"brenda.ns.cloudflare.com, dns.cloudflare.com",NOERROR,True,cloudflare,"rs.doctolib.fr, 0135052461d0410b8e4b124e9d0927e0.pacloudflare.com",,,,,,
[x],fb-staging.doctolib.fr,199.36.158.100,,"bob.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,,
[x],fb.doctolib.com,199.36.158.100,,"bob.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,,
[x],flowmailer.doctolib.com,"185.136.65.7, 185.136.64.7, 185.136.64.6, 185.136.65.6",,,NOERROR,,,web.flowmailer.net,,,,,return.flowmailer.net,"letsencrypt.org, mailto:abuse@flowmailer.com, sectigo.com, entrust.net, quovadisglobal.com, digicert.com"
[x],fm.doctolib.fr,"185.136.65.6, 185.136.64.6, 185.136.64.7, 185.136.65.7",,"ns1.flowmailer.net, contact.flowmailer.net",NOERROR,,,web.flowmailer.net,,,,v=spf1 include:spf.flowmailer.net ~all,return.flowmailer.net,"entrust.net, quovadisglobal.com, sectigo.com, digicert.com, letsencrypt.org, mailto:abuse@flowmailer.com"
[x],fm.doctolib.it,"185.136.65.7, 185.136.64.6, 185.136.64.7, 185.136.65.6",,"ns1.flowmailer.net, contact.flowmailer.net",NOERROR,,,web.flowmailer.net,,,,v=spf1 include:spf.flowmailer.net ~all,return.flowmailer.net,"mailto:abuse@flowmailer.com, digicert.com, entrust.net, letsencrypt.org, quovadisglobal.com, sectigo.com"
[x],ftp-pic.doctolib.net,,,"bob.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,,
[x],hashicorp-poc-fra.doctolib.net,172.20.1.254,,"bob.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,True,172.20.1.254,,,
[x],hashicorp-poc-vault-par.doctolib.net,,,"bob.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,,
[x],hl7-interf.doctolib.net,,,"bob.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,,
[x],img.ip-1.sib.doctolib.de,"104.17.103.89, 104.17.102.89, 104.17.104.89, 104.17.105.89, 104.17.106.89",,"jim.ns.cloudflare.com, dns.cloudflare.com",NOERROR,True,cloudflare,img.mailin.fr,,,,,,"comodoca.com, digicert.com, entrust.net, globalsign.com, letsencrypt.org"
[x],img.ip-2.sib.doctolib.de,"104.17.106.89, 104.17.102.89, 104.17.105.89, 104.17.103.89, 104.17.104.89",,"jim.ns.cloudflare.com, dns.cloudflare.com",NOERROR,True,cloudflare,img.mailin.fr,,,,,,"comodoca.com, digicert.com, entrust.net, globalsign.com, letsencrypt.org"
[x],img.ip-2.sib.doctolib.fr,"104.17.102.89, 104.17.103.89, 104.17.105.89, 104.17.106.89, 104.17.104.89",,"jim.ns.cloudflare.com, dns.cloudflare.com",NOERROR,True,cloudflare,img.mailin.fr,,,,,,"globalsign.com, letsencrypt.org, comodoca.com, digicert.com, entrust.net"
[x],img.ip-3.sib.doctolib.fr,"104.17.103.89, 104.17.104.89, 104.17.106.89, 104.17.102.89, 104.17.105.89",,"jim.ns.cloudflare.com, dns.cloudflare.com",NOERROR,True,cloudflare,img.mailin.fr,,,,,,"comodoca.com, digicert.com, entrust.net, globalsign.com, letsencrypt.org"
[x],img.ip-5.sib.doctolib.fr,"104.17.102.89, 104.17.103.89, 104.17.106.89, 104.17.105.89, 104.17.104.89",,"jim.ns.cloudflare.com, dns.cloudflare.com",NOERROR,True,cloudflare,img.mailin.fr,,,,,,"comodoca.com, globalsign.com, entrust.net, digicert.com, letsencrypt.org"
[x],img.ip-t-1.sib.doctolib.de,"104.17.102.89, 104.17.104.89, 104.17.103.89, 104.17.106.89, 104.17.105.89",,"jim.ns.cloudflare.com, dns.cloudflare.com",NOERROR,True,cloudflare,img.mailin.fr,,,,,,"entrust.net, letsencrypt.org, digicert.com, comodoca.com, globalsign.com"
[x],img.ip-t-1.sib.doctolib.fr,"104.17.102.89, 104.17.103.89, 104.17.104.89, 104.17.105.89, 104.17.106.89",,"jim.ns.cloudflare.com, dns.cloudflare.com",NOERROR,True,cloudflare,img.mailin.fr,,,,,,"comodoca.com, digicert.com, entrust.net, globalsign.com, letsencrypt.org"
[x],img.ip-test.sib.doctolib.fr,"104.17.103.89, 104.17.105.89, 104.17.104.89, 104.17.106.89, 104.17.102.89",,"jim.ns.cloudflare.com, dns.cloudflare.com",NOERROR,True,cloudflare,img.mailin.fr,,,,,,"globalsign.com, letsencrypt.org, comodoca.com, digicert.com, entrust.net"
[x],infermedica.doctolib.com,,,"bob.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,,
[x],info.doctolib.de,172.65.251.247,2606:4700:90:0:8276:a1b7:9b67:6531,"brenda.ns.cloudflare.com, dns.cloudflare.com",NOERROR,True,cloudflare,"rs.doctolib.de, 1e87368e721d4d36b8aae2fdb8b0d37a.pacloudflare.com",,,,google-site-verification=5V8XQr6UNpTGgWTngSCZl0BjddD0xYX1uGALGE6A11A,,
[x],info.doctolib.fr,172.65.248.213,2606:4700:90:0:3697:4d05:99b8:dc3a,"brenda.ns.cloudflare.com, dns.cloudflare.com",NOERROR,True,cloudflare,"rs.doctolib.fr, 0135052461d0410b8e4b124e9d0927e0.pacloudflare.com",,,,,,
[x],info.doctolib.it,172.65.239.57,2606:4700:90:0:57c:66fa:66a3:f297,"brenda.ns.cloudflare.com, dns.cloudflare.com",NOERROR,True,cloudflare,"rs.doctolib.it, 65e3e463c2f0431c9e09f06ea716da06.pacloudflare.com",,,,,,
[x],ip-1.sib.doctolib.de,172.246.25.65,,"bob.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,"v=spf1 include:spf.sendinblue.com mx -all, Sendinblue-code:765d1b570edeb414a44195eced1dbafe",,
[x],ip-1.sib.doctolib.fr,172.246.7.18,,"bob.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,v=spf1 include:spf.sendinblue.com mx -all,,
[x],ip-4.sib.doctolib.fr,172.246.7.82,,"bob.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,v=spf1 include:spf.sendinblue.com mx -all,ip-4.sib.doctolib.fr,
[x],ip-5.sib.doctolib.fr,172.246.7.113,,"bob.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,v=spf1 include:spf.sendinblue.com mx -all,ip-5.sib.doctolib.fr,
[x],ip-6.sib.doctolib.fr,172.246.7.127,,"bob.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,v=spf1 include:spf.sendinblue.com mx -all,ip-6.sib.doctolib.fr,
[x],ip-t-1.sib.doctolib.de,172.246.24.83,,"bob.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,"Sendinblue-code:96925617caa5da0d69f134979d0560a0, v=spf1 include:spf.sendinblue.com mx -all",ip-t-1.sib.doctolib.de,
[x],ip-t-1.sib.doctolib.fr,172.246.7.23,,"bob.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,"Sendinblue-code:96925617caa5da0d69f134979d0560a0, v=spf1 include:spf.sendinblue.com mx ~all",ip-t-1.sib.doctolib.fr,
[x],ip-test.sib.doctolib.fr,172.246.15.211,,"bob.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,"Sendinblue-code:8f99e8d9cc71409eb2b1fad8eb1d0243, v=spf1 include:spf.sendinblue.com mx -all",ip-test.sib.doctolib.fr,
[x],ipsec-interf.doctolib.net,,,"bob.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,,
[x],joulica-staging.doctolib.net,"172.64.147.42, 104.18.40.214","2606:4700:4400::ac40:932a, 2606:4700:4400::6812:28d6","bob.ns.cloudflare.com, dns.cloudflare.com",NOERROR,True,cloudflare,,,,,,,
[x],legal.doctolib.fr,172.65.248.213,2606:4700:90:0:3697:4d05:99b8:dc3a,"brenda.ns.cloudflare.com, dns.cloudflare.com",NOERROR,True,cloudflare,"rs.doctolib.fr, 0135052461d0410b8e4b124e9d0927e0.pacloudflare.com",,,,,,
[x],logs-staging.doctolib.fr,"104.16.234.19, 104.16.235.19","2606:4700::6810:eb13, 2606:4700::6810:ea13","bob.ns.cloudflare.com, dns.cloudflare.com",NOERROR,True,cloudflare,,,,,,,
[x],m-dev.doctolib.de,"104.18.39.152, 172.64.148.104","2606:4700:4400::ac40:9468, 2606:4700:4400::6812:2798","bob.ns.cloudflare.com, dns.cloudflare.com",NOERROR,True,cloudflare,,,,,,,
[x],m-dev.doctolib.it,"172.64.144.195, 104.18.43.61","2606:4700:4400::6812:2b3d, 2606:4700:4400::ac40:90c3","bob.ns.cloudflare.com, dns.cloudflare.com",NOERROR,True,cloudflare,,,,,,,
[x],m-prd-aws-de-fra-1.doctolib.fr,"104.16.234.19, 104.16.235.19","2606:4700::6810:ea13, 2606:4700::6810:eb13","bob.ns.cloudflare.com, dns.cloudflare.com",NOERROR,True,cloudflare,,,,,,,
[x],m-staging.doctolib.com,172.65.195.6,2606:4700:90:0:13a7:4896:9db7:4be4,"brenda.ns.cloudflare.com, dns.cloudflare.com",NOERROR,True,cloudflare,"rs-staging.doctolib.com, bee098d46c824849bcb72793b0840c34.pacloudflare.com",,,,,,
[x],m-staging.doctolib.it,172.65.222.138,2606:4700:90:0:6a09:de47:9b9e:ed55,"brenda.ns.cloudflare.com, dns.cloudflare.com",NOERROR,True,cloudflare,"rs-staging.doctolib.it, 99680ed054244c63be96a1b7dc1443df.pacloudflare.com",,,,,,
[x],m.doctolib.com,172.65.196.33,2606:4700:90:0:f3d3:2b0c:af9b:2bbe,"brenda.ns.cloudflare.com, dns.cloudflare.com",NOERROR,True,cloudflare,"rs.doctolib.com, 9d293f60cfa24c928e66aef97a3e0aaa.pacloudflare.com",,,,,,
[x],m.doctolib.de,172.65.251.247,2606:4700:90:0:8276:a1b7:9b67:6531,"brenda.ns.cloudflare.com, dns.cloudflare.com",NOERROR,True,cloudflare,"rs.doctolib.de, 1e87368e721d4d36b8aae2fdb8b0d37a.pacloudflare.com",,,,,,
[x],m.doctolib.fr,172.65.248.213,2606:4700:90:0:3697:4d05:99b8:dc3a,"brenda.ns.cloudflare.com, dns.cloudflare.com",NOERROR,True,cloudflare,"rs.doctolib.fr, 0135052461d0410b8e4b124e9d0927e0.pacloudflare.com",,,,,,
[x],m.doctolib.it,172.65.239.57,2606:4700:90:0:57c:66fa:66a3:f297,"brenda.ns.cloudflare.com, dns.cloudflare.com",NOERROR,True,cloudflare,"rs.doctolib.it, 65e3e463c2f0431c9e09f06ea716da06.pacloudflare.com",,,,,,
[x],mail.doctolib.fr,,,"bob.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,,
[x],mailtrail.doctolib.com,,,"bob.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,,
[x],media.doctolib.com,172.65.244.129,2606:4700:90:0:e989:229b:741f:d640,"brenda.ns.cloudflare.com, dns.cloudflare.com",NOERROR,True,cloudflare,"rs-media.doctolib.com, 3e6e1cd5c87344ad809a2b8f090c3e9b.pacloudflare.com",,,,,,
[x],medialand.api-sas.doctolib.fr,,,"bob.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,,
[x],mj-dev.doctolib.de,,,"bob.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,,
[x],mj-staging.doctolib.de,,,"bob.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,,
[x],mj.doctolib.com,172.65.196.33,2606:4700:90:0:f3d3:2b0c:af9b:2bbe,"brenda.ns.cloudflare.com, dns.cloudflare.com",NOERROR,True,cloudflare,"rs.doctolib.com, 9d293f60cfa24c928e66aef97a3e0aaa.pacloudflare.com",,,,,,
[x],mj.doctolib.de,,,"bob.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,,
[x],mj.doctolib.fr,,,"bob.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,,
[x],mllp-interf.doctolib.net,,,"bob.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,,
[x],mta-sts.doctolib.com,"104.16.132.133, 104.16.133.133","2606:4700::6810:8585, 2606:4700::6810:8485","bob.ns.cloudflare.com, dns.cloudflare.com",NOERROR,True,cloudflare,,,,,,,
[x],mta-sts.doctolib.de,,"2606:4700:4400::ac40:9468, 2606:4700:4400::6812:2798","bob.ns.cloudflare.com, dns.cloudflare.com",NOERROR,True,cloudflare,,,,,,,
[x],mta-sts.doctolib.fr,"104.16.235.19, 104.16.234.19","2606:4700::6810:eb13, 2606:4700::6810:ea13","bob.ns.cloudflare.com, dns.cloudflare.com",NOERROR,True,cloudflare,,,,,,,
[x],o1.email.doctolib.fr,,,"bob.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,,
[x],o1.sendgrid.doctolib.fr,,,"bob.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,,
[x],o2.sendgrid.doctolib.fr,,,"bob.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,,
[x],o3.sendgrid.doctolib.fr,,,"bob.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,,
[x],o4.sendgrid.doctolib.fr,,,"bob.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,,
[x],o7.sendgrid.doctolib.fr,,,"bob.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,,
[x],ovh6.doctolib.net,,,"bob.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,,
[x],p-delaporterie.doctolib.fr,,,"bob.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,,
[x],partners-dev.doctolib.de,"172.64.148.104, 104.18.39.152","2606:4700:4400::6812:2798, 2606:4700:4400::ac40:9468","bob.ns.cloudflare.com, dns.cloudflare.com",NOERROR,True,cloudflare,,,,,,,
[x],partners-dev.doctolib.fr,"104.16.235.19, 104.16.234.19","2606:4700::6810:eb13, 2606:4700::6810:ea13","bob.ns.cloudflare.com, dns.cloudflare.com",NOERROR,True,cloudflare,,,,,,,
[x],partners-dev.doctolib.it,"104.18.43.61, 172.64.144.195","2606:4700:4400::ac40:90c3, 2606:4700:4400::6812:2b3d","bob.ns.cloudflare.com, dns.cloudflare.com",NOERROR,True,cloudflare,,,,,,,
[x],partners-staging.doctolib.de,,2606:4700:90:0:580a:7f69:f5e9:bfcd,"brenda.ns.cloudflare.com, dns.cloudflare.com",NOERROR,True,cloudflare,"rs-staging.doctolib.de, 3056ef016c2e47e89858dacb86999c6b.pacloudflare.com",,,,,,
[x],partners-staging.doctolib.it,172.65.222.138,2606:4700:90:0:6a09:de47:9b9e:ed55,"brenda.ns.cloudflare.com, dns.cloudflare.com",NOERROR,True,cloudflare,"rs-staging.doctolib.it, 99680ed054244c63be96a1b7dc1443df.pacloudflare.com",,,,,,
[x],partners.doctolib.frwww.doctolib.fr,,,"bob.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,,
[x],partners.doctolib.it,172.65.239.57,2606:4700:90:0:57c:66fa:66a3:f297,"brenda.ns.cloudflare.com, dns.cloudflare.com",NOERROR,True,cloudflare,"rs.doctolib.it, 65e3e463c2f0431c9e09f06ea716da06.pacloudflare.com",,,,,,
[x],pat.doctolib.com,,,"bob.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,,
[x],poc-matrix-conduit.doctolib.net,,,"bob.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,,
[x],pro-app.doctolib.com,199.36.158.100,,"bob.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,,
[x],pro-dev.doctolib.fr,"104.16.235.19, 104.16.234.19","2606:4700::6810:ea13, 2606:4700::6810:eb13","bob.ns.cloudflare.com, dns.cloudflare.com",NOERROR,True,cloudflare,,,,,,,
[x],pro-interf.doctolib.net,,,"bob.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,,
[x],pro-prd-aws-de-fra-1.doctolib.fr,,,"bob.ns.cloudflare.com, dns.cloudflare.com",NOERROR,True,cloudflare,,,,,,,
[x],pro-prd-aws-fr-par-1.doctolib.fr,"104.16.235.19, 104.16.234.19","2606:4700::6810:eb13, 2606:4700::6810:ea13","bob.ns.cloudflare.com, dns.cloudflare.com",NOERROR,True,cloudflare,,,,,,,
[x],pro-ssl.doctolib.net,,,"bob.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,,
[x],pro-staging.doctolib.de,172.65.226.33,2606:4700:90:0:580a:7f69:f5e9:bfcd,"brenda.ns.cloudflare.com, dns.cloudflare.com",NOERROR,True,cloudflare,"rs-staging.doctolib.de, 3056ef016c2e47e89858dacb86999c6b.pacloudflare.com",,,,,,
[x],pro-staging.doctolib.fr,172.65.216.187,2606:4700:90:0:27b:8cb0:7d6:d616,"brenda.ns.cloudflare.com, dns.cloudflare.com",NOERROR,True,cloudflare,"rs-staging.doctolib.fr, adb19b6f6f50413f85f16e9f8e4eab77.pacloudflare.com",,,,,,
[x],pro-staging2.doctolib.de,,,"bob.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,,
[x],pro.doctolib.fr,172.65.248.213,2606:4700:90:0:3697:4d05:99b8:dc3a,"brenda.ns.cloudflare.com, dns.cloudflare.com",NOERROR,True,cloudflare,"rs.doctolib.fr, 0135052461d0410b8e4b124e9d0927e0.pacloudflare.com",,,,,,
[x],pro.doctolib.it,172.65.239.57,2606:4700:90:0:57c:66fa:66a3:f297,"brenda.ns.cloudflare.com, dns.cloudflare.com",NOERROR,True,cloudflare,"rs.doctolib.it, 65e3e463c2f0431c9e09f06ea716da06.pacloudflare.com",,,,,,
