new,host,a,cname,soa,status_code,aaaa,ns,cdn,cdn-name,txt,caa,has_internal_ips,internal_ips,mx
[x],devel.next.airbnb.com,"2.16.187.11, 2.16.187.115","w.airbnb.com.edgekey.net, e74147.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],developer.airbnb.com,,,"dns1.p08.nsone.net, hostmaster.nsone.net",NOERROR,,,,,,,,,
[x],divoff82.apiwww.next.airbnb.com,"23.53.43.56, 23.53.43.51","w.airbnb.com.edgekey.net, e74147.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],dnjsdl79.logs.next.airbnb.com,"23.53.43.56, 23.53.43.51","w.airbnb.com.edgekey.net, e74147.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],dnm.next.airbnb.com,"95.101.111.163, 95.101.111.158","w.airbnb.com.edgekey.net, e74147.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],dns.next.airbnb.com,"92.122.215.11, 2.20.142.83","w.airbnb.com.edgekey.net, e74147.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],dns2.next.airbnb.com,"2.16.241.73, 2.16.241.98","w.airbnb.com.edgekey.net, e74147.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],docker.next.airbnb.com,"96.16.54.161, 96.16.54.113","w.airbnb.com.edgekey.net, e74147.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],docs.next.airbnb.com,"96.16.54.113, 96.16.54.161","w.airbnb.com.edgekey.net, e74147.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],dogfood-dev.next.airbnb.com,"23.0.174.120, 23.0.174.82","w.airbnb.com.edgekey.net, e74147.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],donat.p2p.next.airbnb.com,"95.101.111.158, 95.101.111.163","w.airbnb.com.edgekey.net, e74147.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],download.next.airbnb.com,"104.126.37.154, 104.126.37.162","w.airbnb.com.edgekey.net, e74147.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],dqbo.admin-next.airbnb.com,34.120.23.133,"iap-prod.airbnb.tools, iap-generic01-global-prod-useast4.airbnb.biz","ns-254.awsdns-31.com, awsdns-hostmaster.amazon.com",NOERROR,2600:1901:0:7a6a::,"ns-1348.awsdns-40.org, ns-1950.awsdns-51.co.uk, ns-254.awsdns-31.com, ns-622.awsdns-13.net",True,google,,,,,
[x],dtc.mail31.next.airbnb.com,"95.101.111.158, 95.101.111.163","w.airbnb.com.edgekey.net, e74147.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],dyn.next.airbnb.com,"2.16.241.73, 2.16.241.98","w.airbnb.com.edgekey.net, e74147.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],e.airbnb.com,,,"dns1.p08.nsone.net, hostmaster.nsone.net",NOERROR,,,,,v=spf1 mx include:_spf.google.com -all,,,,"alt3.aspmx.l.google.com, alt1.aspmx.l.google.com, alt2.aspmx.l.google.com, aspmx.l.google.com, alt4.aspmx.l.google.com"
[x],earth-t-jp.mystique.next.airbnb.com,"88.221.24.9, 88.221.24.56","w.airbnb.com.edgekey.net, e74147.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],ecs.hoteltonight-test.com,146.75.122.217,u2.shared.global.fastly.net,"ns1.fastly.net, hostmaster.fastly.com",NOERROR,,,True,fastly,,,,,
[x],edge.next.airbnb.com,"23.53.43.56, 23.53.43.51","w.airbnb.com.edgekey.net, e74147.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],editorial.next.airbnb.com,"2.16.241.73, 2.16.241.98","w.airbnb.com.edgekey.net, e74147.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],eim1.muscache.com,"88.221.24.56, 88.221.24.9","w.airbnb.com.edgekey.net, e74147.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],el-covid19-service.next.airbnb.com,"184.51.149.50, 184.51.149.97","w.airbnb.com.edgekey.net, e74147.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],el.covid19nov.next.airbnb.com,"23.53.43.56, 23.53.43.51","w.airbnb.com.edgekey.net, e74147.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],elastic.next.airbnb.com,"23.0.174.120, 23.0.174.82","w.airbnb.com.edgekey.net, e74147.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],email.airbnb.com,"167.89.118.52, 167.89.123.54, 167.89.118.83, 167.89.123.124",sendgrid.net,"ns10.dnsmadeeasy.com, dns.dnsmadeeasy.com",NOERROR,,"ns12.dnsmadeeasy.com, ns15.dnsmadeeasy.com, ns10.dnsmadeeasy.com, ns13.dnsmadeeasy.com, ns14.dnsmadeeasy.com, ns11.dnsmadeeasy.com",,,"v=spf1 ip4:167.89.0.0/17 ip4:208.117.48.0/20 ip4:50.31.32.0/19 ip4:198.37.144.0/20 ip4:198.21.0.0/21 ip4:192.254.112.0/20 ip4:168.245.0.0/17 ip4:149.72.0.0/16 ip4:159.183.0.0/16 include:ab.sendgrid.net ~all, google-site-verification=1UEf8ey-RibUjY6gnpqIZFjWNqMknmeyeHz1zTmj0DE, mailru-verification: 2e3995fa8a7d00e0, p8bnb2lp424dkl3c4io1aemiei","godaddy.com, amazonaws.com",,,"mx2.sendgrid.net, mx.sendgrid.net"
[x],email.next.airbnb.com,"104.126.37.162, 104.126.37.154","w.airbnb.com.edgekey.net, e74147.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],empresa.optustvnow.next.airbnb.com,"184.51.149.50, 184.51.149.97","w.airbnb.com.edgekey.net, e74147.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],energy-efficiency-assesment.withairbnb.com,,,"ns-504.awsdns-63.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],enfantstar.optustvnow.next.airbnb.com,"92.122.215.11, 2.20.142.83","w.airbnb.com.edgekey.net, e74147.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],engineering.airbnb.com,"2.16.110.17, 2.16.110.59","w.airbnb.com.edgekey.net, e74147.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],enterpriseenrollment.luxuryretreats.com,52.236.189.96,"enterpriseenrollment.manage.microsoft.com, manage-pe.trafficmanager.net, pexsucpeu02.westeurope.cloudapp.azure.com, pexsucpeu01.northeurope.cloudapp.azure.com, pexsucpeu03.swedencentral.cloudapp.azure.com","ns1-201.azure-dns.com, msnhst.microsoft.com, ns1-07.azure-dns.com, azuredns-hostmaster.microsoft.com",NOERROR,,,,,,,,,
[x],eric.1.next.airbnb.com,"95.101.111.158, 95.101.111.163","w.airbnb.com.edgekey.net, e74147.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],es-l.airbnb.com,"80.239.137.170, 62.115.252.41, 62.115.252.34, 62.115.252.35, 62.115.252.11, 62.115.252.19, 80.239.137.136, 62.115.252.16, 62.115.252.27","san.airbnb.com.edgekey.net, e118243.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],es.admin.airbnb.com,34.120.23.133,"admin.airbnb.com, admin-airbnb-com.airbnb.tools, iap-prod.airbnb.tools, iap-generic01-global-prod-useast4.airbnb.biz","ns-254.awsdns-31.com, awsdns-hostmaster.amazon.com",NOERROR,2600:1901:0:7a6a::,"ns-1348.awsdns-40.org, ns-1950.awsdns-51.co.uk, ns-254.awsdns-31.com, ns-622.awsdns-13.net",True,google,,,,,
[x],es.airbnb.com,"95.101.111.173, 95.101.111.164, 95.101.111.148, 95.101.111.176, 95.101.111.149, 95.101.111.161, 95.101.111.172, 95.101.111.165, 95.101.111.153","san.airbnb.com.edgekey.net, e118243.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],es.luxuryretreats.com,"2.20.142.83, 92.122.215.11","luxuryretreats.com.edgekey.net, e74147.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],es.next.airbnb.com,"95.101.111.158, 95.101.111.163","w.airbnb.com.edgekey.net, e74147.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],est.1-spring-boot-security-saml-active-okta-airbnb.appwww5f.airbnb.app,"76.76.21.22, 76.76.21.164",,"ns1.vercel-dns.com, hostmaster.nsone.net",NOERROR,,,,,,,,,
[x],esxi05.dev.next.airbnb.com,"2.16.241.73, 2.16.241.98","w.airbnb.com.edgekey.net, e74147.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],evd.next.airbnb.com,"23.12.147.39, 23.12.147.12","w.airbnb.com.edgekey.net, e74147.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],event-webhook-handler.hoteltonight-test.com,146.75.122.217,u2.shared.global.fastly.net,"ns1.fastly.net, hostmaster.fastly.com",NOERROR,,"ns1.fastly.net, ns2.fastly.net, ns3.fastly.net, ns4.fastly.net",True,fastly,,,,,
[x],exchange.next.airbnb.com,"2.16.110.59, 2.16.110.17","w.airbnb.com.edgekey.net, e74147.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],express.next.airbnb.com,,"w.airbnb.com.edgekey.net, e74147.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],eym-xsrvjp.info.next.airbnb.com,"184.51.149.97, 184.51.149.50","w.airbnb.com.edgekey.net, e74147.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],fastly-staging.airbnb.com,"151.101.1.254, 151.101.65.254, 151.101.129.254, 151.101.193.254",ev.airbnb.map.fastly.net,"ns1.fastly.net, hostmaster.fastly.com",NOERROR,,,True,fastly,,,,,
[x],fastly-test.airbnb.com,"151.101.193.254, 151.101.1.254, 151.101.65.254, 151.101.129.254",ev.airbnb.map.fastly.net,"ns1.fastly.net, hostmaster.fastly.com",NOERROR,,,True,fastly,,,,,
[x],fastly.airbnb.com,151.101.177.254,ev.airbnb.map.fastly.net,"ns1.fastly.net, hostmaster.fastly.com",NOERROR,,,True,fastly,,,,,
[x],fastly.media.muscache.com,"2.16.187.115, 2.16.187.11","w.airbnb.com.edgekey.net, e74147.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],fatsoma.next.airbnb.com,"2.16.110.59, 2.16.110.17","w.airbnb.com.edgekey.net, e74147.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],feature-1.hoteltonight-test.com,"151.101.130.217, 151.101.194.217, 151.101.2.217, 151.101.66.217",u2.shared.global.fastly.net,"ns1.fastly.net, hostmaster.fastly.com",NOERROR,,,True,fastly,,,,,
[x],feature-2.hoteltonight-test.com,146.75.122.217,u2.shared.global.fastly.net,"ns1.fastly.net, hostmaster.fastly.com",NOERROR,,"ns1.fastly.net, ns2.fastly.net, ns3.fastly.net, ns4.fastly.net",True,fastly,,,,,
[x],feature-branch.luxuryretreats.com,"2.16.187.11, 2.16.187.115","luxuryretreats.com.edgekey.net, e74147.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],fencing.merchdirect.next.airbnb.com,"2.16.187.11, 2.16.187.115","w.airbnb.com.edgekey.net, e74147.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],fi.1-spring-boot-security-saml-active-okta-application.airbnb.app,"76.76.21.22, 76.76.21.93",,"ns1.vercel-dns.com, hostmaster.nsone.net",NOERROR,,,,,,,,,
[x],fi.airbnb.com,"2.19.120.76, 2.19.120.71","w.airbnb.com.edgekey.net, e74147.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],file.next.airbnb.com,"80.239.137.154, 62.115.252.50","w.airbnb.com.edgekey.net, e74147.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],finance.optustvnow.next.airbnb.com,"92.122.215.11, 2.20.142.83","w.airbnb.com.edgekey.net, e74147.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],flagship.merchdirect.next.airbnb.com,"104.126.37.162, 104.126.37.154","w.airbnb.com.edgekey.net, e74147.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],flex-dest-ranking-default-airbnb-vercel-bot.airbnb.app,"76.76.21.123, 76.76.21.98",,"ns1.vercel-dns.com, hostmaster.nsone.net",NOERROR,,,,,,,,,
[x],flexakorea1.moodle.next.airbnb.com,"62.115.252.50, 80.239.137.154","w.airbnb.com.edgekey.net, e74147.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],fling.next.airbnb.com,"96.16.54.113, 96.16.54.161","w.airbnb.com.edgekey.net, e74147.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],fls-thai.admin.airbnb.com,34.120.23.133,"admin.airbnb.com, admin-airbnb-com.airbnb.tools, iap-prod.airbnb.tools, iap-generic01-global-prod-useast4.airbnb.biz","ns-254.awsdns-31.com, awsdns-hostmaster.amazon.com",NOERROR,2600:1901:0:7a6a::,,True,google,,,,,
[x],forum.next.airbnb.com,"2.16.187.115, 2.16.187.11","w.airbnb.com.edgekey.net, e74147.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],forums.next.airbnb.com,"88.221.24.9, 88.221.24.56","w.airbnb.com.edgekey.net, e74147.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],fr.airbnb.com,"95.101.111.163, 95.101.111.158","w.airbnb.com.edgekey.net, e74147.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],fr.launch.airbnb.app,"76.76.21.164, 76.76.21.22",,"ns1.vercel-dns.com, hostmaster.nsone.net",NOERROR,,,,,,,,,
[x],fr.luxuryretreats.com,"2.16.241.73, 2.16.241.98","luxuryretreats.com.edgekey.net, e74147.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],fr.next.airbnb.com,"62.115.252.50, 80.239.137.154","w.airbnb.com.edgekey.net, e74147.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],fraud.next.airbnb.com,"2.16.187.11, 2.16.187.115","w.airbnb.com.edgekey.net, e74147.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],freestyle.new.next.airbnb.com,"2.16.187.115, 2.16.187.11","w.airbnb.com.edgekey.net, e74147.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],frontend.prod.next.airbnb.com,"2.16.241.98, 2.16.241.73","w.airbnb.com.edgekey.net, e74147.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],fs8.dev.next.airbnb.com,"88.221.24.9, 88.221.24.56","w.airbnb.com.edgekey.net, e74147.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],ftp.next.airbnb.com,"95.101.111.163, 95.101.111.158","w.airbnb.com.edgekey.net, e74147.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],ftpbackup.optustvnow.next.airbnb.com,"2.16.241.73, 2.16.241.98","w.airbnb.com.edgekey.net, e74147.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],fuckers.evd.next.airbnb.com,"2.16.110.59, 2.16.110.17","w.airbnb.com.edgekey.net, e74147.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],functions.next.airbnb.com,"2.16.110.59, 2.16.110.17","w.airbnb.com.edgekey.net, e74147.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],fw.next.airbnb.com,"23.0.174.82, 23.0.174.120","w.airbnb.com.edgekey.net, e74147.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],ga.next.airbnb.com,"95.101.111.158, 95.101.111.163","w.airbnb.com.edgekey.net, e74147.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],gac-rds-external-readonly-preprod.next.airbnb.com,,"w.airbnb.com.edgekey.net, e74147.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],gaia.next.airbnb.com,"92.122.215.11, 2.20.142.83","w.airbnb.com.edgekey.net, e74147.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],galileo.next.airbnb.com,"104.126.37.162, 104.126.37.154","w.airbnb.com.edgekey.net, e74147.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],gallery.new.next.airbnb.com,"95.101.111.163, 95.101.111.158","w.airbnb.com.edgekey.net, e74147.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],gateway1-spring-boot-security-saml-active-okta-application.airbnb.app,"76.76.21.241, 76.76.21.164",,"ns1.vercel-dns.com, hostmaster.nsone.net",NOERROR,,,,,,,,,
[x],gbkh.new.next.airbnb.com,"2.16.110.59, 2.16.110.17","w.airbnb.com.edgekey.net, e74147.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],gcom-product-find-dev.next.airbnb.com,"95.101.111.163, 95.101.111.158","w.airbnb.com.edgekey.net, e74147.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],gdo.next.airbnb.com,"184.51.149.97, 184.51.149.50","w.airbnb.com.edgekey.net, e74147.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],gem.res.next.airbnb.com,"2.16.241.98, 2.16.241.73","w.airbnb.com.edgekey.net, e74147.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],gentei-kumanavi-com.new.next.airbnb.com,"2.16.241.73, 2.16.241.98","w.airbnb.com.edgekey.net, e74147.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],geo-all.muscache.com,"92.122.215.10, 2.20.142.75","cdx.muscache.com, san.airbnb.com.edgekey.net, e118243.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],geoffrey.rkai.next.airbnb.com,"95.101.111.158, 95.101.111.163","w.airbnb.com.edgekey.net, e74147.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],geuxer1.dev.next.airbnb.com,"88.221.24.9, 88.221.24.56","w.airbnb.com.edgekey.net, e74147.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],ggs.new.next.airbnb.com,"23.53.43.56, 23.53.43.51","w.airbnb.com.edgekey.net, e74147.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],ghost.new.next.airbnb.com,"95.101.111.163, 95.101.111.158","w.airbnb.com.edgekey.net, e74147.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],gi14.optustvnow.next.airbnb.com,"96.16.54.113, 96.16.54.161","w.airbnb.com.edgekey.net, e74147.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],git.next.airbnb.com,"23.12.147.39, 23.12.147.12","w.airbnb.com.edgekey.net, e74147.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],globalcovid19hu.next.airbnb.com,"2.16.241.98, 2.16.241.73","w.airbnb.com.edgekey.net, e74147.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],gold.1-spring-boot-security-saml-active-okta-hubli24.airbnb.app,"76.76.21.98, 76.76.21.123",,"ns1.vercel-dns.com, hostmaster.nsone.net",NOERROR,,,,,,,,,
[x],grafana.iac-dev.airbnb.com,"52.13.201.238, 44.236.205.77",,"ns-1276.awsdns-31.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],grafana.iac.airbnb.com,"34.215.172.184, 44.225.74.46",,"ns-689.awsdns-22.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],guard.1.next.airbnb.com,"95.101.111.158, 95.101.111.163","w.airbnb.com.edgekey.net, e74147.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],gui.next.airbnb.com,,"w.airbnb.com.edgekey.net, e74147.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],guitarhero.pictures.next.airbnb.com,"23.0.174.120, 23.0.174.82","w.airbnb.com.edgekey.net, e74147.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],gw.next.airbnb.com,,"w.airbnb.com.edgekey.net, e74147.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],gws-api-sandbox.next.airbnb.com,"2.16.241.73, 2.16.241.98","w.airbnb.com.edgekey.net, e74147.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],gws-rds-external-readonly-uat.next.airbnb.com,"96.16.54.161, 96.16.54.113","w.airbnb.com.edgekey.net, e74147.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],gws-uat.next.airbnb.com,"23.12.147.39, 23.12.147.12","w.airbnb.com.edgekey.net, e74147.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],happybaby1.moodle.next.airbnb.com,"95.101.111.158, 95.101.111.163","w.airbnb.com.edgekey.net, e74147.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],harpreet.rkai.next.airbnb.com,"96.16.54.161, 96.16.54.113","w.airbnb.com.edgekey.net, e74147.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],hawaii.moodle.next.airbnb.com,"23.12.147.39, 23.12.147.12","w.airbnb.com.edgekey.net, e74147.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],hdfc.airbnb.app,"76.76.21.98, 76.76.21.142",,"ns1.vercel-dns.com, hostmaster.nsone.net",NOERROR,,,,,,,,,
[x],he.airbnb.com,"23.12.147.20, 23.12.147.21, 23.12.147.31, 23.12.147.28, 23.12.147.7, 23.12.147.30, 23.12.147.52, 23.12.147.38","san.airbnb.com.edgekey.net, e118243.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],headquarters.airbnb.com,54.144.128.85,,,NOERROR,,,,,,,,,
[x],heartful-travel-com.mystique.next.airbnb.com,"80.239.137.154, 62.115.252.50","w.airbnb.com.edgekey.net, e74147.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],help.next.airbnb.com,"95.101.111.158, 95.101.111.163","w.airbnb.com.edgekey.net, e74147.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],helpdesk.airbnb.com,54.215.10.45,helpdesk.airgc.net,"ns-1494.awsdns-58.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],hi.airbnb.com,"23.53.43.56, 23.53.43.51","w.airbnb.com.edgekey.net, e74147.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],historymedrenpre.dev.next.airbnb.com,"95.101.111.163, 95.101.111.158","w.airbnb.com.edgekey.net, e74147.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],hit.moodle.next.airbnb.com,"95.101.111.163, 95.101.111.158","w.airbnb.com.edgekey.net, e74147.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],home.next.airbnb.com,"62.115.252.50, 80.239.137.154","w.airbnb.com.edgekey.net, e74147.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],homer.iac-dev.airbnb.com,"44.236.205.77, 52.13.201.238",,"ns-1276.awsdns-31.org, awsdns-hostmaster.amazon.com",NOERROR,,"ns-1276.awsdns-31.org, ns-160.awsdns-20.com, ns-1972.awsdns-54.co.uk, ns-581.awsdns-08.net",,,,,,,
[x],homer.iac.airbnb.com,"44.225.74.46, 34.215.172.184",,"ns-689.awsdns-22.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],hopeless.q.next.airbnb.com,"80.239.137.154, 62.115.252.50","w.airbnb.com.edgekey.net, e74147.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],host-141-116-153-95.airbnb.app,"76.76.21.98, 76.76.21.61",,"ns1.vercel-dns.com, hostmaster.nsone.net",NOERROR,,,,,,,,,
[x],host.next.airbnb.com,"96.16.54.113, 96.16.54.161","w.airbnb.com.edgekey.net, e74147.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],hostmaster.next.airbnb.com,"23.53.43.56, 23.53.43.51","w.airbnb.com.edgekey.net, e74147.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
