new,host,a,soa,ns,status_code,mx,cname,aaaa,cdn,cdn-name,txt,has_internal_ips,internal_ips,caa
,dynamic-077-182-033-206.77.182.pool.telefonica.de,77.182.33.206,"ns1.telefonica.de, hostmaster.de.telefonica.com",,NOERROR,,,,,,,,,
,dynamic-077-182-049-131.77.182.pool.telefonica.de,77.182.49.131,"ns1.telefonica.de, hostmaster.de.telefonica.com",,NOERROR,,,,,,,,,
,dynamic-077-182-059-153.77.182.pool.telefonica.de,77.182.59.153,"ns1.telefonica.de, hostmaster.de.telefonica.com",,NOERROR,,,,,,,,,
,dynamic-077-182-061-245.77.182.pool.telefonica.de,77.182.61.245,"ns1.telefonica.de, hostmaster.de.telefonica.com","ns2.telefonica.de, ns3.telefonica.de, ns1.telefonica.de",NOERROR,,,,,,,,,
,dynamic-077-182-065-046.77.182.pool.telefonica.de,77.182.65.46,"ns1.telefonica.de, hostmaster.de.telefonica.com",,NOERROR,,,,,,,,,
,dynamic-077-182-074-025.77.182.pool.telefonica.de,77.182.74.25,"ns1.telefonica.de, hostmaster.de.telefonica.com",,NOERROR,,,,,,,,,
,dynamic-077-182-081-179.77.182.pool.telefonica.de,77.182.81.179,"ns1.telefonica.de, hostmaster.de.telefonica.com",,NOERROR,,,,,,,,,
,dynamic-077-182-090-185.77.182.pool.telefonica.de,77.182.90.185,"ns1.telefonica.de, hostmaster.de.telefonica.com",,NOERROR,,,,,,,,,
,dynamic-077-182-091-062.77.182.pool.telefonica.de,77.182.91.62,"ns1.telefonica.de, hostmaster.de.telefonica.com",,NOERROR,,,,,,,,,
,dynamic-077-182-122-192.77.182.pool.telefonica.de,77.182.122.192,"ns1.telefonica.de, hostmaster.de.telefonica.com",,NOERROR,,,,,,,,,
,dynamic-077-182-135-173.77.182.pool.telefonica.de,77.182.135.173,"ns1.telefonica.de, hostmaster.de.telefonica.com",,NOERROR,,,,,,,,,
,dynamic-077-182-145-217.77.182.pool.telefonica.de,,"ns1.telefonica.de, hostmaster.de.telefonica.com",,NOERROR,,,,,,,,,
,dynamic-077-182-150-136.77.182.pool.telefonica.de,,"ns1.telefonica.de, hostmaster.de.telefonica.com",,NOERROR,,,,,,,,,
,dynamic-077-182-155-028.77.182.pool.telefonica.de,,"ns1.telefonica.de, hostmaster.de.telefonica.com",,NOERROR,,,,,,,,,
,dynamic-077-182-156-204.77.182.pool.telefonica.de,77.182.156.204,"ns1.telefonica.de, hostmaster.de.telefonica.com","ns1.telefonica.de, ns2.telefonica.de, ns3.telefonica.de",NOERROR,,,,,,,,,
,dynamic-077-182-179-189.77.182.pool.telefonica.de,77.182.179.189,"ns1.telefonica.de, hostmaster.de.telefonica.com",,NOERROR,,,,,,,,,
,dynamic-077-182-182-189.77.182.pool.telefonica.de,77.182.182.189,"ns1.telefonica.de, hostmaster.de.telefonica.com",,NOERROR,,,,,,,,,
,dynamic-077-182-184-152.77.182.pool.telefonica.de,77.182.184.152,"ns1.telefonica.de, hostmaster.de.telefonica.com",,NOERROR,,,,,,,,,
,dynamic-077-182-189-080.77.182.pool.telefonica.de,,"ns1.telefonica.de, hostmaster.de.telefonica.com",,NOERROR,,,,,,,,,
,dynamic-077-182-208-109.77.182.pool.telefonica.de,77.182.208.109,"ns1.telefonica.de, hostmaster.de.telefonica.com",,NOERROR,,,,,,,,,
,dynamic-077-182-236-195.77.182.pool.telefonica.de,77.182.236.195,"ns1.telefonica.de, hostmaster.de.telefonica.com",,NOERROR,,,,,,,,,
,dynamic-077-183-100-026.77.183.pool.telefonica.de,77.183.100.26,"ns1.telefonica.de, hostmaster.de.telefonica.com","ns2.telefonica.de, ns3.telefonica.de, ns1.telefonica.de",NOERROR,,,,,,,,,
,dynamic-077-183-124-087.77.183.pool.telefonica.de,77.183.124.87,"ns1.telefonica.de, hostmaster.de.telefonica.com",,NOERROR,,,,,,,,,
,dynamic-077-185-012-073.77.185.pool.telefonica.de,,"ns1.telefonica.de, hostmaster.de.telefonica.com",,NOERROR,,,,,,,,,
,dynamic-077-185-024-193.77.185.pool.telefonica.de,,"ns1.telefonica.de, hostmaster.de.telefonica.com",,NOERROR,,,,,,,,,
,dynamic-077-185-030-075.77.185.pool.telefonica.de,77.185.30.75,"ns1.telefonica.de, hostmaster.de.telefonica.com",,NOERROR,,,,,,,,,
,dynamic-077-185-030-216.77.185.pool.telefonica.de,77.185.30.216,"ns1.telefonica.de, hostmaster.de.telefonica.com",,NOERROR,,,,,,,,,
,dynamic-077-185-041-006.77.185.pool.telefonica.de,77.185.41.6,"ns1.telefonica.de, hostmaster.de.telefonica.com",,NOERROR,,,,,,,,,
,dynamic-077-185-048-024.77.185.pool.telefonica.de,77.185.48.24,"ns1.telefonica.de, hostmaster.de.telefonica.com",,NOERROR,,,,,,,,,
,dynamic-077-185-057-031.77.185.pool.telefonica.de,,"ns1.telefonica.de, hostmaster.de.telefonica.com",,NOERROR,,,,,,,,,
,dynamic-077-185-060-032.77.185.pool.telefonica.de,77.185.60.32,"ns1.telefonica.de, hostmaster.de.telefonica.com",,NOERROR,,,,,,,,,
,dynamic-077-185-062-177.77.185.pool.telefonica.de,,"ns1.telefonica.de, hostmaster.de.telefonica.com",,NOERROR,,,,,,,,,
,dynamic-077-185-064-119.77.185.pool.telefonica.de,,"ns1.telefonica.de, hostmaster.de.telefonica.com",,NOERROR,,,,,,,,,
,dynamic-077-185-069-182.77.185.pool.telefonica.de,,"ns1.telefonica.de, hostmaster.de.telefonica.com",,NOERROR,,,,,,,,,
,dynamic-077-185-072-057.77.185.pool.telefonica.de,77.185.72.57,"ns1.telefonica.de, hostmaster.de.telefonica.com",,NOERROR,,,,,,,,,
,dynamic-077-185-075-224.77.185.pool.telefonica.de,77.185.75.224,"ns1.telefonica.de, hostmaster.de.telefonica.com",,NOERROR,,,,,,,,,
,dynamic-077-185-076-160.77.185.pool.telefonica.de,77.185.76.160,"ns1.telefonica.de, hostmaster.de.telefonica.com",,NOERROR,,,,,,,,,
,dynamic-077-185-079-074.77.185.pool.telefonica.de,77.185.79.74,"ns1.telefonica.de, hostmaster.de.telefonica.com",,NOERROR,,,,,,,,,
,dynamic-077-185-083-000.77.185.pool.telefonica.de,77.185.83.0,"ns1.telefonica.de, hostmaster.de.telefonica.com",,NOERROR,,,,,,,,,
,dynamic-077-185-083-170.77.185.pool.telefonica.de,,"ns1.telefonica.de, hostmaster.de.telefonica.com",,NOERROR,,,,,,,,,
,dynamic-077-185-084-204.77.185.pool.telefonica.de,77.185.84.204,"ns1.telefonica.de, hostmaster.de.telefonica.com",,NOERROR,,,,,,,,,
,dynamic-077-185-085-183.77.185.pool.telefonica.de,77.185.85.183,"ns1.telefonica.de, hostmaster.de.telefonica.com",,NOERROR,,,,,,,,,
,dynamic-077-185-090-108.77.185.pool.telefonica.de,,"ns1.telefonica.de, hostmaster.de.telefonica.com",,NOERROR,,,,,,,,,
,dynamic-077-185-094-208.77.185.pool.telefonica.de,,"ns1.telefonica.de, hostmaster.de.telefonica.com",,NOERROR,,,,,,,,,
,dynamic-077-185-101-064.77.185.pool.telefonica.de,77.185.101.64,"ns1.telefonica.de, hostmaster.de.telefonica.com",,NOERROR,,,,,,,,,
,dynamic-077-185-102-087.77.185.pool.telefonica.de,,"ns1.telefonica.de, hostmaster.de.telefonica.com",,NOERROR,,,,,,,,,
,dynamic-077-185-106-164.77.185.pool.telefonica.de,,"ns1.telefonica.de, hostmaster.de.telefonica.com",,NOERROR,,,,,,,,,
,dynamic-077-185-108-214.77.185.pool.telefonica.de,77.185.108.214,"ns1.telefonica.de, hostmaster.de.telefonica.com",,NOERROR,,,,,,,,,
,dynamic-077-185-121-029.77.185.pool.telefonica.de,77.185.121.29,"ns1.telefonica.de, hostmaster.de.telefonica.com",,NOERROR,,,,,,,,,
,dynamic-077-185-135-139.77.185.pool.telefonica.de,,"ns1.telefonica.de, hostmaster.de.telefonica.com",,NOERROR,,,,,,,,,
,dynamic-077-185-136-131.77.185.pool.telefonica.de,77.185.136.131,"ns1.telefonica.de, hostmaster.de.telefonica.com",,NOERROR,,,,,,,,,
,dynamic-077-185-146-017.77.185.pool.telefonica.de,77.185.146.17,"ns1.telefonica.de, hostmaster.de.telefonica.com",,NOERROR,,,,,,,,,
,dynamic-077-185-151-188.77.185.pool.telefonica.de,,"ns1.telefonica.de, hostmaster.de.telefonica.com",,NOERROR,,,,,,,,,
,dynamic-077-185-156-043.77.185.pool.telefonica.de,77.185.156.43,"ns1.telefonica.de, hostmaster.de.telefonica.com",,NOERROR,,,,,,,,,
,dynamic-077-185-158-066.77.185.pool.telefonica.de,,"ns1.telefonica.de, hostmaster.de.telefonica.com",,NOERROR,,,,,,,,,
,dynamic-077-185-165-252.77.185.pool.telefonica.de,,"ns1.telefonica.de, hostmaster.de.telefonica.com",,NOERROR,,,,,,,,,
,dynamic-077-185-169-151.77.185.pool.telefonica.de,,"ns1.telefonica.de, hostmaster.de.telefonica.com",,NOERROR,,,,,,,,,
,dynamic-077-185-170-123.77.185.pool.telefonica.de,,"ns1.telefonica.de, hostmaster.de.telefonica.com",,NOERROR,,,,,,,,,
,dynamic-077-185-173-004.77.185.pool.telefonica.de,77.185.173.4,"ns1.telefonica.de, hostmaster.de.telefonica.com",,NOERROR,,,,,,,,,
,dynamic-077-185-173-172.77.185.pool.telefonica.de,,"ns1.telefonica.de, hostmaster.de.telefonica.com",,NOERROR,,,,,,,,,
,dynamic-077-185-185-072.77.185.pool.telefonica.de,77.185.185.72,"ns1.telefonica.de, hostmaster.de.telefonica.com","ns2.telefonica.de, ns3.telefonica.de, ns1.telefonica.de",NOERROR,,,,,,,,,
,dynamic-077-185-187-137.77.185.pool.telefonica.de,,"ns1.telefonica.de, hostmaster.de.telefonica.com",,NOERROR,,,,,,,,,
,dynamic-077-185-190-035.77.185.pool.telefonica.de,77.185.190.35,"ns1.telefonica.de, hostmaster.de.telefonica.com",,NOERROR,,,,,,,,,
,dynamic-077-185-204-063.77.185.pool.telefonica.de,,"ns1.telefonica.de, hostmaster.de.telefonica.com",,NOERROR,,,,,,,,,
,dynamic-077-185-224-249.77.185.pool.telefonica.de,77.185.224.249,"ns1.telefonica.de, hostmaster.de.telefonica.com","ns3.telefonica.de, ns1.telefonica.de, ns2.telefonica.de",NOERROR,,,,,,,,,
,dynamic-077-185-227-062.77.185.pool.telefonica.de,,"ns1.telefonica.de, hostmaster.de.telefonica.com",,NOERROR,,,,,,,,,
,dynamic-077-185-238-016.77.185.pool.telefonica.de,,"ns1.telefonica.de, hostmaster.de.telefonica.com",,NOERROR,,,,,,,,,
,dynamic-077-185-241-166.77.185.pool.telefonica.de,77.185.241.166,"ns1.telefonica.de, hostmaster.de.telefonica.com",,NOERROR,,,,,,,,,
,dynamic-077-185-246-160.77.185.pool.telefonica.de,,"ns1.telefonica.de, hostmaster.de.telefonica.com",,NOERROR,,,,,,,,,
,dynamic-077-189-015-007.77.189.pool.telefonica.de,77.189.15.7,"ns1.telefonica.de, hostmaster.de.telefonica.com",,NOERROR,,,,,,,,,
,dynamic-077-189-019-135.77.189.pool.telefonica.de,77.189.19.135,"ns1.telefonica.de, hostmaster.de.telefonica.com",,NOERROR,,,,,,,,,
,dynamic-077-189-027-123.77.189.pool.telefonica.de,77.189.27.123,"ns1.telefonica.de, hostmaster.de.telefonica.com",,NOERROR,,,,,,,,,
,dynamic-077-189-039-141.77.189.pool.telefonica.de,77.189.39.141,"ns1.telefonica.de, hostmaster.de.telefonica.com",,NOERROR,,,,,,,,,
,dynamic-077-189-043-085.77.189.pool.telefonica.de,77.189.43.85,"ns1.telefonica.de, hostmaster.de.telefonica.com",,NOERROR,,,,,,,,,
,dynamic-077-189-046-184.77.189.pool.telefonica.de,77.189.46.184,"ns1.telefonica.de, hostmaster.de.telefonica.com",,NOERROR,,,,,,,,,
,dynamic-077-189-076-098.77.189.pool.telefonica.de,,"ns1.telefonica.de, hostmaster.de.telefonica.com",,NOERROR,,,,,,,,,
,dynamic-077-189-079-032.77.189.pool.telefonica.de,77.189.79.32,"ns1.telefonica.de, hostmaster.de.telefonica.com",,NOERROR,,,,,,,,,
,dynamic-077-189-079-068.77.189.pool.telefonica.de,77.189.79.68,"ns1.telefonica.de, hostmaster.de.telefonica.com",,NOERROR,,,,,,,,,
,dynamic-077-189-100-028.77.189.pool.telefonica.de,77.189.100.28,"ns1.telefonica.de, hostmaster.de.telefonica.com",,NOERROR,,,,,,,,,
,dynamic-077-189-100-066.77.189.pool.telefonica.de,77.189.100.66,"ns1.telefonica.de, hostmaster.de.telefonica.com",,NOERROR,,,,,,,,,
,dynamic-077-189-121-069.77.189.pool.telefonica.de,77.189.121.69,"ns1.telefonica.de, hostmaster.de.telefonica.com","ns1.telefonica.de, ns2.telefonica.de, ns3.telefonica.de",NOERROR,,,,,,,,,
,dynamic-077-189-126-102.77.189.pool.telefonica.de,77.189.126.102,"ns1.telefonica.de, hostmaster.de.telefonica.com",,NOERROR,,,,,,,,,
,dynamic-077-189-127-173.77.189.pool.telefonica.de,,"ns1.telefonica.de, hostmaster.de.telefonica.com",,NOERROR,,,,,,,,,
,dynamic-077-189-132-002.77.189.pool.telefonica.de,,"ns1.telefonica.de, hostmaster.de.telefonica.com",,NOERROR,,,,,,,,,
,dynamic-077-189-134-129.77.189.pool.telefonica.de,77.189.134.129,"ns1.telefonica.de, hostmaster.de.telefonica.com",,NOERROR,,,,,,,,,
,dynamic-077-189-137-066.77.189.pool.telefonica.de,,"ns1.telefonica.de, hostmaster.de.telefonica.com",,NOERROR,,,,,,,,,
,dynamic-077-189-142-023.77.189.pool.telefonica.de,77.189.142.23,"ns1.telefonica.de, hostmaster.de.telefonica.com",,NOERROR,,,,,,,,,
,dynamic-077-189-144-028.77.189.pool.telefonica.de,77.189.144.28,"ns1.telefonica.de, hostmaster.de.telefonica.com",,NOERROR,,,,,,,,,
,dynamic-077-189-148-199.77.189.pool.telefonica.de,77.189.148.199,"ns1.telefonica.de, hostmaster.de.telefonica.com",,NOERROR,,,,,,,,,
,dynamic-077-189-151-070.77.189.pool.telefonica.de,77.189.151.70,"ns1.telefonica.de, hostmaster.de.telefonica.com",,NOERROR,,,,,,,,,
,dynamic-077-189-157-179.77.189.pool.telefonica.de,77.189.157.179,"ns1.telefonica.de, hostmaster.de.telefonica.com",,NOERROR,,,,,,,,,
,dynamic-077-189-167-020.77.189.pool.telefonica.de,77.189.167.20,"ns1.telefonica.de, hostmaster.de.telefonica.com",,NOERROR,,,,,,,,,
,dynamic-077-189-167-122.77.189.pool.telefonica.de,77.189.167.122,"ns1.telefonica.de, hostmaster.de.telefonica.com",,NOERROR,,,,,,,,,
,dynamic-077-189-172-024.77.189.pool.telefonica.de,77.189.172.24,"ns1.telefonica.de, hostmaster.de.telefonica.com",,NOERROR,,,,,,,,,
,dynamic-077-189-172-035.77.189.pool.telefonica.de,77.189.172.35,"ns1.telefonica.de, hostmaster.de.telefonica.com",,NOERROR,,,,,,,,,
,dynamic-077-189-173-165.77.189.pool.telefonica.de,77.189.173.165,"ns1.telefonica.de, hostmaster.de.telefonica.com",,NOERROR,,,,,,,,,
,dynamic-077-189-175-184.77.189.pool.telefonica.de,,"ns1.telefonica.de, hostmaster.de.telefonica.com",,NOERROR,,,,,,,,,
,dynamic-077-189-177-026.77.189.pool.telefonica.de,77.189.177.26,"ns1.telefonica.de, hostmaster.de.telefonica.com",,NOERROR,,,,,,,,,
,dynamic-077-189-178-159.77.189.pool.telefonica.de,,"ns1.telefonica.de, hostmaster.de.telefonica.com",,NOERROR,,,,,,,,,
,dynamic-077-189-183-086.77.189.pool.telefonica.de,,"ns1.telefonica.de, hostmaster.de.telefonica.com",,NOERROR,,,,,,,,,
,dynamic-077-189-187-085.77.189.pool.telefonica.de,77.189.187.85,"ns1.telefonica.de, hostmaster.de.telefonica.com","ns3.telefonica.de, ns1.telefonica.de, ns2.telefonica.de",NOERROR,,,,,,,,,
,dynamic-077-189-187-143.77.189.pool.telefonica.de,77.189.187.143,"ns1.telefonica.de, hostmaster.de.telefonica.com",,NOERROR,,,,,,,,,
,dynamic-077-189-189-221.77.189.pool.telefonica.de,77.189.189.221,"ns1.telefonica.de, hostmaster.de.telefonica.com",,NOERROR,,,,,,,,,
,dynamic-077-189-194-045.77.189.pool.telefonica.de,77.189.194.45,,,NOERROR,,,,,,,,,
,dynamic-077-189-226-032.77.189.pool.telefonica.de,77.189.226.32,"ns1.telefonica.de, hostmaster.de.telefonica.com",,NOERROR,,,,,,,,,
,dynamic-077-189-245-157.77.189.pool.telefonica.de,,"ns1.telefonica.de, hostmaster.de.telefonica.com",,NOERROR,,,,,,,,,
,dynamic-077-189-248-254.77.189.pool.telefonica.de,,"ns1.telefonica.de, hostmaster.de.telefonica.com",,NOERROR,,,,,,,,,
,dynamic-077-190-004-231.77.190.pool.telefonica.de,,"ns1.telefonica.de, hostmaster.de.telefonica.com",,NOERROR,,,,,,,,,
,dynamic-077-190-009-033.77.190.pool.telefonica.de,77.190.9.33,"ns1.telefonica.de, hostmaster.de.telefonica.com","ns1.telefonica.de, ns2.telefonica.de, ns3.telefonica.de",NOERROR,,,,,,,,,
,dynamic-078-048-029-161.78.48.pool.telefonica.de,78.48.29.161,"ns1.telefonica.de, hostmaster.telefonica.de",,NOERROR,,,,,,,,,
,dynamic-078-048-033-242.78.48.pool.telefonica.de,,"ns1.telefonica.de, hostmaster.telefonica.de",,NOERROR,,,,,,,,,
,dynamic-078-048-044-169.78.48.pool.telefonica.de,78.48.44.169,"ns1.telefonica.de, hostmaster.telefonica.de",,NOERROR,,,,,,,,,
,dynamic-078-048-051-167.78.48.pool.telefonica.de,78.48.51.167,"ns1.telefonica.de, hostmaster.telefonica.de",,NOERROR,,,,,,,,,
,dynamic-078-048-055-067.78.48.pool.telefonica.de,,"ns1.telefonica.de, hostmaster.telefonica.de",,NOERROR,,,,,,,,,
,dynamic-078-048-061-222.78.48.pool.telefonica.de,78.48.61.222,"ns1.telefonica.de, hostmaster.telefonica.de",,NOERROR,,,,,,,,,
,dynamic-078-048-082-183.78.48.pool.telefonica.de,78.48.82.183,"ns1.telefonica.de, hostmaster.telefonica.de",,NOERROR,,,,,,,,,
,dynamic-078-048-091-094.78.48.pool.telefonica.de,78.48.91.94,"ns1.telefonica.de, hostmaster.telefonica.de","ns2.telefonica.de, ns3.telefonica.de, ns1.telefonica.de",NOERROR,,,,,,,,,
,dynamic-078-048-093-007.78.48.pool.telefonica.de,78.48.93.7,"ns1.telefonica.de, hostmaster.telefonica.de",,NOERROR,,,,,,,,,
,dynamic-078-048-094-044.78.48.pool.telefonica.de,78.48.94.44,"ns1.telefonica.de, hostmaster.telefonica.de",,NOERROR,,,,,,,,,
,dynamic-078-048-104-121.78.48.pool.telefonica.de,78.48.104.121,"ns1.telefonica.de, hostmaster.telefonica.de",,NOERROR,,,,,,,,,
,dynamic-078-048-104-159.78.48.pool.telefonica.de,78.48.104.159,"ns1.telefonica.de, hostmaster.telefonica.de",,NOERROR,,,,,,,,,
,dynamic-078-048-113-141.78.48.pool.telefonica.de,78.48.113.141,"ns1.telefonica.de, hostmaster.telefonica.de",,NOERROR,,,,,,,,,
,dynamic-078-048-126-090.78.48.pool.telefonica.de,78.48.126.90,"ns1.telefonica.de, hostmaster.telefonica.de","ns3.telefonica.de, ns1.telefonica.de, ns2.telefonica.de",NOERROR,,,,,,,,,
,dynamic-078-048-126-105.78.48.pool.telefonica.de,78.48.126.105,"ns1.telefonica.de, hostmaster.telefonica.de",,NOERROR,,,,,,,,,
,dynamic-078-048-128-124.78.48.pool.telefonica.de,,"ns1.telefonica.de, hostmaster.telefonica.de",,NOERROR,,,,,,,,,
,dynamic-078-048-129-239.78.48.pool.telefonica.de,,"ns1.telefonica.de, hostmaster.telefonica.de",,NOERROR,,,,,,,,,
,dynamic-078-048-140-090.78.48.pool.telefonica.de,78.48.140.90,"ns1.telefonica.de, hostmaster.telefonica.de",,NOERROR,,,,,,,,,
,dynamic-078-048-143-133.78.48.pool.telefonica.de,,"ns1.telefonica.de, hostmaster.telefonica.de",,NOERROR,,,,,,,,,
,dynamic-078-048-159-110.78.48.pool.telefonica.de,78.48.159.110,"ns1.telefonica.de, hostmaster.telefonica.de",,NOERROR,,,,,,,,,
,dynamic-078-050-011-090.78.50.pool.telefonica.de,78.50.11.90,"ns1.telefonica.de, hostmaster.telefonica.de",,NOERROR,,,,,,,,,
,dynamic-078-050-016-025.78.50.pool.telefonica.de,78.50.16.25,"ns1.telefonica.de, hostmaster.telefonica.de",,NOERROR,,,,,,,,,
,dynamic-078-052-002-188.78.52.pool.telefonica.de,78.52.2.188,"ns1.telefonica.de, hostmaster.telefonica.de",,NOERROR,,,,,,,,,
,dynamic-078-054-117-230.78.54.pool.telefonica.de,78.54.117.230,"ns1.telefonica.de, hostmaster.telefonica.de",,NOERROR,,,,,,,,,
,dynamic-078-054-171-018.78.54.pool.telefonica.de,78.54.171.18,"ns1.telefonica.de, hostmaster.telefonica.de","ns1.telefonica.de, ns2.telefonica.de, ns3.telefonica.de",NOERROR,,,,,,,,,
,dynamic-078-055-057-035.78.55.pool.telefonica.de,78.55.57.35,"ns1.telefonica.de, hostmaster.telefonica.de",,NOERROR,,,,,,,,,
,dynamic-078-055-077-077.78.55.pool.telefonica.de,78.55.77.77,"ns1.telefonica.de, hostmaster.telefonica.de","ns3.telefonica.de, ns1.telefonica.de, ns2.telefonica.de",NOERROR,,,,,,,,,
,dynamic-078-055-112-047.78.55.pool.telefonica.de,78.55.112.47,"ns1.telefonica.de, hostmaster.telefonica.de",,NOERROR,,,,,,,,,
,dynamic-078-055-137-034.78.55.pool.telefonica.de,78.55.137.34,"ns1.telefonica.de, hostmaster.telefonica.de",,NOERROR,,,,,,,,,
,dynamic-078-055-147-032.78.55.pool.telefonica.de,,"ns1.telefonica.de, hostmaster.telefonica.de",,NOERROR,,,,,,,,,
,dynamic-078-055-165-081.78.55.pool.telefonica.de,78.55.165.81,"ns1.telefonica.de, hostmaster.telefonica.de",,NOERROR,,,,,,,,,
,dynamic-089-012-033-148.89.12.pool.telefonica.de,89.12.33.148,"ns1.telefonica.de, hostmaster.telefonica.de",,NOERROR,,,,,,,,,
,dynamic-089-014-009-121.89.14.pool.telefonica.de,89.14.9.121,"ns1.telefonica.de, hostmaster.telefonica.de",,NOERROR,,,,,,,,,
,dynamic-089-014-069-210.89.14.pool.telefonica.de,89.14.69.210,"ns1.telefonica.de, hostmaster.telefonica.de",,NOERROR,,,,,,,,,
,dynamic-089-014-074-179.89.14.pool.telefonica.de,89.14.74.179,"ns1.telefonica.de, hostmaster.telefonica.de",,NOERROR,,,,,,,,,
,dynamic-089-014-173-022.89.14.pool.telefonica.de,89.14.173.22,"ns1.telefonica.de, hostmaster.telefonica.de",,NOERROR,,,,,,,,,
,dynamic-092-224-093-208.92.224.pool.telefonica.de,92.224.93.208,"ns1.telefonica.de, hostmaster.telefonica.de",,NOERROR,,,,,,,,,
,dynamic-092-224-147-018.92.224.pool.telefonica.de,92.224.147.18,"ns1.telefonica.de, hostmaster.telefonica.de","ns2.telefonica.de, ns3.telefonica.de, ns1.telefonica.de",NOERROR,,,,,,,,,
,dynamic-093-129-035-088.93.129.pool.telefonica.de,93.129.35.88,"ns1.telefonica.de, hostmaster.telefonica.de",,NOERROR,,,,,,,,,
,dynamic-093-132-130-057.93.132.pool.telefonica.de,93.132.130.57,"ns1.telefonica.de, hostmaster.telefonica.de",,NOERROR,,,,,,,,,
,dynamic-095-116-127-133.95.116.pool.telefonica.de,95.116.127.133,"ns1.telefonica.de, hostmaster.telefonica.de",,NOERROR,,,,,,,,,
,dynamic-2a01-0c22-8915-c800-76d4-35ff-fee6-7b5d.c22.pool.telefonica.de,,"ns1.telefonica.de, hostmaster.telefonica.de",,NOERROR,,,2a01:c22:8915:c800:76d4:35ff:fee6:7b5d,,,,,,
,dynamic-2a01-0c22-8dcf-1b00-76d4-35ff-fee6-7b5d.c22.pool.telefonica.de,,"ns1.telefonica.de, hostmaster.telefonica.de","ns2.telefonica.de, ns3.telefonica.de, ns1.telefonica.de",NOERROR,,,2a01:c22:8dcf:1b00:76d4:35ff:fee6:7b5d,,,,,,
,dynamic-2a01-0c22-a550-6000-4a21-0bff-fe36-05c1.c22.pool.telefonica.de,,"ns1.telefonica.de, hostmaster.telefonica.de",,NOERROR,,,2a01:c22:a550:6000:4a21:bff:fe36:5c1,,,,,,
,dynamic-2a01-0c22-a598-3500-4a21-0bff-fe36-05c1.c22.pool.telefonica.de,,"ns1.telefonica.de, hostmaster.telefonica.de",,NOERROR,,,2a01:c22:a598:3500:4a21:bff:fe36:5c1,,,,,,
,dynamic-2a01-0c22-cda1-0900-ba27-ebff-fef0-2ab3.c22.pool.telefonica.de,,"ns1.telefonica.de, hostmaster.telefonica.de",,NOERROR,,,2a01:c22:cda1:900:ba27:ebff:fef0:2ab3,,,,,,
,dynamic-2a01-0c22-d10c-be00-4c10-747f-9ea9-e708.c22.pool.telefonica.de,,"ns1.telefonica.de, hostmaster.telefonica.de",,NOERROR,,,2a01:c22:d10c:be00:4c10:747f:9ea9:e708,,,,,,
,dynamic-2a01-0c23-884b-5f00-76d4-35ff-fee6-7b5d.c23.pool.telefonica.de,,"ns1.telefonica.de, hostmaster.telefonica.de",,NOERROR,,,2a01:c23:884b:5f00:76d4:35ff:fee6:7b5d,,,,,,
,dynamic-2a01-0c23-899f-ad00-76d4-35ff-fee6-7b5d.c23.pool.telefonica.de,,"ns1.telefonica.de, hostmaster.telefonica.de","ns3.telefonica.de, ns1.telefonica.de, ns2.telefonica.de",NOERROR,,,2a01:c23:899f:ad00:76d4:35ff:fee6:7b5d,,,,,,
,dynamic-2a01-0c23-8dde-b500-76d4-35ff-fee6-7b5d.c23.pool.telefonica.de,,"ns1.telefonica.de, hostmaster.telefonica.de","ns3.telefonica.de, ns1.telefonica.de, ns2.telefonica.de",NOERROR,,,2a01:c23:8dde:b500:76d4:35ff:fee6:7b5d,,,,,,
,dynamic-2a01-0c23-90e0-1800-76d4-35ff-fee6-7b5d.c23.pool.telefonica.de,,"ns1.telefonica.de, hostmaster.telefonica.de",,NOERROR,,,2a01:c23:90e0:1800:76d4:35ff:fee6:7b5d,,,,,,
,dynamic-2a01-0c23-94b1-a700-76d4-35ff-fee6-7b5d.c23.pool.telefonica.de,,"ns1.telefonica.de, hostmaster.telefonica.de",,NOERROR,,,2a01:c23:94b1:a700:76d4:35ff:fee6:7b5d,,,,,,
,dynamic-2a02-3100-516b-5900-ba27-ebff-fef0-2ab3.310.pool.telefonica.de,,"ns1.telefonica.de, hostmaster.telefonica.de",,NOERROR,,,2a02:3100:516b:5900:ba27:ebff:fef0:2ab3,,,,,,
,dynamic-2a02-3100-5577-f800-8d93-ff8b-d81b-43b2.310.pool.telefonica.de,,"ns1.telefonica.de, hostmaster.telefonica.de",,NOERROR,,,2a02:3100:5577:f800:8d93:ff8b:d81b:43b2,,,,,,
,e.fonic.de,,"ns1.o2online.de, domain-de.o2.com",,NOERROR,mx.eemms.net,,,,,v=spf1 include:emsmtp.com include:emarsys.net ~all,,,
,e2e-t3c2.telefonica.de,62.52.252.123,"ns.mediaways.net, hostmaster.telefonica.de",,NOERROR,,,,,,,,,
,e2e.agent-cockpit.de.o2.com,"3.125.20.217, 3.77.16.149","ns-431.awsdns-53.com, awsdns-hostmaster.amazon.com","ns-1049.awsdns-03.org, ns-1815.awsdns-34.co.uk, ns-431.awsdns-53.com, ns-888.awsdns-47.net",NOERROR,,,,,,,,,
,e2e.music.o2online.de,"108.157.229.58, 108.157.229.83, 108.157.229.89, 108.157.229.35","ns-1869.awsdns-41.co.uk, awsdns-hostmaster.amazon.com",,NOERROR,,,,True,cloudfront,,,,
