new,host,a,soa,status_code,has_internal_ips,internal_ips,aaaa,cname,ns,caa,cdn,cdn-name,mx,txt
,ssp-sso-int.sbb.ch,193.203.120.103,"ns.sbb.ch, admin.sbb.ch",NOERROR,,,,,,,,,,
,ssp-sso.sbb.ch,193.203.120.170,"ns.sbb.ch, admin.sbb.ch",NOERROR,,,,,,,,,,
,st001229wc.sbb.ch,91.230.141.17,"ns.sbb.ch, admin.sbb.ch",NOERROR,,,,,,,,,,
,staging-wwwmaster-backups-www-test.event.sbb.ch,34.65.78.110,"ns1.eurodns.com, hostmaster.eurodns.com",NOERROR,,,,evenito.site,"ns1.eurodns.com, ns2.eurodns.com, ns3.eurodns.com, ns4.eurodns.com","sectigo.com, pki.goog",True,google,,
,status.commerce.sbb.ch,178.62.70.245,"iris.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,uptimessl.statuscake.com,,,,,,
,sts.sbb.ch,,"ns.sbb.ch, admin.sbb.ch",NOERROR,,,,,,,,,,
,swisspass.ch,193.203.121.166,"ns.sbb.ch, admin.sbb.ch",NOERROR,,,,,"ns-1587.awsdns-06.co.uk, ns-1031.awsdns-00.org, ns-1021.awsdns-63.net, ns-90.awsdns-11.com, ns.sbb.ch",,,,swisspass-ch.mail.protection.outlook.com,"swisssign-check=vUIVG47rMgQlFrS1VsWDYcUoORGZtekBxC56q9OmCU, v=spf1 include:spf2.sbb.ch include:spf.mandrillapp.com include:amazonses.com  include:spf.protection.outlook.com -all, MS=ms97106722, UGrYO34a6oMG9zSYp9LYd5AmLzLhrQQuDXZ8keUgcJFu4n3ryUEy2srJG/ZR9XwR4OvAy1oBJ+algFgirun7hQ=="
,swisstamp-lab.sbb.ch,217.7.111.62,"ns.sbb.ch, admin.sbb.ch",NOERROR,,,,,,,,,,
,swisstamp-test.sbb.ch,217.7.111.58,"ns.sbb.ch, admin.sbb.ch",NOERROR,,,,,,,,,,
,swisstamp.sbb.ch,,"ns.sbb.ch, admin.sbb.ch",NOERROR,,,,,,,,,,
,taf.sbb.ch,193.203.120.139,"ns.sbb.ch, admin.sbb.ch",NOERROR,,,,,,,,,,
,taftapci-int-ws.sbb.ch,,"ns.sbb.ch, admin.sbb.ch",NOERROR,,,,,,,,,,
,taftapci-test-ws.sbb.ch,193.203.120.39,"ns.sbb.ch, admin.sbb.ch",NOERROR,,,,,,,,,,
,tasks-i.sbb.ch,"54.93.143.194, 35.157.83.86, 18.158.66.211","ns-1689.awsdns-19.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,"2a00:4bc0:2104:1:cce9:89ef:4b42:36fb, 2a00:4bc0:2104:2:efb1:9611:af9a:5246, 2a00:4bc0:2104:0:297a:42a4:f808:6fc0","tasks-i.sbb-wzu.net, tasks-i-708285504.eu-central-1.elb.amazonaws.com",,,,,,
,tasks.sbb.ch,,"ns-1689.awsdns-19.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,"2a00:4bc0:2103:0:4f7:c650:2f28:9c3, 2a00:4bc0:2103:1:c2c7:f62c:5044:45cf, 2a00:4bc0:2103:2:4746:56d8:ec6f:11c8","tasks.sbb-wzu.net, tasks-p-608243993.eu-central-1.elb.amazonaws.com",,,,,,
,tds2023.event.sbb.ch,34.65.78.110,"ns1.eurodns.com, hostmaster.eurodns.com",NOERROR,,,,evenito.site,"ns1.eurodns.com, ns2.eurodns.com, ns3.eurodns.com, ns4.eurodns.com","sectigo.com, pki.goog",True,google,,
,tech.bin-i.sbb.ch,"10.241.20.163, 10.241.20.245, 10.241.21.18","ns-234.awsdns-29.com, awsdns-hostmaster.amazon.com",NOERROR,True,"10.241.20.163, 10.241.20.245, 10.241.21.18","2a00:4bc0:2104:5:332c:3c1f:6941:8abe, 2a00:4bc0:2104:3:d5ad:11c9:3ac3:98f4, 2a00:4bc0:2104:4:3af7:8f23:eade:8891",,,,,,,
,tel-test.sbb.ch,20.105.224.18,"ns1-201.azure-dns.com, msnhst.microsoft.com",NOERROR,,,,"sbb-phonebook-test.azurewebsites.net, waws-prod-am2-599.sip.azurewebsites.windows.net, waws-prod-am2-599-b8ac.westeurope.cloudapp.azure.com",,,,,,
,tel.sbb.ch,20.105.224.18,"ns1-201.azure-dns.com, msnhst.microsoft.com",NOERROR,,,,"sbb-phonebook.azurewebsites.net, waws-prod-am2-599.sip.azurewebsites.windows.net, waws-prod-am2-599-b8ac.westeurope.cloudapp.azure.com",,,,,,
,test-000error.sbb.ch,193.203.120.6,"ns.sbb.ch, admin.sbb.ch",NOERROR,,,,shared-env-test.sbb.ch,,,,,,
,test-bimchange.sbb.ch,193.203.120.1,"ns.sbb.ch, admin.sbb.ch",NOERROR,,,,,,,,,,
,test-bonuspass.sbb.ch,193.203.121.55,"ns.sbb.ch, admin.sbb.ch",NOERROR,,,,,,,,,,
,test-business.sbb.ch,193.203.120.32,"ns.sbb.ch, admin.sbb.ch",NOERROR,,,,,,,,,,
,test-community.sbb.ch,193.203.121.21,"ns.sbb.ch, admin.sbb.ch",NOERROR,,,,,,,,,,
,test-company.sbb.ch,193.203.120.14,"ns.sbb.ch, admin.sbb.ch",NOERROR,,,,,,,,,,
,test-espace.sbb.ch,193.203.121.21,"ns.sbb.ch, admin.sbb.ch",NOERROR,,,,,,,,,,
,test-etest.sbb.ch,136.243.220.125,"ns1.first-ns.de.avendoo.de, postmaster.robot.first-ns.de.avendoo.de",NOERROR,,,,test-sbb.avendoo.de,,,,,,
,test-koserv.sbb.ch,193.203.121.45,"ns.sbb.ch, admin.sbb.ch",NOERROR,,,,,,,,,,
,test-mobilevpn.sbb.ch,91.230.141.152,"ns.sbb.ch, admin.sbb.ch",NOERROR,,,,,,,,,,
,test-mysites.sbb.ch,"193.203.121.21, 91.230.140.140","ns.sbb.ch, admin.sbb.ch",NOERROR,,,2a00:4bc0:130:333::1000,,"ns-1254.awsdns-28.org, ns-1739.awsdns-25.co.uk, ns-73.awsdns-09.com, ns-967.awsdns-56.net, ns.sbb.ch",,,,,
,test-orig-beta.sbb.ch,193.203.120.14,"ns.sbb.ch, admin.sbb.ch",NOERROR,,,,,,,,,,
,test-osxvpn.sbb.ch,91.230.141.153,"ns.sbb.ch, admin.sbb.ch",NOERROR,,,,,,,,,,
,test-ras.sbb.ch,91.230.141.146,"ns.sbb.ch, admin.sbb.ch",NOERROR,,,,,,,,,,
,test-resources.swisspass.ch,,"ns.sbb.ch, admin.sbb.ch",NOERROR,,,,,,,,,,
,test-taf.sbb.ch,193.203.120.15,"ns.sbb.ch, admin.sbb.ch",NOERROR,,,,,,,,,,
,test-vpn.sbb.ch,91.230.141.149,"ns.sbb.ch, admin.sbb.ch",NOERROR,,,,,,,,,,
,test.app.sbb.ch,"18.158.102.127, 3.65.155.240, 3.124.89.17","ns-1304.awsdns-35.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
,test.kafka.sbb.ch,,"ns-652.awsdns-17.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
,test1.event.sbb.ch,,"ns1.eurodns.com, hostmaster.eurodns.com",NOERROR,,,,evenito.site,"ns2.eurodns.com, ns1.eurodns.com, ns4.eurodns.com, ns3.eurodns.com",,True,google,,
,test1.ws.sbb.ch,193.203.121.34,"ns-636.awsdns-15.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
,thanos-query-dev-cc.kafka.sbb.ch,"10.241.28.197, 10.241.29.19, 10.241.29.54, 10.241.28.240, 10.241.29.58, 10.241.28.236","ns-191.awsdns-23.com, awsdns-hostmaster.amazon.com",NOERROR,True,"10.241.28.197, 10.241.29.19, 10.241.29.54, 10.241.28.240, 10.241.29.58, 10.241.28.236",,router-default.apps.aws01t.sbb-aws-test.net,,,,,,
,thanos-query-dev-sc.kafka.sbb.ch,10.106.79.209,"ns-1217.awsdns-24.org, awsdns-hostmaster.amazon.com",NOERROR,True,10.106.79.209,,router-default.apps.kafka03t.otc-test.sbb.ch,,,,,,
,thanos-query-inte-sc.kafka.sbb.ch,10.106.79.209,"ns-1217.awsdns-24.org, awsdns-hostmaster.amazon.com",NOERROR,True,10.106.79.209,,router-default.apps.kafka03t.otc-test.sbb.ch,,,,,,
,thanos-store-inte-cc.kafka.sbb.ch,,"ns-191.awsdns-23.com, awsdns-hostmaster.amazon.com",NOERROR,,,,router-default.apps.aws01t.sbb-aws-test.net,,,,,,
,thanos-store-test-cc.kafka.sbb.ch,"10.241.29.58, 10.241.29.54, 10.241.29.19, 10.241.28.240, 10.241.28.197, 10.241.28.236","ns-191.awsdns-23.com, awsdns-hostmaster.amazon.com",NOERROR,True,"10.241.29.58, 10.241.29.54, 10.241.29.19, 10.241.28.240, 10.241.28.197, 10.241.28.236",,router-default.apps.aws01t.sbb-aws-test.net,,,,,,
,thanos-store-testing-sc.kafka.sbb.ch,,"ns-1217.awsdns-24.org, awsdns-hostmaster.amazon.com",NOERROR,,,,router-default.apps.kafka03t.otc-test.sbb.ch,,,,,,
,tip2-int.sbb.ch,,"ns.sbb.ch, admin.sbb.ch",NOERROR,,,,,,,,,,
,tip2-test.sbb.ch,194.150.244.164,"ns.sbb.ch, admin.sbb.ch",NOERROR,,,,,,,,,,
,tipedu.sbb.ch,194.150.244.144,"ns.sbb.ch, admin.sbb.ch",NOERROR,,,,,,,,,,
,tms-iad-iltismock-ibc-int.app.sbb.ch,"10.241.58.145, 10.241.59.137, 10.241.59.67","ns-191.awsdns-23.com, awsdns-hostmaster.amazon.com",NOERROR,True,"10.241.58.145, 10.241.59.137, 10.241.59.67",,nodeport.trs01t.sbb-aws-test.net,"ns-1102.awsdns-09.org, ns-1634.awsdns-12.co.uk, ns-191.awsdns-23.com, ns-896.awsdns-48.net",,,,,
,tms-int.sbb.ch,,"ns.sbb.ch, admin.sbb.ch",NOERROR,,,,,,,,,,
,tms-mob-int02-public.sbb.ch,193.203.121.52,"ns.sbb.ch, admin.sbb.ch",NOERROR,,,,,,,,,,
,tms-mob-prod02-public.sbb.ch,193.203.121.164,"ns.sbb.ch, admin.sbb.ch",NOERROR,,,,,,,,,,
,tor221-240-pda.bin-i.sbb.ch,"10.241.21.18, 10.241.20.245, 10.241.20.163","ns-234.awsdns-29.com, awsdns-hostmaster.amazon.com",NOERROR,True,"10.241.21.18, 10.241.20.245, 10.241.20.163","2a00:4bc0:2104:5:332c:3c1f:6941:8abe, 2a00:4bc0:2104:3:d5ad:11c9:3ac3:98f4, 2a00:4bc0:2104:4:3af7:8f23:eade:8891",,,,,,,
,tor247-256-pda.bin-i.sbb.ch,"10.241.20.245, 10.241.20.163, 10.241.21.18","ns-234.awsdns-29.com, awsdns-hostmaster.amazon.com",NOERROR,True,"10.241.20.245, 10.241.20.163, 10.241.21.18","2a00:4bc0:2104:5:332c:3c1f:6941:8abe, 2a00:4bc0:2104:3:d5ad:11c9:3ac3:98f4, 2a00:4bc0:2104:4:3af7:8f23:eade:8891",,,,,,,
,tor50-97-pda.event.sbb.ch,34.65.78.110,"ns1.eurodns.com, hostmaster.eurodns.com",NOERROR,,,,evenito.site,"ns4.eurodns.com, ns3.eurodns.com, ns1.eurodns.com, ns2.eurodns.com","pki.goog, sectigo.com",True,google,,
,tor77-pdd.event.sbb.ch,34.65.78.110,"ns1.eurodns.com, hostmaster.eurodns.com",NOERROR,,,,evenito.site,"ns1.eurodns.com, ns2.eurodns.com, ns3.eurodns.com, ns4.eurodns.com","sectigo.com, pki.goog",True,google,,
,touri-int.sbb.ch,"194.150.244.197, 91.230.140.140","ns.sbb.ch, admin.sbb.ch",NOERROR,,,2a00:4bc0:130:333::1000,,"ns-1254.awsdns-28.org, ns-1739.awsdns-25.co.uk, ns-73.awsdns-09.com, ns-967.awsdns-56.net, ns.sbb.ch",,,,,
,touri-test.sbb.ch,194.150.244.164,"ns.sbb.ch, admin.sbb.ch",NOERROR,,,,,,,,,,
,touri.sbb.ch,194.150.244.132,"ns.sbb.ch, admin.sbb.ch",NOERROR,,,,,,,,,,
,trace-t.sbb.ch,"18.197.240.252, 35.157.236.209, 52.58.75.165","ns-1689.awsdns-19.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,"2a00:4bc0:2104:1:70b5:b826:aab1:deb4, 2a00:4bc0:2104:2:7fba:d4db:617b:abb, 2a00:4bc0:2104:0:6312:a71:12dd:b512","trace-t.sbb-wzu.net, trace-t-702457149.eu-central-1.elb.amazonaws.com",,,,,,
,track.swisspass.ch,"54.78.186.219, 34.241.27.172, 34.253.241.177, 34.255.97.37, 54.245.105.162, 54.245.105.146","ns-720.awsdns-26.net, awsdns-hostmaster.amazon.com",NOERROR,,,,mandrillapp.com,"ns-1127.awsdns-12.org, ns-1934.awsdns-49.co.uk, ns-289.awsdns-36.com, ns-720.awsdns-26.net",,,,"9656353.in1.mandrillapp.com, 9656353.in2.mandrillapp.com",v=spf1 include:spf.mandrillapp.com ~all
,translate.sbb.ch,217.148.9.66,"ns.sbb.ch, admin.sbb.ch",NOERROR,,,,,,,,,,
,tsbbmail2.sbb.ch,194.150.245.69,"ns.sbb.ch, admin.sbb.ch",NOERROR,,,,,,,,,,
,tsbbmail3.sbb.ch,194.150.245.68,"ns.sbb.ch, admin.sbb.ch",NOERROR,,,,,,,,,,
,tservice.swisspass.ch,149.96.116.100,"edns140.ultradns.com, root.service-now.com",NOERROR,,,,sbbtest.service-now.com,,,,,,
,tusp.app.sbb.ch,"18.194.68.34, 3.123.94.26, 52.57.26.73","ns-1304.awsdns-35.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
,ucc.sbb.ch,91.230.141.70,"ns.sbb.ch, admin.sbb.ch",NOERROR,,,,,,,,,,
,ucc1sip.sbb.ch,"91.230.141.5, 91.230.141.6, 91.230.141.7, 91.230.141.4","ns.sbb.ch, admin.sbb.ch",NOERROR,,,,,,,,,,
,ukygholq.event.sbb.ch,34.65.78.110,"ns1.eurodns.com, hostmaster.eurodns.com",NOERROR,,,,evenito.site,"ns2.eurodns.com, ns3.eurodns.com, ns4.eurodns.com, ns1.eurodns.com","sectigo.com, pki.goog",True,google,,
,uncover-hermes.event.sbb.ch,34.65.78.110,"ns1.eurodns.com, hostmaster.eurodns.com",NOERROR,,,,evenito.site,"ns1.eurodns.com, ns2.eurodns.com, ns3.eurodns.com, ns4.eurodns.com","sectigo.com, pki.goog",True,google,,
,v2cachewww1assets-defaultproduction.app.sbb.ch,"3.65.155.240, 3.124.89.17, 18.158.102.127","ns-1304.awsdns-35.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
,v4alpha.event.sbb.ch,34.65.78.110,"ns1.eurodns.com, hostmaster.eurodns.com",NOERROR,,,,evenito.site,"ns1.eurodns.com, ns2.eurodns.com, ns3.eurodns.com, ns4.eurodns.com","sectigo.com, pki.goog",True,google,,
,vault-dev.app.sbb.ch,"3.121.210.209, 18.184.23.107, 18.184.49.10","ns-1304.awsdns-35.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
,vault-onprem-nonprod.sbb.ch,194.150.245.242,"ns.sbb.ch, admin.sbb.ch",NOERROR,,,,,,,,,,
,vault.app.sbb.ch,"35.157.225.80, 52.28.127.176, 52.57.148.72","ns-1304.awsdns-35.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
,vault.sbb.ch,"52.28.127.176, 52.57.148.72, 35.157.225.80","ns-1304.awsdns-35.org, awsdns-hostmaster.amazon.com",NOERROR,,,,vault.app.sbb.ch,,,,,,
,video-ch.sbb.ch,194.150.245.179,"ns.sbb.ch, admin.sbb.ch",NOERROR,,,,,,,,,,
,videoi-ch.sbb.ch,194.150.245.233,"ns.sbb.ch, admin.sbb.ch",NOERROR,,,,,,,,,,
,videot-ch.sbb.ch,,"ns.sbb.ch, admin.sbb.ch",NOERROR,,,,,,,,,,
,vnext.app.sbb.ch,"3.125.151.12, 3.77.187.146, 18.185.180.81","ns-1304.awsdns-35.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
,vocabulary.iot.sbb.ch,"3.123.94.26, 18.194.68.34, 52.57.26.73","ns-1304.awsdns-35.org, awsdns-hostmaster.amazon.com",NOERROR,,,,vocabulary-alias.prod.app.sbb.ch,,,,,,
,vpntest.sbb.ch,194.150.245.72,"ns.sbb.ch, admin.sbb.ch",NOERROR,,,,,,,,,,
,warnfunktionrangier-int.sbb.ch,193.203.120.115,"ns.sbb.ch, admin.sbb.ch",NOERROR,,,,,,,,,,
,wartefristen-dev.sbb.ch,193.203.120.45,"ns.sbb.ch, admin.sbb.ch",NOERROR,,,,,,,,,,
,wartefristen-int.sbb.ch,193.203.120.111,"ns.sbb.ch, admin.sbb.ch",NOERROR,,,,,,,,,,
,wartefristen-test.sbb.ch,193.203.120.46,"ns.sbb.ch, admin.sbb.ch",NOERROR,,,,,,,,,,
,web.sbb.ch,,"ns.sbb.ch, admin.sbb.ch",NOERROR,,,,,,,,,,
,webext2.sbb.ch,91.230.141.66,"ns.sbb.ch, admin.sbb.ch",NOERROR,,,,,,,,,,
,webext3.sbb.ch,,"ns.sbb.ch, admin.sbb.ch",NOERROR,,,,,,,,,,
,webext5.sbb.ch,91.230.141.69,"ns.sbb.ch, admin.sbb.ch",NOERROR,,,,,,,,,,
,webinfoportalint.sbb.ch,194.150.244.203,"ns.sbb.ch, admin.sbb.ch",NOERROR,,,,,,,,,,
,webshop-int.sbb.ch,193.203.121.124,"ns.sbb.ch, admin.sbb.ch",NOERROR,,,,,,,,,,
,webshop-mobility.app.sbb.ch,"18.194.68.34, 52.57.26.73, 3.123.94.26","ns-1304.awsdns-35.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
,webshop.sbb.ch,193.203.121.175,"ns.sbb.ch, admin.sbb.ch",NOERROR,,,,,,,,,,
,welcome.swisspass.ch,"82.220.34.213, 81.18.31.67","ns.sbb.ch, admin.sbb.ch",NOERROR,,,,,,,,,,
,wgs-deve.sbb.ch,52.233.155.168,"ns1-201.azure-dns.com, msnhst.microsoft.com",NOERROR,,,,"sbb-wgs-dev.azurewebsites.net, waws-prod-am2-113.sip.azurewebsites.windows.net, waws-prod-am2-113.westeurope.cloudapp.azure.com",,,True,azure,,
,wgs20-deve.sbb.ch,52.233.155.168,"ns1-201.azure-dns.com, msnhst.microsoft.com",NOERROR,,,,"sbb-wgs-20-dev.azurewebsites.net, waws-prod-am2-113.sip.azurewebsites.windows.net, waws-prod-am2-113.westeurope.cloudapp.azure.com",,,True,azure,,
,wgs20.sbb.ch,104.47.164.119,"ns1-201.azure-dns.com, msnhst.microsoft.com",NOERROR,,,,"sbb-wgs-20.azurewebsites.net, waws-prod-am2-131.sip.azurewebsites.windows.net, waws-prod-am2-131.westeurope.cloudapp.azure.com",,,True,azure,,
,wiedereroeffnungbdz.event.sbb.ch,34.65.78.110,"ns1.eurodns.com, hostmaster.eurodns.com",NOERROR,,,,evenito.site,"ns3.eurodns.com, ns4.eurodns.com, ns1.eurodns.com, ns2.eurodns.com","pki.goog, sectigo.com",True,google,,
,wifi.sbb.ch,185.12.129.36,"ns.sbb.ch, admin.sbb.ch",NOERROR,,,,,,,,,,
,win.app.sbb.ch,"18.158.102.127, 3.65.155.240, 3.124.89.17","ns-1304.awsdns-35.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
,win.sbb.ch,"35.157.225.80, 52.28.127.176, 52.57.148.72","ns-1304.awsdns-35.org, awsdns-hostmaster.amazon.com",NOERROR,,,,"win-alias.app.sbb.ch, public-lisa.app.sbb.ch",,,,,,
,winter.swisspass.ch,,"ns.sbb.ch, admin.sbb.ch",NOERROR,,,,,,,,,,
,workplace.info.sbb.ch,93.191.164.121,"ns1.domains.inxserver.com, hostmaster.inxserver.com",NOERROR,,,,,"ns4.domains.inxserver.com, ns1.domains.inxserver.com, ns2.domains.inxserver.com, ns3.domains.inxserver.com",";, letsencrypt.org",,,"mx-in-002.inxserver.de, mx-in-005.inxserver.de, mx-in-001.inxserver.de",v=spf1 include:inxserver.com -all
,wr-int.sbb.ch,193.203.121.72,"ns.sbb.ch, admin.sbb.ch",NOERROR,,,,,,,,,,
,wr.sbb.ch,194.150.245.160,"ns.sbb.ch, admin.sbb.ch",NOERROR,,,,,,,,,,
,ws-int.swisspass.ch,,"ns.sbb.ch, admin.sbb.ch",NOERROR,,,,,,,,,,
,ws-pilot.swisspass.ch,,"ns.sbb.ch, admin.sbb.ch",NOERROR,,,,,,,,,,
,ws-test.swisspass.ch,193.203.121.46,"ns.sbb.ch, admin.sbb.ch",NOERROR,,,,,,,,,,
,ws.swisspass.ch,193.203.121.167,"ns.sbb.ch, admin.sbb.ch",NOERROR,,,,ws-pilot.swisspass.ch,,,,,,
,www-dev.swisspass.ch,193.203.120.6,"ns.sbb.ch, admin.sbb.ch",NOERROR,,,,dev-www.sbb.ch,,,,,,
,www-int.swisspass.ch,193.203.121.116,"ns.sbb.ch, admin.sbb.ch",NOERROR,,,,,,,,,,
,www-pilot.swisspass.ch,193.203.121.166,"ns.sbb.ch, admin.sbb.ch",NOERROR,,,,,,,,,,
,www-test.swisspass.ch,,"ns.sbb.ch, admin.sbb.ch",NOERROR,,,,,,,,,,
,www.access.sbb.ch,193.203.120.164,"ns.sbb.ch, admin.sbb.ch",NOERROR,,,,access.sbb.ch,,,,,,
,www.accessi.sbb.ch,193.203.120.102,"ns.sbb.ch, admin.sbb.ch",NOERROR,,,,accessi.sbb.ch,,,,,,
,www.accesst.sbb.ch,193.203.120.60,"ns.sbb.ch, admin.sbb.ch",NOERROR,,,,accesst.sbb.ch,,,,,,
,www.ato-ts-ss126-int.app.sbb.ch,"3.65.155.240, 3.124.89.17, 18.158.102.127","ns-1304.awsdns-35.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
,www.ato-ts-ss126.app.sbb.ch,"18.158.102.127, 3.124.89.17, 3.65.155.240","ns-1304.awsdns-35.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
,www.ato-ts-tcp-poc.app.sbb.ch,"3.124.89.17, 3.65.155.240, 18.158.102.127","ns-1304.awsdns-35.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
,www.logistik-gepaeck.sbb.ch,193.104.34.52,"ns.sbb.ch, admin.sbb.ch",NOERROR,,,,,,,,,,
,www.sbb-projekte.sbb.ch,193.203.120.178,"ns.sbb.ch, admin.sbb.ch",NOERROR,,,,,,,,,sbbmailint.sbb.ch,
,www.sbb.ch,194.150.245.142,"ns.sbb.ch, admin.sbb.ch",NOERROR,,,2a00:4bc0:ffff:9::c296:f58e,,,,,,,
,www.smile-test.swisspass.ch,195.191.133.85,"ns.sbb.ch, admin.sbb.ch",NOERROR,,,,smile-test.swisspass.ch,,,,,inbound-smtp.eu-west-1.amazonaws.com,amazonses:fiep99mc8ZQxFA+Crlhf0Awv5KWHzvd6GnTeUpYIQ+E=
,www.smile.swisspass.ch,195.191.133.85,"ns.sbb.ch, admin.sbb.ch",NOERROR,,,,smile.swisspass.ch,,,,,inbound-smtp.eu-west-1.amazonaws.com,amazonses:PQhTr0GF1CGofdxMyMfaxGI1KV1rE3DkZGbGSX2rEkU=
,www.tms-iad-iltismock-ibc-int.app.sbb.ch,"18.158.102.127, 3.65.155.240, 3.124.89.17","ns-1304.awsdns-35.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
,wwwint.sbb.ch,194.150.244.193,"ns.sbb.ch, admin.sbb.ch",NOERROR,,,,,,,,,,
,xipbwldi.event.sbb.ch,34.65.78.110,"ns1.eurodns.com, hostmaster.eurodns.com",NOERROR,,,,evenito.site,"ns1.eurodns.com, ns2.eurodns.com, ns3.eurodns.com, ns4.eurodns.com","sectigo.com, pki.goog",True,google,,
,zoon.sbb.ch,"104.18.11.17, 104.18.10.17","diva.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,"2606:4700::6812:a11, 2606:4700::6812:b11",sbb.zoon.ch,,,True,cloudflare,,
,zpg2.sbb.ch,194.150.245.52,"ns.sbb.ch, admin.sbb.ch",NOERROR,,,,,,,,,,
,zpg2i.sbb.ch,194.150.244.200,"ns.sbb.ch, admin.sbb.ch",NOERROR,,,,,,,,,,
,zpg2t.sbb.ch,194.150.245.89,"ns.sbb.ch, admin.sbb.ch",NOERROR,,,,,,,,,,
,zukunftstag-z.event.sbb.ch,,"ns1.eurodns.com, hostmaster.eurodns.com",NOERROR,,,,evenito.site,,"pki.goog, sectigo.com",True,google,,
,zvs-b2b-int-ws.sbb.ch,193.203.120.82,"ns.sbb.ch, admin.sbb.ch",NOERROR,,,,,,,,,,
,zvs-b2b-ws.sbb.ch,193.203.120.146,"ns.sbb.ch, admin.sbb.ch",NOERROR,,,,,,,,,,
