new,host,a,soa,status_code,cname,aaaa,cdn,cdn-name,txt,ns,mx,has_internal_ips,internal_ips,caa
[x],0-7-8-4.software.web.de,82.165.229.87,"ns1.po.ui-dns.de, hostmaster.ns1.po.ui-dns.de",NOERROR,"redir.web.de, redir.g-ha-web.de",,,,,,,,,
[x],096e3128d19e2fc479234d717ebea1574448504f.1.damoh.web.de,82.165.229.14,"ns1.po.ui-dns.de, hostmaster.ns1.po.ui-dns.de",NOERROR,"partnerproxy.ui-portal.de, partnerproxy.ha-cdn.de",,,,,,,,,
[x],096f07832e611c9365900827f41bc67beb86a81d.3.damoh.web.de,82.165.229.14,"ns1.po.ui-dns.de, hostmaster.ns1.po.ui-dns.de",NOERROR,"partnerproxy.ui-portal.de, partnerproxy.ha-cdn.de",,,,,,,,,
[x],0profile.smartsurfer.web.de,82.165.229.152,"ns1.po.ui-dns.de, hostmaster.ns1.po.ui-dns.de",NOERROR,"redir.web.de, redir.g-ha-web.de",,,,,,,,,
[x],1.damoh.web.de,82.165.229.44,"ns1.po.ui-dns.de, hostmaster.ns1.po.ui-dns.de",NOERROR,"partnerproxy.ui-portal.de, partnerproxy.ha-cdn.de",,,,,,,,,
[x],10-sekunden-haushaltsbuch.software.web.de,82.165.229.87,"ns1.po.ui-dns.de, hostmaster.ns1.po.ui-dns.de",NOERROR,"redir.web.de, redir.g-ha-web.de",,,,,,,,,
[x],11d9994ff6057bcef6f514228f67db871005d21d.3.damoh.web.de,82.165.229.14,"ns1.po.ui-dns.de, hostmaster.ns1.po.ui-dns.de",NOERROR,"partnerproxy.ui-portal.de, partnerproxy.ha-cdn.de",,,,,,,,,
[x],155-9-182-21.software.web.de,82.165.229.87,"ns1.po.ui-dns.de, hostmaster.ns1.po.ui-dns.de",NOERROR,"redir.web.de, redir.g-ha-web.de",,,,,,,,,
[x],155-9-185-4.software.web.de,82.165.229.87,"ns1.po.ui-dns.de, hostmaster.ns1.po.ui-dns.de",NOERROR,"redir.web.de, redir.g-ha-web.de",,,,,,,,,
[x],155-9-187-42.software.web.de,82.165.229.152,"ns1.po.ui-dns.de, hostmaster.ns1.po.ui-dns.de",NOERROR,"redir.web.de, redir.g-ha-web.de",,,,,,,,,
[x],155-9-187-94.software.web.de,82.165.229.152,"ns1.po.ui-dns.de, hostmaster.ns1.po.ui-dns.de",NOERROR,"redir.web.de, redir.g-ha-web.de",,,,,,,,,
[x],155-9-199-15.software.web.de,82.165.229.87,"ns1.po.ui-dns.de, hostmaster.ns1.po.ui-dns.de",NOERROR,"redir.web.de, redir.g-ha-web.de",,,,,,,,,
[x],155-9-203-49.software.web.de,82.165.229.87,"ns1.po.ui-dns.de, hostmaster.ns1.po.ui-dns.de",NOERROR,"redir.web.de, redir.g-ha-web.de",,,,,,,,,
[x],155-9-216-11.software.web.de,82.165.229.87,"ns1.po.ui-dns.de, hostmaster.ns1.po.ui-dns.de",NOERROR,"redir.web.de, redir.g-ha-web.de",,,,,,,,,
[x],155-9-224-32.software.web.de,82.165.229.152,"ns1.po.ui-dns.de, hostmaster.ns1.po.ui-dns.de",NOERROR,"redir.web.de, redir.g-ha-web.de",,,,,,,,,
[x],155-9-224-84.smartsurfer.web.de,82.165.229.152,"ns1.po.ui-dns.de, hostmaster.ns1.po.ui-dns.de",NOERROR,"redir.web.de, redir.g-ha-web.de",,,,,,,,,
[x],155-9-240-49.software.web.de,82.165.229.152,"ns1.po.ui-dns.de, hostmaster.ns1.po.ui-dns.de",NOERROR,"redir.web.de, redir.g-ha-web.de",,,,,,,,,
[x],157abf4f827202fc69205e43876a488d7b550443.3.damoh.web.de,82.165.229.44,"ns1.po.ui-dns.de, hostmaster.ns1.po.ui-dns.de",NOERROR,"partnerproxy.ui-portal.de, partnerproxy.ha-cdn.de",,,,,,,,,
[x],17-121-112-69.software.web.de,82.165.229.87,"ns1.po.ui-dns.de, hostmaster.ns1.po.ui-dns.de",NOERROR,"redir.web.de, redir.g-ha-web.de",,,,,,,,,
[x],17-121-113-73.software.web.de,82.165.229.152,"ns1.po.ui-dns.de, hostmaster.ns1.po.ui-dns.de",NOERROR,"redir.web.de, redir.g-ha-web.de",,,,,,,,,
[x],17-121-113-86.smartsurfer.web.de,82.165.229.152,"ns1.po.ui-dns.de, hostmaster.ns1.po.ui-dns.de",NOERROR,"redir.web.de, redir.g-ha-web.de",,,,,,,,,
[x],17-121-114-23.software.web.de,82.165.229.152,"ns1.po.ui-dns.de, hostmaster.ns1.po.ui-dns.de",NOERROR,"redir.web.de, redir.g-ha-web.de",,,,,,,,,
[x],17-121-114-58.software.web.de,82.165.229.152,"ns1.po.ui-dns.de, hostmaster.ns1.po.ui-dns.de",NOERROR,"redir.web.de, redir.g-ha-web.de",,,,,,,,,
[x],17-121-117-0.software.web.de,82.165.229.152,"ns1.po.ui-dns.de, hostmaster.ns1.po.ui-dns.de",NOERROR,"redir.web.de, redir.g-ha-web.de",,,,,,,,,
[x],17-121-117-12.software.web.de,82.165.229.87,"ns1.po.ui-dns.de, hostmaster.ns1.po.ui-dns.de",NOERROR,"redir.web.de, redir.g-ha-web.de",,,,,,,,,
[x],17-121-119-55.software.web.de,82.165.229.152,"ns1.po.ui-dns.de, hostmaster.ns1.po.ui-dns.de",NOERROR,"redir.web.de, redir.g-ha-web.de",,,,,,,,,
[x],17-121-121-2.software.web.de,82.165.229.87,"ns1.po.ui-dns.de, hostmaster.ns1.po.ui-dns.de",NOERROR,"redir.web.de, redir.g-ha-web.de",,,,,,,,,
[x],17-121-121-60.smartsurfer.web.de,82.165.229.152,"ns1.po.ui-dns.de, hostmaster.ns1.po.ui-dns.de",NOERROR,"redir.web.de, redir.g-ha-web.de",,,,,,,,,
[x],17-121-123-52.software.web.de,82.165.229.152,"ns1.po.ui-dns.de, hostmaster.ns1.po.ui-dns.de",NOERROR,"redir.web.de, redir.g-ha-web.de",,,,,,,,,
[x],17-121-126-82.software.web.de,82.165.229.152,"ns1.po.ui-dns.de, hostmaster.ns1.po.ui-dns.de",NOERROR,"redir.web.de, redir.g-ha-web.de",,,,,,,,,
[x],17-58-100-39.software.web.de,82.165.229.87,"ns1.po.ui-dns.de, hostmaster.ns1.po.ui-dns.de",NOERROR,"redir.web.de, redir.g-ha-web.de",,,,,,,,,
[x],17-58-97-5.software.web.de,82.165.229.152,"ns1.po.ui-dns.de, hostmaster.ns1.po.ui-dns.de",NOERROR,"redir.web.de, redir.g-ha-web.de",,,,,,,,,
[x],19449b5ddac04eb540c145f934d63f455746126d.3.damoh.web.de,82.165.229.44,"ns1.po.ui-dns.de, hostmaster.ns1.po.ui-dns.de",NOERROR,"partnerproxy.ui-portal.de, partnerproxy.ha-cdn.de",,,,,,,,,
[x],1ae8b3a42b7d1accf180adf30972d97565231336.1.damoh.web.de,82.165.229.14,"ns1.po.ui-dns.de, hostmaster.ns1.po.ui-dns.de",NOERROR,"partnerproxy.ui-portal.de, partnerproxy.ha-cdn.de",,,,,,,,,
[x],1bebf44cbc7075c9894911b9e0e4288c83061161.3.damoh.web.de,82.165.229.14,"ns1.po.ui-dns.de, hostmaster.ns1.po.ui-dns.de",NOERROR,"partnerproxy.ui-portal.de, partnerproxy.ha-cdn.de",,,,,,,,,
[x],1cabdc03f58987f27e185808c6a396f784356321.2.damoh.web.de,82.165.229.44,"ns1.po.ui-dns.de, hostmaster.ns1.po.ui-dns.de",NOERROR,"partnerproxy.ui-portal.de, partnerproxy.ha-cdn.de",,,,,,,,,
[x],1e9f50f0947c50478197e91f3575904330d56351.1.damoh.web.de,82.165.229.44,"ns1.po.ui-dns.de, hostmaster.ns1.po.ui-dns.de",NOERROR,"partnerproxy.ui-portal.de, partnerproxy.ha-cdn.de",,,,,,,,,
[x],2.damoh.web.de,82.165.229.14,"ns1.po.ui-dns.de, hostmaster.ns1.po.ui-dns.de",NOERROR,"partnerproxy.ui-portal.de, partnerproxy.ha-cdn.de",,,,,,,,,
[x],20065f7e0a6ec2430bc29d0b2ff5a0e51a45a661.3.damoh.web.de,82.165.229.14,"ns1.po.ui-dns.de, hostmaster.ns1.po.ui-dns.de",NOERROR,"partnerproxy.ui-portal.de, partnerproxy.ha-cdn.de",,,,,,,,,
[x],2018.web.de,82.165.229.139,"ns-webde.ui-dns.de, dnsadmin.1und1.de",NOERROR,red.web.de,,,,,,,,,
[x],2ee7b2a3209d6db7024bd6cc4befd5b61258e36a.1.damoh.web.de,82.165.229.14,"ns1.po.ui-dns.de, hostmaster.ns1.po.ui-dns.de",NOERROR,"partnerproxy.ui-portal.de, partnerproxy.ha-cdn.de",,,,,,,,,
[x],2ef16cbd6eb41f02af0abf405cdc7b5153b4037d.1.damoh.web.de,82.165.229.14,"ns1.po.ui-dns.de, hostmaster.ns1.po.ui-dns.de",NOERROR,"partnerproxy.ui-portal.de, partnerproxy.ha-cdn.de",,,,,,,,,
[x],3.damoh.web.de,82.165.229.14,"ns1.po.ui-dns.de, hostmaster.ns1.po.ui-dns.de",NOERROR,"partnerproxy.ui-portal.de, partnerproxy.ha-cdn.de",,,,,,,,,
[x],30012e5ea036f724d5578ed036847ef8f3c175bb.2.damoh.web.de,82.165.229.44,"ns1.po.ui-dns.de, hostmaster.ns1.po.ui-dns.de",NOERROR,"partnerproxy.ui-portal.de, partnerproxy.ha-cdn.de",,,,,,,,,
[x],3166594ed366260fc956e2484c0e48786546493d.1.damoh.web.de,82.165.229.14,"ns1.po.ui-dns.de, hostmaster.ns1.po.ui-dns.de",NOERROR,"partnerproxy.ui-portal.de, partnerproxy.ha-cdn.de",,,,,,,,,
[x],36064bffc72b6d43668bf6de9d0dbb14f0a2f5b1.3.damoh.web.de,82.165.229.44,"ns1.po.ui-dns.de, hostmaster.ns1.po.ui-dns.de",NOERROR,"partnerproxy.ui-portal.de, partnerproxy.ha-cdn.de",,,,,,,,,
[x],38ade59481229bb7167457e6d9c5abaffc546e51.3.damoh.web.de,82.165.229.44,"ns1.po.ui-dns.de, hostmaster.ns1.po.ui-dns.de",NOERROR,"partnerproxy.ui-portal.de, partnerproxy.ha-cdn.de",,,,,,,,,
[x],3a35cddc3aa275e4b847abb89f310bfe385a9551.1.damoh.web.de,82.165.229.14,"ns1.po.ui-dns.de, hostmaster.ns1.po.ui-dns.de",NOERROR,"partnerproxy.ui-portal.de, partnerproxy.ha-cdn.de",,,,,,,,,
[x],3bf34f5c2250bf9ff23b7fef9167201486748011.1.damoh.web.de,82.165.229.14,"ns1.po.ui-dns.de, hostmaster.ns1.po.ui-dns.de",NOERROR,"partnerproxy.ui-portal.de, partnerproxy.ha-cdn.de",,,,,,,,,
[x],3c-bap.web.de,217.72.197.14,"ns-webde.ui-dns.de, dnsadmin.1und1.de",NOERROR,,,,,google-site-verification=NygCJjXI0rPslkaQCYXezZ6CsGPtiNoHv5l7Z-J8M48,,,,,
[x],3c-cdn-qa-bs.mail.com,213.165.67.182,"ns-gmx.ui-dns.com, hostmaster.gmx.net",NOERROR,,,,,,,,,,
[x],3c-http-proxy-bap04.web.de,217.72.193.141,"ns-webde.ui-dns.de, dnsadmin.1und1.de",NOERROR,,,,,,,,,,
[x],3c-http-proxy-bs04.web.de,217.72.201.168,"ns-webde.ui-dns.de, dnsadmin.1und1.de",NOERROR,,,,,,,,,,
[x],3c-http-proxy-qa-bs01.web.de,82.165.228.29,"ns-webde.ui-dns.de, dnsadmin.1und1.de",NOERROR,,,,,,,,,,
[x],3c-lxa.mail.com,74.208.232.36,"ns-gmx.ui-dns.com, hostmaster.gmx.net",NOERROR,,,,,google-site-verification=fAhBNJpTaqlbQLRGiNZCeeXq7Q-DdmqBLV0-5rR5pnY,,,,,
[x],3c-lxa02.mail.com,74.208.232.37,"ns-gmx.ui-dns.com, hostmaster.gmx.net",NOERROR,,,,,,,,,,
