input,title,status_code,content_length,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_org_,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_wildcard_certificate,tls_tls_connection,tls_sni,port,url,scheme,webserver,content_type,method,host,path,favicon,a_,tech_,lines,failed,cdn_name,cdn,csp_domains_,tls_mismatched,final_url,tls_expired
prod-ecom-header-page.dickssportinggoods.com,category-service 0.0.1-SNAPSHOT API,200,2992,prod-ecom-header-page.dickssportinggoods.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-03-22T00:00:00Z,2024-04-21T23:59:59Z,"CN=*.dickssportinggoods.com, O=Dick's Sporting Goods\, Inc., ST=Pennsylvania, C=US",*.dickssportinggoods.com,"Dick's Sporting Goods, Inc.",dickssportinggoods.com,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,101c4309d2a1bbf010ef406dae72d70d,25d891f0061dd11584379d49436b66a1402e04fb018d0cefdb1dcc596682ac92,True,ctls,prod-ecom-header-page.dickssportinggoods.com,443,https://prod-ecom-header-page.dickssportinggoods.com:443,https,,text/html,GET,2.23.197.26,/,116323821,2a02:26f0:480:988::25db,HSTS,77,False,,,,,,
prod-search-sayt.dcsg.com,403,403,134,prod-search-sayt.dcsg.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2019-07-12T14:45:32Z,2021-07-11T14:45:32Z,"emailAddress=techpt-searchandbrowse@dcsg.com, CN=prod-search-sayt.dcsg.com, OU=eComm Shopping Path, O=Dick's Sporting Goods\, Inc., L=Coraopolis, ST=Pennsylvania, C=US, emailAddress=techpt-searchandbrowse@dcsg.com",prod-search-sayt.dcsg.com,"Dick's Sporting Goods, Inc.",prod-search-sayt.dcsg.com,"CN=Dicks Sporting Goods 2016 SHA2 Issuing CA1, OU=IT, O=Dick's Sporting Goods Inc., L=Coraopolis, ST=Pennsylvania, C=US",Dicks Sporting Goods 2016 SHA2 Issuing CA1,Dick's Sporting Goods Inc.,bff56ca2936524eceafc53f60bcde82a,10030e9a81ebfc33f4d43f9254739a22e275007defc1d1699a341f75aca8099d,,ctls,prod-search-sayt.dcsg.com,443,https://prod-search-sayt.dcsg.com:443,https,,text/html,GET,35.201.119.9,/,1723221432,35.201.119.9,HTTP/3,1,False,google,True,,,,True
prod.accdab.net,,403,102,prod.accdab.net,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-01T00:00:00Z,2024-03-01T23:59:59Z,CN=prod.accdab.net,prod.accdab.net,,prod.accdab.net,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,085c2b3d6021c3f08327ec9ab7aeb8f7,879508f04a62b84efe38edcd3a9b39c4f01c7da71b7a79b2930577fd3b4b7d8f,,ctls,prod.accdab.net,443,https://prod.accdab.net:443,https,,application/json,GET,13.32.99.90,/,371046094,13.32.99.77,Java,1,False,cloudfront,True,,,,
publiclands.com,Access Denied,403,267,www.publiclands.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-03-22T00:00:00Z,2024-04-21T23:59:59Z,"CN=*.publiclands.com, O=Dick's Sporting Goods\, Inc., ST=Pennsylvania, C=US",*.publiclands.com,"Dick's Sporting Goods, Inc.",publiclands.com,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,1aa3ea9885d263d2db1e833bbd0d9a06,ab289de3604dee6b6de4471d5cbe720f9c4765446a90455289d8f9eb74e900b5,True,ctls,www.publiclands.com,443,https://publiclands.com:443,https,AkamaiGHost,text/html,GET,67.88.8.36,/,101090488,67.88.8.36,PayPal,10,False,,,*.truefitcorp.com,,https://www.publiclands.com/,
publiclands500z.btttag.com,,200,,publiclands500z.btttag.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-03T00:00:00Z,2024-05-02T23:59:59Z,"CN=sni.cloudflaressl.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",sni.cloudflaressl.com,"Cloudflare, Inc.",btttag.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",6fc83d95b0b62b48ca4576dc4eb48e25,c659496e14f6e058c869fd84f2db5ce4bd7c12e3777dd300712493e0cdd366b6,True,ctls,publiclands500z.btttag.com,443,https://publiclands500z.btttag.com:443,https,cloudflare,text/html,GET,104.22.59.128,/,-1840324437,2606:4700:10::6816:3a80,HSTS,1,False,cloudflare,True,,,,
qognvtzku-x.global.ssl.fastly.net,,403,243,qognvtzku-x.global.ssl.fastly.net,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-05T22:59:56Z,2024-03-08T22:59:55Z,CN=*.freetls.fastly.net,*.freetls.fastly.net,,*.global.ssl.fastly.net,"CN=GlobalSign Atlas R3 DV TLS CA 2023 Q1, O=GlobalSign nv-sa, C=BE",GlobalSign Atlas R3 DV TLS CA 2023 Q1,GlobalSign nv-sa,993a84a8fb4f1873e709375523d7452c,8f2f0af6bc753255be44ba6f259eaabc168cae6f8c07398b5678be4936874155,True,ctls,qognvtzku-x.global.ssl.fastly.net,443,https://qognvtzku-x.global.ssl.fastly.net:443,https,,application/xml,GET,151.101.129.194,/,1915009548,151.101.1.194,Varnish,2,False,fastly,True,,,,
res-x.com,,200,180,res-x.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-01-03T00:00:00Z,2024-01-08T23:59:59Z,CN=*.res-x.com,*.res-x.com,,res-x.com,"CN=RapidSSL Global TLS RSA4096 SHA256 2022 CA1, O=DigiCert\, Inc., C=US",RapidSSL Global TLS RSA4096 SHA256 2022 CA1,"DigiCert, Inc.",338707efafd28ebdfbcf70a0414a689a,23b952ccd6924070cb89888ca874e720969863a8f867518db8176aff4a985578,True,ctls,res-x.com,443,https://res-x.com:443,https,,text/html,GET,69.43.132.198,/,1631801191,69.43.132.198,,5,False,,,,,,
resources.digital-cloud.medallia.com,,403,243,resources.digital-cloud.medallia.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-03T14:57:03Z,2023-08-01T14:57:02Z,CN=resources.digital-cloud.medallia.com,resources.digital-cloud.medallia.com,,resources.digital-cloud.medallia.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,dce420caedcf3a579531cd8e47aa1b26,abb9b5eed79cfa2a320a58550270662f848534bf8ae016b11621f123e737ca8f,,ctls,resources.digital-cloud.medallia.com,443,https://resources.digital-cloud.medallia.com:443,https,,application/xml,GET,146.75.117.230,/,-484034542,146.75.117.230,Varnish,2,False,fastly,True,,,,
rho.dickssportinggoods.com,Access Denied,403,275,rho.dickssportinggoods.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-03-22T00:00:00Z,2024-04-21T23:59:59Z,"CN=*.dickssportinggoods.com, O=Dick's Sporting Goods\, Inc., ST=Pennsylvania, C=US",*.dickssportinggoods.com,"Dick's Sporting Goods, Inc.",dickssportinggoods.com,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,101c4309d2a1bbf010ef406dae72d70d,25d891f0061dd11584379d49436b66a1402e04fb018d0cefdb1dcc596682ac92,True,ctls,rho.dickssportinggoods.com,443,https://rho.dickssportinggoods.com:443,https,AkamaiGHost,text/html,GET,104.111.217.32,/,289742385,2a02:26f0:1700:391::25db,Akamai Bot Manager,10,False,,,,,,
s.pinimg.com,,403,243,s.pinimg.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-08-01T00:00:00Z,2023-08-08T23:59:59Z,"CN=*.pinterest.com, O=Pinterest\, Inc., L=San Francisco, ST=California, C=US",*.pinterest.com,"Pinterest, Inc.",*.testing.pinterest.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,f7412efe8b13832f29f985a0e494be4f,6544c876b14faae477aa96d62e8ab53bd7170396b29588aedd208c200462244f,True,ctls,s.pinimg.com,443,https://s.pinimg.com:443,https,,application/xml,GET,23.206.208.183,/,1321306539,2a02:26f0:3500:889::1931,,2,False,,,,True,,
sc-static.net,,403,243,sc-static.net,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-01-20T00:00:00Z,2024-02-18T23:59:59Z,CN=sc-static.net,sc-static.net,,sc-static.net,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,37b604aab0bce33483971d08406d4339,ef079bdb44c6870b7002da82829f13e455f858864939be3abb7d94a0fe5dd263,,ctls,sc-static.net,443,https://sc-static.net:443,https,AmazonS3,application/xml,GET,143.204.207.250,/,-1401919821,143.204.207.250,Amazon Web Services,2,False,cloudfront,True,,,,
securemail.dcsg.com,,403,10,securemail.dcsg.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-04-29T00:00:00Z,2023-05-30T23:59:59Z,"CN=securemail.dcsg.com, OU=IT Security, O=Dick's Sporting Goods\, Inc., ST=Pennsylvania, C=US",securemail.dcsg.com,"Dick's Sporting Goods, Inc.",securemail.dcsg.com,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,2e823384b01064c94dc93a81fe643290,d66ec342353cccf10ae51e01799fecbddc926f54f5eb62a3c0fcf37f93932ed6,,ctls,securemail.dcsg.com,443,https://securemail.dcsg.com:443,https,,text/html,GET,148.163.157.194,/,942678640,148.163.157.194,HSTS,1,False,,,,,,
smetrics.dickssportinggoods.com,,200,,smetrics.dickssportinggoods.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-28T00:00:00Z,2024-04-27T23:59:59Z,"CN=smetrics.dickssportinggoods.com, O=Adobe Systems Incorporated, L=San Jose, ST=California, C=US",smetrics.dickssportinggoods.com,Adobe Systems Incorporated,smetrics.dickssportinggoods.com,"CN=DigiCert Global G2 TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert Global G2 TLS RSA SHA256 2020 CA1,DigiCert Inc,642fa28d7dc25ca0a5cc7b3f3e551879,2a0c7a4a6856df6c02e16cab44d56c3ebc3301fe7f8c881d5cdde0cdd8f05e5e,,ctls,smetrics.dickssportinggoods.com,443,https://smetrics.dickssportinggoods.com:443,https,jag,,GET,63.140.62.135,/,1936786007,63.140.62.164,HSTS,1,False,,,,,,
so.rlcdn.com,,404,19,so.rlcdn.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-02T00:00:00Z,2024-03-03T23:59:59Z,CN=*.rlcdn.com,*.rlcdn.com,,rlcdn.com,"CN=Sectigo RSA Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,3fc8fa523a85a5bb10ff986aa04b9bd5,8c8ca7a08ef7d057ed7958bd3015c8d4ee06c3b7f1e3ecfb9b70ab0ed214d00f,True,ctls,so.rlcdn.com,443,https://so.rlcdn.com:443,https,,text/plain,GET,35.190.60.146,/,-1654464406,35.190.60.146,HTTP/3,2,False,google,True,,,,
sslwidget.criteo.com,,200,,sslwidget.criteo.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-12T00:00:00Z,2023-08-10T23:59:59Z,"CN=*.criteo.com, O=Criteo Technology SAS, L=Paris, ST=Île-de-France, C=FR",*.criteo.com,Criteo Technology SAS,criteo.com,"CN=DigiCert Global G2 TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert Global G2 TLS RSA SHA256 2020 CA1,DigiCert Inc,53cb21f98e3d73510cff4cca2220678e,6d54b5ce90fcb0c8e36d0d446bc2b258b2831749e13585ae6c8fdf89b087291e,True,ctls,sslwidget.criteo.com,443,https://sslwidget.criteo.com:443,https,Kestrel,,GET,178.250.1.9,/,1635147929,178.250.1.9,Microsoft ASP.NET,1,False,,,,,,
static.ads-twitter.com,,403,243,static.ads-twitter.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-07-22T00:00:00Z,2023-08-22T23:59:59Z,"CN=ads-twitter.com, O=Twitter\, Inc., L=San Francisco, ST=California, C=US",ads-twitter.com,"Twitter, Inc.",static.ads-twitter.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,d0d5d940ca06e81785a2094394c4ce5a,d1f365935d2a75aee8d86b4eb4341b07fb0f48fb1b2c1be4bc7af3381aa5ca6c,,ctls,static.ads-twitter.com,443,https://static.ads-twitter.com:443,https,,application/xml,GET,146.75.116.157,/,1047125346,146.75.116.157,,2,False,fastly,True,,,,
static.criteo.net,,404,43,static.criteo.net,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-24T00:00:00Z,2023-06-18T23:59:59Z,"CN=*.criteo.net, O=Criteo SA, L=Paris, ST=Île-de-France, C=FR",*.criteo.net,Criteo SA,criteo.net,"CN=DigiCert Global G2 TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert Global G2 TLS RSA SHA256 2020 CA1,DigiCert Inc,287084157b7dc9c4da4de031f6ab81d7,6ed4fd68471d92a9500d2e7caee29148fbec1162716e4c0292cce3086566a8ec,True,ctls,static.criteo.net,443,https://static.criteo.net:443,https,nginx,image/gif,GET,178.250.7.2,/,1635147929,2a02:2638:d::2,Nginx,1,False,,,,,,
stores.fieldandstreamshop.com,Field & Stream Stores | Locations,200,64382,stores.fieldandstreamshop.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-01-11T00:00:00Z,2024-02-11T23:59:59Z,"CN=stores.dickssportinggoods.com, O=Dick's Sporting Goods\, Inc., ST=Pennsylvania, C=US",stores.dickssportinggoods.com,"Dick's Sporting Goods, Inc.",stores.golfgalaxy.com,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,6922cd88838fc99f750f420350e7eb17,a7a9d046b75c0a57459743769c6dbe00c2a1a8bb4322b0c86f35ee3036c73b15,,ctls,stores.fieldandstreamshop.com,443,https://stores.fieldandstreamshop.com:443,https,cloudflare,text/html,GET,104.18.39.124,/,-1840324437,2606:4700:4400::ac40:9484,Google Tag Manager,795,False,cloudflare,True,,,,
stores.publiclands.com,"Public Lands Locations | Hours, Locations & Stores",200,10796,stores.publiclands.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-08-15T00:00:00Z,2023-09-15T23:59:59Z,"CN=stores.publiclands.com, O=Dick's Sporting Goods\, Inc., ST=Pennsylvania, C=US",stores.publiclands.com,"Dick's Sporting Goods, Inc.",storelocator.publiclands.com,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,381b295936115eab4309aa9075e60924,654bf4c9f9d049ece075e75a3a0a12b8ec97a81b85a55c9c45420c154e57ef15,,ctls,stores.publiclands.com,443,https://stores.publiclands.com:443,https,,text/html,GET,35.192.67.27,/,-1840324437,35.192.67.27,Google Tag Manager,322,False,google,True,,,,
sub-97-141-197.vrst.com,,200,94,,,,,,,,,,,,,,,,,,,,80,http://sub-97-141-197.vrst.com:80,http,,,GET,165.160.15.20,/,820150424,165.160.13.20,,2,False,,,,,,
system-vippreferences.vrst.com,,200,94,,,,,,,,,,,,,,,,,,,,80,http://system-vippreferences.vrst.com:80,http,,,GET,165.160.13.20,/,820150424,165.160.15.20,,2,False,,,,,,
t.co,t.co / Twitter,200,3367,t.co,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-11-14T00:00:00Z,2023-11-14T23:59:59Z,"CN=t.co, O=Twitter\, Inc., L=San Francisco, ST=California, C=US",t.co,"Twitter, Inc.",www.t.co,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,91ecdcf673afaa5e0ccace9d7ea8e63e,8c871edfd9c6b13bbf9f1a8b14efcb5b43a01382a45e8632f98e6adf93f465f9,,ctls,t.co,443,https://t.co:443,https,tsa_f,text/html,GET,104.244.42.133,/,-1831547740,104.244.42.5,HSTS,50,False,,,,,,
tags.tiqcdn.com,Tealium CDN,200,5842,tags.tiqcdn.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-18T00:00:00Z,2024-05-17T23:59:59Z,CN=tags.tiqcdn.com,tags.tiqcdn.com,,tags.tiqcdn.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,1f329ed990f312cc3ee32b42413727dd,ce8209c70903950f2d07be57f1c89e22fa6124e9b3c977cb67dadf3907dcae9c,,ctls,tags.tiqcdn.com,443,https://tags.tiqcdn.com:443,https,AmazonS3,text/html,GET,52.222.236.40,/,-433589718,2600:9000:223e:3800:7:2bfb:7c00:93a1,Amazon Web Services,205,False,cloudfront,True,,,,
tagtracking.vibescm.com,,500,36,tagtracking.vibescm.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-01-28T07:29:38Z,2024-02-29T07:29:38Z,CN=*.vibescm.com,*.vibescm.com,,vibescm.com,"CN=Go Daddy Secure Certificate Authority - G2, OU=http://certs.godaddy.com/repository/, O=GoDaddy.com\, Inc., L=Scottsdale, ST=Arizona, C=US",Go Daddy Secure Certificate Authority - G2,"GoDaddy.com, Inc.",c1c9d23216a7339e17bc277f996f28b1,b3599663c8f9b0f3142027619cfaca03556ab15f3699e0badf053458601ea33c,True,ctls,tagtracking.vibescm.com,443,https://tagtracking.vibescm.com:443,https,,application/json,GET,52.222.214.6,/,768769774,52.222.214.127,Amazon Web Services,1,False,cloudfront,True,,,,
