new,host,a,cname,soa,status_code,cdn,cdn-name,aaaa,mx,txt,ns,has_internal_ips,internal_ips
[x],magma.intel.com,192.55.52.62,,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
[x],mga105lab.intel.com,192.55.52.49,,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
[x],mga23.intel.com,134.134.136.44,,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
[x],modernstandbypartnerportal.eglb.intel.com,198.175.98.73,,"egeglb01.eglb.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
[x],mrsproxybg12.intel.com,192.198.160.19,,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
[x],mrsproxyfm13.intel.com,192.198.165.37,,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
[x],mrsproxyfm17.intel.com,192.198.160.166,,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
[x],mrsproxyha11.intel.com,192.198.160.164,,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
[x],mrsproxyha13.intel.com,192.198.165.34,,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
[x],mrsproxyha16.intel.com,198.175.98.113,,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
[x],mrsproxyor11.intel.com,198.175.98.110,,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
[x],mrsproxyor12.intel.com,198.175.98.118,,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
[x],mrsproxyor13.intel.com,198.175.98.119,,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
[x],mrsproxyor14.intel.com,198.175.98.120,,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
[x],mrsproxyor15.intel.com,198.175.98.121,,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
[x],mrsproxyor16.intel.com,198.175.98.122,,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
[x],mrsproxysh12.intel.com,,,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
[x],mrsproxysh16.intel.com,198.175.98.109,,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
[x],myaccess-bg-a.intel.com,192.55.79.151,,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
[x],myaccess-bg-b.intel.com,192.55.79.152,,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
[x],myctx-ir.cps.intel.com,134.191.246.12,,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
[x],nsg-jira.intel.com,198.175.99.77,,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
[x],ntp.intel.com,143.182.14.8,ijdm4.ch.intel.com,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
[x],ocsp.sbx2-trustedservices.eglb.intel.com,208.39.112.143,,"egeglb01.eglb.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
[x],reldev22172.intel.com,192.198.172.58,,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
[x],sbx2-trustedservices.eglb.intel.com,,,"egeglb01.eglb.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
[x],scsamc01.intel.com,134.191.220.98,,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
[x],scsamc02.intel.com,134.191.220.99,,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
[x],scsan02.intel.com,192.55.62.7,,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
[x],scsbga03.intel.com,198.175.68.71,,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
[x],scsfm06.intel.com,192.55.54.7,,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
[x],scsfm07.intel.com,192.55.54.8,,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
[x],scsfm12.intel.com,192.55.54.11,,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
[x],scsfm19.intel.com,192.55.54.22,,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
[x],scsfm23.intel.com,192.55.54.143,,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
[x],scsfmint01-a.intel.com,192.55.54.78,,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
[x],scsigk02.intel.com,134.191.196.6,,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
[x],scsisw-2.intel.com,192.55.37.75,,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
[x],scsjf02.intel.com,134.134.137.28,,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
[x],scsjf16.intel.com,,,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
[x],scspn02.intel.com,192.198.147.39,,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
[x],scspn15.intel.com,192.198.147.47,,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
[x],scspn16.intel.com,192.198.147.48,,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
[x],scspn17.intel.com,192.198.147.49,,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
[x],scssrr12.intel.com,192.55.79.46,,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
[x],sdp.intel.com,146.152.205.100,,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
[x],test2.jf.intel.com,134.134.248.42,,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
[x],vpnpilot.eglb.intel.com,192.55.54.25,vpn.eglb.intel.com,"egeglb01.eglb.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
[x],workflow-ext2.intel.com,192.198.165.126,,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,0gz4behs.intel.com,199.245.52.97,,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,215-relay-p1.intel.com,198.175.73.231,,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,4dvhrkci.intel.com,199.245.52.98,,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,acrolinx-tst.intel.com,192.198.167.227,tst1alinx.cps.intel.com,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,activityreimbursement.intel.com,192.198.165.244,prd1mdfw.cps.intel.com,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,admin.retailedge.intel.com,168.61.70.16,,"ns1.intel.com, hostmaster.intel.com",NOERROR,True,azure,,,,,,
,admin.softwareoffer.intel.com,104.42.128.171,"inteldhubs.azurewebsites.net, waws-prod-bay-091.vip.azurewebsites.windows.net, waws-prod-bay-091.westus.cloudapp.azure.com","ns1-02.azure-dns.com, msnhst.microsoft.com",NOERROR,True,azure,,,,,,
,admin.unitecloud.intel.com,"3.228.52.140, 3.223.224.177, 52.201.103.219, 34.205.98.152, 50.16.123.215, 52.6.84.31",unite-admin.uniteprd.adsdcsp.com,"ns-1053.awsdns-03.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
,adrms.intel.com,,adrms.eglb.intel.com,,NOERROR,,,,,,,,
,adrmspp.cps.intel.com,192.198.166.170,,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,adrmspp.intel.com,192.198.166.170,fmsadrmspp.cps.intel.com,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,advisors.intel.com,192.198.165.191,"rebounder.intel.com, rebounder.eglb.intel.com","egeglb01.eglb.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,aemdb-sitemap-ciqa.eglb.intel.com,198.175.98.169,,"egeglb01.eglb.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,aemdb-sitemap-prd.eglb.intel.com,192.198.165.195,,"egeglb01.eglb.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,aempod2authors.intel.com,192.198.160.12,,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,aemservice.intel.com,192.198.160.51,,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,agencytraining.intel.com,23.201.251.4,"intel11.edgekey.net, e7842.dsca.akamaiedge.net","n0dsca.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,"2a02:26f0:3100:390::1ea2, 2a02:26f0:3100:3a6::1ea2",,,,,
,ags.intel.com,192.198.160.177,,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,ai.intel.com,23.56.201.214,"intel11.edgekey.net, e7842.dsca.akamaiedge.net","n0dsca.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,
,aidc.intel.com,198.175.96.183,"rebounder.intel.com, rebounder.eglb.intel.com","egeglb01.eglb.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,aidevcloudpreproddev.intel.com,,,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,aimsuite.cps.intel.com,192.198.165.52,prd1aim2w.cps.intel.com,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,aimsuite.intel.com,,,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,aisdpcloud.intel.com,146.152.205.12,,,NOERROR,,,,,,,,
,akastg-cache-dev.api.intel.com,23.60.250.224,"intel19233.edgekey-staging.net, e19233.dsca.akamaiedge-staging.net","n0dsca.akamaiedge-staging.net, hostmaster.akamai.com",NOERROR,,,"2a02:26f0:e0:783::4b21, 2a02:26f0:e0:781::4b21",,,,,
,akastg-cache-int.api.intel.com,23.60.250.224,"intel19233.edgekey-staging.net, e19233.dsca.akamaiedge-staging.net","n0dsca.akamaiedge-staging.net, hostmaster.akamai.com",NOERROR,,,"2a02:26f0:e0:783::4b21, 2a02:26f0:e0:781::4b21",,,,,
,akastg-cache-int2.api.intel.com,23.60.250.224,"intel19233.edgekey-staging.net, e19233.dsca.akamaiedge-staging.net","n0dsca.akamaiedge-staging.net, hostmaster.akamai.com",NOERROR,,,"2a02:26f0:e0:783::4b21, 2a02:26f0:e0:781::4b21",,,,,
,akastg-cache-preprod.api.intel.com,23.60.250.224,"intel19233.edgekey-staging.net, e19233.dsca.akamaiedge-staging.net","n0dsca.akamaiedge-staging.net, hostmaster.akamai.com",NOERROR,,,"2a02:26f0:e0:783::4b21, 2a02:26f0:e0:781::4b21",,,,,
,amax2-dr-releaseorder.intel.com,,,,NOERROR,,,,,,,,
,amctpsbc.intel.com,134.191.220.5,,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,amr-admin.vsa.intel.com,52.36.6.29,,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,anl.devcloud.intel.com,12.229.61.118,,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,api-int.perfprofiler-earlyaccess.intel.com,"52.85.132.126, 52.85.132.91, 52.85.132.61, 52.85.132.90",api-int.profiler.infra-host.com,"ns-951.awsdns-54.net, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,,,,
,api-portal.intel.com,35.227.173.176,"intel-portal.apigee.net, intel-portal.dn.apigee.net, agwe1rt001-1-routers.dn.apigee.net","ns-1671.awsdns-16.co.uk, awsdns-hostmaster.amazon.com",NOERROR,True,google,,,,,,
,api-portal.intelondemand-prx.intel.com,"108.156.60.129, 108.156.60.98, 108.156.60.73, 108.156.60.39",api-portal.intelondemand-prx.skunp.adsdcsp.com,"ns-1139.awsdns-14.org, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,,,,
,api-portal.intelondemand-test.intel.com,"65.9.66.121, 65.9.66.62, 65.9.66.47, 65.9.66.2",api-portal.intelondemand-test.skuprd.adsdcsp.com,"ns-254.awsdns-31.com, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,,,,
,api-portal.intelondemand.intel.com,"99.86.91.74, 99.86.91.55, 99.86.91.77, 99.86.91.45",api-portal.intelondemand.skuprd.adsdcsp.com,"ns-254.awsdns-31.com, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,,,,
,api-portal.sdsi.intel.com,"44.195.236.214, 50.17.65.137, 44.207.226.92",api-portal.sdsi.skuprd.adsdcsp.com,"ns-254.awsdns-31.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
,api-software.intel.com,,api-software.wdg.infra-host.com,"ns-1277.awsdns-31.org, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,,,,
,api.devcloud.intel.com,12.229.61.118,,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,api.intel.com,23.201.251.4,"prd.api.adsdcsp.com, intel11.edgekey.net, e7842.dsca.akamaiedge.net","n0dsca.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,"2a02:26f0:480:586::1ea2, 2a02:26f0:480:58b::1ea2",,,,,
,api.intelondemand-prx.intel.com,"52.206.156.142, 54.197.126.244, 35.172.83.194",api.intelondemand-prx.skunp.adsdcsp.com,"ns-1139.awsdns-14.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
,api.intelondemand-test.intel.com,"52.44.103.141, 54.90.181.238, 34.226.252.39, 3.232.125.189, 52.206.238.144, 18.232.29.242",api.intelondemand-test.skuprd.adsdcsp.com,"ns-254.awsdns-31.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
,api.intelondemand.intel.com,"54.144.165.81, 35.174.75.17, 52.200.85.225",api.intelondemand.skuprd.adsdcsp.com,"ns-254.awsdns-31.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
,api.pioneer.one-edge.intel.com,"13.127.238.159, 65.1.49.103",,"ns-1780.awsdns-30.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
,api.portal.bridge.trustedservices.intel.com,20.253.3.65,"liv21-bridge.az.sgxprod.adsdcsp.com, liv21-green-bridge.az.sgxprod.adsdcsp.com","ns1-05.azure-dns.com, azuredns-hostmaster.microsoft.com",NOERROR,,,,,,,,
,api.portal.trustedservices.intel.com,40.87.90.88,"sgxintel.portal.azure-api.net, apimgmthsvmzinmu3tvpglxj0erhgyee9rmyuhzecwzzlnyae0.cloudapp.net","ns1-201.azure-dns.com, msnhst.microsoft.com",NOERROR,True,azure,,,,,,
,api.telemetrydata.intel.com,52.10.237.187,,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,api.trustedservices.intel.com,40.87.90.88,"sgxintel.azure-api.net, apimgmttmwi78pmzmm0stfecre4mynxozrbv6dy06xfrig32wb.trafficmanager.net, sgxintel-eastus-01.regional.azure-api.net, apimgmthsvmzinmu3tvpglxj0erhgyee9rmyuhzecwzzlnyae0.cloudapp.net","ns1-201.azure-dns.com, msnhst.microsoft.com",NOERROR,True,azure,,,,,,
,api.unitecloud.intel.com,"54.164.61.8, 54.159.84.240",unite-prod-us-east-1.uniteprd.adsdcsp.com,"ns-1053.awsdns-03.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
,apihelp.intel.com,184.72.218.206,,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,apis-ext-fm.intel.com,192.198.160.160,,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,apis-ext-hf.intel.com,198.175.98.139,,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,apis-ext-ir.eglb.intel.com,134.191.246.33,,"egeglb01.eglb.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,apis-ext-kerb-hf.intel.com,198.175.96.156,,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,apis-ext-kerb.intel.com,192.198.164.65,,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,apis-ext-kerberos.eglb.intel.com,,,"egeglb01.eglb.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,apis-ext-pg.eglb.intel.com,192.198.144.51,,"egeglb01.eglb.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,apis-ext-pg.intel.com,192.198.144.51,,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,apis-ext.eglb.intel.com,192.198.160.160,,"egeglb01.eglb.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,apis-ext.intel.com,192.198.160.160,apis-ext.eglb.intel.com,"egeglb01.eglb.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,apis-prod.intel.com,,"intel-prod.apigee.net, intel-portal.dn.apigee.net, agwe1rt001-1-routers.dn.apigee.net","ns-1671.awsdns-16.co.uk, awsdns-hostmaster.amazon.com",NOERROR,True,google,,,,,,
,apis-sandbox.intel.com,35.227.173.176,"intel-sandbox.apigee.net, intel-portal.dn.apigee.net, agwe1rt001-1-routers.dn.apigee.net","ns-1671.awsdns-16.co.uk, awsdns-hostmaster.amazon.com",NOERROR,True,google,,,,,,
,apis-stage.intel.com,35.227.173.176,"intel-stage.apigee.net, intel-portal.dn.apigee.net, agwe1rt001-1-routers.dn.apigee.net","ns-1671.awsdns-16.co.uk, awsdns-hostmaster.amazon.com",NOERROR,True,google,,,,,,
,apis.intel.com,35.227.173.176,"intel-prod.apigee.net, intel-portal.dn.apigee.net, agwe1rt001-1-routers.dn.apigee.net","ns-1671.awsdns-16.co.uk, awsdns-hostmaster.amazon.com",NOERROR,True,google,,,,,,
,app-framework-software.intel.com,,"rebounder.intel.com, rebounder.eglb.intel.com","egeglb01.eglb.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,app.plan.intel.com,147.154.23.33,"s334284386.t.en25.com, p03h.t.en25.com","ns1.p201.dns.oraclecloud.net, hostmaster.t.en25.com",NOERROR,True,oracle,,,,,,
,appsec-dev01.intel.com,192.198.167.75,,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,appsec-dev02.intel.com,192.198.167.78,,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,appsec-int01.intel.com,192.198.167.239,,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,appsecdownload-new.intel.com,192.102.192.15,,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,appsecdownload.intel.com,,,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,appshowcase.intel.com,13.91.95.74,cloudrebounder.intel.com,"ns1.intel.com, hostmaster.intel.com",NOERROR,True,azure,,,,,,
,apt.repos.intel.com,95.100.74.226,"intel19235.edgekey.net, e19235.dsca.akamaiedge.net","n0dsca.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,"2a02:26f0:3500:88b::4b23, 2a02:26f0:3500:897::4b23",,,,,
,arabscience.intel.com,,,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,arc.intel.com,13.91.95.74,cloudrebounder.intel.com,"ns1.intel.com, hostmaster.intel.com",NOERROR,True,azure,,,,,,
,arcstore.intel.com,"151.101.193.124, 151.101.1.124, 151.101.65.124, 151.101.129.124",,"ns1.intel.com, hostmaster.intel.com",NOERROR,True,fastly,,,v=spf1 include:em6163.arcstore.intel.com -all,,,
,arcticket-beta.intel.com,13.91.95.74,cloudrebounder.intel.com,"ns1.intel.com, hostmaster.intel.com",NOERROR,True,azure,,,,,,
,arcticket.intel.com,13.91.95.74,cloudrebounder.intel.com,"ns1.intel.com, hostmaster.intel.com",NOERROR,True,azure,,,,,,
,argo.intel.com,143.183.152.11,ligea.sc.intel.com,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,ark-care.intel.com,2.23.141.119,"intel11.edgekey.net, e7842.dsca.akamaiedge.net","n0dsca.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,"2001:2030:21:184::1ea2, 2001:2030:21:190::1ea2",,,,,
,ark-stg.intel.com,23.42.205.82,"intel11.edgekey.net, e7842.dsca.akamaiedge.net","n0dsca.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,"2a02:26f0:c900:29b::1ea2, 2a02:26f0:c900:290::1ea2",,,,,
,ark.intel.com,23.201.251.4,"intel11.cn.edgekey.net, e7842.dsca.akamaiedge.net","n0dsca.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,"2a02:26f0:3100:3a6::1ea2, 2a02:26f0:3100:390::1ea2",,,,,
,ark01-prdnew.intel.com,,,,NOERROR,,,,,,,,
,arms.cps.intel.com,198.175.96.243,,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,asiareseller.intel.com,13.91.95.74,,"ns1.intel.com, hostmaster.intel.com",NOERROR,True,azure,,intel.com,v=spf1 include:_netblocks.eloqua.com -all,,,
,asmoconsumptionftp.intel.com,192.198.165.156,,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,assessmenttool-test.intel.com,"52.40.235.213, 54.69.25.254",,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,assessmenttool.intel.com,"52.37.142.0, 35.165.49.104",,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,assetmanager-ciqa.intel.com,54.219.67.134,intel-b70-ciqa-assets-1322055015.us-west-1.elb.amazonaws.com,"ns-699.awsdns-23.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
,assetmanager.intel.com,"54.193.116.97, 52.52.163.78",intel-b70-prod1-assets-653539173.us-west-1.elb.amazonaws.com,"ns-699.awsdns-23.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
,assetrecovery-prv.intel.com,192.198.166.82,,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,assetrecovery.intel.com,192.198.164.145,,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,assets.intel.com,"54.193.116.97, 52.52.163.78",intel-b70-prod1-assets-653539173.us-west-1.elb.amazonaws.com,"ns-699.awsdns-23.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
,atservice.intel.com,192.198.165.191,bouncer.cps.intel.com,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,authentication.unitecloud.intel.com,"34.205.169.150, 100.24.133.243, 54.80.249.141",authentication-ms.uniteprd.adsdcsp.com,"ns-1053.awsdns-03.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,"ns-1011.awsdns-62.net, ns-1053.awsdns-03.org, ns-1970.awsdns-54.co.uk, ns-459.awsdns-57.com",,
,autodiscover.corpint.intel.com,,,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,av.corpint.intel.com,192.198.160.78,,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,axon.intel.com,35.227.173.176,"intel-prod.apigee.net, intel-portal.dn.apigee.net, agwe1rt001-1-routers.dn.apigee.net","ns-1671.awsdns-16.co.uk, awsdns-hostmaster.amazon.com",NOERROR,True,google,,,,,,
,azproxy-dev.iglb.intel.com,54.144.128.85,,,NOERROR,,,,,,,,
,b2bservicespreview.intel.com,192.198.167.183,,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,b2btools.intel.com,192.198.165.191,,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,"reply.silverpop.mkt701.com, mail1274.silverpop.mkt689.com, mail1286.silverpop.mkt701.com, mail1486.silverpop.mkt1286.com, mail1489.silverpop.mkt1289.com, mail2734.silverpop.mkt3330.com",v=spf1 ip4:208.85.54.223 ip4:208.85.54.226 ip4:74.112.64.38 ip4:74.112.64.47 ip4:74.112.65.118 -all,,,
,b2btpa-con20.intel.com,192.198.167.191,b2btpacon20.cps.intel.com,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,b2btpa-prd20.intel.com,192.198.165.207,b2btpaprd20.cps.intel.com,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,b2btpa.intel.com,,b2btpa.cps.intel.com,,NOERROR,,,,,,,,
,b2btpa20.intel.com,192.198.165.145,,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
