new,host,a,cname,soa,status_code,aaaa,ns,cdn,cdn-name,mx,txt,caa
[x],dining.capitalone.com,"52.85.242.27, 52.85.242.36, 52.85.242.84, 52.85.242.93",c1dining.com,"ns-384.awsdns-48.com, awsdns-hostmaster.amazon.com",NOERROR,,"ns-384.awsdns-48.com, ns-795.awsdns-35.net, ns-1516.awsdns-61.org, ns-1632.awsdns-12.co.uk",True,cloudfront,,,
[x],directdebit-data.capitalone.co.uk,"52.84.93.128, 52.84.93.25, 52.84.93.39, 52.84.93.90",directdebit-data-prod.aws-uk.capitalonegslbex.com,"ns-657.awsdns-18.net, awsdns-hostmaster.amazon.com",NOERROR,,"ns-1419.awsdns-49.org, ns-1891.awsdns-44.co.uk, ns-400.awsdns-50.com, ns-657.awsdns-18.net",True,cloudfront,,,
[x],directdebit.capitalone.co.uk,"18.155.129.38, 18.155.129.71, 18.155.129.41, 18.155.129.10",directdebit-prod.aws-uk.capitalonegslbex.com,"ns-657.awsdns-18.net, awsdns-hostmaster.amazon.com",NOERROR,,"ns-1419.awsdns-49.org, ns-1891.awsdns-44.co.uk, ns-400.awsdns-50.com, ns-657.awsdns-18.net",True,cloudfront,,,
[x],dobulkmail01.capitalone360.com,54.144.128.85,,,NOERROR,,,,,,,
[x],dobulkmail06.capitalone360.com,54.144.128.85,,,NOERROR,,,,,,,
[x],docservice-beta.capitalone.com,,"docservice.aws-cof-prd-bluetarp.capitalonegslbex.com, btdocsrv-prod-east-traffic.aws-cof-card-core-pub-prd-waf-ue1.capitalonegslbex.com","ns-814.awsdns-37.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,
[x],docservice-tc.capitalone.com,"3.209.176.236, 34.227.184.221, 100.25.92.22","docservice.capitalone.com, docservice.aws-cof-prd-bluetarp.capitalonegslbex.com, btdocsrv-prod-east-traffic.aws-cof-card-core-pub-prd-waf-ue1.capitalonegslbex.com","ns-814.awsdns-37.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,
[x],docservice.bluetarp.com,45.60.64.13,a9z5drl.x.incapdns.net,"ns1.incapdns.net, hostmaster.incapsula.com, ns1.x.incapdns.net",NOERROR,,,True,incapsula,,,
[x],docservice.capitalone.com,"3.209.176.236, 34.227.184.221, 100.25.92.22","docservice.aws-cof-prd-bluetarp.capitalonegslbex.com, btdocsrv-prod-east-traffic.aws-cof-card-core-pub-prd-waf-ue1.capitalonegslbex.com","ns-814.awsdns-37.net, awsdns-hostmaster.amazon.com",NOERROR,,"ns-1473.awsdns-56.org, ns-1750.awsdns-26.co.uk, ns-18.awsdns-02.com, ns-814.awsdns-37.net",,,,,
[x],docupload.capitalone.com,"35.81.31.96, 35.83.160.158, 54.218.163.117","document-upload-cde.aws-card-fulfil-cat1.capitalonegslbex.com, docuplod-cde-west-traffic.aws-cof-card-core-pub-cde-waf-uw2.capitalonegslbex.com","ns-1505.awsdns-60.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,
[x],docusign-listener-tc.capitalone.com,,"api-an.capitalone.com, api-an-prod-rp.aws-coreservices-prod.capitalonegslbex.com, api-an-prod-west-rp.aws-coreservices-prod.capitalonegslbex.com, api-an-prod-west-rp-mig.aws-coreservices-prod.capitalonegslbex.com, apigw-dxgw-an-prod-active-w.aws-cof-eppt-core-pub-prd-waf-uw2.capitalonegslbex.com","ns-1930.awsdns-49.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,
[x],docview.corp.capitalonebank.com,,,,NOERROR,,,,,,,
[x],dqa.capitalone.com,,,,NOERROR,,,,,,,
[x],drive.capitalone.com,64.233.165.121,ghs.googlehosted.com,"ns1.google.com, dns-admin.google.com",NOERROR,2a00:1450:4010:c0f::79,,,,,,
[x],e.capitalone.com,,,"ns1.capitalone.com, hostmaster.capitalone.com",NOERROR,,,,,,v=spf1 ip4:206.132.1.103 ip4:206.132.3.124 ip4:206.132.3.145 ip4:216.33.63.62 ip4:216.33.63.63 ip4:216.33.63.64 ip4:209.67.13.136 ip4:216.35.62.67 ip4:216.33.63.65 ip4:209.67.13.199 ip4:204.63.44.201 include:spf-a-email.capitalone.com -all,
[x],e.wikibuy.com,,,"ivy.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,
[x],east-auth.paribus.co,,,,NOERROR,,,,,,,
[x],ecm-staging.capitalone.com,,"ecm-staging.capitalone.com.edgekey-staging.net, e8107.dscx.akamaiedge-staging.net","n0dscx.akamaiedge-staging.net, hostmaster.akamai.com",NOERROR,,,,,,,
[x],ecm.capitalone.com,23.37.60.108,"ecm.capitalone.com.edgekey.net, e8107.x.akamaiedge.net","n0x.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,
[x],edhpen1131.kdc.capitalone.com,,,,NOERROR,,,,,,,
[x],eit.bluetarp.com,,,"ns-1272.awsdns-31.org, awsdns-hostmaster.amazon.com",NOERROR,,"ns-1272.awsdns-31.org, ns-1702.awsdns-20.co.uk, ns-297.awsdns-37.com, ns-688.awsdns-22.net",,,,,
[x],email.capitalone.com,,,"ns1.capitalone.com, hostmaster.capitalone.com",NOERROR,,,,,,,
[x],email.capitalone360.com,,,"ns1.capitalone.com, hostmaster.capitalone.com",NOERROR,,,,,arm.bigfootinteractive.com,v=spf1 ip4:206.132.1.99 ip4:216.33.63.65 -all,
[x],email.capitalonebank.com,,,"ns1.capitalone.com, hostmaster.capitalone.com",NOERROR,,,,,click-inb02.c2m01o.net,v=spf1 mx include:capitalonebank.01o.com -all,
[x],email.wikibuy.com,,,"ivy.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,
[x],ems.capitalone.com,"108.157.4.36, 108.157.4.49, 108.157.4.56, 108.157.4.30","cicprod-r53.aws-stsd.capitalonegslbex.com, prod-cicui-redirect-cloudfront.aws-stsd.capitalonegslbex.com","ns-2001.awsdns-58.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,True,cloudfront,,,
[x],enrollauthorizedsigners.capitalone.com,"13.225.34.75, 13.225.34.8, 13.225.34.80, 13.225.34.76","seabass.aws-cardsbb.capitalonegslbex.com, seabass-ui.aws-cardsbb.capitalonegslbex.com, d1h8thdv7bpywz.cloudfront.net","ns-1303.awsdns-34.org, awsdns-hostmaster.amazon.com",NOERROR,"2600:9000:2362:b800:d:7e05:c0:93a1, 2600:9000:2362:7200:d:7e05:c0:93a1, 2600:9000:2362:9600:d:7e05:c0:93a1, 2600:9000:2362:4200:d:7e05:c0:93a1, 2600:9000:2362:9000:d:7e05:c0:93a1, 2600:9000:2362:3200:d:7e05:c0:93a1, 2600:9000:2362:2e00:d:7e05:c0:93a1, 2600:9000:2362:8c00:d:7e05:c0:93a1","ns-276.awsdns-34.com, ns-2040.awsdns-63.co.uk, ns-1303.awsdns-34.org, ns-1014.awsdns-62.net",True,cloudfront,,,
[x],enterprise.bluetarp.com,104.154.94.123,2wt7j9r.impervadns.net,"ns1.impervadns.net, hostmaster.incapsula.com",NOERROR,,,True,google,,,
[x],enterpriseenrollment.capitalone.com,20.91.147.72,"enterpriseenrollment-s.manage.microsoft.com, manage-pe.trafficmanager.net, pexsucpeu03.swedencentral.cloudapp.azure.com, pexsucpeu02.westeurope.cloudapp.azure.com","ns1-201.azure-dns.com, msnhst.microsoft.com, ns1-07.azure-dns.com, azuredns-hostmaster.microsoft.com",NOERROR,,,,,,,
[x],entertainment-bff.capitalone.com,"2.17.100.128, 2.17.100.138","capitalone-bff.vividseats.com, entertainment-bff.capitalone.com.edgekey.net, e73081.b.akamaiedge.net","n0b.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,
[x],estatecares.capitalone.com,,,"ns1.capitalone.com, hostmaster.capitalone.com",NOERROR,,,,,"estatecares-capitalone-com.relay1i.spamh.com, estatecares-capitalone-com.relay1h.spamh.com, estatecares-capitalone-com.relay1g.spamh.com","v=spf1 include:_spf.google.com include:spf.zixsmbhosted.com include:estatecares-capitalone-com.spf.smtp25.com -all, MS=ms50632868",
[x],estates.capitalone.com,66.77.190.233,,"ns1.capitalone.com, hostmaster.capitalone.com",NOERROR,,,,,,,
[x],expressdeposit-qa.capitalonebank.com,"99.86.4.49, 99.86.4.92, 99.86.4.34, 99.86.4.79",ed-client-cloudfront.aws-cb-dqa.capitalonegslbex.com,"ns-624.awsdns-14.net, awsdns-hostmaster.amazon.com",NOERROR,,,True,cloudfront,,,
[x],expressdeposit.capitalonebank.com,"18.66.97.9, 18.66.97.88, 18.66.97.81, 18.66.97.112",ed-client-cloudfront.aws-cb.capitalonegslbex.com,"ns-295.awsdns-36.com, awsdns-hostmaster.amazon.com",NOERROR,,,True,cloudfront,,,
[x],externalidentityedge-qa2.capitalone.com,,,,NOERROR,,,,,,,
[x],facebook.capitalone.ca,54.144.128.85,,,NOERROR,,,,,,,
[x],fax.capitalone.com,,,"ns1.capitalone.com, hostmaster.capitalone.com",NOERROR,,,,,"mail.fax2mail.com, sxf2mmailins.fax2mail.com",v=spf1 ip4:137.236.4.0/24 ip4:66.54.164.0/24 ~all,
[x],feedback.wikibuy.com,"104.16.190.71, 104.16.189.71",,"ivy.ns.cloudflare.com, dns.cloudflare.com",NOERROR,"2606:4700::6810:be47, 2606:4700::6810:bd47",,True,cloudflare,,,
[x],filetransfer.capitalonebank.com,,capitalone.olbanking.com,"ns10.dnsmadeeasy.com, dns.dnsmadeeasy.com",NOERROR,,,,,,,
[x],financecardapply.clouddqtext.capitalone.com,,,,NOERROR,,,,,,,
[x],findyourcard-www2.capitalone.ca,54.144.128.85,,,NOERROR,2602:fcbc:0:3::11,,,,,,
[x],findyourcard.capitalone.ca,"18.66.97.84, 18.66.97.112, 18.66.97.74, 18.66.97.38",quickcheck-ui-prod.aws-cof-canada-card-prod.capitalonegslbex.com,"ns-1272.awsdns-31.org, awsdns-hostmaster.amazon.com",NOERROR,,,True,cloudfront,,,
[x],fr-qa.capitalone.ca,23.212.204.7,"www-qa.capitalone.ca.edgekey.net, e5435.x.akamaiedge.net","n0x.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,
[x],frbeta.capitalone.ca,"23.50.54.35, 23.50.54.34","www.capitalone.ca.edgekey-staging.net, e118285.x.akamaiedge-staging.net","n0x.akamaiedge-staging.net, hostmaster.akamai.com",NOERROR,,,,,,,
[x],frfunc3eos.capitalone.com,,,,NOERROR,,,,,,,
[x],frwww-staging.capitalone.ca,23.212.204.7,"www-qa.capitalone.ca.edgekey.net, e5435.x.akamaiedge.net","n0x.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,
[x],frwwwbeta.capitalone.ca,"23.50.57.43, 23.50.57.56","www.capitalone.ca.edgekey-staging.net, e118285.x.akamaiedge-staging.net","n0x.akamaiedge-staging.net, hostmaster.akamai.com",NOERROR,,,,,,,
[x],fssso-qa02.capitalone.com,,,,NOERROR,,,,,,,
[x],fsviz-rp-east.kdc.capitalone.com,,,,NOERROR,,,,,,,
[x],furniturerow-pong.kdc.capitalone.com,,,,NOERROR,,,,,,,
[x],furniturerow.capitalone.com,"18.154.63.15, 18.154.63.97, 18.154.63.94, 18.154.63.27",vanity-url-redirects.aws-card.capitalonegslbex.com,"ns-336.awsdns-42.com, awsdns-hostmaster.amazon.com",NOERROR,,,True,cloudfront,,,
[x],glassbox.capitalone.com,,,,NOERROR,,,,,,,
[x],go.bluetarp.com,"68.232.203.80, 66.231.91.222, 66.231.94.222, 68.232.203.115, 136.147.129.78",pages.virt.s6.exacttarget.com,"ns1.exacttarget.com, hostmaster.exacttarget.com",NOERROR,,"ns1.exacttarget.com, ns2.exacttarget.com, ns3.exacttarget.com, ns4.exacttarget.com",,,,,
[x],gonzo.capitalone.co.uk,217.169.167.18,,"ns1.capitalone.com, hostmaster.capitalone.com",NOERROR,,,,,,,
[x],googly.capitalone.co.uk,217.169.167.21,,"ns1.capitalone.com, hostmaster.capitalone.com",NOERROR,,,,,,,
[x],goto.capitalone.com,"52.5.167.241, 3.81.237.216, 52.1.163.52, 54.224.57.185",goto-capitalone-com.ct.impactradius.com,"ns-1795.awsdns-32.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,
[x],gptolgw.capitalone.com,204.63.49.131,,"ns1.capitalone.com, hostmaster.capitalone.com",NOERROR,,,,,,,
[x],groups.capitalone.com,172.217.168.51,ghs.googlehosted.com,"ns1.google.com, dns-admin.google.com",NOERROR,2a00:1450:400a:802::2013,,,,,,
[x],growthventures.capitalone.com,"108.139.1.26, 108.139.1.92, 108.139.1.35, 108.139.1.113",growthventuresprodr53.aws-cof-innovation-pilot.capitalonegslbex.com,"ns-1512.awsdns-61.org, awsdns-hostmaster.amazon.com",NOERROR,,,True,cloudfront,,,
[x],gspf.capitalone.com,,,"ns1.capitalone.com, hostmaster.capitalone.com",NOERROR,,,,,,"v=spf1 ip4:64.233.160.0/19 ip4:66.102.0.0/20 ip4:66.249.80.0/20 ip4:72.14.192.0/18 ip4:74.125.0.0/16 ip4:108.177.8.0/21 ip4:173.194.0.0/16 ip4:209.85.128.0/17 ip4:216.58.192.0/19 ip4:216.239.32.0/19 ip4:172.217.0.0/19 ip4:172.217.32.0/20,  ip4:172.217.128.0/19 ip4:172.217.160.0/20 ip4:172.217.192.0/19 ip4:108.177.96.0/19 ip4:35.191.0.0/16 ip4:130.211.0.0/22 ~all",
[x],gspf2.capitalone.com,,,"ns1.capitalone.com, hostmaster.capitalone.com",NOERROR,,,,,,"v=spf1 ip4:172.253.56.0/21 ip4:172.253.112.0/20 ip6:2001:4860:4000::/36 ip6:2404:6800:4000::/36 ip6:2607:f8b0:4000::/36 ip6:2800:3f0:4000::/36 ip6:2a00:1450:4000::/36 ip6:2a00:1450:4000::/36 ip6:2c0f:fb50:4000::/36,  ip4:205.144.64.178 ip4:204.44.23.13 ip4:204.44.24.47 ~all",
[x],guests.capitalone.co.uk,217.169.160.90,,"ns1.capitalone.com, hostmaster.capitalone.com",NOERROR,,,,,,,
[x],hackathon.capitalone.co.uk,"13.32.99.122, 13.32.99.101, 13.32.99.23, 13.32.99.22",hackathon-prod.aws-uk.capitalonegslbex.com,"ns-657.awsdns-18.net, awsdns-hostmaster.amazon.com",NOERROR,,"ns-1419.awsdns-49.org, ns-1891.awsdns-44.co.uk, ns-400.awsdns-50.com, ns-657.awsdns-18.net",True,cloudfront,,,
[x],help.capitaloneshopping.com,"104.18.28.173, 104.18.29.173",,"ivy.ns.cloudflare.com, dns.cloudflare.com",NOERROR,"2606:4700::6812:1dad, 2606:4700::6812:1cad",,True,cloudflare,,,
[x],help.wikibuy.com,"104.16.53.111, 104.16.51.111",wikibuy.zendesk.com,"ns-1213.awsdns-23.org, awsdns-hostmaster.amazon.com",NOERROR,,,True,cloudflare,mail-pod-13.int.zendesk.com,"pod=13, v=spf1 include:mail.zendesk.com ~all",
[x],hiveqa.kdc.capitalone.com,,,,NOERROR,,,,,,,
[x],home.capitalone360.com,"2.21.79.35, 23.11.206.8","home.capitalone360.com.edgekey.net, e81203.x.akamaiedge.net","n0x.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,
[x],homeloans.capitalone.com,,,"ns1.capitalone.com, hostmaster.capitalone.com",NOERROR,,,,,,,
[x],hotels.wikibuy.com,"104.16.189.71, 104.16.190.71",,"ivy.ns.cloudflare.com, dns.cloudflare.com",NOERROR,"2606:4700::6810:bd47, 2606:4700::6810:be47",,True,cloudflare,,,
[x],hub.bluetarp.com,45.60.64.13,gyhho2m.impervadns.net,"ns1.impervadns.net, hostmaster.incapsula.com",NOERROR,,,True,incapsula,,,
[x],hudsonsbay.capitalone.com,"18.65.39.101, 18.65.39.41, 18.65.39.25, 18.65.39.12",vanity-url-redirects.aws-card.capitalonegslbex.com,"ns-336.awsdns-42.com, awsdns-hostmaster.amazon.com",NOERROR,,,True,cloudfront,,,
[x],i-qa.capitalone.com,"54.160.73.251, 52.2.74.198, 52.6.42.17","dms2-qa-messaging.aws-stsd-dqa.capitalonegslbex.com, dms-bwaf-qa-east-traffic.aws-cof-eppt-core-pub-qa-waf-ue1.capitalonegslbex.com","ns-1941.awsdns-50.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,
[x],i.capitalone.com,"52.25.155.246, 52.40.100.57","dms2-prod-waf.aws-stsd.capitalonegslbex.com, dms-bwaf-prod-west-traffic.aws-cof-eppt-core-pub-prd-waf-uw2.capitalonegslbex.com","ns-1930.awsdns-49.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,
[x],idcheck.capitalone.co.uk,"34.243.84.147, 52.16.187.209",live-public-1370195959.eu-west-1.elb.amazonaws.com,"ns-1053.awsdns-03.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,
[x],identitydemotest.capitalone.com,,idproofdemo-it.aws-stsd-dqa.capitalonegslbex.com,"ns-100.awsdns-12.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,
[x],identityedge-qa.capitalone.com,"99.86.4.110, 99.86.4.124, 99.86.4.102, 99.86.4.66","intidentity-qa.aws-stsd-dqa.capitalonegslbex.com, dqc0iwyr4vgrt.cloudfront.net","ns-418.awsdns-52.com, hostmaster.cloudfront.net",NOERROR,,,True,cloudfront,,,
[x],identityedge.capitalone.com,"65.9.55.30, 65.9.55.10, 65.9.55.72, 65.9.55.120","identityedge.aws-stsd.capitalonegslbex.com, dzvplwziiqt70.cloudfront.net","ns-1163.awsdns-17.org, awsdns-hostmaster.amazon.com",NOERROR,,"ns-578.awsdns-08.net, ns-1163.awsdns-17.org, ns-1558.awsdns-02.co.uk, ns-372.awsdns-46.com",True,cloudfront,,,
[x],identityedge1.capitalone.com,,,,NOERROR,,,,,,,
[x],image-bankcommunication.capitalone.com,"104.126.37.145, 104.126.37.184","tlsprovisioning-san-s7-5.edgekey.net, e79308.dscx.akamaiedge.net","n0dscx.akamaiedge.net, hostmaster.akamai.com",NOERROR,"2a02:26f0:3500:1b::1724:a394, 2a02:26f0:3500:1b::1724:a38c",,,,,,
[x],image-cardcommunication.capitalone.com,"95.101.23.67, 95.101.23.72","tlsprovisioning-san-s7-5.edgekey.net, e79308.dscx.akamaiedge.net","n0dscx.akamaiedge.net, hostmaster.akamai.com",NOERROR,"2a02:26f0:10e::6860:5b50, 2a02:26f0:10e::6860:5b63",,,,,,
[x],image-cb.capitalone.com,23.212.222.195,"akamai-san93.exacttarget.com.edgekey.net, e17196.dscx.akamaiedge.net","n0dscx.akamaiedge.net, hostmaster.akamai.com",NOERROR,"2a02:26f0:3500:594::432c, 2a02:26f0:3500:580::432c",,,,,,
[x],imagecard.capitalone.com,,,"ns1.capitalone.com, hostmaster.capitalone.com",NOERROR,,,,,,,
[x],images.capitaloneshopping.com,"104.18.29.173, 104.18.28.173",,"ivy.ns.cloudflare.com, dns.cloudflare.com",NOERROR,"2606:4700::6812:1cad, 2606:4700::6812:1dad",,True,cloudflare,,,
[x],images.wikibuy.com,"104.16.189.71, 104.16.190.71",,"ivy.ns.cloudflare.com, dns.cloudflare.com",NOERROR,"2606:4700::6810:be47, 2606:4700::6810:bd47",,True,cloudflare,,,
[x],info.bluetarp.com,149.126.77.65,ia8r7.x.incapdns.net,"ns1.incapdns.net, hostmaster.incapsula.com, ns1.x.incapdns.net",NOERROR,,,True,incapsula,,,
[x],info.capitalone.com,,,"ns1.capitalone.com, hostmaster.capitalone.com",NOERROR,,,,,,v=spf1 -all,
[x],install.bluetarp.com,149.126.72.65,"www.bluetarp.com, ia8r7.x.incapdns.net","ns1.incapdns.net, hostmaster.incapsula.com, ns1.x.incapdns.net",NOERROR,,,True,incapsula,,,
[x],install.criticalstack.com,"104.26.1.99, 104.26.0.99, 172.67.74.42",,"amir.ns.cloudflare.com, dns.cloudflare.com",NOERROR,"2606:4700:20::681a:163, 2606:4700:20::681a:63, 2606:4700:20::ac43:4a2a",,True,cloudflare,,,
[x],integrations.capitalone.co.uk,"34.240.48.218, 52.31.118.232, 54.195.103.156","api-ext-uk.aws-uk-hzl.capitalonegslbex.com, gwnomtls-prod-euw1-traffic.aws-cof-uk-core-pub-prd-waf-ew1.capitalonegslbex.com","ns-769.awsdns-32.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,
[x],intellix-int.capitalonebank.com,"184.86.251.15, 184.86.251.24","intellix-int.aws-cb-dqa.capitalonegslbex.com, intellix-int.capitalonebank.com.edgekey.net, e117058.x.akamaiedge.net","n0x.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,
[x],intellix-qa4.capitalonebank.com,23.212.215.48,"onex.aws-cb-dqa.capitalonegslbex.com, intellix-qa4.clouddqtext.capitalone.com.edgekey.net, e11084.x.akamaiedge.net","n0x.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,
[x],intellix-rdc-qa.capitalone.com,168.135.146.145,preprod-capitalone.itms-online.com,"dns1.easydns.com, zone.easydns.com",NOERROR,,,,,,,
[x],intellix-rdc.capitalonebank.com,168.135.146.193,capitalone.itms-online.com,"dns1.easydns.com, zone.easydns.com",NOERROR,,,,,,,
[x],intellix.capitalonebank.com,95.100.72.126,"onex.aws-cb.capitalonegslbex.com, intellix.capitalonebank.com.edgekey.net, e17214.x.akamaiedge.net","n0x.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,
[x],intellixapi.capitalonebank.com,104.102.36.147,"intellix-mobile-prod-global-record.aws-cb.capitalonegslbex.com, intellixapi.capitalonebank-prod.edgekey.net, e10283.x.akamaiedge.net","n0x.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,
[x],investor.capitalone.com,23.67.128.211,"investor.capitalone.com.edgekey.net, e14503.dsca.akamaiedge.net","n0dsca.akamaiedge.net, hostmaster.akamai.com",NOERROR,"2a02:26f0:3100:39c::38a7, 2a02:26f0:3100:3b3::38a7",,,,,,
[x],ionxml-salesforcein.wpexion.capitalone.com,,,,NOERROR,,,,,,,
[x],ionxmlqa-docusign-cohlqa4.capitalone.com,54.144.128.85,,,NOERROR,,,,,,,
[x],ionxmlqa-salesforce-edgeapi.capitalone.com,,,,NOERROR,,,,,,,
[x],iron01.capitalone.com,,,"ns1.capitalone.com, hostmaster.capitalone.com",NOERROR,,,,,,v=spf1 a -all,
[x],iron02.capitalone.com,,,"ns1.capitalone.com, hostmaster.capitalone.com",NOERROR,,,,,,v=spf1 a -all,
[x],iron02b.capitalone.com,,,"ns1.capitalone.com, hostmaster.capitalone.com",NOERROR,,,,,,v=spf1 a -all,
[x],jira.kdc.capitalone.com,,,,NOERROR,,,,,,,
[x],jobs.capitalone.co.uk,"104.126.36.235, 104.126.36.184","jobs-capitalone-co-uk.talentbrew.com, jobs.capitalone.co.uk.edgekey.net, e24853.f.akamaiedge.net","n0f.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,
[x],jss.capitalone.com,,"jamf.capitalone.com, jamf.c1janus.com, casper-waf-elb.aws-ito.capitalonegslbex.com, jmfcaspr-prod-west-traffic.aws-cof-st-core-pub-prd-waf-uw2.capitalonegslbex.com","ns-1710.awsdns-21.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,
[x],jwtproxy.capitalone.com,"65.9.66.30, 65.9.66.95, 65.9.66.81, 65.9.66.28",jwtproxy.aws-card.capitalonegslbex.com,"ns-336.awsdns-42.com, awsdns-hostmaster.amazon.com",NOERROR,,,True,cloudfront,,,
[x],jwtservice-eit.capitalone.com,45.60.64.13,x9j8zfl.impervadns.net,"ns1.impervadns.net, hostmaster.incapsula.com",NOERROR,,,True,incapsula,,,
[x],jwtservice-tc.capitalone.com,"54.189.77.31, 54.218.220.32, 52.10.50.47","api-an.capitalone.com, api-an-prod-rp.aws-coreservices-prod.capitalonegslbex.com, api-an-prod-west-rp.aws-coreservices-prod.capitalonegslbex.com, api-an-prod-west-rp-mig.aws-coreservices-prod.capitalonegslbex.com, apigw-dxgw-an-prod-active-w.aws-cof-eppt-core-pub-prd-waf-uw2.capitalonegslbex.com","ns-1930.awsdns-49.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,
[x],jwtservice.bluetarp.com,45.60.64.13,z4prvtn.x.incapdns.net,"ns1.incapdns.net, hostmaster.incapsula.com, ns1.x.incapdns.net",NOERROR,,,True,incapsula,,,
[x],kafka-connect.conversion.bluetarp.com,,,,NOERROR,,,,,,,
[x],kafka-connect.qa.bluetarp.com,54.144.128.85,,,NOERROR,,,,,,,
[x],kdc.capitalone.com,,,"ns1.capitalone.com, hostmaster.capitalone.com",NOERROR,,,,,,,
[x],kohls.capitalone.com,"13.227.219.119, 13.227.219.8, 13.227.219.6, 13.227.219.111",kohls.aws-card.capitalonegslbex.com,"ns-336.awsdns-42.com, awsdns-hostmaster.amazon.com",NOERROR,,,True,cloudfront,,,
[x],kohlsrewardsvisa.capitalone.com,"143.204.215.82, 143.204.215.69, 143.204.215.59, 143.204.215.48",kohlsrewardsvisa.aws-card.capitalonegslbex.com,"ns-336.awsdns-42.com, awsdns-hostmaster.amazon.com",NOERROR,,,True,cloudfront,,,
[x],komail01.capitalone.com,,,"ns1.capitalone.com, hostmaster.capitalone.com",NOERROR,,,,,,v=spf1 ip4:199.244.214.0/24 ip4:199.244.216.0/24 ip4:199.244.218.0/24 ip4:204.63.55.0/24 ip4:204.63.44.201 ip4:148.163.151.254 ip4:148.163.155.198 -all,
[x],komail02.capitalone.com,,,"ns1.capitalone.com, hostmaster.capitalone.com",NOERROR,,,,,,v=spf1 ip4:199.244.214.0/24 ip4:199.244.216.0/24 ip4:199.244.218.0/24 ip4:204.63.55.0/24 ip4:204.63.44.201 ip4:148.163.151.254 ip4:148.163.155.198 -all,
[x],komail03.capitalone.com,,,"ns1.capitalone.com, hostmaster.capitalone.com",NOERROR,,,,,,v=spf1 ip4:199.244.214.0/24 ip4:199.244.216.0/24 ip4:199.244.218.0/24 ip4:204.63.55.0/24 ip4:204.63.44.201 ip4:148.163.151.254 ip4:148.163.155.198 -all,
[x],kwyjibostack.capitalone.com,,"nsb-napi-kwyjibo.aws-rb.capitalonegslbex.com, spark-redirect-prod.aws-cardsbb.capitalonegslbex.com, d306ukppa896uh.cloudfront.net","ns-1114.awsdns-11.org, awsdns-hostmaster.amazon.com",NOERROR,,"ns-391.awsdns-48.com, ns-1826.awsdns-36.co.uk, ns-1114.awsdns-11.org, ns-874.awsdns-45.net",True,cloudfront,,,
[x],labs.capitalone.com,171.74.129.104,,"ns1.capitalone.com, hostmaster.capitalone.com",NOERROR,,,,,,,
[x],lb.wikibuy.com,"34.211.86.55, 54.203.42.141, 52.37.91.39, 35.166.49.60, 54.218.188.140, 35.164.206.245, 52.27.244.198, 52.25.151.129",wikibuy-prod-west-traffic.aws-cof-acq-core-pub-prd-waf-uw2.capitalonegslbex.com,"ns-1967.awsdns-53.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,
[x],lbxonline.capitalonebank.com,,"lbxonline.aws-cb.capitalonegslbex.com, wfslockbox-r360-ext-prod.aws-cb.capitalonegslbex.com, lockbox-prod-east-traffic.aws-cof-cml-core-pub-prd-waf-ue1.capitalonegslbex.com",,NOERROR,,,,,,,
[x],learning.capitalone.com,"18.208.39.163, 100.24.157.224","capitalone.docebosaas.com, us-c.docebopaas.com","ns-572.awsdns-07.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,
[x],learninghive-beta.capitalone.com,104.215.78.13,"capitalone.betatest.degreed.com, web-redir-beta-dg.azurewebsites.net, waws-prod-sn1-001.sip.azurewebsites.windows.net","ns1-05.azure-dns.com, msnhst.microsoft.com",NOERROR,,,True,azure,,,
[x],learningsandbox.capitalone.com,"54.90.38.173, 54.152.17.105","capitalonesandbox.docebosaas.com, staging.docebopaas.com","ns-572.awsdns-07.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,
