new,host,a,cname,soa,status_code,aaaa,cdn,cdn-name,ns,caa,mx,txt,has_internal_ips,internal_ips
[x],brasilforum.athena.bitdefender.net,195.189.155.207,athena.bitdefender.net,"pdns210.ultradns.com, tech-admin.bitdefender.com",NOERROR,,,,"pdns210.ultradns.net, pdns210.ultradns.com, pdns210.ultradns.org, pdns210.ultradns.biz",,,,,
[x],brasilhost.athena.bitdefender.net,195.189.155.207,athena.bitdefender.net,"pdns210.ultradns.com, tech-admin.bitdefender.com",NOERROR,,,,,,,,,
[x],brasilm.athena.bitdefender.net,195.189.155.207,athena.bitdefender.net,"pdns210.ultradns.com, tech-admin.bitdefender.com",NOERROR,,,,,,,,,
[x],brasilmail2.athena.bitdefender.net,195.189.155.207,athena.bitdefender.net,"pdns210.ultradns.com, tech-admin.bitdefender.com",NOERROR,,,,,,,,,
[x],brasilmx01.athena.bitdefender.net,195.189.155.207,athena.bitdefender.net,"pdns210.ultradns.com, tech-admin.bitdefender.com",NOERROR,,,,,,,,,
[x],brasilmx1.athena.bitdefender.net,195.189.155.207,athena.bitdefender.net,"pdns210.ultradns.com, tech-admin.bitdefender.com",NOERROR,,,,,,,,,
[x],brasilmx2.athena.bitdefender.net,195.189.155.207,athena.bitdefender.net,"pdns210.ultradns.com, tech-admin.bitdefender.com",NOERROR,,,,,,,,,
[x],brasilns1.athena.bitdefender.net,195.189.155.207,athena.bitdefender.net,"pdns210.ultradns.com, tech-admin.bitdefender.com",NOERROR,,,,,,,,,
[x],brasilns4.athena.bitdefender.net,195.189.155.207,athena.bitdefender.net,"pdns210.ultradns.com, tech-admin.bitdefender.com",NOERROR,,,,,,,,,
[x],brasilpop.athena.bitdefender.net,195.189.155.207,athena.bitdefender.net,"pdns210.ultradns.com, tech-admin.bitdefender.com",NOERROR,,,,,,,,,
[x],brasilsecure.athena.bitdefender.net,195.189.155.207,athena.bitdefender.net,"pdns210.ultradns.com, tech-admin.bitdefender.com",NOERROR,,,,,,,,,
[x],brasilserver.athena.bitdefender.net,195.189.155.207,athena.bitdefender.net,"pdns210.ultradns.com, tech-admin.bitdefender.com",NOERROR,,,,,,,,,
[x],brasiltest.athena.bitdefender.net,195.189.155.207,athena.bitdefender.net,"pdns210.ultradns.com, tech-admin.bitdefender.com",NOERROR,,,,,,,,,
[x],brasilvpn.athena.bitdefender.net,195.189.155.207,athena.bitdefender.net,"pdns210.ultradns.com, tech-admin.bitdefender.com",NOERROR,,,,"pdns210.ultradns.net, pdns210.ultradns.com, pdns210.ultradns.org, pdns210.ultradns.biz",,,,,
[x],brasilweb.athena.bitdefender.net,195.189.155.207,athena.bitdefender.net,"pdns210.ultradns.com, tech-admin.bitdefender.com",NOERROR,,,,"pdns210.ultradns.net, pdns210.ultradns.com, pdns210.ultradns.org, pdns210.ultradns.biz",,,,,
[x],brasilwww.athena.bitdefender.net,195.189.155.207,athena.bitdefender.net,"pdns210.ultradns.com, tech-admin.bitdefender.com",NOERROR,,,,,,,,,
[x],bucgts.kdn.bitdefender.net,,,"pdns210.ultradns.com, tech-admin.bitdefender.com",NOERROR,,,,,,,,,
[x],buddy.bitdefender.com,54.144.128.85,,,NOERROR,,,,,,,,,
[x],businessemail.bitdefender.com,,341979g29.secure0073.hubspot.net,,NOERROR,,,,,,,,,
[x],businessresources.bitdefender.com,"199.60.103.254, 199.60.103.2","341979g29.secure0077.hubspot.net, 341979.group29.sites.hubspot.net, group29.sites.hscoscdn20.net","jerry.ns.cloudflare.com, dns.cloudflare.com",NOERROR,"2606:2c40::c73c:6702, 2606:2c40::c73c:67fe",,,,,,,,
[x],buy.bitdefender.com,45.60.14.94,"buybitdefender.avangate.com, eainmrb.x.incapdns.net","ns1.incapdns.net, hostmaster.incapsula.com, ns1.x.incapdns.net",NOERROR,,True,incapsula,,,,,,
[x],catch-nimbus.bitdefender.net,"104.17.107.108, 104.17.108.108",catch-nimbus.bitdefender.net.cdn.cloudflare.net,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,"2606:4700::6811:6c6c, 2606:4700::6811:6b6c",True,cloudflare,,,,,,
[x],cauta.athena.bitdefender.net,195.189.155.207,athena.bitdefender.net,"pdns210.ultradns.com, tech-admin.bitdefender.com",NOERROR,,,,,,,,,
[x],cdn.bitdefender.net,,,"pdns210.ultradns.com, tech-admin.bitdefender.com",NOERROR,,,,,,"mail.bitdefender.com, mx01.bbu.gts.mx.bitdefender.com",,,
[x],central-appdirect-lb.bitdefender.com,,,"pdns210.ultradns.com, tech-admin.bitdefender.com",NOERROR,,,,,,,,,
[x],central-appdirect.bitdefender.com,"104.18.169.222, 104.18.168.222",central-appdirect.bitdefender.com.cdn.cloudflare.net,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,"2606:4700::6812:a8de, 2606:4700::6812:a9de",True,cloudflare,,,,,,
[x],central-beta.bbu.gts.bitdefender.net,195.189.155.165,,"pdns210.ultradns.com, tech-admin.bitdefender.com",NOERROR,,,,,,,,,
[x],central.bitdefender.com,"104.18.168.222, 104.18.169.222",central.bitdefender.com.cdn.cloudflare.net,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,"2606:4700::6812:a9de, 2606:4700::6812:a8de",True,cloudflare,,,,,,
[x],cev.2d7dd.cdn.bitdefender.net,,,,NOERROR,,,,,,,,,
[x],checkout-sdk.bitdefender.com,"104.18.168.222, 104.18.169.222",checkout-sdk.bitdefender.com.cdn.cloudflare.net,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,"2606:4700::6812:a8de, 2606:4700::6812:a9de",True,cloudflare,,,,,,
[x],ci.secure.appleid.com.oem-central-stage.bitdefender.com,81.161.59.221,,"pdns210.ultradns.com, tech-admin.bitdefender.com",NOERROR,,,,,,,,,
[x],cisco-081992ac-962e-4ef7-b909-7140f440b6ab.2d7dd.cdn.bitdefender.net,152.195.13.12,cs1197.wpc.alphacdn.net,"ns1.alphacdn.net, noc.edgecast.com",NOERROR,2606:2800:21f:afe9:2e9f:9c9a:11a3:a886,,,,,,,,
[x],cldmon-us-west-2a.bitdefender.com,,,,NOERROR,,,,,,,,,
[x],cloud-ecs.gcp.gravityzone.bitdefender.com,35.212.7.177,,"pdns210.ultradns.com, tech-admin.bitdefender.com",NOERROR,,True,google,,,,,,
[x],cloud.athena.bitdefender.net,195.189.155.207,athena.bitdefender.net,"pdns210.ultradns.com, tech-admin.bitdefender.com",NOERROR,,,,,,,,,
[x],cloud.bitdefender.net,,,"pdns210.ultradns.com, tech-admin.bitdefender.com",NOERROR,,,,,,,,,
[x],cloud.gcp.gravityzone.bitdefender.com,"104.17.52.22, 104.17.51.22",cloud.gcp.gravityzone.bitdefender.com.cdn.cloudflare.net,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,"2606:4700::6811:3316, 2606:4700::6811:3416",True,cloudflare,,,,,,
[x],cloud.gravityzone.bitdefender.com,"104.17.51.22, 104.17.52.22","cloud.gcp.gravityzone.bitdefender.com, cloud.gcp.gravityzone.bitdefender.com.cdn.cloudflare.net","ns1.cloudflare.net, dns.cloudflare.com",NOERROR,"2606:4700::6811:3316, 2606:4700::6811:3416",True,cloudflare,,,,,,
[x],cloud.treatwellationsdevdiscovid19.sa-api.brasil.athena.bitdefender.net,195.189.155.207,athena.bitdefender.net,"pdns210.ultradns.com, tech-admin.bitdefender.com",NOERROR,,,,"pdns210.ultradns.net, pdns210.ultradns.com, pdns210.ultradns.org, pdns210.ultradns.biz",,,,,
[x],cloudbrasil.athena.bitdefender.net,195.189.155.207,athena.bitdefender.net,"pdns210.ultradns.com, tech-admin.bitdefender.com",NOERROR,,,,,,,,,
[x],cloudfront.athena.bitdefender.net,195.189.155.207,athena.bitdefender.net,"pdns210.ultradns.com, tech-admin.bitdefender.com",NOERROR,,,,,,,,,
[x],cloudgz-ecs.gcp.gravityzone.bitdefender.com,35.207.173.77,,"pdns210.ultradns.com, tech-admin.bitdefender.com",NOERROR,,True,google,,,,,,
[x],cloudgz-ecs.gravityzone.bitdefender.com,35.207.173.77,cloudgz-ecs.gcp.gravityzone.bitdefender.com,"pdns210.ultradns.com, tech-admin.bitdefender.com",NOERROR,,True,google,,,,,,
[x],cloudgz.gcp.gravityzone.bitdefender.com,"104.17.51.22, 104.17.52.22",cloudgz.gcp.gravityzone.bitdefender.com.cdn.cloudflare.net,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,"2606:4700::6811:3316, 2606:4700::6811:3416",True,cloudflare,,,,,,
[x],cloudgz.gravityzone.bitdefender.com,"104.17.51.22, 104.17.52.22","cloudgz.gcp.gravityzone.bitdefender.com, cloudgz.gcp.gravityzone.bitdefender.com.cdn.cloudflare.net","ns1.cloudflare.net, dns.cloudflare.com",NOERROR,"2606:4700::6811:3316, 2606:4700::6811:3416",True,cloudflare,,,,,,
[x],clueful.bitdefender.net,91.199.104.59,,"pdns210.ultradns.com, tech-admin.bitdefender.com",NOERROR,,,,,,,,,
[x],community.bitdefender.com,"104.18.169.222, 104.18.168.222",community.bitdefender.com.cdn.cloudflare.net,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,"2606:4700::6812:a9de, 2606:4700::6812:a8de",True,cloudflare,,,,,,
[x],conference.bitdefender.com,91.199.104.55,,"pdns210.ultradns.com, tech-admin.bitdefender.com",NOERROR,,,,,,,,,
[x],connect-lb.bitdefender.net,81.161.59.40,,"pdns210.ultradns.com, tech-admin.bitdefender.com",NOERROR,,,,,,,,,
[x],connect.nimbus.bitdefender.net,34.102.242.201,elb-connect-fra-gcp.nimbus.bitdefender.net,"pdns210.ultradns.com, tech-admin.bitdefender.com",NOERROR,,True,google,,,,,,
[x],connector.scam-io.bitdefender.net,81.161.59.131,apps-external-controller.nimbus-internal.svc.homeland-1-gts.nmbcore.net,"ns-1896.awsdns-45.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],console.bitdefender.net,81.161.59.49,,"pdns210.ultradns.com, tech-admin.bitdefender.com",NOERROR,,,,,,,,,
[x],cpanel.global.athena.bitdefender.net,195.189.155.207,athena.bitdefender.net,"pdns210.ultradns.com, tech-admin.bitdefender.com",NOERROR,,,,,,,,,
[x],cpanel.page.athena.bitdefender.net,195.189.155.207,athena.bitdefender.net,"pdns210.ultradns.com, tech-admin.bitdefender.com",NOERROR,,,,,,,,,
[x],csg.athena.bitdefender.net,195.189.155.207,athena.bitdefender.net,"pdns210.ultradns.com, tech-admin.bitdefender.com",NOERROR,,,,"pdns210.ultradns.net, pdns210.ultradns.com, pdns210.ultradns.org, pdns210.ultradns.biz",,,,,
[x],csrtools-api.bitdefender.com,"104.18.168.222, 104.18.169.222",csrtools-api.bitdefender.com.cdn.cloudflare.net,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,"2606:4700::6812:a8de, 2606:4700::6812:a9de",True,cloudflare,,,,,,
[x],csrtools.bitdefender.com,"104.18.168.222, 104.18.169.222",csrtools.bitdefender.com.cdn.cloudflare.net,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,"2606:4700::6812:a8de, 2606:4700::6812:a9de",True,cloudflare,,,,,,
[x],customerzone.bitdefender.com,"3.78.18.168, 35.157.166.13, 3.71.249.226",,"ns-1122.awsdns-12.org, awsdns-hostmaster.amazon.com",NOERROR,,,,"ns-1767.awsdns-28.co.uk, ns-500.awsdns-62.com, ns-700.awsdns-23.net, ns-1122.awsdns-12.org",,,,,
[x],cwse-plugin-prod.rmm.bitdefender.com,20.105.232.7,"cwse-plugin-prod.azurewebsites.net, waws-prod-am2-543.sip.azurewebsites.windows.net, waws-prod-am2-543-7aa8.westeurope.cloudapp.azure.com","ns1-201.azure-dns.com, msnhst.microsoft.com",NOERROR,,,,,,,,,
[x],cwse-plugin-stg.dev.rmm.bitdefender.com,20.105.216.8,"cwse-plugin-stg.azurewebsites.net, waws-prod-am2-553.sip.azurewebsites.windows.net, waws-prod-am2-553-e266.westeurope.cloudapp.azure.com","ns1-201.azure-dns.com, msnhst.microsoft.com",NOERROR,,,,,,,,,
[x],cwse-plugin-uat.dev.rmm.bitdefender.com,20.50.64.23,"cwse-plugin-uat.azurewebsites.net, waws-prod-db3-207.sip.azurewebsites.windows.net, waws-prod-db3-207-5667.northeurope.cloudapp.azure.com","ns1-201.azure-dns.com, msnhst.microsoft.com",NOERROR,,True,azure,,,,,,
[x],cyberpedia.bitdefender.com,"104.18.168.222, 104.18.169.222",cyberpedia.bitdefender.com.cdn.cloudflare.net,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,"2606:4700::6812:a9de, 2606:4700::6812:a8de",True,cloudflare,,,,,,
[x],czt.bitdefender.com,,,"ns-1775.awsdns-29.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,"ns-1399.awsdns-46.org, ns-1775.awsdns-29.co.uk, ns-68.awsdns-08.com, ns-863.awsdns-43.net",,,,,
[x],data-ws.edit.athena.bitdefender.net,195.189.155.207,athena.bitdefender.net,"pdns210.ultradns.com, tech-admin.bitdefender.com",NOERROR,,,,,,,,,
[x],defenders.bitdefender.com,"104.18.169.222, 104.18.168.222",defenders.bitdefender.com.cdn.cloudflare.net,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,"2606:4700::6812:a9de, 2606:4700::6812:a8de",True,cloudflare,,,,,,
[x],delft.bitdefender.com,195.189.155.148,ftp.bbu.gts.bitdefender.net,"pdns210.ultradns.com, tech-admin.bitdefender.com",NOERROR,,,,,,,,,
[x],demo.athena.bitdefender.net,195.189.155.207,athena.bitdefender.net,"pdns210.ultradns.com, tech-admin.bitdefender.com",NOERROR,,,,,,,,,
[x],demolab-gz.bitdefender.com,91.199.104.140,,"pdns210.ultradns.com, tech-admin.bitdefender.com",NOERROR,,,,,,,,,
[x],deskpro-api.bitdefender.com,195.189.155.160,,"pdns210.ultradns.com, tech-admin.bitdefender.com",NOERROR,,,,,,,,,
[x],dev-z.athena.bitdefender.net,195.189.155.207,athena.bitdefender.net,"pdns210.ultradns.com, tech-admin.bitdefender.com",NOERROR,,,,,,,,,
[x],dev.athena.bitdefender.net,195.189.155.207,athena.bitdefender.net,"pdns210.ultradns.com, tech-admin.bitdefender.com",NOERROR,,,,,,,,,
[x],dev.pl.athena.bitdefender.net,195.189.155.207,athena.bitdefender.net,"pdns210.ultradns.com, tech-admin.bitdefender.com",NOERROR,,,,,,,,,
[x],dev.treatwellationsdevdiscovid19.sa-api.brasil.athena.bitdefender.net,195.189.155.207,athena.bitdefender.net,"pdns210.ultradns.com, tech-admin.bitdefender.com",NOERROR,,,,,,,,,
[x],dev1.secure.athena.bitdefender.net,195.189.155.207,athena.bitdefender.net,"pdns210.ultradns.com, tech-admin.bitdefender.com",NOERROR,,,,,,,,,
[x],dev16.athena.bitdefender.net,195.189.155.207,athena.bitdefender.net,"pdns210.ultradns.com, tech-admin.bitdefender.com",NOERROR,,,,,,,,,
[x],devbrasil.athena.bitdefender.net,195.189.155.207,athena.bitdefender.net,"pdns210.ultradns.com, tech-admin.bitdefender.com",NOERROR,,,,,,,,,
[x],develop.system.athena.bitdefender.net,195.189.155.207,athena.bitdefender.net,"pdns210.ultradns.com, tech-admin.bitdefender.com",NOERROR,,,,,,,,,
[x],developbeta.athena.bitdefender.net,195.189.155.207,athena.bitdefender.net,"pdns210.ultradns.com, tech-admin.bitdefender.com",NOERROR,,,,,,,,,
[x],developbrasil.athena.bitdefender.net,195.189.155.207,athena.bitdefender.net,"pdns210.ultradns.com, tech-admin.bitdefender.com",NOERROR,,,,,,,,,
[x],developbucket.t.athena.bitdefender.net,195.189.155.207,athena.bitdefender.net,"pdns210.ultradns.com, tech-admin.bitdefender.com",NOERROR,,,,,,,,,
[x],developkr.athena.bitdefender.net,195.189.155.207,athena.bitdefender.net,"pdns210.ultradns.com, tech-admin.bitdefender.com",NOERROR,,,,,,,,,
[x],developvi.athena.bitdefender.net,195.189.155.207,athena.bitdefender.net,"pdns210.ultradns.com, tech-admin.bitdefender.com",NOERROR,,,,,,,,,
[x],devops.athena.bitdefender.net,195.189.155.207,athena.bitdefender.net,"pdns210.ultradns.com, tech-admin.bitdefender.com",NOERROR,,,,,,,,,
[x],devws.edit.athena.bitdefender.net,195.189.155.207,athena.bitdefender.net,"pdns210.ultradns.com, tech-admin.bitdefender.com",NOERROR,,,,,,,,,
[x],dmarc.bitdefender.com,,,"pdns210.ultradns.com, dmoinescu.bitdefender.com",NOERROR,,,,"pdns210.ultradns.org, pdns210.ultradns.biz, pdns210.ultradns.net, pdns210.ultradns.com",,,,,
[x],dns.bitdefender.net,35.242.226.78,fra-dns.bitdefender.net,"pdns210.ultradns.com, tech-admin.bitdefender.com",NOERROR,,True,google,,,,,,
[x],dns1-brasil.athena.bitdefender.net,195.189.155.207,athena.bitdefender.net,"pdns210.ultradns.com, tech-admin.bitdefender.com",NOERROR,,,,,,,,,
[x],dns2treatwellationsdevdiscovid19.sa-api.brasil.athena.bitdefender.net,195.189.155.207,athena.bitdefender.net,"pdns210.ultradns.com, tech-admin.bitdefender.com",NOERROR,,,,,,,,,
[x],docker-hub.bitdefender.net,172.24.4.133,,"pdns210.ultradns.com, tech-admin.bitdefender.com",NOERROR,,,,"pdns210.ultradns.net, pdns210.ultradns.com, pdns210.ultradns.org, pdns210.ultradns.biz",,,,True,172.24.4.133
[x],docsws.edit.athena.bitdefender.net,195.189.155.207,athena.bitdefender.net,"pdns210.ultradns.com, tech-admin.bitdefender.com",NOERROR,,,,,,,,,
[x],download.bitdefender.com,192.229.220.142,cs566.cc.wpc.rhocdn.net,"ns1.rhocdn.net, noc.edgecast.com",NOERROR,,,,,,,,,
[x],download.cdn.bitdefender.net,93.184.221.133,"wpc.79F7.edgecastcdn.net, gs1.wpc.edgecastcdn.net","ns1.edgecastcdn.net, noc.edgecast.com",NOERROR,,,,,,,,,
[x],drakon.bitdefender.com,195.189.155.224,ftp.wdc1.vdc.bitdefender.net,"pdns210.ultradns.com, tech-admin.bitdefender.com",NOERROR,,,,,,,,,
[x],drakon1.bitdefender.com,195.189.155.224,ftp1.wdc1.vdc.bitdefender.net,"pdns210.ultradns.com, tech-admin.bitdefender.com",NOERROR,,,,,,,,,
[x],edit-secure.athena.bitdefender.net,195.189.155.207,athena.bitdefender.net,"pdns210.ultradns.com, tech-admin.bitdefender.com",NOERROR,,,,,,,,,
[x],edit.apollo.athena.bitdefender.net,195.189.155.207,athena.bitdefender.net,"pdns210.ultradns.com, tech-admin.bitdefender.com",NOERROR,,,,,,,,,
[x],edit.athena.bitdefender.net,195.189.155.207,athena.bitdefender.net,"pdns210.ultradns.com, tech-admin.bitdefender.com",NOERROR,,,,,,,,,
[x],edit.static.athena.bitdefender.net,195.189.155.207,athena.bitdefender.net,"pdns210.ultradns.com, tech-admin.bitdefender.com",NOERROR,,,,"pdns210.ultradns.net, pdns210.ultradns.com, pdns210.ultradns.org, pdns210.ultradns.biz",,,,,
[x],editelb.athena.bitdefender.net,195.189.155.207,athena.bitdefender.net,"pdns210.ultradns.com, tech-admin.bitdefender.com",NOERROR,,,,,,,,,
[x],editpromo.athena.bitdefender.net,195.189.155.207,athena.bitdefender.net,"pdns210.ultradns.com, tech-admin.bitdefender.com",NOERROR,,,,,,,,,
[x],edu.bitdefender.com,"104.18.169.222, 104.18.168.222",edu.bitdefender.com.cdn.cloudflare.net,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,"2606:4700::6812:a9de, 2606:4700::6812:a8de",True,cloudflare,,,,,,
[x],egosecure-4a20befb-46ed-4858-a44e-fb71dd753256.2d7dd.cdn.bitdefender.net,152.195.133.11,cs1197.wpc.alphacdn.net,"ns1.alphacdn.net, noc.edgecast.com",NOERROR,2606:2800:233:6ad6:3412:7a2f:f1b3:a0eb,,,,,,,,
[x],elasticbeanstalk.athena.bitdefender.net,195.189.155.207,athena.bitdefender.net,"pdns210.ultradns.com, tech-admin.bitdefender.com",NOERROR,,,,,,,,,
[x],elb-fra-gcp.nimbus.bitdefender.net,34.120.243.77,,"pdns210.ultradns.com, tech-admin.bitdefender.com",NOERROR,,True,google,,,,,,
[x],elb-iow-gcp.nimbus.bitdefender.net,35.190.56.82,,"pdns210.ultradns.com, tech-admin.bitdefender.com",NOERROR,,True,google,,,,,,
[x],elb-nvi-gcp.nimbus.bitdefender.net,34.117.254.173,,"pdns210.ultradns.com, tech-admin.bitdefender.com",NOERROR,,True,google,,,,,,
[x],elb-ore-gcp.nimbus.bitdefender.net,34.120.85.253,,"pdns210.ultradns.com, tech-admin.bitdefender.com",NOERROR,,True,google,,,,,,
[x],emailedit.athena.bitdefender.net,195.189.155.207,athena.bitdefender.net,"pdns210.ultradns.com, tech-admin.bitdefender.com",NOERROR,,,,,,,,,
[x],emc.services.bitdefender.com,"54.78.186.219, 34.241.27.172, 34.255.97.37, 34.253.241.177",mandrillapp.com,"ns-720.awsdns-26.net, awsdns-hostmaster.amazon.com",NOERROR,,,,"ns-1127.awsdns-12.org, ns-1934.awsdns-49.co.uk, ns-289.awsdns-36.com, ns-720.awsdns-26.net",,"9656353.in1.mandrillapp.com, 9656353.in2.mandrillapp.com",v=spf1 include:spf.mandrillapp.com ~all,,
[x],eng-webdisk.athena.bitdefender.net,195.189.155.207,athena.bitdefender.net,"pdns210.ultradns.com, tech-admin.bitdefender.com",NOERROR,,,,,,,,,
[x],engine-opsapi.athena.bitdefender.net,195.189.155.207,athena.bitdefender.net,"pdns210.ultradns.com, tech-admin.bitdefender.com",NOERROR,,,,,,,,,
[x],engineering.feature.athena.bitdefender.net,195.189.155.207,athena.bitdefender.net,"pdns210.ultradns.com, tech-admin.bitdefender.com",NOERROR,,,,"pdns210.ultradns.net, pdns210.ultradns.com, pdns210.ultradns.org, pdns210.ultradns.biz",,,,,
[x],enginemail.athena.bitdefender.net,195.189.155.207,athena.bitdefender.net,"pdns210.ultradns.com, tech-admin.bitdefender.com",NOERROR,,,,,,,,,
[x],eu-lurker-input.gravityzone.bitdefender.com,35.207.140.42,eu-lurker-input.gcp.gravityzone.bitdefender.com,"pdns210.ultradns.com, tech-admin.bitdefender.com",NOERROR,,True,google,,,,,,
[x],eu-pluto-coll-pg.gravityzone.bitdefender.com,216.58.212.179,ghs.googlehosted.com,"ns1.google.com, dns-admin.google.com",NOERROR,2a00:1450:4001:810::2013,,,,,,,,
[x],eu.nimbus.bitdefender.net,34.120.68.241,,"pdns210.ultradns.com, tech-admin.bitdefender.com",NOERROR,,True,google,,,,,,
[x],europeblogssl.athena.bitdefender.net,195.189.155.207,athena.bitdefender.net,"pdns210.ultradns.com, tech-admin.bitdefender.com",NOERROR,,,,,,,,,
[x],europewebdisk.athena.bitdefender.net,195.189.155.207,athena.bitdefender.net,"pdns210.ultradns.com, tech-admin.bitdefender.com",NOERROR,,,,,,,,,
[x],explore.bitdefender.com,"104.18.169.222, 104.18.168.222",explore.bitdefender.com.cdn.cloudflare.net,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,"2606:4700::6812:a8de, 2606:4700::6812:a9de",True,cloudflare,,,,,,
[x],external-api.data.bitdefender.com,"34.249.97.137, 52.30.173.69, 52.209.158.127",a9abcace28ae611eaae6b0a7a5d909a8-1043027069.eu-west-1.elb.amazonaws.com,"ns-1053.awsdns-03.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],extranet.bitdefender.com,91.199.104.57,,"pdns210.ultradns.com, tech-admin.bitdefender.com",NOERROR,,,,,,,,,
[x],f-secure-ad67cfff-824f-4345-b87b-93695805f675.2d7dd.cdn.bitdefender.net,152.195.133.11,cs1197.wpc.alphacdn.net,"ns1.alphacdn.net, noc.edgecast.com",NOERROR,2606:2800:233:6ad6:3412:7a2f:f1b3:a0eb,,,,,,,,
[x],fb.bitdefender.com,91.199.104.43,,"pdns210.ultradns.com, tech-admin.bitdefender.com",NOERROR,,,,,,,,,
[x],feature-lb.athena.bitdefender.net,195.189.155.207,athena.bitdefender.net,"pdns210.ultradns.com, tech-admin.bitdefender.com",NOERROR,,,,,,,,,
[x],feeds.ti.bitdefender.com,81.161.59.222,,"pdns210.ultradns.com, tech-admin.bitdefender.com",NOERROR,,,,,,,,,
[x],ffa.athena.bitdefender.net,195.189.155.207,athena.bitdefender.net,"pdns210.ultradns.com, tech-admin.bitdefender.com",NOERROR,,,,,,,,,
[x],flow-lb.bitdefender.net,81.161.59.59,,"pdns210.ultradns.com, tech-admin.bitdefender.com",NOERROR,,,,"pdns210.ultradns.net, pdns210.ultradns.com, pdns210.ultradns.org, pdns210.ultradns.biz",,,,,
[x],flow.bitdefender.net,"104.17.107.108, 104.17.108.108",flow.bitdefender.net.cdn.cloudflare.net,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,"2606:4700::6811:6b6c, 2606:4700::6811:6c6c",True,cloudflare,,,,,,
[x],forensics-api-dev.bitdefender.net,195.189.155.91,,"pdns210.ultradns.com, tech-admin.bitdefender.com",NOERROR,,,,,,,,,
[x],formsfeature.athena.bitdefender.net,195.189.155.207,athena.bitdefender.net,"pdns210.ultradns.com, tech-admin.bitdefender.com",NOERROR,,,,,,,,,
[x],forum-autodiscover.athena.bitdefender.net,195.189.155.207,athena.bitdefender.net,"pdns210.ultradns.com, tech-admin.bitdefender.com",NOERROR,,,,,,,,,
[x],forum-brasil.athena.bitdefender.net,195.189.155.207,athena.bitdefender.net,"pdns210.ultradns.com, tech-admin.bitdefender.com",NOERROR,,,,,,,,,
[x],forum.bitdefender.com,"104.18.168.222, 104.18.169.222",forum.bitdefender.com.cdn.cloudflare.net,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,"2606:4700::6812:a8de, 2606:4700::6812:a9de",True,cloudflare,,,,,,
[x],fra-dns.bitdefender.net,35.242.226.78,,"pdns210.ultradns.com, tech-admin.bitdefender.com",NOERROR,,True,google,,,,,,
[x],fra.htz.bitdefender.net,,,"pdns210.ultradns.com, tech-admin.bitdefender.com",NOERROR,,,,,,,,,
[x],frams.bitdefender.com,"104.18.168.222, 104.18.169.222",frams.bitdefender.com.cdn.cloudflare.net,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,"2606:4700::6812:a8de, 2606:4700::6812:a9de",True,cloudflare,,,,,,
[x],free.bitdefender.com,"104.18.168.222, 104.18.169.222, 91.199.104.2, 195.189.155.236",bitdefender.com,"pdns210.ultradns.com, tech-admin.bitdefender.com",NOERROR,"2606:4700::6812:a8de, 2606:4700::6812:a9de",True,cloudflare,"pdns210.ultradns.net, pdns210.ultradns.biz, pdns210.ultradns.org, pdns210.ultradns.com",,"mx01.bbu.gts.mx.bitdefender.com, mail.bitdefender.com","apple-domain-verification=217f005rUdcKhBpU, atlassian-domain-verification=34BCGNE4goU2sS7B2H+sTVbt/m0DlOnbHn3+2vC9+ZdNW1QOnvvs8QysSIFKd8Wn, logmein-verification-code=39425810-f659-4c1e-9e71-8999deebe04b, google-site-verification=Oofn47AEK0W9KjrFH4Z_2ggU6LVlZNNEwVnMm5FKbJU, google-site-verification=yPXENkAkDzDHPw4BFua4Sgn76UHejB5a9bAl5bNMiw4, atlassian-sending-domain-verification=bb16ab06-4f2f-48d5-ae74-c3534e751ef9, v=spf1 include:spf.protection.outlook.com include:spf.bitdefender.com include:_spf.salesforce.com include:spf.mandrillapp.com include:_spf.atlassian.net include:spf.mindmatrix.net include:341979.spf06.hubspotemail.net ip4:208.117.49.186 ip4:3.68.129.51 ~a, ll, smartsheet-site-validation=0t4aXFYpjaINrBOxRhbxO-n3d4-VNmBs",,
[x],frontpage.sandbox.athena.bitdefender.net,195.189.155.207,athena.bitdefender.net,"pdns210.ultradns.com, tech-admin.bitdefender.com",NOERROR,,,,,,,,,
