input,title,status_code,content_length,asn_as_number,asn_as_name,asn_as_country,asn_as_range_,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_mismatched,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_org_,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_tls_connection,tls_sni,port,url,scheme,webserver,content_type,method,host,path,favicon,a_,tech_,lines,failed,tls_wildcard_certificate,cdn_name,cdn,final_url,csp_domains_,tls_self_signed
0di-u27b5b581-c233-s1507890869-i95143f0d.olaelectric.in,502 Bad Gateway,502,585,AS8075,MICROSOFT-CORP-MSN-AS-BLOCK,US,20.192.0.0/10,0di-u27b5b581-c233-s1507890869-i95143f0d.olaelectric.in,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,2022-09-01T00:00:00Z,2023-09-20T23:59:59Z,CN=*.olaelectric.in,*.olaelectric.in,,olaelectric.in,"CN=GeoTrust Global TLS RSA4096 SHA256 2022 CA1, O=DigiCert\, Inc., C=US",GeoTrust Global TLS RSA4096 SHA256 2022 CA1,"DigiCert, Inc.",031a7998dcec488114821a62ca7470ad,d85da9ac4bc8e919da752f170c30718ae5a288725609b6ead70d9c286e61c3d7,ctls,0di-u27b5b581-c233-s1507890869-i95143f0d.olaelectric.in,443,https://0di-u27b5b581-c233-s1507890869-i95143f0d.olaelectric.in:443,https,Microsoft-Azure-Application-Gateway/v2,text/html,GET,20.212.146.181,/,872412094,20.212.146.181,,14,False,True,,,,,
101-87.olaelectric.in,502 Bad Gateway,502,585,AS8075,MICROSOFT-CORP-MSN-AS-BLOCK,US,20.192.0.0/10,101-87.olaelectric.in,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,2022-09-01T00:00:00Z,2023-09-20T23:59:59Z,CN=*.olaelectric.in,*.olaelectric.in,,olaelectric.in,"CN=GeoTrust Global TLS RSA4096 SHA256 2022 CA1, O=DigiCert\, Inc., C=US",GeoTrust Global TLS RSA4096 SHA256 2022 CA1,"DigiCert, Inc.",031a7998dcec488114821a62ca7470ad,d85da9ac4bc8e919da752f170c30718ae5a288725609b6ead70d9c286e61c3d7,ctls,101-87.olaelectric.in,443,https://101-87.olaelectric.in:443,https,Microsoft-Azure-Application-Gateway/v2,text/html,GET,20.212.146.181,/,872412094,20.212.146.181,,14,False,True,,,,,
101berita.olaelectric.in,502 Bad Gateway,502,585,AS8075,MICROSOFT-CORP-MSN-AS-BLOCK,US,20.192.0.0/10,101berita.olaelectric.in,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,2022-09-01T00:00:00Z,2023-09-20T23:59:59Z,CN=*.olaelectric.in,*.olaelectric.in,,olaelectric.in,"CN=GeoTrust Global TLS RSA4096 SHA256 2022 CA1, O=DigiCert\, Inc., C=US",GeoTrust Global TLS RSA4096 SHA256 2022 CA1,"DigiCert, Inc.",031a7998dcec488114821a62ca7470ad,d85da9ac4bc8e919da752f170c30718ae5a288725609b6ead70d9c286e61c3d7,ctls,101berita.olaelectric.in,443,https://101berita.olaelectric.in:443,https,Microsoft-Azure-Application-Gateway/v2,text/html,GET,20.212.146.181,/,872412094,20.212.146.181,,14,False,True,,,,,
103829g29.olaelectric.in,502 Bad Gateway,502,183,AS8075,MICROSOFT-CORP-MSN-AS-BLOCK,US,20.192.0.0/10,103829g29.olaelectric.in,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,2022-09-01T00:00:00Z,2023-09-20T23:59:59Z,CN=*.olaelectric.in,*.olaelectric.in,,olaelectric.in,"CN=GeoTrust Global TLS RSA4096 SHA256 2022 CA1, O=DigiCert\, Inc., C=US",GeoTrust Global TLS RSA4096 SHA256 2022 CA1,"DigiCert, Inc.",031a7998dcec488114821a62ca7470ad,d85da9ac4bc8e919da752f170c30718ae5a288725609b6ead70d9c286e61c3d7,ctls,103829g29.olaelectric.in,443,https://103829g29.olaelectric.in:443,https,Microsoft-Azure-Application-Gateway/v2,text/html,GET,20.212.146.181,/,1689593728,20.212.146.181,,8,False,True,,,,,
1122237.olaelectric.in,502 Bad Gateway,502,183,AS8075,MICROSOFT-CORP-MSN-AS-BLOCK,US,20.192.0.0/10,1122237.olaelectric.in,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,2022-09-01T00:00:00Z,2023-09-20T23:59:59Z,CN=*.olaelectric.in,*.olaelectric.in,,olaelectric.in,"CN=GeoTrust Global TLS RSA4096 SHA256 2022 CA1, O=DigiCert\, Inc., C=US",GeoTrust Global TLS RSA4096 SHA256 2022 CA1,"DigiCert, Inc.",031a7998dcec488114821a62ca7470ad,d85da9ac4bc8e919da752f170c30718ae5a288725609b6ead70d9c286e61c3d7,ctls,1122237.olaelectric.in,443,https://1122237.olaelectric.in:443,https,Microsoft-Azure-Application-Gateway/v2,text/html,GET,20.212.146.181,/,1689593728,20.212.146.181,,8,False,True,,,,,
155-9-199-18.olaelectric.in,502 Bad Gateway,502,585,AS8075,MICROSOFT-CORP-MSN-AS-BLOCK,US,20.192.0.0/10,155-9-199-18.olaelectric.in,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,2022-09-01T00:00:00Z,2023-09-20T23:59:59Z,CN=*.olaelectric.in,*.olaelectric.in,,olaelectric.in,"CN=GeoTrust Global TLS RSA4096 SHA256 2022 CA1, O=DigiCert\, Inc., C=US",GeoTrust Global TLS RSA4096 SHA256 2022 CA1,"DigiCert, Inc.",031a7998dcec488114821a62ca7470ad,d85da9ac4bc8e919da752f170c30718ae5a288725609b6ead70d9c286e61c3d7,ctls,155-9-199-18.olaelectric.in,443,https://155-9-199-18.olaelectric.in:443,https,Microsoft-Azure-Application-Gateway/v2,text/html,GET,20.212.146.181,/,872412094,20.212.146.181,,14,False,True,,,,,
155-9-210-14.olaelectric.in,502 Bad Gateway,502,183,AS8075,MICROSOFT-CORP-MSN-AS-BLOCK,US,20.192.0.0/10,155-9-210-14.olaelectric.in,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,2022-09-01T00:00:00Z,2023-09-20T23:59:59Z,CN=*.olaelectric.in,*.olaelectric.in,,olaelectric.in,"CN=GeoTrust Global TLS RSA4096 SHA256 2022 CA1, O=DigiCert\, Inc., C=US",GeoTrust Global TLS RSA4096 SHA256 2022 CA1,"DigiCert, Inc.",031a7998dcec488114821a62ca7470ad,d85da9ac4bc8e919da752f170c30718ae5a288725609b6ead70d9c286e61c3d7,ctls,155-9-210-14.olaelectric.in,443,https://155-9-210-14.olaelectric.in:443,https,Microsoft-Azure-Application-Gateway/v2,text/html,GET,20.212.146.181,/,1689593728,20.212.146.181,,8,False,True,,,,,
155-9-226-8.olaelectric.in,502 Bad Gateway,502,585,AS8075,MICROSOFT-CORP-MSN-AS-BLOCK,US,20.192.0.0/10,155-9-226-8.olaelectric.in,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,2022-09-01T00:00:00Z,2023-09-20T23:59:59Z,CN=*.olaelectric.in,*.olaelectric.in,,olaelectric.in,"CN=GeoTrust Global TLS RSA4096 SHA256 2022 CA1, O=DigiCert\, Inc., C=US",GeoTrust Global TLS RSA4096 SHA256 2022 CA1,"DigiCert, Inc.",031a7998dcec488114821a62ca7470ad,d85da9ac4bc8e919da752f170c30718ae5a288725609b6ead70d9c286e61c3d7,ctls,155-9-226-8.olaelectric.in,443,https://155-9-226-8.olaelectric.in:443,https,Microsoft-Azure-Application-Gateway/v2,text/html,GET,20.212.146.181,/,872412094,20.212.146.181,,14,False,True,,,,,
17-121-114-246.olaelectric.in,502 Bad Gateway,502,183,AS8075,MICROSOFT-CORP-MSN-AS-BLOCK,US,20.192.0.0/10,17-121-114-246.olaelectric.in,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,2022-09-01T00:00:00Z,2023-09-20T23:59:59Z,CN=*.olaelectric.in,*.olaelectric.in,,olaelectric.in,"CN=GeoTrust Global TLS RSA4096 SHA256 2022 CA1, O=DigiCert\, Inc., C=US",GeoTrust Global TLS RSA4096 SHA256 2022 CA1,"DigiCert, Inc.",031a7998dcec488114821a62ca7470ad,d85da9ac4bc8e919da752f170c30718ae5a288725609b6ead70d9c286e61c3d7,ctls,17-121-114-246.olaelectric.in,443,https://17-121-114-246.olaelectric.in:443,https,Microsoft-Azure-Application-Gateway/v2,text/html,GET,20.212.146.181,/,1689593728,20.212.146.181,,8,False,True,,,,,
17-121-117-156.olaelectric.in,502 Bad Gateway,502,183,AS8075,MICROSOFT-CORP-MSN-AS-BLOCK,US,20.192.0.0/10,17-121-117-156.olaelectric.in,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,2022-09-01T00:00:00Z,2023-09-20T23:59:59Z,CN=*.olaelectric.in,*.olaelectric.in,,olaelectric.in,"CN=GeoTrust Global TLS RSA4096 SHA256 2022 CA1, O=DigiCert\, Inc., C=US",GeoTrust Global TLS RSA4096 SHA256 2022 CA1,"DigiCert, Inc.",031a7998dcec488114821a62ca7470ad,d85da9ac4bc8e919da752f170c30718ae5a288725609b6ead70d9c286e61c3d7,ctls,17-121-117-156.olaelectric.in,443,https://17-121-117-156.olaelectric.in:443,https,Microsoft-Azure-Application-Gateway/v2,text/html,GET,20.212.146.181,/,1689593728,20.212.146.181,,8,False,True,,,,,
17-121-117-36.olaelectric.in,502 Bad Gateway,502,183,AS8075,MICROSOFT-CORP-MSN-AS-BLOCK,US,20.192.0.0/10,17-121-117-36.olaelectric.in,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,2022-09-01T00:00:00Z,2023-09-20T23:59:59Z,CN=*.olaelectric.in,*.olaelectric.in,,olaelectric.in,"CN=GeoTrust Global TLS RSA4096 SHA256 2022 CA1, O=DigiCert\, Inc., C=US",GeoTrust Global TLS RSA4096 SHA256 2022 CA1,"DigiCert, Inc.",031a7998dcec488114821a62ca7470ad,d85da9ac4bc8e919da752f170c30718ae5a288725609b6ead70d9c286e61c3d7,ctls,17-121-117-36.olaelectric.in,443,https://17-121-117-36.olaelectric.in:443,https,Microsoft-Azure-Application-Gateway/v2,text/html,GET,20.212.146.181,/,1689593728,20.212.146.181,,8,False,True,,,,,
17-121-119-199.olaelectric.in,502 Bad Gateway,502,585,AS8075,MICROSOFT-CORP-MSN-AS-BLOCK,US,20.192.0.0/10,17-121-119-199.olaelectric.in,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,2022-09-01T00:00:00Z,2023-09-20T23:59:59Z,CN=*.olaelectric.in,*.olaelectric.in,,olaelectric.in,"CN=GeoTrust Global TLS RSA4096 SHA256 2022 CA1, O=DigiCert\, Inc., C=US",GeoTrust Global TLS RSA4096 SHA256 2022 CA1,"DigiCert, Inc.",031a7998dcec488114821a62ca7470ad,d85da9ac4bc8e919da752f170c30718ae5a288725609b6ead70d9c286e61c3d7,ctls,17-121-119-199.olaelectric.in,443,https://17-121-119-199.olaelectric.in:443,https,Microsoft-Azure-Application-Gateway/v2,text/html,GET,20.212.146.181,/,872412094,20.212.146.181,,14,False,True,,,,,
17-121-122-155.olaelectric.in,502 Bad Gateway,502,585,AS8075,MICROSOFT-CORP-MSN-AS-BLOCK,US,20.192.0.0/10,17-121-122-155.olaelectric.in,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,2022-09-01T00:00:00Z,2023-09-20T23:59:59Z,CN=*.olaelectric.in,*.olaelectric.in,,olaelectric.in,"CN=GeoTrust Global TLS RSA4096 SHA256 2022 CA1, O=DigiCert\, Inc., C=US",GeoTrust Global TLS RSA4096 SHA256 2022 CA1,"DigiCert, Inc.",031a7998dcec488114821a62ca7470ad,d85da9ac4bc8e919da752f170c30718ae5a288725609b6ead70d9c286e61c3d7,ctls,17-121-122-155.olaelectric.in,443,https://17-121-122-155.olaelectric.in:443,https,Microsoft-Azure-Application-Gateway/v2,text/html,GET,20.212.146.181,/,872412094,20.212.146.181,,14,False,True,,,,,
17-121-122-172.olaelectric.in,502 Bad Gateway,502,585,AS8075,MICROSOFT-CORP-MSN-AS-BLOCK,US,20.192.0.0/10,17-121-122-172.olaelectric.in,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,2022-09-01T00:00:00Z,2023-09-20T23:59:59Z,CN=*.olaelectric.in,*.olaelectric.in,,olaelectric.in,"CN=GeoTrust Global TLS RSA4096 SHA256 2022 CA1, O=DigiCert\, Inc., C=US",GeoTrust Global TLS RSA4096 SHA256 2022 CA1,"DigiCert, Inc.",031a7998dcec488114821a62ca7470ad,d85da9ac4bc8e919da752f170c30718ae5a288725609b6ead70d9c286e61c3d7,ctls,17-121-122-172.olaelectric.in,443,https://17-121-122-172.olaelectric.in:443,https,Microsoft-Azure-Application-Gateway/v2,text/html,GET,20.212.146.181,/,872412094,20.212.146.181,,14,False,True,,,,,
17-121-127-120.olaelectric.in,502 Bad Gateway,502,585,AS8075,MICROSOFT-CORP-MSN-AS-BLOCK,US,20.192.0.0/10,17-121-127-120.olaelectric.in,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,2022-09-01T00:00:00Z,2023-09-20T23:59:59Z,CN=*.olaelectric.in,*.olaelectric.in,,olaelectric.in,"CN=GeoTrust Global TLS RSA4096 SHA256 2022 CA1, O=DigiCert\, Inc., C=US",GeoTrust Global TLS RSA4096 SHA256 2022 CA1,"DigiCert, Inc.",031a7998dcec488114821a62ca7470ad,d85da9ac4bc8e919da752f170c30718ae5a288725609b6ead70d9c286e61c3d7,ctls,17-121-127-120.olaelectric.in,443,https://17-121-127-120.olaelectric.in:443,https,Microsoft-Azure-Application-Gateway/v2,text/html,GET,20.212.146.181,/,872412094,20.212.146.181,,14,False,True,,,,,
17-121-127-68.olaelectric.in,502 Bad Gateway,502,585,AS8075,MICROSOFT-CORP-MSN-AS-BLOCK,US,20.192.0.0/10,17-121-127-68.olaelectric.in,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,2022-09-01T00:00:00Z,2023-09-20T23:59:59Z,CN=*.olaelectric.in,*.olaelectric.in,,olaelectric.in,"CN=GeoTrust Global TLS RSA4096 SHA256 2022 CA1, O=DigiCert\, Inc., C=US",GeoTrust Global TLS RSA4096 SHA256 2022 CA1,"DigiCert, Inc.",031a7998dcec488114821a62ca7470ad,d85da9ac4bc8e919da752f170c30718ae5a288725609b6ead70d9c286e61c3d7,ctls,17-121-127-68.olaelectric.in,443,https://17-121-127-68.olaelectric.in:443,https,Microsoft-Azure-Application-Gateway/v2,text/html,GET,20.212.146.181,/,872412094,20.212.146.181,,14,False,True,,,,,
17-58-100-145.olaelectric.in,502 Bad Gateway,502,183,AS8075,MICROSOFT-CORP-MSN-AS-BLOCK,US,20.192.0.0/10,17-58-100-145.olaelectric.in,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,2022-09-01T00:00:00Z,2023-09-20T23:59:59Z,CN=*.olaelectric.in,*.olaelectric.in,,olaelectric.in,"CN=GeoTrust Global TLS RSA4096 SHA256 2022 CA1, O=DigiCert\, Inc., C=US",GeoTrust Global TLS RSA4096 SHA256 2022 CA1,"DigiCert, Inc.",031a7998dcec488114821a62ca7470ad,d85da9ac4bc8e919da752f170c30718ae5a288725609b6ead70d9c286e61c3d7,ctls,17-58-100-145.olaelectric.in,443,https://17-58-100-145.olaelectric.in:443,https,Microsoft-Azure-Application-Gateway/v2,text/html,GET,20.212.146.181,/,1689593728,20.212.146.181,,8,False,True,,,,,
17-58-106-74.olaelectric.in,502 Bad Gateway,502,183,AS8075,MICROSOFT-CORP-MSN-AS-BLOCK,US,20.192.0.0/10,17-58-106-74.olaelectric.in,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,2022-09-01T00:00:00Z,2023-09-20T23:59:59Z,CN=*.olaelectric.in,*.olaelectric.in,,olaelectric.in,"CN=GeoTrust Global TLS RSA4096 SHA256 2022 CA1, O=DigiCert\, Inc., C=US",GeoTrust Global TLS RSA4096 SHA256 2022 CA1,"DigiCert, Inc.",031a7998dcec488114821a62ca7470ad,d85da9ac4bc8e919da752f170c30718ae5a288725609b6ead70d9c286e61c3d7,ctls,17-58-106-74.olaelectric.in,443,https://17-58-106-74.olaelectric.in:443,https,Microsoft-Azure-Application-Gateway/v2,text/html,GET,20.212.146.181,/,1689593728,20.212.146.181,,8,False,True,,,,,
17-58-98-249.olaelectric.in,502 Bad Gateway,502,585,AS8075,MICROSOFT-CORP-MSN-AS-BLOCK,US,20.192.0.0/10,17-58-98-249.olaelectric.in,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,2022-09-01T00:00:00Z,2023-09-20T23:59:59Z,CN=*.olaelectric.in,*.olaelectric.in,,olaelectric.in,"CN=GeoTrust Global TLS RSA4096 SHA256 2022 CA1, O=DigiCert\, Inc., C=US",GeoTrust Global TLS RSA4096 SHA256 2022 CA1,"DigiCert, Inc.",031a7998dcec488114821a62ca7470ad,d85da9ac4bc8e919da752f170c30718ae5a288725609b6ead70d9c286e61c3d7,ctls,17-58-98-249.olaelectric.in,443,https://17-58-98-249.olaelectric.in:443,https,Microsoft-Azure-Application-Gateway/v2,text/html,GET,20.212.146.181,/,872412094,20.212.146.181,,14,False,True,,,,,
1774373g23.olaelectric.in,502 Bad Gateway,502,183,AS8075,MICROSOFT-CORP-MSN-AS-BLOCK,US,20.192.0.0/10,1774373g23.olaelectric.in,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,2022-09-01T00:00:00Z,2023-09-20T23:59:59Z,CN=*.olaelectric.in,*.olaelectric.in,,olaelectric.in,"CN=GeoTrust Global TLS RSA4096 SHA256 2022 CA1, O=DigiCert\, Inc., C=US",GeoTrust Global TLS RSA4096 SHA256 2022 CA1,"DigiCert, Inc.",031a7998dcec488114821a62ca7470ad,d85da9ac4bc8e919da752f170c30718ae5a288725609b6ead70d9c286e61c3d7,ctls,1774373g23.olaelectric.in,443,https://1774373g23.olaelectric.in:443,https,Microsoft-Azure-Application-Gateway/v2,text/html,GET,20.212.146.181,/,1689593728,20.212.146.181,,8,False,True,,,,,
17wbz.olaelectric.in,502 Bad Gateway,502,183,AS8075,MICROSOFT-CORP-MSN-AS-BLOCK,US,20.192.0.0/10,17wbz.olaelectric.in,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,2022-09-01T00:00:00Z,2023-09-20T23:59:59Z,CN=*.olaelectric.in,*.olaelectric.in,,olaelectric.in,"CN=GeoTrust Global TLS RSA4096 SHA256 2022 CA1, O=DigiCert\, Inc., C=US",GeoTrust Global TLS RSA4096 SHA256 2022 CA1,"DigiCert, Inc.",031a7998dcec488114821a62ca7470ad,d85da9ac4bc8e919da752f170c30718ae5a288725609b6ead70d9c286e61c3d7,ctls,17wbz.olaelectric.in,443,https://17wbz.olaelectric.in:443,https,Microsoft-Azure-Application-Gateway/v2,text/html,GET,20.212.146.181,/,1689593728,20.212.146.181,,8,False,True,,,,,
2018-2020-adminqausers.olaelectric.in,502 Bad Gateway,502,585,AS8075,MICROSOFT-CORP-MSN-AS-BLOCK,US,20.192.0.0/10,2018-2020-adminqausers.olaelectric.in,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,2022-09-01T00:00:00Z,2023-09-20T23:59:59Z,CN=*.olaelectric.in,*.olaelectric.in,,olaelectric.in,"CN=GeoTrust Global TLS RSA4096 SHA256 2022 CA1, O=DigiCert\, Inc., C=US",GeoTrust Global TLS RSA4096 SHA256 2022 CA1,"DigiCert, Inc.",031a7998dcec488114821a62ca7470ad,d85da9ac4bc8e919da752f170c30718ae5a288725609b6ead70d9c286e61c3d7,ctls,2018-2020-adminqausers.olaelectric.in,443,https://2018-2020-adminqausers.olaelectric.in:443,https,Microsoft-Azure-Application-Gateway/v2,text/html,GET,20.212.146.181,/,872412094,20.212.146.181,,14,False,True,,,,,
2018-web-2019-admingcp-0.olaelectric.in,502 Bad Gateway,502,585,AS8075,MICROSOFT-CORP-MSN-AS-BLOCK,US,20.192.0.0/10,2018-web-2019-admingcp-0.olaelectric.in,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,2022-09-01T00:00:00Z,2023-09-20T23:59:59Z,CN=*.olaelectric.in,*.olaelectric.in,,olaelectric.in,"CN=GeoTrust Global TLS RSA4096 SHA256 2022 CA1, O=DigiCert\, Inc., C=US",GeoTrust Global TLS RSA4096 SHA256 2022 CA1,"DigiCert, Inc.",031a7998dcec488114821a62ca7470ad,d85da9ac4bc8e919da752f170c30718ae5a288725609b6ead70d9c286e61c3d7,ctls,2018-web-2019-admingcp-0.olaelectric.in,443,https://2018-web-2019-admingcp-0.olaelectric.in:443,https,Microsoft-Azure-Application-Gateway/v2,text/html,GET,20.212.146.181,/,872412094,20.212.146.181,,14,False,True,,,,,
20182018dbms.olaelectric.in,502 Bad Gateway,502,585,AS8075,MICROSOFT-CORP-MSN-AS-BLOCK,US,20.192.0.0/10,20182018dbms.olaelectric.in,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,2022-09-01T00:00:00Z,2023-09-20T23:59:59Z,CN=*.olaelectric.in,*.olaelectric.in,,olaelectric.in,"CN=GeoTrust Global TLS RSA4096 SHA256 2022 CA1, O=DigiCert\, Inc., C=US",GeoTrust Global TLS RSA4096 SHA256 2022 CA1,"DigiCert, Inc.",031a7998dcec488114821a62ca7470ad,d85da9ac4bc8e919da752f170c30718ae5a288725609b6ead70d9c286e61c3d7,ctls,20182018dbms.olaelectric.in,443,https://20182018dbms.olaelectric.in:443,https,Microsoft-Azure-Application-Gateway/v2,text/html,GET,20.212.146.181,/,872412094,20.212.146.181,,14,False,True,,,,,
2018engineeringstaging-vip.olaelectric.in,502 Bad Gateway,502,585,AS8075,MICROSOFT-CORP-MSN-AS-BLOCK,US,20.192.0.0/10,2018engineeringstaging-vip.olaelectric.in,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,2022-09-01T00:00:00Z,2023-09-20T23:59:59Z,CN=*.olaelectric.in,*.olaelectric.in,,olaelectric.in,"CN=GeoTrust Global TLS RSA4096 SHA256 2022 CA1, O=DigiCert\, Inc., C=US",GeoTrust Global TLS RSA4096 SHA256 2022 CA1,"DigiCert, Inc.",031a7998dcec488114821a62ca7470ad,d85da9ac4bc8e919da752f170c30718ae5a288725609b6ead70d9c286e61c3d7,ctls,2018engineeringstaging-vip.olaelectric.in,443,https://2018engineeringstaging-vip.olaelectric.in:443,https,Microsoft-Azure-Application-Gateway/v2,text/html,GET,20.212.146.181,/,872412094,20.212.146.181,,14,False,True,,,,,
2019-2022asp.olaelectric.in,502 Bad Gateway,502,585,AS8075,MICROSOFT-CORP-MSN-AS-BLOCK,US,20.192.0.0/10,2019-2022asp.olaelectric.in,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,2022-09-01T00:00:00Z,2023-09-20T23:59:59Z,CN=*.olaelectric.in,*.olaelectric.in,,olaelectric.in,"CN=GeoTrust Global TLS RSA4096 SHA256 2022 CA1, O=DigiCert\, Inc., C=US",GeoTrust Global TLS RSA4096 SHA256 2022 CA1,"DigiCert, Inc.",031a7998dcec488114821a62ca7470ad,d85da9ac4bc8e919da752f170c30718ae5a288725609b6ead70d9c286e61c3d7,ctls,2019-2022asp.olaelectric.in,443,https://2019-2022asp.olaelectric.in:443,https,Microsoft-Azure-Application-Gateway/v2,text/html,GET,20.212.146.181,/,872412094,20.212.146.181,,14,False,True,,,,,
2019-dev-crmorigin.olaelectric.in,502 Bad Gateway,502,585,AS8075,MICROSOFT-CORP-MSN-AS-BLOCK,US,20.192.0.0/10,2019-dev-crmorigin.olaelectric.in,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,2022-09-01T00:00:00Z,2023-09-20T23:59:59Z,CN=*.olaelectric.in,*.olaelectric.in,,olaelectric.in,"CN=GeoTrust Global TLS RSA4096 SHA256 2022 CA1, O=DigiCert\, Inc., C=US",GeoTrust Global TLS RSA4096 SHA256 2022 CA1,"DigiCert, Inc.",031a7998dcec488114821a62ca7470ad,d85da9ac4bc8e919da752f170c30718ae5a288725609b6ead70d9c286e61c3d7,ctls,2019-dev-crmorigin.olaelectric.in,443,https://2019-dev-crmorigin.olaelectric.in:443,https,Microsoft-Azure-Application-Gateway/v2,text/html,GET,20.212.146.181,/,872412094,20.212.146.181,,14,False,True,,,,,
2019-gcplegacy.olaelectric.in,502 Bad Gateway,502,585,AS8075,MICROSOFT-CORP-MSN-AS-BLOCK,US,20.192.0.0/10,2019-gcplegacy.olaelectric.in,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,2022-09-01T00:00:00Z,2023-09-20T23:59:59Z,CN=*.olaelectric.in,*.olaelectric.in,,olaelectric.in,"CN=GeoTrust Global TLS RSA4096 SHA256 2022 CA1, O=DigiCert\, Inc., C=US",GeoTrust Global TLS RSA4096 SHA256 2022 CA1,"DigiCert, Inc.",031a7998dcec488114821a62ca7470ad,d85da9ac4bc8e919da752f170c30718ae5a288725609b6ead70d9c286e61c3d7,ctls,2019-gcplegacy.olaelectric.in,443,https://2019-gcplegacy.olaelectric.in:443,https,Microsoft-Azure-Application-Gateway/v2,text/html,GET,20.212.146.181,/,872412094,20.212.146.181,,14,False,True,,,,,
2019-na-ab33.olaelectric.in,502 Bad Gateway,502,183,AS8075,MICROSOFT-CORP-MSN-AS-BLOCK,US,20.192.0.0/10,2019-na-ab33.olaelectric.in,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,2022-09-01T00:00:00Z,2023-09-20T23:59:59Z,CN=*.olaelectric.in,*.olaelectric.in,,olaelectric.in,"CN=GeoTrust Global TLS RSA4096 SHA256 2022 CA1, O=DigiCert\, Inc., C=US",GeoTrust Global TLS RSA4096 SHA256 2022 CA1,"DigiCert, Inc.",031a7998dcec488114821a62ca7470ad,d85da9ac4bc8e919da752f170c30718ae5a288725609b6ead70d9c286e61c3d7,ctls,2019-na-ab33.olaelectric.in,443,https://2019-na-ab33.olaelectric.in:443,https,Microsoft-Azure-Application-Gateway/v2,text/html,GET,20.212.146.181,/,1689593728,20.212.146.181,,8,False,True,,,,,
2019launch.olaelectric.in,502 Bad Gateway,502,585,AS8075,MICROSOFT-CORP-MSN-AS-BLOCK,US,20.192.0.0/10,2019launch.olaelectric.in,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,2022-09-01T00:00:00Z,2023-09-20T23:59:59Z,CN=*.olaelectric.in,*.olaelectric.in,,olaelectric.in,"CN=GeoTrust Global TLS RSA4096 SHA256 2022 CA1, O=DigiCert\, Inc., C=US",GeoTrust Global TLS RSA4096 SHA256 2022 CA1,"DigiCert, Inc.",031a7998dcec488114821a62ca7470ad,d85da9ac4bc8e919da752f170c30718ae5a288725609b6ead70d9c286e61c3d7,ctls,2019launch.olaelectric.in,443,https://2019launch.olaelectric.in:443,https,Microsoft-Azure-Application-Gateway/v2,text/html,GET,20.212.146.181,/,872412094,20.212.146.181,,14,False,True,,,,,
