new,host,cname,soa,status_code,a,mx,txt,ns,cdn,cdn-name,caa,has_internal_ips,internal_ips,aaaa
[x],prod-checkout-canary.razorpay.com,"prod-prod-checkout-canary-weighted.razorpay.com, prod-white-ext.razorpay.com, prod-green-ext.razorpay.com","ns-1400.awsdns-47.org, awsdns-hostmaster.amazon.com",NOERROR,"3.7.220.122, 13.232.7.211, 13.234.159.203, 15.207.153.40, 13.235.125.107, 13.232.198.244, 15.206.49.175, 13.126.103.36",,,,,,,,,
[x],prod-dashboard-weighted.razorpay.com,cde-blue-ext.razorpay.com,"ns-1400.awsdns-47.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],prod-green-concierge.razorpay.com,,"ns-1400.awsdns-47.org, awsdns-hostmaster.amazon.com",NOERROR,"52.66.54.88, 43.204.61.157",,,,,,,,,
[x],prod-green-ext.razorpay.com,,"ns-1400.awsdns-47.org, awsdns-hostmaster.amazon.com",NOERROR,"15.206.251.209, 35.154.246.42, 13.235.52.240, 3.7.131.178, 13.234.65.53, 43.205.81.106, 3.108.35.186, 35.154.141.26",,,,,,,,,
[x],prod-invoices.razorpay.com,"prod-api.razorpay.com, prod-api-weighted.razorpay.com, cde-green-ext-v2.razorpay.com, cde-blue-ext-v2.razorpay.com","ns-1400.awsdns-47.org, awsdns-hostmaster.amazon.com",NOERROR,"15.206.177.197, 3.6.105.133",,,,,,,,,
[x],prod-lumberjack-metrics-weighted.razorpay.com,prod-white-ext-v2.razorpay.com,"ns-1400.awsdns-47.org, awsdns-hostmaster.amazon.com",NOERROR,"35.154.21.214, 65.2.112.103",,,"ns-1400.awsdns-47.org, ns-1939.awsdns-50.co.uk, ns-723.awsdns-26.net, ns-74.awsdns-09.com",,,,,,
[x],prod-payroll-weighted.razorpay.com,cde-green-ext.razorpay.com,"ns-1400.awsdns-47.org, awsdns-hostmaster.amazon.com",NOERROR,"43.204.42.189, 3.108.127.63, 3.6.108.73, 65.0.227.89, 65.2.43.43, 35.154.200.160, 43.205.158.115, 65.1.230.35",,,"ns-1400.awsdns-47.org, ns-1939.awsdns-50.co.uk, ns-723.awsdns-26.net, ns-74.awsdns-09.com",,,,,,
[x],prod-white-concierge.razorpay.com,,"ns-1400.awsdns-47.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],prod-white-ext.razorpay.com,,"ns-1400.awsdns-47.org, awsdns-hostmaster.amazon.com",NOERROR,"13.126.4.134, 13.235.125.107, 3.111.13.42, 3.111.130.70, 35.154.176.44, 15.207.159.197, 3.7.220.122, 15.206.109.72",,,,,,,,,
[x],prod-white.oidc.razorpay.com,,"ns-1400.awsdns-47.org, awsdns-hostmaster.amazon.com",NOERROR,"15.207.244.207, 13.233.14.215",,,,,,,,,
[x],product-metrics-api.razorpay.com,,"ns-1400.awsdns-47.org, awsdns-hostmaster.amazon.com",NOERROR,"18.165.122.20, 18.165.122.114, 18.165.122.66, 18.165.122.106",,,,True,cloudfront,,,,
[x],product-metrics.razorpay.com,,"ns-1400.awsdns-47.org, awsdns-hostmaster.amazon.com",NOERROR,"108.156.22.91, 108.156.22.120, 108.156.22.11, 108.156.22.75",,,,True,cloudfront,,,,
[x],prometheus.tw.razorpay.com,,"ns-558.awsdns-05.net, awsdns-hostmaster.amazon.com",NOERROR,13.127.79.19,,,,,,,,,
[x],readmo.prod-blue.razorpay.com,prod-blue-ext.razorpay.com,"ns-1400.awsdns-47.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],redash.razorpay.com,"prod-redash-weighted.razorpay.com, prod-green-concierge-v2.razorpay.com","ns-1400.awsdns-47.org, awsdns-hostmaster.amazon.com",NOERROR,"13.232.178.211, 13.235.190.3",,,,,,,,,
[x],redox.razorpay.com,"prod-external.razorpay.com, prod-blue-ext.razorpay.com","ns-1400.awsdns-47.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],referral.razorpay.com,ecs-load-balancer-470456099.us-east-1.elb.amazonaws.com,"ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",NOERROR,"3.219.125.165, 44.195.187.90",,,,,,,,,
[x],reminders.razorpay.com,"prod-reminders-weighted.razorpay.com, prod-white-int.razorpay.com","ns-1400.awsdns-47.org, awsdns-hostmaster.amazon.com",NOERROR,"10.1.135.55, 10.1.136.241, 10.1.136.90, 10.1.135.34, 10.1.136.119, 10.1.136.154, 10.1.135.168, 10.1.136.102",,,,,,,True,"10.1.135.55, 10.1.136.241, 10.1.136.90, 10.1.135.34, 10.1.136.119, 10.1.136.154, 10.1.135.168, 10.1.136.102",
[x],reporting.razorpay.com,"prod-reporting-weighted.razorpay.com, prod-green-ext-v2.razorpay.com, prod-white-ext-v2.razorpay.com","ns-1400.awsdns-47.org, awsdns-hostmaster.amazon.com",NOERROR,"13.232.56.20, 3.6.64.127",,,,,,,,,
[x],rewards.razorpay.com,"proxy-ssl.webflow.com, proxy-ssl-geo.webflow.com","ns-1078.awsdns-06.org, awsdns-hostmaster.amazon.com",NOERROR,"34.251.201.224, 34.253.101.190, 54.194.170.100",,,,,,,,,
[x],rize-dashboard.razorpay.com,,"ns-1400.awsdns-47.org, awsdns-hostmaster.amazon.com",NOERROR,"52.222.236.20, 52.222.236.60, 52.222.236.77, 52.222.236.118",,,,True,cloudfront,,,,
[x],rize.razorpay.com,"proxy-ssl.webflow.com, proxy-ssl-geo.webflow.com","ns-1078.awsdns-06.org, awsdns-hostmaster.amazon.com",NOERROR,"34.251.201.224, 54.194.170.100, 34.253.101.190",,,,,,,,,
[x],rxe-0-1-8.prod-blue.razorpay.com,prod-blue-ext.razorpay.com,"ns-1400.awsdns-47.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],rzp-labs-slack.razorpay.com,"prod-rzp-labs-slack-weighted.razorpay.com, prod-green-ext.razorpay.com","ns-1400.awsdns-47.org, awsdns-hostmaster.amazon.com",NOERROR,"3.7.49.137, 15.207.96.13, 15.206.251.209, 13.232.19.19, 13.234.249.212, 35.154.199.53, 35.154.141.26, 13.235.52.240",,,,,,,,,
[x],s3-svnusers.prod-blue.razorpay.com,prod-blue-ext.razorpay.com,"ns-1400.awsdns-47.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],sales.razorpay.com,"02a54f9c9f23400688affcd85c1b7675.unbouncepages.com, unbouncepages.com","ns-748.awsdns-29.net, awsdns-hostmaster.amazon.com",NOERROR,"3.126.202.50, 3.69.136.55",,google-site-verification=OR1Dxjz7lXfsMSTzdmscdUNH56xGM9k7kpj72k7ERAs,"ns-1465.awsdns-55.org, ns-1575.awsdns-04.co.uk, ns-362.awsdns-45.com, ns-748.awsdns-29.net",,,"comodoca.com, globalsign.com, letsencrypt.org, amazon.com",,,
[x],sdk.razorpay.com,,"ns-1400.awsdns-47.org, awsdns-hostmaster.amazon.com",NOERROR,"52.66.140.61, 52.66.140.48",,,,,,,,,
[x],security.razorpay.com,,"ns-994.awsdns-60.net, awsdns-hostmaster.amazon.com",NOERROR,162.159.135.42,,ca3-6b2d9b32f03141a5859720f319f1b08b,"ns-12.awsdns-01.com, ns-1510.awsdns-60.org, ns-1963.awsdns-53.co.uk, ns-994.awsdns-60.net",True,cloudflare,,,,
[x],sentry.razorpay.com,"prod-sentry-weighted.razorpay.com, eks-ops-ext-alb-v2-1107299491.ap-south-1.elb.amazonaws.com","ns-329.awsdns-41.com, awsdns-hostmaster.amazon.com",NOERROR,"13.127.0.153, 3.7.193.230, 15.206.196.33",,,,,,,,,
[x],sentry9.razorpay.com,"prod-sentry9-weighted.razorpay.com, eks-ops-ext-alb-v2-1107299491.ap-south-1.elb.amazonaws.com","ns-329.awsdns-41.com, awsdns-hostmaster.amazon.com",NOERROR,"13.127.0.153, 15.206.196.33, 3.7.193.230",,,"ns-1498.awsdns-59.org, ns-1568.awsdns-04.co.uk, ns-329.awsdns-41.com, ns-836.awsdns-40.net",,,,,,
[x],sib.razorpay.com,"whitelabel-dashboard-weighted.razorpay.com, cde-blue-ext.razorpay.com","ns-1400.awsdns-47.org, awsdns-hostmaster.amazon.com",NOERROR,"3.7.43.51, 15.206.9.121, 13.235.5.224, 3.110.245.60, 13.127.41.139, 3.109.53.70, 65.0.155.42, 15.207.160.164",,,"ns-1400.awsdns-47.org, ns-1939.awsdns-50.co.uk, ns-723.awsdns-26.net, ns-74.awsdns-09.com",,,,,,
[x],solutions.razorpay.com,"prod-solutions-weighted.razorpay.com, prod-static-b.razorpay.com, prod-static-a.razorpay.com","ns-1400.awsdns-47.org, awsdns-hostmaster.amazon.com",NOERROR,"43.204.14.47, 15.206.214.183",,,,,,,,,
[x],sonar.razorpay.com,prod-white-ext-v2.razorpay.com,"ns-1400.awsdns-47.org, awsdns-hostmaster.amazon.com",NOERROR,"65.2.112.103, 35.154.21.214",,,,,,,,,
[x],spn16-4-vzb.prod-blue.razorpay.com,prod-blue-ext.razorpay.com,"ns-1400.awsdns-47.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],spn7-1-seb.prod-blue.razorpay.com,prod-blue-ext.razorpay.com,"ns-1400.awsdns-47.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],stagingm.prod-blue.razorpay.com,prod-blue-ext.razorpay.com,"ns-1400.awsdns-47.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],status.razorpay.com,"prod-status-weighted.razorpay.com, eks-ops-ext-alb-v2-1107299491.ap-south-1.elb.amazonaws.com","ns-329.awsdns-41.com, awsdns-hostmaster.amazon.com",NOERROR,"13.127.0.153, 3.7.193.230, 15.206.196.33",,,,,,,,,
[x],stores.razorpay.com,cde-blue-ext.razorpay.com,"ns-1400.awsdns-47.org, awsdns-hostmaster.amazon.com",NOERROR,"65.0.155.42, 3.109.53.70, 3.7.43.51, 3.111.124.47, 3.6.9.20, 13.127.41.139, 13.235.5.224, 52.66.130.65",,,,,,,,,
[x],stripe.prod-blue.razorpay.com,prod-blue-ext.razorpay.com,"ns-1400.awsdns-47.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],subscriptions.razorpay.com,"prod-subscriptions-weighted.razorpay.com, prod-green-ext-v2.razorpay.com, prod-white-ext-v2.razorpay.com","ns-1400.awsdns-47.org, awsdns-hostmaster.amazon.com",NOERROR,"13.232.56.20, 3.6.64.127",,,,,,,,,
[x],superset.de.razorpay.com,"prod-superset-weighted.de.razorpay.com, prod-white-concierge.de.razorpay.com","ns-1687.awsdns-18.co.uk, awsdns-hostmaster.amazon.com",NOERROR,"15.207.17.65, 65.1.39.4, 3.108.231.35",,,,,,,,,
[x],support.razorpay.com,razorpay.zendesk.com,"ns-1213.awsdns-23.org, awsdns-hostmaster.amazon.com",NOERROR,"162.159.138.6, 162.159.128.7",mail.zendesk.com,v=spf1 include:_netblocks.zdsys.com ~all,,True,cloudflare,,,,
[x],t2submit.prod-blue.razorpay.com,prod-blue-ext.razorpay.com,"ns-1400.awsdns-47.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],team-preferences-engineeringpreferences-teamuploads-v1-web.prod-blue.razorpay.com,prod-blue-ext.razorpay.com,"ns-1400.awsdns-47.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],tech.prod-blue.razorpay.com,prod-blue-ext.razorpay.com,"ns-1400.awsdns-47.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],tech.razorpay.com,txtd.io,"nsx.gitns.com, domains.nzt.ventures",NOERROR,45.85.238.5,,"google-site-verification=EXeqzpARS3yjrbHQ0bg247WA2qL6UQsJo2POgGcWXTY, site24x7-signals-domain-verification=2e83dea5edab703b0df0d649c64e162e","nsx.gitns.nl, nsx.gitns.org, nsx.gitns.net, nsx.gitns.io, nsx.gitns.com",,,"mailto:caa@nzt.ventures, letsencrypt.org, ;",,,2a0e:c885:5::1
[x],temp-v2postmaster-erpalt.tw.razorpay.com,,"ns-558.awsdns-05.net, awsdns-hostmaster.amazon.com",NOERROR,"3.111.85.39, 52.66.97.64",,,,,,,,,
[x],tfs.razorpay.com,,"ns-1400.awsdns-47.org, awsdns-hostmaster.amazon.com",NOERROR,"18.164.124.58, 18.164.124.37, 18.164.124.44, 18.164.124.116",,,,True,cloudfront,,,,
[x],tokenisation.razorpay.com,"prod-tokenisation-weighted.razorpay.com, card-txzn-green-mtls.razorpay.com, card-txzn-blue-mtls.razorpay.com","ns-1400.awsdns-47.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],tor74-90-pda.tw.razorpay.com,,"ns-558.awsdns-05.net, awsdns-hostmaster.amazon.com",NOERROR,"52.66.97.64, 3.111.85.39",,,,,,,,,
[x],tw.razorpay.com,,"ns-558.awsdns-05.net, awsdns-hostmaster.amazon.com",NOERROR,,,,"ns-1406.awsdns-47.org, ns-1682.awsdns-18.co.uk, ns-273.awsdns-34.com, ns-558.awsdns-05.net",,,,,,
[x],universe.razorpay.com,razorpay.github.io,"dns1.p05.nsone.net, hostmaster.nsone.net, ns-1622.awsdns-10.co.uk, awsdns-hostmaster.amazon.com",NOERROR,"185.199.108.153, 185.199.109.153, 185.199.110.153, 185.199.111.153",,,"dns1.p05.nsone.net, dns2.p05.nsone.net, dns3.p05.nsone.net, dns4.p05.nsone.net, ns-1339.awsdns-39.org, ns-1622.awsdns-10.co.uk, ns-393.awsdns-49.com, ns-692.awsdns-22.net",,,"digicert.com, letsencrypt.org",,,"2606:50c0:8000::153, 2606:50c0:8001::153, 2606:50c0:8002::153, 2606:50c0:8003::153"
[x],v4-status-temp-auth-accept-help-helporigin.prod-blue.razorpay.com,prod-blue-ext.razorpay.com,"ns-1400.awsdns-47.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],vpn.corp.razorpay.com,"vpn-del.corp.razorpay.com, vpn-sal.corp.razorpay.com, vpn-blr.corp.razorpay.com","ns-644.awsdns-16.net, awsdns-hostmaster.amazon.com",NOERROR,115.110.233.82,,,,,,,,,
[x],vpn2.corp.razorpay.com,,"ns-644.awsdns-16.net, awsdns-hostmaster.amazon.com",NOERROR,122.186.117.86,,,,,,,,,
[x],vxe-2-3-1.prod-blue.razorpay.com,prod-blue-ext.razorpay.com,"ns-1400.awsdns-47.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],where.razorpay.com,txtd.io,"nsx.gitns.com, domains.nzt.ventures",NOERROR,45.85.238.5,,,"nsx.gitns.nl, nsx.gitns.org, nsx.gitns.net, nsx.gitns.io, nsx.gitns.com",,,"letsencrypt.org, mailto:caa@nzt.ventures, ;",,,2a0e:c885:5::1
[x],whitelabel-dashboard-weighted.razorpay.com,cde-green-ext.razorpay.com,"ns-1400.awsdns-47.org, awsdns-hostmaster.amazon.com",NOERROR,"65.0.227.89, 3.7.209.17, 3.108.127.63, 13.127.22.115, 35.154.160.182, 65.1.230.35, 43.205.158.115, 35.154.200.160",,,,,,,,,
[x],wpoxy.prod-blue.razorpay.com,prod-blue-ext.razorpay.com,"ns-1400.awsdns-47.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],www.razorpay.com,,"ns-1400.awsdns-47.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,True,cloudfront,,,,
[x],www.webinar.razorpay.com,,,NOERROR,,,,,,,,,,
[x],www1.prod-blue.razorpay.com,prod-blue-ext.razorpay.com,"ns-1400.awsdns-47.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],x.razorpay.com,,"ns-1400.awsdns-47.org, awsdns-hostmaster.amazon.com",NOERROR,"18.66.122.46, 18.66.122.110, 18.66.122.84, 18.66.122.20",,,,True,cloudfront,,,,
