new,host,a,soa,status_code,cname,has_internal_ips,internal_ips,cdn,cdn-name,txt,aaaa,ns,mx,caa
[x],smtp-in-dlp1.uat.td.com,142.205.125.214,"a1-113.akam.net, dnstech.tdbank.ca",NOERROR,,,,,,,,,,
[x],smtphybrid.td.com,,"a1-113.akam.net, dnstech.tdbank.ca",NOERROR,,,,,,,,,"smtphybrid2.td.com, smtphybrid.td.com.global.td.com, smtphybrid1.td.com",
[x],smtphybrid.uat.td.com,,"a1-113.akam.net, dnstech.tdbank.ca",NOERROR,,,,,,,,,"smtphybrid.uat.td.com.globalpat.td.com, smtphybrid1.uat.td.com, smtphybrid2.uat.td.com",
[x],smtphybrid1.td.com,142.205.118.28,"a1-113.akam.net, dnstech.tdbank.ca",NOERROR,,,,,,,,,,
[x],snowbirdscontest.td.com,204.9.166.206,"a1-113.akam.net, dnstech.tdbank.ca",NOERROR,,,,,,,,,,
[x],socialcentre.td.com,,"ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",NOERROR,"app.gv6.co, prod-alb-2018-ipv6-493818334.us-east-1.elb.amazonaws.com",,,,,,,,,
[x],sposignout.td.com,,"ns1-222.azure-dns.com, azuredns-hostmaster.microsoft.com",NOERROR,"tdedge.sharepoint.com, 4050-ipv4.clump.dprodmgd105.aa-rt.sharepoint.com, 192252-ipv4.farm.dprodmgd105.aa-rt.sharepoint.com",,,,,,,,,
[x],stage.td.com,"80.239.150.35, 80.239.150.74","n0b.akamaiedge.net, hostmaster.akamai.com",NOERROR,"stage.td.com.edgekey.net, e194159.b.akamaiedge.net",,,,,,,,,
[x],stage2.td.com,"2.16.186.210, 2.16.186.242","n0b.akamaiedge.net, hostmaster.akamai.com",NOERROR,"stage2.td.com.edgekey.net, e194159.b.akamaiedge.net",,,,,,,,,
[x],staging.td.com,,"a1-113.akam.net, dnstech.tdbank.ca",NOERROR,,,,,,,,,,
[x],stat.td.com,0.0.0.0,"fake-for-negative-caching.adguard.com, hostmaster.stat.td.com",NOERROR,,True,0.0.0.0,True,azure,,::,,,
[x],stories.td.com,52.60.219.22,"ns-835.awsdns-40.net, awsdns-hostmaster.amazon.com",NOERROR,master-7rqtwti-6bdjetjsvilxq.ca-1.platformsh.site,,,,,,,,,
[x],studentconfirmation.td.com,69.84.135.101,"a1-113.akam.net, dnstech.tdbank.ca",NOERROR,,,,,,,,,,
[x],studentdiscount.td.com,69.84.135.101,"a1-113.akam.net, dnstech.tdbank.ca",NOERROR,,,,,,,,,,
[x],studio.dev.smartforms.td.com,"13.224.189.9, 13.224.189.119, 13.224.189.116, 13.224.189.97","ns-1416.awsdns-49.org, awsdns-hostmaster.amazon.com",NOERROR,,,,True,cloudfront,,,,,
[x],studio.pat.smartforms.td.com,,"ns-1509.awsdns-60.org, awsdns-hostmaster.amazon.com",NOERROR,,,,True,cloudfront,,,,,
[x],studio.sit.smartforms.td.com,"52.84.93.77, 52.84.93.111, 52.84.93.71, 52.84.93.103","ns-250.awsdns-31.com, awsdns-hostmaster.amazon.com",NOERROR,,,,True,cloudfront,,,"ns-1218.awsdns-24.org, ns-1893.awsdns-44.co.uk, ns-250.awsdns-31.com, ns-978.awsdns-58.net",,
[x],studio.smartforms.td.com,"52.222.214.65, 52.222.214.77, 52.222.214.62, 52.222.214.89","ns-10.awsdns-01.com, awsdns-hostmaster.amazon.com",NOERROR,,,,True,cloudfront,,,,,
[x],sys.tdtube-fr.td.com,"162.159.136.91, 162.159.135.91","ns1.cloudflare.net, dns.cloudflare.com",NOERROR,"tst-tdtube-fr.mediaspace.kaltura.com, nvp1.ms-cf.kaltura.com.cdn.cloudflare.net",,,True,cloudflare,,"2606:4700:7::a29f:885b, 2606:4700:7::a29f:875b",,,
[x],sys.tdtube.td.com,"162.159.135.91, 162.159.136.91","ns1.cloudflare.net, dns.cloudflare.com",NOERROR,"tst-tdtube.mediaspace.kaltura.com, nvp1.ms-cf.kaltura.com.cdn.cloudflare.net",,,True,cloudflare,,"2606:4700:7::a29f:875b, 2606:4700:7::a29f:885b",,,
[x],ta.td.com,,"ns1.taucdn.net, noc.edgecast.com",NOERROR,cs808.adn.taucdn.net,,,,,,,,,
[x],tapintoequity.td.com,"3.134.235.172, 3.134.65.203, 3.130.13.17","ns-1076.awsdns-06.org, awsdns-hostmaster.amazon.com",NOERROR,"tapintoequity.td.com.roostify.cc, tdbank-prod-external-282860080.us-east-2.elb.amazonaws.com",,,,,,,,,
[x],td.dev.smartforms.td.com,"13.224.189.9, 13.224.189.116, 13.224.189.119, 13.224.189.97","ns-1416.awsdns-49.org, awsdns-hostmaster.amazon.com",NOERROR,,,,True,cloudfront,,,,,
[x],td.pat.smartforms.td.com,"13.225.34.43, 13.225.34.65, 13.225.34.23, 13.225.34.62","ns-1509.awsdns-60.org, awsdns-hostmaster.amazon.com",NOERROR,,,,True,cloudfront,,,"ns-1509.awsdns-60.org, ns-1627.awsdns-11.co.uk, ns-317.awsdns-39.com, ns-864.awsdns-44.net",,
[x],td.sit.smartforms.td.com,"99.86.91.4, 99.86.91.29, 99.86.91.21, 99.86.91.35","ns-250.awsdns-31.com, awsdns-hostmaster.amazon.com",NOERROR,,,,True,cloudfront,,,"ns-1218.awsdns-24.org, ns-1893.awsdns-44.co.uk, ns-250.awsdns-31.com, ns-978.awsdns-58.net",,
[x],td.smartforms.td.com,"52.222.214.89, 52.222.214.62, 52.222.214.65, 52.222.214.77","ns-10.awsdns-01.com, awsdns-hostmaster.amazon.com",NOERROR,,,,True,cloudfront,,,,,
[x],tdaf.smartforms.td.com,"52.222.214.62, 52.222.214.65, 52.222.214.89, 52.222.214.77","ns-10.awsdns-01.com, awsdns-hostmaster.amazon.com",NOERROR,,,,True,cloudfront,,,,,
[x],tdafm-cbb.pat-tdafm.td.com,"23.53.42.251, 23.53.43.56","n0b.akamaiedge.net, hostmaster.akamai.com",NOERROR,"tdafm-cbb.pat-tdafm.td.com.edgekey.net, e238341.b.akamaiedge.net",,,,,,,,,
[x],tdafm-chrome.pat-tdafm.td.com,"96.16.54.130, 96.16.54.136","n0b.akamaiedge.net, hostmaster.akamai.com",NOERROR,"tdafm-chrome.pat-tdafm.td.com.edgekey.net, e238341.b.akamaiedge.net",,,,,,,,,
[x],tdafm-rates.pat-tdafm.td.com,"23.53.42.251, 23.53.43.56","n0b.akamaiedge.net, hostmaster.akamai.com",NOERROR,"tdafm-rates.pat-tdafm.td.com.edgekey.net, e238341.b.akamaiedge.net",,,,,,,,,
[x],tdafm-tnc.pat-tdafm.td.com,"95.101.74.146, 95.101.74.138","n0b.akamaiedge.net, hostmaster.akamai.com",NOERROR,"tdafm-tnc.pat-tdafm.td.com.edgekey.net, e238341.b.akamaiedge.net",,,,,,,,,
[x],tdafm-wcm.pat-tdafm.td.com,,"n0b.akamaiedge.net, hostmaster.akamai.com",NOERROR,"tdafm-wcm.pat-tdafm.td.com.edgekey.net, e238341.b.akamaiedge.net",,,,,,,,,
[x],tdafm.td.com,,"a1-113.akam.net, dnstech.tdbank.ca",NOERROR,,,,,,,,,,
[x],tdam.td.com,198.245.82.46,,NOERROR,,,,,,,,,,
[x],tdaminfos.pat.td.com,"85.222.140.6, 85.222.140.13, 85.222.140.10","dns1.p02.nsone.net, hostmaster.nsone.net",NOERROR,"tdaminfos.pat.td.com.00d1u000000u3xmuaq.live.siteforce.com, 1p.edge2.salesforce.com, europe.edge2.salesforce.com, fra.edge2.salesforce.com",,,,,,,,,
[x],tdbankcmgdev.td.com,20.22.45.173,"ns1-06.azure-dns.com, msnhst.microsoft.com",NOERROR,tdbankcmgdev.eastus2.cloudapp.azure.com,,,,,,,,,
[x],tdbanklearningcenter.td.com,"34.207.35.226, 54.226.162.148, 18.205.221.3","ns-1197.awsdns-21.org, awsdns-hostmaster.amazon.com",NOERROR,homeroom.ssl.everfi.net,,,,,,,"ns-116.awsdns-14.com, ns-1197.awsdns-21.org, ns-1904.awsdns-46.co.uk, ns-911.awsdns-49.net",,
[x],tdbor-esr.myinsurance1.pat.td.com,142.205.129.73,"a1-113.akam.net, dnstech.tdbank.ca",NOERROR,,,,,,,,,,
[x],tdbor-idp.myinsurance1.pat.td.com,,"a1-113.akam.net, dnstech.tdbank.ca",NOERROR,,,,,,,,,,
[x],tdbor-idp.myinsurancebdc.td.com,142.205.181.23,"a1-113.akam.net, dnstech.tdbank.ca",NOERROR,,,,,,,,,,
[x],tdbor-idp.myinsurancecpo.td.com,142.205.11.246,"a1-113.akam.net, dnstech.tdbank.ca",NOERROR,,,,,,,,,,
[x],tdbor-idp.myinsurancesoc.td.com,142.205.10.246,"a1-113.akam.net, dnstech.tdbank.ca",NOERROR,,,,,,,,,,
[x],tdbor-ins.myinsurance1.pat.td.com,142.205.129.75,"a1-113.akam.net, dnstech.tdbank.ca",NOERROR,,,,,,,,,,
[x],tdbor-ins.myinsurancesoc.td.com,142.205.10.243,"a1-113.akam.net, dnstech.tdbank.ca",NOERROR,,,,,,,,,,
[x],tdbor-myinsurance1.pat.td.com,142.205.129.71,"a1-113.akam.net, dnstech.tdbank.ca",NOERROR,,,,,,,,,,
[x],tdbor-myinsurancebdc.td.com,142.205.180.242,"a1-113.akam.net, dnstech.tdbank.ca",NOERROR,,,,,,,,,,
[x],tdbor-myinsurancesoc.td.com,142.205.10.242,"a1-113.akam.net, dnstech.tdbank.ca",NOERROR,,,,,,,,,,
[x],tdbor-wwwbdc.formulaires.td.com,142.205.180.159,"a1-113.akam.net, dnstech.tdbank.ca",NOERROR,,,,,,,,,,
[x],tdbor-wwwsoc.formulaires.td.com,142.205.10.159,"a1-113.akam.net, dnstech.tdbank.ca",NOERROR,,,,,,,,,,
[x],tdctprmprod.ise.pos.net.td.com,139.131.102.165,"a1-113.akam.net, dnstech.tdbank.ca",NOERROR,,,,,,,,,,
[x],tdctprmuat.ise.pos.net.td.com,139.131.100.165,"a1-113.akam.net, dnstech.tdbank.ca",NOERROR,,,,,,,,,,
[x],tdcustomlendingsolutions.pat.td.com,"34.196.248.235, 34.232.98.66, 54.172.72.39","ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",NOERROR,"uat-td.supernovacompanies.com, globa-extve-srkrgdfocek4-1123898303.us-east-1.elb.amazonaws.com",,,,,,,,,
[x],tdcustomlendingsolutions.sit.td.com,"34.236.209.111, 18.214.228.146, 34.197.135.78","ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",NOERROR,"qa-td.supernovacompanies.com, globa-extve-wig3eandcjr9-1929668666.us-east-1.elb.amazonaws.com",,,,,,,,,
[x],tdcustomlendingsolutions.td.com,,"ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",NOERROR,"td.supernovacompanies.com, globa-extve-iis4pxrvowd1-1230657411.us-east-1.elb.amazonaws.com",,,,,,,,,
[x],tdeasytrade.td.com,"52.204.242.176, 54.162.128.250, 54.157.58.70, 18.205.36.100","dns1.p05.nsone.net, hostmaster.nsone.net",NOERROR,pointy-hawk-81ktmz65j73x0gi1rhkygljw.herokudns.com,,,,,,,,,
[x],tdewin36.td.com,142.205.233.143,"a1-113.akam.net, dnstech.tdbank.ca",NOERROR,,,,,,,,,,
[x],tdewin45.td.com,142.205.209.241,"a1-113.akam.net, dnstech.tdbank.ca",NOERROR,,,,,,,,,,
[x],tdewin46.td.com,142.205.209.245,"a1-113.akam.net, dnstech.tdbank.ca",NOERROR,,,,,,,,,,
[x],tdi.dev.smartforms.td.com,"18.66.233.88, 18.66.233.121, 18.66.233.27, 18.66.233.48","ns-1416.awsdns-49.org, awsdns-hostmaster.amazon.com",NOERROR,,,,True,cloudfront,,,,,
[x],tdi.pat.smartforms.td.com,"18.66.122.14, 18.66.122.38, 18.66.122.121, 18.66.122.74","ns-1509.awsdns-60.org, awsdns-hostmaster.amazon.com",NOERROR,,,,True,cloudfront,,,,,
[x],tdi.sit.smartforms.td.com,"18.165.83.12, 18.165.83.6, 18.165.83.90, 18.165.83.55","ns-250.awsdns-31.com, awsdns-hostmaster.amazon.com",NOERROR,,,,True,cloudfront,,,,,
[x],tdi.smartforms.td.com,"13.32.145.82, 13.32.145.61, 13.32.145.24, 13.32.145.128","ns-10.awsdns-01.com, awsdns-hostmaster.amazon.com",NOERROR,,,,True,cloudfront,,,,,
[x],tdinfluencers.td.com,,"ns-375.awsdns-46.com, hostmaster.alida.io",NOERROR,,,,,,,,,panelmx.na1.alida.io,
[x],tdlm.td.com,142.205.218.18,"a1-113.akam.net, dnstech.tdbank.ca",NOERROR,,,,,,,,,,
[x],tdor-advisor.soc.td.com,142.205.218.93,"a1-113.akam.net, dnstech.tdbank.ca",NOERROR,,,,,,,,,,
[x],tdor-api.banquenetbdc.td.com,142.205.180.223,"a1-113.akam.net, dnstech.tdbank.ca",NOERROR,,,,,,,,,,
[x],tdor-api.banquenetbdcb.td.com,142.205.181.59,"a1-113.akam.net, dnstech.tdbank.ca",NOERROR,,,,,,,,,,
[x],tdor-api.banquenetsoc.td.com,142.205.10.223,"a1-113.akam.net, dnstech.tdbank.ca",NOERROR,,,,,,,,,,
[x],tdor-api.easywebbdc.td.com,,"a1-113.akam.net, dnstech.tdbank.ca",NOERROR,,,,,,,,,,
[x],tdor-api.easywebbdcb.td.com,142.205.181.58,"a1-113.akam.net, dnstech.tdbank.ca",NOERROR,,,,,,,,,,
[x],tdor-applysoc.td.com,142.205.168.5,"a1-113.akam.net, dnstech.tdbank.ca",NOERROR,,,,,,,,,,
[x],tdor-authentication.pat1.td.com,142.205.94.13,"a1-113.akam.net, dnstech.tdbank.ca",NOERROR,,,,,,,,,,
[x],tdor-authentication.soc.td.com,142.205.218.25,"a1-113.akam.net, dnstech.tdbank.ca",NOERROR,,,,,,,,,,
[x],tdor-authenticationbdc-a.td.com,142.205.180.195,"a1-113.akam.net, dnstech.tdbank.ca",NOERROR,,,,,,,,,,
[x],tdor-authenticationsoc-a.td.com,142.205.218.25,"a1-113.akam.net, dnstech.tdbank.ca",NOERROR,,,,,,,,,,
[x],tdor-authmaint.bdc.td.com,142.205.180.197,"a1-113.akam.net, dnstech.tdbank.ca",NOERROR,,,,,,,,,,
[x],tdor-authmaint.pat1.td.com,142.205.94.15,"a1-113.akam.net, dnstech.tdbank.ca",NOERROR,,,,,,,,,,
[x],tdor-authmaint.soc.td.com,142.205.218.27,"a1-113.akam.net, dnstech.tdbank.ca",NOERROR,,,,,,,,,,
[x],tdor-authorization.bdc.td.com,142.205.180.198,"a1-113.akam.net, dnstech.tdbank.ca",NOERROR,,,,,,,,,,
[x],tdor-authorization.soc.td.com,142.205.218.28,"a1-113.akam.net, dnstech.tdbank.ca",NOERROR,,,,,,,,,,
[x],tdor-banquenetbdc.td.com,,"a1-113.akam.net, dnstech.tdbank.ca",NOERROR,,,,,,,,,,
[x],tdor-banquenetsoc.td.com,142.205.10.61,"a1-113.akam.net, dnstech.tdbank.ca",NOERROR,,,,,,,,,,
[x],tdor-blue-bdc-ins.myinsurance.td.com,142.205.181.144,"a1-113.akam.net, dnstech.tdbank.ca",NOERROR,,,,,,,,,,
[x],tdor-cipfrcpo.td.com,,"a1-113.akam.net, dnstech.tdbank.ca",NOERROR,,,,,,,,,,
[x],tdor-cipfrsoc.td.com,142.205.10.138,"a1-113.akam.net, dnstech.tdbank.ca",NOERROR,,,,,,,,,,
[x],tdor-cl.mobile1.pat.td.com,142.205.129.83,"a1-113.akam.net, dnstech.tdbank.ca",NOERROR,,,,,,,,,,
[x],tdor-da-apply-eo-investing.bdc.td.com,,"a1-113.akam.net, dnstech.tdbank.ca",NOERROR,,,,,,,,,,
[x],tdor-da-apply-eo-investing.soc.td.com,142.205.218.13,"a1-113.akam.net, dnstech.tdbank.ca",NOERROR,,,,,,,,,,
[x],tdor-da-apply-eo-usbb-soc.td.com,,"a1-113.akam.net, dnstech.tdbank.ca",NOERROR,,,,,,,,,,
[x],tdor-de.mobileonline.bdc.td.com,,"a1-113.akam.net, dnstech.tdbank.ca",NOERROR,,,,,,,,,,
[x],tdor-de.mobileonline.soc.td.com,142.205.218.191,"a1-113.akam.net, dnstech.tdbank.ca",NOERROR,,,,,,,,,,
[x],tdor-demandecpo.td.com,,"a1-113.akam.net, dnstech.tdbank.ca",NOERROR,,,,,,,,,,
[x],tdor-discovery10.pat.td.com,142.205.94.110,"a1-113.akam.net, dnstech.tdbank.ca",NOERROR,,,,,,,,,,
[x],tdor-easywebbdc.td.com,142.205.180.11,"a1-113.akam.net, dnstech.tdbank.ca",NOERROR,,,,,,,,,,
[x],tdor-esr.dctscpo.td.com,142.205.11.132,"a1-113.akam.net, dnstech.tdbank.ca",NOERROR,,,,,,,,,,
[x],tdor-esr.dctssoc.td.com,142.205.10.132,"a1-113.akam.net, dnstech.tdbank.ca",NOERROR,,,,,,,,,,
[x],tdor-esr.myinsurancebdc.td.com,142.205.181.21,"a1-113.akam.net, dnstech.tdbank.ca",NOERROR,,,,,,,,,,
[x],tdor-esr.myinsurancesoc.td.com,142.205.10.244,"a1-113.akam.net, dnstech.tdbank.ca",NOERROR,,,,,,,,,,
[x],tdor-et.mobile1.pat.td.com,142.205.129.7,"a1-113.akam.net, dnstech.tdbank.ca",NOERROR,,,,,,,,,,
[x],tdor-exp.banquenetbdc.td.com,142.205.180.222,"a1-113.akam.net, dnstech.tdbank.ca",NOERROR,,,,,,,,,,
[x],tdor-exp.easywebbdc.td.com,142.205.180.220,"a1-113.akam.net, dnstech.tdbank.ca",NOERROR,,,,,,,,,,
[x],tdor-ezw.banquenetbdc.td.com,142.205.180.18,"a1-113.akam.net, dnstech.tdbank.ca",NOERROR,,,,,,,,,,
[x],tdor-ezw.banquenetbdcb.td.com,142.205.181.61,"a1-113.akam.net, dnstech.tdbank.ca",NOERROR,,,,,,,,,,
[x],tdor-ezw.banquenetcpo.td.com,142.205.11.134,"a1-113.akam.net, dnstech.tdbank.ca",NOERROR,,,,,,,,,,
[x],tdor-ezw.banquenetsoc.td.com,142.205.10.134,"a1-113.akam.net, dnstech.tdbank.ca",NOERROR,,,,,,,,,,
[x],tdor-ezw.easywebbdcb.td.com,142.205.181.60,"a1-113.akam.net, dnstech.tdbank.ca",NOERROR,,,,,,,,,,
[x],tdor-ezw.easywebsoc.td.com,142.205.10.130,"a1-113.akam.net, dnstech.tdbank.ca",NOERROR,,,,,,,,,,
[x],tdor-fxcal.toolbdc.td.com,142.205.180.100,"a1-113.akam.net, dnstech.tdbank.ca",NOERROR,,,,,,,,,,
[x],tdor-fxcal.toolsoc.td.com,142.205.218.100,"a1-113.akam.net, dnstech.tdbank.ca",NOERROR,,,,,,,,,,
[x],tdor-green-bdc-ins.myinsurance.td.com,142.205.181.145,"a1-113.akam.net, dnstech.tdbank.ca",NOERROR,,,,,,,,,,
[x],tdor-homeownersbdc.td.com,142.205.180.128,"a1-113.akam.net, dnstech.tdbank.ca",NOERROR,,,,,,,,,,
[x],tdor-homeownerssoc.td.com,142.205.218.128,"a1-113.akam.net, dnstech.tdbank.ca",NOERROR,,,,,,,,,,
[x],tdor-idp.easywebbdc.td.com,142.205.180.13,"a1-113.akam.net, dnstech.tdbank.ca",NOERROR,,,,,,,,,,
[x],tdor-idp.easywebcpo.td.com,142.205.11.131,"a1-113.akam.net, dnstech.tdbank.ca",NOERROR,,,,,,,,,,
[x],tdor-idp.easywebsoc.td.com,142.205.10.131,"a1-113.akam.net, dnstech.tdbank.ca",NOERROR,,,,,,,,,,
[x],tdor-ins.myinsurancebdca.td.com,142.205.181.158,"a1-113.akam.net, dnstech.tdbank.ca",NOERROR,,,,,,,,,,
[x],tdor-ins.myinsurancebdcb.td.com,,"a1-113.akam.net, dnstech.tdbank.ca",NOERROR,,,,,,,,,,
[x],tdor-ins.myinsurancesocb.td.com,142.205.218.159,"a1-113.akam.net, dnstech.tdbank.ca",NOERROR,,,,,,,,,,
[x],tdor-lnf.dctscpo.td.com,142.205.11.133,"a1-113.akam.net, dnstech.tdbank.ca",NOERROR,,,,,,,,,,
[x],tdor-lnf.myinsurancebdc.td.com,142.205.181.22,"a1-113.akam.net, dnstech.tdbank.ca",NOERROR,,,,,,,,,,
[x],tdor-lnf.myinsurancesoc.td.com,142.205.10.245,"a1-113.akam.net, dnstech.tdbank.ca",NOERROR,,,,,,,,,,
[x],tdor-mo.mobileonline.soc.td.com,142.205.218.78,"a1-113.akam.net, dnstech.tdbank.ca",NOERROR,,,,,,,,,,
[x],tdor-mobile.authentication.bdc-a.td.com,,"a1-113.akam.net, dnstech.tdbank.ca",NOERROR,,,,,,,,,,
[x],tdor-mobile.authentication.bdc-b.td.com,142.205.181.16,"a1-113.akam.net, dnstech.tdbank.ca",NOERROR,,,,,,,,,,
[x],tdor-mobile.authentication.soc-a.td.com,142.205.218.121,"a1-113.akam.net, dnstech.tdbank.ca",NOERROR,,,,,,,,,,
[x],tdor-mobile.authentication.soc-b.td.com,142.205.218.123,"a1-113.akam.net, dnstech.tdbank.ca",NOERROR,,,,,,,,,,
[x],tdor-mobile12a-pat.td.com,142.205.125.202,"a1-113.akam.net, dnstech.tdbank.ca",NOERROR,,,,,,,,,,
[x],tdor-mobile12b-pat.td.com,142.205.125.203,"a1-113.akam.net, dnstech.tdbank.ca",NOERROR,,,,,,,,,,
[x],tdor-mobileonline.bdc.td.com,,"a1-113.akam.net, dnstech.tdbank.ca",NOERROR,,,,,,,,,,
[x],tdor-mobileonline.soc.td.com,142.205.10.143,"a1-113.akam.net, dnstech.tdbank.ca",NOERROR,,,,,,,,,,
[x],tdor-mortgagerenewalbdc.td.com,142.205.180.41,"a1-113.akam.net, dnstech.tdbank.ca",NOERROR,,,,,,,,,,
[x],tdor-mpilotsoc.td.com,142.205.10.76,"a1-113.akam.net, dnstech.tdbank.ca",NOERROR,,,,,,,,,,
[x],tdor-not.mobileonlinebdca.td.com,,"a1-113.akam.net, dnstech.tdbank.ca",NOERROR,,,,,,,,,,
[x],tdor-not.webbrokerbdc.td.com,142.205.180.165,"a1-113.akam.net, dnstech.tdbank.ca",NOERROR,,,,,,,,,,
[x],tdor-not.webbrokersoc.td.com,142.205.10.165,"a1-113.akam.net, dnstech.tdbank.ca",NOERROR,,,,,,,,,,
[x],tdor-online1.pat.td.com,142.205.129.70,"a1-113.akam.net, dnstech.tdbank.ca",NOERROR,,,,,,,,,,
[x],tdor-postauthbdc.td.com,142.205.180.177,"a1-113.akam.net, dnstech.tdbank.ca",NOERROR,,,,,,,,,,
[x],tdor-postauthsoc.td.com,142.205.218.84,"a1-113.akam.net, dnstech.tdbank.ca",NOERROR,,,,,,,,,,
[x],tdor-reg.myinsurance1.pat.td.com,142.205.129.40,,NOERROR,,,,,,,,,,
[x],tdor-reg.myinsurancebdca.td.com,142.205.181.151,,NOERROR,,,,,,,,,,
[x],tdor-reg.myinsurancebdcb.td.com,142.205.181.152,"a1-113.akam.net, dnstech.tdbank.ca",NOERROR,,,,,,,,,,
[x],tdor-searchmb.soc.td.com,142.205.218.250,"a1-113.akam.net, dnstech.tdbank.ca",NOERROR,,,,,,,,,,
[x],tdor-sentrypoc.td.com,142.205.125.15,"a1-113.akam.net, dnstech.tdbank.ca",NOERROR,,,,,,,,,,
[x],tdor-tdsecure.bdc.td.com,142.205.180.146,"a1-113.akam.net, dnstech.tdbank.ca",NOERROR,,,,,,,,,,
[x],tdor-tdsecure.soc.td.com,142.205.218.59,"a1-113.akam.net, dnstech.tdbank.ca",NOERROR,,,,,,,,,,
[x],tdor-transportservice.pat1.td.com,"142.205.123.54, 142.205.123.55","a1-113.akam.net, dnstech.tdbank.ca",NOERROR,,,,,,,,,,
[x],tdor-transportservicebdc.td.com,142.205.181.169,"a1-113.akam.net, dnstech.tdbank.ca",NOERROR,,,,,,,,,,
[x],tdor-transportservicecpo.td.com,142.205.90.82,"a1-113.akam.net, dnstech.tdbank.ca",NOERROR,,,,,,,,,,
[x],tdor-wb.authentication.bdc.td.com,142.205.180.144,"a1-113.akam.net, dnstech.tdbank.ca",NOERROR,,,,,,,,,,
[x],tdor-wb.authentication.bdcb.td.com,142.205.180.171,"a1-113.akam.net, dnstech.tdbank.ca",NOERROR,,,,,,,,,,
[x],tdor-wb.authentication.soc.td.com,142.205.218.61,"a1-113.akam.net, dnstech.tdbank.ca",NOERROR,,,,,,,,,,
[x],tdor-wb.authentication.socb.td.com,142.205.218.63,"a1-113.akam.net, dnstech.tdbank.ca",NOERROR,,,,,,,,,,
[x],tdor-wbr-bdca.mobileonline-bdc.td.com,142.205.181.210,"a1-113.akam.net, dnstech.tdbank.ca",NOERROR,,,,,,,,,,
[x],tdor-wbr-bdcb.mobileonline-bdc.td.com,142.205.181.211,"a1-113.akam.net, dnstech.tdbank.ca",NOERROR,,,,,,,,,,
[x],tdor-wbr-soca.mobileonline-soc.td.com,142.205.218.210,"a1-113.akam.net, dnstech.tdbank.ca",NOERROR,,,,,,,,,,
[x],tdor-wbr-socb.mobileonline-soc.td.com,142.205.218.211,"a1-113.akam.net, dnstech.tdbank.ca",NOERROR,,,,,,,,,,
[x],tdor-wbr.webbrokerbc2.td.com,142.205.180.43,"a1-113.akam.net, dnstech.tdbank.ca",NOERROR,,,,,,,,,,
[x],tdor-wbr.webbrokerbdcc.td.com,142.205.180.167,"a1-113.akam.net, dnstech.tdbank.ca",NOERROR,,,,,,,,,,
[x],tdor-wbr.webbrokerbdcd.td.com,142.205.180.168,"a1-113.akam.net, dnstech.tdbank.ca",NOERROR,,,,,,,,,,
[x],tdor-wbr.webbrokersocb.td.com,142.205.10.162,"a1-113.akam.net, dnstech.tdbank.ca",NOERROR,,,,,,,,,,
[x],tdor-wbr.webbrokersocc.td.com,142.205.10.167,"a1-113.akam.net, dnstech.tdbank.ca",NOERROR,,,,,,,,,,
[x],tdor-wbr.webbrokersocd.td.com,142.205.10.168,"a1-113.akam.net, dnstech.tdbank.ca",NOERROR,,,,,,,,,,
[x],tdor-wbrbdcb.mobileonline.td.com,,"a1-113.akam.net, dnstech.tdbank.ca",NOERROR,,,,,,,,,,
[x],tdor-wbrsoca.mobileonline.td.com,142.205.218.212,"a1-113.akam.net, dnstech.tdbank.ca",NOERROR,,,,,,,,,,
[x],tdor-wbrsocb.mobileonline.td.com,142.205.218.213,"a1-113.akam.net, dnstech.tdbank.ca",NOERROR,,,,,,,,,,
[x],tdor-webbrokerbdc.td.com,142.205.180.166,"a1-113.akam.net, dnstech.tdbank.ca",NOERROR,,,,,,,,,,
[x],tdor-www.homeownersbdc.td.com,142.205.180.129,"a1-113.akam.net, dnstech.tdbank.ca",NOERROR,,,,,,,,,,
[x],tdor-www.homeownerssoc.td.com,142.205.218.129,"a1-113.akam.net, dnstech.tdbank.ca",NOERROR,,,,,,,,,,
[x],tdor-www1.pat.forms.td.com,142.205.94.155,"a1-113.akam.net, dnstech.tdbank.ca",NOERROR,,,,,,,,,,
[x],tdor-www1.pat.wcmcaas.td.com,142.205.129.15,"a1-113.akam.net, dnstech.tdbank.ca",NOERROR,,,,,,,,,,
[x],tdousmobile3.pat.td.com,142.205.183.236,"nstorpat.tdbank.ca, hostmaster.nstorpat.tdbank.ca.globalpat.td.com",NOERROR,tdousmobile3.pat.td.com.globalpat.td.com,,,,,,,,,
[x],tdrewardscard.td.com,,"a1-113.akam.net, dnstech.tdbank.ca",NOERROR,,,,,,,,,,
[x],tds.smartforms.td.com,,"ns-10.awsdns-01.com, awsdns-hostmaster.amazon.com",NOERROR,,,,True,cloudfront,,,,,
[x],tdsecure.pat.td.com,"2.16.186.152, 2.16.186.232","n0b.akamaiedge.net, hostmaster.akamai.com",NOERROR,"tdsecure.pat.td.com.edgekey.net, e246820.b.akamaiedge.net",,,,,,,,,
