new,host,a,soa,status_code,aaaa,cname,ns,cdn,cdn-name,txt,has_internal_ips,internal_ips,caa,mx
[x],eu.platform.here.com,"52.30.222.227, 34.249.12.203, 54.76.252.197","ns-1329.awsdns-38.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,"heritage=external-dns,external-dns/owner=prd-1-aws-eu-west-1.k8s.in.here.com,external-dns/resource=service/here-olp-api-gateway-prod/ps-gtw-prod-1622773825792-sentry",,,,
,1.aerial.maps.api.here.com,"65.9.55.106, 65.9.55.31, 65.9.55.30, 65.9.55.67",,NOERROR,"2600:9000:223d:3200:13:f018:5ec0:93a1, 2600:9000:223d:e400:13:f018:5ec0:93a1, 2600:9000:223d:8000:13:f018:5ec0:93a1, 2600:9000:223d:9c00:13:f018:5ec0:93a1, 2600:9000:223d:6e00:13:f018:5ec0:93a1, 2600:9000:223d:4800:13:f018:5ec0:93a1, 2600:9000:223d:1600:13:f018:5ec0:93a1, 2600:9000:223d:e000:13:f018:5ec0:93a1","1.aerial.maps.ls.hereapi.com, d2chyv2can0d4r.cloudfront.net",,True,cloudfront,,,,,
,1.aerial.maps.cc.api.here.com,"52.222.214.34, 52.222.214.60, 52.222.214.49, 52.222.214.101","ns-832.awsdns-40.net, awsdns-hostmaster.amazon.com",NOERROR,"2600:9000:223d:6c00:13:f018:5ec0:93a1, 2600:9000:223d:f400:13:f018:5ec0:93a1, 2600:9000:223d:1200:13:f018:5ec0:93a1, 2600:9000:223d:6200:13:f018:5ec0:93a1, 2600:9000:223d:8c00:13:f018:5ec0:93a1, 2600:9000:223d:1600:13:f018:5ec0:93a1, 2600:9000:223d:9800:13:f018:5ec0:93a1, 2600:9000:223d:7c00:13:f018:5ec0:93a1","1.aerial.maps.ls.hereapi.com, d2chyv2can0d4r.cloudfront.net",,True,cloudfront,,,,,
,1.aerial.maps.cit.api.here.com,"108.138.51.96, 108.138.51.102, 108.138.51.108, 108.138.51.64","ns-281.awsdns-35.com, awsdns-hostmaster.amazon.com",NOERROR,"2600:9000:2436:6a00:11:df1:6c0:93a1, 2600:9000:2436:4c00:11:df1:6c0:93a1, 2600:9000:2436:1a00:11:df1:6c0:93a1, 2600:9000:2436:da00:11:df1:6c0:93a1, 2600:9000:2436:c00:11:df1:6c0:93a1, 2600:9000:2436:b800:11:df1:6c0:93a1, 2600:9000:2436:4600:11:df1:6c0:93a1, 2600:9000:2436:5200:11:df1:6c0:93a1","1.aerial.maps.sit.ls.hereapi.com, d3dlyr4hai5l3v.cloudfront.net",,True,cloudfront,,,,,
,1.aerial.maps.cit.cc.api.here.com,"18.66.112.57, 18.66.112.122, 18.66.112.51, 18.66.112.121","ns-281.awsdns-35.com, awsdns-hostmaster.amazon.com",NOERROR,"2600:9000:223f:8200:11:df1:6c0:93a1, 2600:9000:223f:f400:11:df1:6c0:93a1, 2600:9000:223f:8e00:11:df1:6c0:93a1, 2600:9000:223f:4600:11:df1:6c0:93a1, 2600:9000:223f:ea00:11:df1:6c0:93a1, 2600:9000:223f:e00:11:df1:6c0:93a1, 2600:9000:223f:6800:11:df1:6c0:93a1, 2600:9000:223f:8800:11:df1:6c0:93a1","1.aerial.maps.sit.ls.hereapi.com, d3dlyr4hai5l3v.cloudfront.net",,True,cloudfront,,,,,
,1.aerial.maps.ls.hereapi.com,"52.222.139.124, 52.222.139.75, 52.222.139.25, 52.222.139.62",,NOERROR,"2600:9000:2204:3600:13:f018:5ec0:93a1, 2600:9000:2204:9000:13:f018:5ec0:93a1, 2600:9000:2204:8c00:13:f018:5ec0:93a1, 2600:9000:2204:6a00:13:f018:5ec0:93a1, 2600:9000:2204:8e00:13:f018:5ec0:93a1, 2600:9000:2204:f200:13:f018:5ec0:93a1, 2600:9000:2204:7800:13:f018:5ec0:93a1, 2600:9000:2204:b600:13:f018:5ec0:93a1",d2chyv2can0d4r.cloudfront.net,,True,cloudfront,,,,,
,1.base.maps.api.here.com,"18.67.76.125, 18.67.76.76, 18.67.76.25, 18.67.76.72","ns-1127.awsdns-12.org, awsdns-hostmaster.amazon.com",NOERROR,"2600:9000:2305:a400:2:b190:a500:93a1, 2600:9000:2305:2400:2:b190:a500:93a1, 2600:9000:2305:6200:2:b190:a500:93a1, 2600:9000:2305:8200:2:b190:a500:93a1, 2600:9000:2305:3c00:2:b190:a500:93a1, 2600:9000:2305:c000:2:b190:a500:93a1, 2600:9000:2305:d000:2:b190:a500:93a1, 2600:9000:2305:e600:2:b190:a500:93a1","1.base.maps.ls.hereapi.com, d2t4vhngii5504.cloudfront.net",,True,cloudfront,,,,,
,1.base.maps.cc.api.here.com,"18.67.76.125, 18.67.76.72, 18.67.76.25, 18.67.76.76",,NOERROR,"2600:9000:2305:fa00:2:b190:a500:93a1, 2600:9000:2305:6000:2:b190:a500:93a1, 2600:9000:2305:3800:2:b190:a500:93a1, 2600:9000:2305:400:2:b190:a500:93a1, 2600:9000:2305:3a00:2:b190:a500:93a1, 2600:9000:2305:b200:2:b190:a500:93a1, 2600:9000:2305:ac00:2:b190:a500:93a1, 2600:9000:2305:ae00:2:b190:a500:93a1","1.base.maps.ls.hereapi.com, d2t4vhngii5504.cloudfront.net",,True,cloudfront,,,,,
,1.base.maps.cit.api.here.com,"18.66.97.89, 18.66.97.114, 18.66.97.79, 18.66.97.82","ns-1370.awsdns-43.org, awsdns-hostmaster.amazon.com",NOERROR,"2600:9000:223c:7800:12:f7f4:4400:93a1, 2600:9000:223c:8200:12:f7f4:4400:93a1, 2600:9000:223c:9a00:12:f7f4:4400:93a1, 2600:9000:223c:a200:12:f7f4:4400:93a1, 2600:9000:223c:4a00:12:f7f4:4400:93a1, 2600:9000:223c:4e00:12:f7f4:4400:93a1, 2600:9000:223c:5200:12:f7f4:4400:93a1, 2600:9000:223c:6e00:12:f7f4:4400:93a1","1.base.maps.sit.ls.hereapi.com, dxmcwdn6dl828.cloudfront.net","ns-184.awsdns-23.com, ns-718.awsdns-25.net, ns-1370.awsdns-43.org, ns-1717.awsdns-22.co.uk",True,cloudfront,,,,,
,1.base.maps.cit.cc.api.here.com,"18.66.97.89, 18.66.97.114, 18.66.97.79, 18.66.97.82","ns-1370.awsdns-43.org, awsdns-hostmaster.amazon.com",NOERROR,"2600:9000:223c:5400:12:f7f4:4400:93a1, 2600:9000:223c:8400:12:f7f4:4400:93a1, 2600:9000:223c:ba00:12:f7f4:4400:93a1, 2600:9000:223c:d000:12:f7f4:4400:93a1, 2600:9000:223c:d800:12:f7f4:4400:93a1, 2600:9000:223c:fc00:12:f7f4:4400:93a1, 2600:9000:223c:2e00:12:f7f4:4400:93a1, 2600:9000:223c:5000:12:f7f4:4400:93a1","1.base.maps.sit.ls.hereapi.com, dxmcwdn6dl828.cloudfront.net","ns-184.awsdns-23.com, ns-718.awsdns-25.net, ns-1370.awsdns-43.org, ns-1717.awsdns-22.co.uk",True,cloudfront,,,,,
,1.pano.maps.cit.api.here.com,"18.66.97.79, 18.66.97.89, 18.66.97.114, 18.66.97.82",,NOERROR,"2600:9000:223c:4c00:12:f7f4:4400:93a1, 2600:9000:223c:200:12:f7f4:4400:93a1, 2600:9000:223c:ac00:12:f7f4:4400:93a1, 2600:9000:223c:1600:12:f7f4:4400:93a1, 2600:9000:223c:4600:12:f7f4:4400:93a1, 2600:9000:223c:5a00:12:f7f4:4400:93a1, 2600:9000:223c:1800:12:f7f4:4400:93a1, 2600:9000:223c:400:12:f7f4:4400:93a1","1.base.maps.cit.api.here.com, 1.base.maps.sit.ls.hereapi.com, dxmcwdn6dl828.cloudfront.net",,True,cloudfront,,,,,
,1.pano.maps.cit.cc.api.here.com,"108.157.229.104, 108.157.229.37, 108.157.229.8, 108.157.229.102",,NOERROR,,"1.base.maps.cit.api.here.com, 1.base.maps.sit.ls.hereapi.com, dxmcwdn6dl828.cloudfront.net",,True,cloudfront,,,,,
,1.sps.cc.data.here.com,"18.154.63.26, 18.154.63.115, 18.154.63.46, 18.154.63.106","ns-604.awsdns-11.net, awsdns-hostmaster.amazon.com",NOERROR,"2600:9000:243d:bc00:0:baef:800:93a1, 2600:9000:243d:f400:0:baef:800:93a1, 2600:9000:243d:fa00:0:baef:800:93a1, 2600:9000:243d:600:0:baef:800:93a1, 2600:9000:243d:9800:0:baef:800:93a1, 2600:9000:243d:3000:0:baef:800:93a1, 2600:9000:243d:1400:0:baef:800:93a1, 2600:9000:243d:9000:0:baef:800:93a1","1.sps.ls.hereapi.com, d37vn7litkcxeo.cloudfront.net","ns-604.awsdns-11.net, ns-99.awsdns-12.com, ns-1336.awsdns-39.org, ns-1994.awsdns-57.co.uk",True,cloudfront,,,,,
,1.sps.cit.cc.data.here.com,"18.66.248.78, 18.66.248.25, 18.66.248.19, 18.66.248.52","ns-1632.awsdns-12.co.uk, awsdns-hostmaster.amazon.com",NOERROR,"2600:9000:224a:800:f:a744:c00:93a1, 2600:9000:224a:c00:f:a744:c00:93a1, 2600:9000:224a:fc00:f:a744:c00:93a1, 2600:9000:224a:f200:f:a744:c00:93a1, 2600:9000:224a:4e00:f:a744:c00:93a1, 2600:9000:224a:3200:f:a744:c00:93a1, 2600:9000:224a:1200:f:a744:c00:93a1, 2600:9000:224a:d200:f:a744:c00:93a1","1.sps.sit.ls.hereapi.com, d1ijxqrjb46er4.cloudfront.net","ns-1005.awsdns-61.net, ns-1241.awsdns-27.org, ns-1632.awsdns-12.co.uk, ns-449.awsdns-56.com",True,cloudfront,,,,,
,1.sps.cit.data.here.com,"18.64.103.123, 18.64.103.26, 18.64.103.107, 18.64.103.79",,NOERROR,"2600:9000:2250:e800:f:a744:c00:93a1, 2600:9000:2250:5c00:f:a744:c00:93a1, 2600:9000:2250:d200:f:a744:c00:93a1, 2600:9000:2250:5e00:f:a744:c00:93a1, 2600:9000:2250:a400:f:a744:c00:93a1, 2600:9000:2250:ba00:f:a744:c00:93a1, 2600:9000:2250:a00:f:a744:c00:93a1, 2600:9000:2250:e600:f:a744:c00:93a1","1.sps.sit.ls.hereapi.com, d1ijxqrjb46er4.cloudfront.net",,True,cloudfront,,,,,
,1.sps.data.here.com,"18.66.112.118, 18.66.112.121, 18.66.112.67, 18.66.112.42",,NOERROR,,"1.sps.ls.hereapi.com, d37vn7litkcxeo.cloudfront.net",,True,cloudfront,,,,,
,1.sps.sit.data.here.com,,"ns-592.awsdns-10.net, awsdns-hostmaster.amazon.com",NOERROR,,sps.sit.data.here.com,,,,,,,,
,1.traffic.maps.api.here.com,"54.170.125.50, 54.75.206.84, 52.49.155.93",,NOERROR,,"traffictile.traffic.api.here.com, eu-west-1-traffictilev2-prd.api-gateway.ls.hereapi.com",,,,,,,,
,1.traffic.maps.cit.cc.api.here.com,"3.226.17.249, 54.196.12.76, 54.235.187.184","ns-1380.awsdns-44.org, awsdns-hostmaster.amazon.com",NOERROR,,"traffictile.traffic.cit.api.here.com, us-east-1-traffictilev2-cit.api-gateway.ls.hereapi.com",,,,,,,,
,1.traffic.maps.ls.hereapi.com,"52.49.155.93, 54.75.206.84, 54.170.125.50","ns-1380.awsdns-44.org, awsdns-hostmaster.amazon.com",NOERROR,,"traffic.maps.ls.hereapi.com.a1971.p01.hereglb.com, eu-west-1-traffictilev2-prd.api-gateway.ls.hereapi.com",,,,"heritage=external-dns,external-dns/owner=borg-prd-1-aws-eu-west-1.k8s.in.here.com,external-dns/resource=service/here-api-gateway-prod/ttsv2-gw-prd-1665991584327-sentry",,,,
,1.traffic.maps.sit.api.here.com,,"ns-644.awsdns-16.net, awsdns-hostmaster.amazon.com",NOERROR,,origin.traffic.maps.sit.api.here.com,,,,,,,,
,2.aerial.maps.api.here.com,"65.9.55.106, 65.9.55.67, 65.9.55.30, 65.9.55.31",,NOERROR,"2600:9000:20fc:c000:13:f018:5ec0:93a1, 2600:9000:20fc:9200:13:f018:5ec0:93a1, 2600:9000:20fc:d200:13:f018:5ec0:93a1, 2600:9000:20fc:6800:13:f018:5ec0:93a1, 2600:9000:20fc:f000:13:f018:5ec0:93a1, 2600:9000:20fc:3000:13:f018:5ec0:93a1, 2600:9000:20fc:5800:13:f018:5ec0:93a1, 2600:9000:20fc:ba00:13:f018:5ec0:93a1","2.aerial.maps.ls.hereapi.com, d2chyv2can0d4r.cloudfront.net",,True,cloudfront,,,,,
,2.aerial.maps.cc.api.here.com,"65.9.55.67, 65.9.55.30, 65.9.55.106, 65.9.55.31",,NOERROR,,"2.aerial.maps.ls.hereapi.com, d2chyv2can0d4r.cloudfront.net",,True,cloudfront,,,,,
,2.aerial.maps.sit.api.here.com,,"ns-356.awsdns-44.com, awsdns-hostmaster.amazon.com",NOERROR,,origin.aerial.maps.sit.api.here.com,,,,,,,,
,2.base.maps.api.here.com,"18.66.112.37, 18.66.112.39, 18.66.112.100, 18.66.112.129",,NOERROR,"2600:9000:223f:2600:2:b190:a500:93a1, 2600:9000:223f:1800:2:b190:a500:93a1, 2600:9000:223f:aa00:2:b190:a500:93a1, 2600:9000:223f:f000:2:b190:a500:93a1, 2600:9000:223f:3000:2:b190:a500:93a1, 2600:9000:223f:4000:2:b190:a500:93a1, 2600:9000:223f:e000:2:b190:a500:93a1, 2600:9000:223f:3c00:2:b190:a500:93a1","2.base.maps.ls.hereapi.com, d2t4vhngii5504.cloudfront.net",,True,cloudfront,,,,,
,2.base.maps.cit.api.here.com,"18.154.63.28, 18.154.63.42, 18.154.63.38, 18.154.63.58","ns-1370.awsdns-43.org, awsdns-hostmaster.amazon.com",NOERROR,"2600:9000:243d:6000:12:f7f4:4400:93a1, 2600:9000:243d:b400:12:f7f4:4400:93a1, 2600:9000:243d:c400:12:f7f4:4400:93a1, 2600:9000:243d:7600:12:f7f4:4400:93a1, 2600:9000:243d:800:12:f7f4:4400:93a1, 2600:9000:243d:ee00:12:f7f4:4400:93a1, 2600:9000:243d:6200:12:f7f4:4400:93a1, 2600:9000:243d:d400:12:f7f4:4400:93a1","2.base.maps.sit.ls.hereapi.com, dxmcwdn6dl828.cloudfront.net","ns-718.awsdns-25.net, ns-1370.awsdns-43.org, ns-1717.awsdns-22.co.uk, ns-184.awsdns-23.com",True,cloudfront,,,,,
,2.base.maps.cit.cc.api.here.com,"18.154.63.42, 18.154.63.28, 18.154.63.58, 18.154.63.38","ns-1370.awsdns-43.org, awsdns-hostmaster.amazon.com",NOERROR,"2600:9000:243d:4200:12:f7f4:4400:93a1, 2600:9000:243d:5200:12:f7f4:4400:93a1, 2600:9000:243d:3000:12:f7f4:4400:93a1, 2600:9000:243d:c400:12:f7f4:4400:93a1, 2600:9000:243d:9800:12:f7f4:4400:93a1, 2600:9000:243d:3600:12:f7f4:4400:93a1, 2600:9000:243d:a400:12:f7f4:4400:93a1, 2600:9000:243d:8c00:12:f7f4:4400:93a1","2.base.maps.sit.ls.hereapi.com, dxmcwdn6dl828.cloudfront.net","ns-1370.awsdns-43.org, ns-1717.awsdns-22.co.uk, ns-184.awsdns-23.com, ns-718.awsdns-25.net",True,cloudfront,,,,,
,2.base.maps.ls.hereapi.com,"108.138.51.50, 108.138.51.72, 108.138.51.27, 108.138.51.65","ns-1127.awsdns-12.org, awsdns-hostmaster.amazon.com",NOERROR,"2600:9000:2436:ca00:2:b190:a500:93a1, 2600:9000:2436:5000:2:b190:a500:93a1, 2600:9000:2436:1800:2:b190:a500:93a1, 2600:9000:2436:a000:2:b190:a500:93a1, 2600:9000:2436:2400:2:b190:a500:93a1, 2600:9000:2436:1e00:2:b190:a500:93a1, 2600:9000:2436:3c00:2:b190:a500:93a1, 2600:9000:2436:b800:2:b190:a500:93a1",d2t4vhngii5504.cloudfront.net,,True,cloudfront,,,,,
,2.pano.maps.cit.api.here.com,"13.249.39.117, 13.249.39.106, 13.249.39.79, 13.249.39.97",,NOERROR,"2600:9000:2191:6400:12:f7f4:4400:93a1, 2600:9000:2191:ec00:12:f7f4:4400:93a1, 2600:9000:2191:ce00:12:f7f4:4400:93a1, 2600:9000:2191:c400:12:f7f4:4400:93a1, 2600:9000:2191:a00:12:f7f4:4400:93a1, 2600:9000:2191:a600:12:f7f4:4400:93a1, 2600:9000:2191:8c00:12:f7f4:4400:93a1, 2600:9000:2191:4800:12:f7f4:4400:93a1","2.base.maps.cit.api.here.com, 2.base.maps.sit.ls.hereapi.com, dxmcwdn6dl828.cloudfront.net",,True,cloudfront,,,,,
,2.pano.maps.cit.cc.api.here.com,"13.249.39.117, 13.249.39.79, 13.249.39.97, 13.249.39.106",,NOERROR,"2600:9000:2191:8a00:12:f7f4:4400:93a1, 2600:9000:2191:a600:12:f7f4:4400:93a1, 2600:9000:2191:e200:12:f7f4:4400:93a1, 2600:9000:2191:c00:12:f7f4:4400:93a1, 2600:9000:2191:4a00:12:f7f4:4400:93a1, 2600:9000:2191:a400:12:f7f4:4400:93a1, 2600:9000:2191:2600:12:f7f4:4400:93a1, 2600:9000:2191:c600:12:f7f4:4400:93a1","2.base.maps.cit.api.here.com, 2.base.maps.sit.ls.hereapi.com, dxmcwdn6dl828.cloudfront.net",,True,cloudfront,,,,,
,2.pano.maps.sit.api.here.com,,"ns-893.awsdns-47.net, awsdns-hostmaster.amazon.com",NOERROR,,origin.pano.maps.sit.api.here.com,,,,,,,,
,2.sps.cit.data.here.com,"108.157.214.100, 108.157.214.21, 108.157.214.47, 108.157.214.20",,NOERROR,,"2.sps.sit.ls.hereapi.com, d1ijxqrjb46er4.cloudfront.net",,True,cloudfront,,,,,
,2.traffic.maps.api.here.com,"54.75.206.84, 52.49.155.93, 54.170.125.50",,NOERROR,,"traffictile.traffic.api.here.com, eu-west-1-traffictilev2-prd.api-gateway.ls.hereapi.com","ns-1380.awsdns-44.org, ns-1642.awsdns-13.co.uk, ns-333.awsdns-41.com, ns-992.awsdns-60.net",,,,,,,
,2.traffic.maps.cc.api.here.com,"52.49.155.93, 54.170.125.50, 54.75.206.84","ns-1380.awsdns-44.org, awsdns-hostmaster.amazon.com",NOERROR,,"traffictile.traffic.api.here.com, eu-west-1-traffictilev2-prd.api-gateway.ls.hereapi.com","ns-1380.awsdns-44.org, ns-1642.awsdns-13.co.uk, ns-333.awsdns-41.com, ns-992.awsdns-60.net",,,"heritage=external-dns,external-dns/owner=borg-prd-1-aws-eu-west-1.k8s.in.here.com,external-dns/resource=service/here-api-gateway-prod/ttsv2-gw-prd-1665991584327-sentry",,,,
,2.traffic.maps.ls.hereapi.com,"54.75.206.84, 54.170.125.50, 52.49.155.93","ns-1380.awsdns-44.org, awsdns-hostmaster.amazon.com",NOERROR,,"traffic.maps.ls.hereapi.com.a1971.p01.hereglb.com, eu-west-1-traffictilev2-prd.api-gateway.ls.hereapi.com",,,,"heritage=external-dns,external-dns/owner=borg-prd-1-aws-eu-west-1.k8s.in.here.com,external-dns/resource=service/here-api-gateway-prod/ttsv2-gw-prd-1665991584327-sentry",,,,
,2.traffic.maps.sit.api.here.com,,"ns-644.awsdns-16.net, awsdns-hostmaster.amazon.com",NOERROR,,origin.traffic.maps.sit.api.here.com,,,,,,,,
,3.aerial.maps.api.here.com,"52.222.214.49, 52.222.214.101, 52.222.214.34, 52.222.214.60",,NOERROR,"2600:9000:223d:4800:13:f018:5ec0:93a1, 2600:9000:223d:5000:13:f018:5ec0:93a1, 2600:9000:223d:3c00:13:f018:5ec0:93a1, 2600:9000:223d:1200:13:f018:5ec0:93a1, 2600:9000:223d:d200:13:f018:5ec0:93a1, 2600:9000:223d:4600:13:f018:5ec0:93a1, 2600:9000:223d:7200:13:f018:5ec0:93a1, 2600:9000:223d:3000:13:f018:5ec0:93a1","3.aerial.maps.ls.hereapi.com, d2chyv2can0d4r.cloudfront.net",,True,cloudfront,,,,,
,3.aerial.maps.cc.api.here.com,"52.222.139.75, 52.222.139.25, 52.222.139.124, 52.222.139.62",,NOERROR,,"3.aerial.maps.ls.hereapi.com, d2chyv2can0d4r.cloudfront.net",,True,cloudfront,,,,,
,3.aerial.maps.ls.hereapi.com,"52.222.214.34, 52.222.214.49, 52.222.214.60, 52.222.214.101","ns-832.awsdns-40.net, awsdns-hostmaster.amazon.com",NOERROR,"2600:9000:223d:1400:13:f018:5ec0:93a1, 2600:9000:223d:4600:13:f018:5ec0:93a1, 2600:9000:223d:6c00:13:f018:5ec0:93a1, 2600:9000:223d:7e00:13:f018:5ec0:93a1, 2600:9000:223d:8e00:13:f018:5ec0:93a1, 2600:9000:223d:ac00:13:f018:5ec0:93a1, 2600:9000:223d:cc00:13:f018:5ec0:93a1, 2600:9000:223d:fa00:13:f018:5ec0:93a1",d2chyv2can0d4r.cloudfront.net,"ns-387.awsdns-48.com, ns-832.awsdns-40.net, ns-1239.awsdns-26.org, ns-1873.awsdns-42.co.uk",True,cloudfront,,,,,
,3.aerial.maps.sit.api.here.com,,"ns-356.awsdns-44.com, awsdns-hostmaster.amazon.com",NOERROR,,origin.aerial.maps.sit.api.here.com,,,,,,,,
,3.base.maps.cc.api.here.com,"18.165.227.16, 18.165.227.3, 18.165.227.120, 18.165.227.33",,NOERROR,,"3.base.maps.ls.hereapi.com, d2t4vhngii5504.cloudfront.net","ns-1127.awsdns-12.org, ns-1615.awsdns-09.co.uk, ns-279.awsdns-34.com, ns-796.awsdns-35.net",True,cloudfront,,,,,
,3.base.maps.sit.api.here.com,,"ns-1596.awsdns-07.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,origin.base.maps.sit.api.here.com,,,,,,,,
,3.pano.maps.api.here.com,"108.156.60.26, 108.156.60.43, 108.156.60.123, 108.156.60.126","ns-1127.awsdns-12.org, awsdns-hostmaster.amazon.com",NOERROR,"2600:9000:2394:d000:2:b190:a500:93a1, 2600:9000:2394:f600:2:b190:a500:93a1, 2600:9000:2394:c00:2:b190:a500:93a1, 2600:9000:2394:d200:2:b190:a500:93a1, 2600:9000:2394:2e00:2:b190:a500:93a1, 2600:9000:2394:9000:2:b190:a500:93a1, 2600:9000:2394:f400:2:b190:a500:93a1, 2600:9000:2394:6c00:2:b190:a500:93a1","3.base.maps.api.here.com, 3.base.maps.ls.hereapi.com, d2t4vhngii5504.cloudfront.net",,True,cloudfront,,,,,
,3.pano.maps.cit.api.here.com,"13.225.34.24, 13.225.34.32, 13.225.34.80, 13.225.34.36",,NOERROR,,"3.base.maps.cit.api.here.com, 3.base.maps.sit.ls.hereapi.com, dxmcwdn6dl828.cloudfront.net",,True,cloudfront,,,,,
,3.sli.data.here.com,,"ns-418.awsdns-52.com, hostmaster.cloudfront.net",NOERROR,,d26ae6ec1h58y2.cloudfront.net,,,,,,,,
,3.sps.cc.data.here.com,"18.66.112.121, 18.66.112.67, 18.66.112.42, 18.66.112.118",,NOERROR,"2600:9000:223f:8000:0:baef:800:93a1, 2600:9000:223f:200:0:baef:800:93a1, 2600:9000:223f:6600:0:baef:800:93a1, 2600:9000:223f:d400:0:baef:800:93a1, 2600:9000:223f:2200:0:baef:800:93a1, 2600:9000:223f:c00:0:baef:800:93a1, 2600:9000:223f:e200:0:baef:800:93a1, 2600:9000:223f:ce00:0:baef:800:93a1","3.sps.ls.hereapi.com, d37vn7litkcxeo.cloudfront.net",,True,cloudfront,,,,,
,3.sps.cit.cc.data.here.com,"18.66.122.73, 18.66.122.19, 18.66.122.7, 18.66.122.98",,NOERROR,,"3.sps.sit.ls.hereapi.com, d1ijxqrjb46er4.cloudfront.net",,True,cloudfront,,,,,
,3.sps.cit.data.here.com,"18.66.122.98, 18.66.122.7, 18.66.122.73, 18.66.122.19",,NOERROR,,"3.sps.sit.ls.hereapi.com, d1ijxqrjb46er4.cloudfront.net",,True,cloudfront,,,,,
,3.sps.data.here.com,"18.66.112.118, 18.66.112.121, 18.66.112.42, 18.66.112.67","ns-604.awsdns-11.net, awsdns-hostmaster.amazon.com",NOERROR,"2600:9000:223f:6800:0:baef:800:93a1, 2600:9000:223f:8600:0:baef:800:93a1, 2600:9000:223f:8e00:0:baef:800:93a1, 2600:9000:223f:e400:0:baef:800:93a1, 2600:9000:223f:e800:0:baef:800:93a1, 2600:9000:223f:400:0:baef:800:93a1, 2600:9000:223f:2800:0:baef:800:93a1, 2600:9000:223f:2e00:0:baef:800:93a1","3.sps.ls.hereapi.com, d37vn7litkcxeo.cloudfront.net","ns-99.awsdns-12.com, ns-604.awsdns-11.net, ns-1336.awsdns-39.org, ns-1994.awsdns-57.co.uk",True,cloudfront,,,,,
,3.sps.sit.data.here.com,,"ns-592.awsdns-10.net, awsdns-hostmaster.amazon.com",NOERROR,,sps.sit.data.here.com,,,,,,,,
,360.here.com,"18.66.97.86, 18.66.97.118, 18.66.97.46, 18.66.97.59","ns-148.awsdns-18.com, awsdns-hostmaster.amazon.com",NOERROR,"2600:9000:223c:b000:1c:7a4e:c580:93a1, 2600:9000:223c:7000:1c:7a4e:c580:93a1, 2600:9000:223c:d800:1c:7a4e:c580:93a1, 2600:9000:223c:1c00:1c:7a4e:c580:93a1, 2600:9000:223c:5000:1c:7a4e:c580:93a1, 2600:9000:223c:7400:1c:7a4e:c580:93a1, 2600:9000:223c:ca00:1c:7a4e:c580:93a1, 2600:9000:223c:ce00:1c:7a4e:c580:93a1",d336o6rq4g8r2u.cloudfront.net,"ns-1284.awsdns-32.org, ns-148.awsdns-18.com, ns-1857.awsdns-40.co.uk, ns-978.awsdns-58.net",True,cloudfront,,,,,
,3dmap.here.com,,"ns-2031.awsdns-61.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,"ns-107.awsdns-13.com, ns-1254.awsdns-28.org, ns-2031.awsdns-61.co.uk, ns-835.awsdns-40.net",,,,,,,
,3dmapdev.here.com,,"ns-52.awsdns-06.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
,3dmapstage.here.com,,"ns-2008.awsdns-59.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
,4.aerial.maps.cc.api.here.com,"13.32.208.124, 13.32.208.29, 13.32.208.25, 13.32.208.26",,NOERROR,"2600:9000:2015:ca00:13:f018:5ec0:93a1, 2600:9000:2015:6800:13:f018:5ec0:93a1, 2600:9000:2015:2600:13:f018:5ec0:93a1, 2600:9000:2015:c00:13:f018:5ec0:93a1, 2600:9000:2015:4200:13:f018:5ec0:93a1, 2600:9000:2015:ec00:13:f018:5ec0:93a1, 2600:9000:2015:3600:13:f018:5ec0:93a1, 2600:9000:2015:a800:13:f018:5ec0:93a1","4.aerial.maps.ls.hereapi.com, d2chyv2can0d4r.cloudfront.net",,True,cloudfront,,,,,
,4.aerial.maps.cit.api.here.com,"18.66.112.121, 18.66.112.122, 18.66.112.51, 18.66.112.57","ns-281.awsdns-35.com, awsdns-hostmaster.amazon.com",NOERROR,"2600:9000:223f:fc00:11:df1:6c0:93a1, 2600:9000:223f:fe00:11:df1:6c0:93a1, 2600:9000:223f:4600:11:df1:6c0:93a1, 2600:9000:223f:7800:11:df1:6c0:93a1, 2600:9000:223f:8600:11:df1:6c0:93a1, 2600:9000:223f:aa00:11:df1:6c0:93a1, 2600:9000:223f:ce00:11:df1:6c0:93a1, 2600:9000:223f:da00:11:df1:6c0:93a1","4.aerial.maps.sit.ls.hereapi.com, d3dlyr4hai5l3v.cloudfront.net","ns-281.awsdns-35.com, ns-610.awsdns-12.net, ns-1082.awsdns-07.org, ns-1928.awsdns-49.co.uk",True,cloudfront,,,,,
