new,host,a,soa,status_code,cdn,cdn-name,cname,ns,mx,txt,aaaa,has_internal_ips,internal_ips,caa
[x],es.karmalab.net.ar.expedia.com,65.212.175.128,"pdns1.ultradns.net, domains.expediagroup.com",NOERROR,,,,,,,,,,
[x],es.service.hotels.com,,"ns-50.awsdns-06.com, awsdns-hostmaster.amazon.com",NOERROR,,,redirect.expecsp.com,"ns-1087.awsdns-07.org, ns-1689.awsdns-19.co.uk, ns-50.awsdns-06.com, ns-599.awsdns-10.net","mx.expedia.com, smtp.expedia.com",,,,,
[x],esign-older.cruiseshipcenters.com,104.64.33.28,"n0g.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,"cruiseshipcentersinternational.com.edgekey.net, e16332.g.akamaiedge.net",,,,,,,
[x],esp.expedia.com,216.251.122.236,"pdns1.ultradns.net, domains.expediagroup.com, dns1.p01.nsone.net",NOERROR,,,,,,,,,,
[x],espana.hotels.com,"95.101.54.107, 95.101.54.195","n0g.akamai.net, hostmaster.akamai.com",NOERROR,,,"espana.hotels.com.edgesuite.net, a485.g.akamai.net",,,,,,,
[x],espanol.travelocity.com,199.204.31.83,"dns1.p01.nsone.net, domains.expediagroup.com",NOERROR,,,origin-www.travelocity.com,,,,,,,
[x],ess.us-west-2.int.expedia.com,"35.161.56.110, 52.41.45.157","ns-332.awsdns-41.com, awsdns-hostmaster.amazon.com",NOERROR,,,"exp-suggest-service-int.us-west-2.test.expsuggestservice.expedia.com, eg-typeahead-t-alw8s3dps3p-cf66-697844671.us-west-2.elb.amazonaws.com",,,,,,,
[x],ess.us-west-2.test.expedia.com,,"ns-1930.awsdns-49.co.uk, bexdom.expedia.com",NOERROR,,,,,,,,,,
[x],et.hotels.com,,"dns1.p01.nsone.net, domains.expediagroup.com",NOERROR,,,,,,,,,,
[x],eu.travelocity.com,199.204.31.83,"dns1.p01.nsone.net, domains.expediagroup.com, pdns1.ultradns.net",NOERROR,,,origin-www.travelocity.com,,,,,,,
[x],eurekakb.expedia.com,,"ns-50.awsdns-06.com, awsdns-hostmaster.amazon.com",NOERROR,,,eurekakb.expecsp.com,,,,,,,
[x],europe.travelocity.com,199.204.31.80,"dns1.p01.nsone.net, domains.expediagroup.com",NOERROR,,,origin-leisure.travelocity.com,,,,,,,
[x],events.ebookers.com,217.204.10.78,"pdns1.ultradns.net, domains.expediagroup.com",NOERROR,,,,,,,,,,
[x],events.hotwire.com,217.204.10.78,"ns01.hotwire.com, hostmaster.hotwire.com",NOERROR,,,,,,,,,,
[x],everest.bip.expedia.net.ar.expedia.com,65.212.175.222,"pdns1.ultradns.net, domains.expediagroup.com",NOERROR,,,,,,,,,,
[x],ewechef-ch.prod.expedia.com,10.185.38.46,"ns-1182.awsdns-19.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,True,10.185.38.46,
[x],ewechef-ch.test.expedia.com,10.182.6.23,"ns-1930.awsdns-49.co.uk, bexdom.expedia.com",NOERROR,,,,"ns-1261.awsdns-29.org, ns-1930.awsdns-49.co.uk, ns-35.awsdns-04.com, ns-861.awsdns-43.net",,,,True,10.182.6.23,
[x],ews-jobs-service.us-west-2.int.expedia.com,"10.38.34.112, 10.38.37.199","ns-332.awsdns-41.com, awsdns-hostmaster.amazon.com",NOERROR,,,internal-i-r-ews-jobs-servi-aq6u4jerq2k-62375761.us-west-2.elb.amazonaws.com,"ns-1475.awsdns-56.org, ns-1769.awsdns-29.co.uk, ns-332.awsdns-41.com, ns-560.awsdns-06.net",,,,True,"10.38.34.112, 10.38.37.199",
[x],ews-jobs-service.us-west-2.prod-p.expedia.com,"10.9.10.35, 10.9.27.28","ns-332.awsdns-41.com, awsdns-hostmaster.amazon.com",NOERROR,,,internal-p-r-ews-jobs-servi-s6aaduikinx-677033118.us-west-2.elb.amazonaws.com,,,,,True,"10.9.10.35, 10.9.27.28",
[x],ews.hotels.com,216.251.125.76,"pdns1.ultradns.net, domains.expediagroup.com, dns1.p01.nsone.net",NOERROR,,,,,,,,,,
[x],exch.lastminute.com.au,210.193.201.92,"pdns1.ultradns.net, domains.expediagroup.com, dns1.p01.nsone.net",NOERROR,,,,,,,,,,
[x],exch07mail.expedia.com,216.251.112.226,"dns1.p01.nsone.net, domains.expediagroup.com, pdns1.ultradns.net",NOERROR,,,,,,,,,,
[x],exch1.travelocity.com,63.251.44.70,"dns1.p01.nsone.net, domains.expediagroup.com",NOERROR,,,,,exch1.travelocity.com,,,,,
[x],exchange.travelocity.com,63.251.44.72,"dns1.p01.nsone.net, domains.expediagroup.com, pdns1.ultradns.net",NOERROR,,,,,,,,,,
[x],exp-suggest-service-int.us-west-2.test.expsuggestservice.expedia.com,"35.161.56.110, 52.41.45.157","ns-332.awsdns-41.com, awsdns-hostmaster.amazon.com",NOERROR,,,eg-typeahead-t-alw8s3dps3p-cf66-697844671.us-west-2.elb.amazonaws.com,,,,,,,
[x],expedia.com,23.37.55.159,"pdns1.ultradns.net, domains.expediagroup.com, dns1.p01.nsone.net",NOERROR,,,,"dns1.p09.nsone.net, dns2.p09.nsone.net, dns3.p09.nsone.net, dns4.p09.nsone.net, pdns1.ultradns.net, pdns3.ultradns.org, pdns2.ultradns.net, pdns6.ultradns.co.uk, pdns4.ultradns.org, pdns5.ultradns.info","mx1b.expedia.com, mailcorp.expedia.com, mx1a.expedia.com","ZOOM_verify_ofBcMvjmQlCZcaU4dvIkgQ, amazonses:t7uPAmLr+GQsilBGtLdODuKQfxX78F7KKROYzkXeDnk=, miro-verification=d36744c01c72c4c0e036eacc18ffe55264b3bf81, smartsheet-site-validation=1faPwvohZowpNS7Bl4ROqo9qp0soq7Mo, facebook-domain-verification=imkvqqxv2t6mzz9o2rqoowbjmebkw9, atlassian-domain-verification=BoDCBNyHJzHh97Myx/Z4n3grU8sMEGR10Mi8CdpStC01PdMAuIARlKP/odGI7CvN, _globalsign-domain-verification=VhFG-UAc8IPlmik4wizjFi149rlyYfubwGgIy_Ila4, adobe-idp-site-verification=abcfaaf9-27be-4dca-a1e1-c927aef12f3f, amazonses:6N5k7dR50wcCMNvXtEVCL7tVvOqZBQmuFFEJLokVIfE=, amazonses:Fo+DrXJ2hWyGoODXpSHEzYI4Uw9L93rskKKD/pbX9qk=, amazonses:glyQN3VG7+2GwQzW53o2g3FKyzhxfj1s1MoJmxgF/IM=, amazonses:GpLcOvJxxnz0UuiDzgnZCnWdvkNwNJNDoZsi+jNLl70=, amazonses:JqZ7DCH6v3rdHV51NIWOkU7wPgB0aSTP0Z1hF9tr9N8=, amazonses:L/znkTRG3CC7az8kQioGsNeARe/8ERvOQUwjq69Ov8A=, amazonses:LZ0J6MYU9V4K1tMfUCKKyF2lrqYy7/T1a3SGHMTkgdI=, amazonses:oZ2yR24a2IvFfvd7rTosskhpBLV0+ALRtvkRJIjx0fo=, amazonses:Qz9hS4Kkufxpp+jJXEYur6QH8sCMrNyMuMgqWDY0res=, amazonses:sG5OYkWVHIpG/aa9orqZIna+hfMfRpT1SGaCb4D4XVw=, apple-domain-verification=0Cq9m86umSJj48Lc, ca3-7a14c6a8346148a8a530cc85edf8eaa2, cisco-ci-domain-verification=353929ee9fd3a3760facd2437590f676e7cf9395c48c74d21b1df486d09f3374, docusign=4188e9ec-e035-430e-88b2-7a13724ef5a5, docusign=af374066-7f8d-4e9e-aa34-ced1f3929a3d, dropbox-domain-verification=4ujrmug64lqg, facebook-domain-verification=s4h6e1h04jupatgxdgiqjclfwmvxu1, google-site-verification=FpDWRaM4PuuKkac8GS2WnRrOL2ETEawDDPSUqkJHUmc, google-site-verification=nK8ds4mXu1b3H3be6v0EFQoBDNL0ehLYho-eRN0mmik, mailru-verification: 1b3eba1af3b91214, MS=ms41917382, slack-domain-verification=81W2yd6WvPIV2bIiJ0v7Z9CctNAA8jqAQl8WaAJq, teamviewer-sso-verification=aed054b0717d4220825c45cb229bfdb2, v=spf1 include:_spf.expedia.com a:b.spf.service-now.com include:_spf.qemailserver.com include:spf.clearslide.com include:mail.zendesk.com include:_spf.salesforce.com ip4:212.99.44.68 ip4:212.99.44.69 ip4:83.138.167.180 ip4:195.50.76.198 ip4:83.138.167.180, /30 ip4:205.201.128.0/20 ip4:198.2.128.0/18 ip4:148.105.8.0/21 ip4:199.15.213.62 ip4:199.15.213.63 ip4:192.28.150.108 -all, x034XVMC1Z3q1tp7Rd2+WV9Cf8GQ7wqakjbNinoZvSGB2K7/oQbi2hLe8HLezV0ia4zePzaZaIAwzuXiMPSM9A==",,,,
[x],expedia.expedia.com,207.46.182.249,"pdns1.ultradns.net, domains.expediagroup.com, dns1.p01.nsone.net",NOERROR,,,,,,,,,,
[x],expedia.fewo-direkt.de,199.247.90.146,"dns1.p01.nsone.net, domains.expediagroup.com",NOERROR,,,,,,,,,,
[x],expedia.help.homeaway.com,"13.110.9.208, 13.110.10.208, 13.110.9.80","ns1-ia2.salesforce.com, hostmaster.salesforce.com",NOERROR,,,"expedia.help.homeaway.com.00d1a000000zzrreak.live.siteforce.com, homeaway.my.salesforce-sites.com, na80.salesforce.com, na80-ia2.salesforce.com, na80-ia2.ia2.r.salesforce.com",,,,,,,
[x],expedia.homeaway.com,199.247.90.27,"pdns1.ultradns.net, domains.expediagroup.com, dns1.p01.nsone.net",NOERROR,,,,,,,,,,
[x],expediagroup.com,162.159.129.11,"pdns1.ultradns.net, domains.expediagroup.com",NOERROR,True,cloudflare,,,,,,,,
[x],expediapartnercentral.com,"104.104.78.195, 198.51.44.9, 198.51.45.9, 198.51.44.73, 198.51.45.73, 204.74.108.1, 204.74.109.1, 199.7.68.1, 199.7.69.1, 204.74.114.1, 204.74.115.1","pdns1.ultradns.net, domains.expediagroup.com",NOERROR,,,,"pdns2.ultradns.net, pdns4.ultradns.org, dns2.p09.nsone.net, pdns5.ultradns.info, dns3.p09.nsone.net, dns1.p09.nsone.net, pdns1.ultradns.net, pdns3.ultradns.org, pdns6.ultradns.co.uk, dns4.p09.nsone.net",inbound-smtp.us-west-2.amazonaws.com,"v=spf1 ip4:199.255.192.0/22 ip4:199.127.232.0/22 ip4:54.240.0.0/18 include:_spf.messagegears.net include:cust-spf.exacttarget.com include:_spf.expedia.com include:amazonses.com -all, facebook-domain-verification=zq1c340pjrhgpuga0elbhndy3ot7qm","2620:4d:4000:6259:7:9:0:1, 2a00:edc0:6259:7:9::2, 2620:4d:4000:6259:7:9:0:3, 2a00:edc0:6259:7:9::4, 2001:502:f3ff::1, 2610:a1:1014::1, 2610:a1:1015::1, 2001:502:4612::1, 2610:a1:1016::1",,,
[x],expediapartnersolutions.com,"2.21.79.42, 23.11.206.42","pdns1.ultradns.net, domains.expediagroup.com, dns1.p01.nsone.net",NOERROR,,,,"pdns3.ultradns.org, pdns4.ultradns.org, pdns5.ultradns.info, pdns6.ultradns.co.uk, dns1.p09.nsone.net, dns2.p09.nsone.net, dns3.p09.nsone.net, dns4.p09.nsone.net, pdns1.ultradns.net, pdns2.ultradns.net","mx1a.expedia.com, mx1b.expedia.com, mailcorp.expedia.com","facebook-domain-verification=0bn9wca7bjnkj42pqa2lql6tmq1bar, v=spf1 include:_spf.expedia.com include:mail.zendesk.com include:mktomail.com include:stspg-customer.com ip4:167.89.93.79 -all, 7E7B-1E81-F6BE-2D3D-917B-19FD-F350-3E77, p16g2pzf4159l7v64vkrh15r2p9yv8vl, google-site-verification=QRmP-w1YRAf8IDzFdBWShBsZf9XFoPk3hthwgWSd_JU, status-page-domain-verification=m5szngzqxlj0, MS=ms74417153",,,,
[x],experience.ebookers.com,83.245.36.26,,NOERROR,,,,,,,,,,
[x],experience.mrjet.se,83.245.36.26,"pdns1.ultradns.net, domains.expediagroup.com, dns1.p01.nsone.net",NOERROR,,,,,,,,,,
[x],expert.expedia.com,,"dns1.p01.nsone.net, domains.expediagroup.com, pdns1.ultradns.net",NOERROR,,,,,mx.expedia.com,,,,,
[x],expertdom.bip.expedia.net.ar.expedia.com,65.212.175.223,"pdns1.ultradns.net, domains.expediagroup.com",NOERROR,,,,,,,,,,
[x],expertdom.ns.expedia.net.ar.expedia.com,65.212.175.183,"pdns1.ultradns.net, domains.expediagroup.com",NOERROR,,,,"pdns1.ultradns.net, pdns2.ultradns.net, pdns3.ultradns.org, pdns4.ultradns.org, pdns5.ultradns.info, pdns6.ultradns.co.uk, dns1.p09.nsone.net, dns2.p09.nsone.net, dns3.p09.nsone.net, dns4.p09.nsone.net",,,,,,
[x],expertintl.bip.expedia.net.ar.expedia.com,65.212.175.224,"pdns1.ultradns.net, domains.expediagroup.com",NOERROR,,,,,,,,,,
[x],expertintl.ns.expedia.net.ar.expedia.com,65.212.175.184,"pdns1.ultradns.net, domains.expediagroup.com",NOERROR,,,,,,,,,,
[x],expeso.apigw.expediagroup.com,"54.69.47.166, 34.213.105.14, 52.24.61.237","ns-1977.awsdns-55.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,"ns-1374.awsdns-43.org, ns-1977.awsdns-55.co.uk, ns-576.awsdns-08.net, ns-72.awsdns-09.com",,,,,,
[x],exploremacao.expedia.com,34.241.213.197,"dns-external-master.amazon.com, root.amazon.com",NOERROR,,,ec2-34-241-213-197.eu-west-1.compute.amazonaws.com,,,,,,,
[x],explorer.ebookers.com,83.245.36.25,"dns1.p01.nsone.net, domains.expediagroup.com, pdns1.ultradns.net",NOERROR,,,,,,,,,,
[x],expressa.us.vrbo.com,199.247.89.37,"pdns1.ultradns.net, domains.expediagroup.com, dns1.p01.nsone.net",NOERROR,,,,,,,,,,
[x],expressb.us.vrbo.com,199.247.89.38,"pdns1.ultradns.net, domains.expediagroup.com, dns1.p01.nsone.net",NOERROR,,,,,,,,,,
[x],external.cp.expedia.com,23.206.89.152,"n0x.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,"external.cp.expedia.com.edgekey.net, e5369.x.akamaiedge.net",,,,,,,
[x],extranet-az1.us-west-1.prod.hotwire.com,13.56.72.113,"ns-1142.awsdns-14.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],extranet-az1.us-west-1.prodp.hotwire.com,13.56.132.75,"ns-310.awsdns-38.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],extranet-az2.us-west-1.prodp.hotwire.com,13.52.66.16,"ns-310.awsdns-38.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],extranet.cert1.travelocity.com,151.193.58.17,"dns1.p01.nsone.net, domains.expediagroup.com",NOERROR,,,,,,,,,,
[x],extranet.travelocity.com,151.193.254.89,"dns1.p01.nsone.net, domains.expediagroup.com, pdns1.ultradns.net",NOERROR,,,,,,,,,,
[x],f0ad03ec867b-discoveryhub.expediapartnersolutions.com,161.35.130.238,"dns1.p01.nsone.net, domains.expediagroup.com, pdns1.ultradns.net",NOERROR,,,,,,,,,,
[x],facebook.homeaway.com,50.18.116.101,"dns1.p01.nsone.net, domains.expediagroup.com",NOERROR,,,,,,,,,,
[x],failover-stage.vrbo.com,,"pdns1.ultradns.net, domains.expediagroup.com",NOERROR,,,,,,,,,,
[x],faq.cheaptickets.com,138.1.123.58,"dnsmasterac01.rightnowtech.com, root.rightnowtech.com",NOERROR,True,oracle,tds.custhelp.com,,,,,,,
[x],faq.ebookers.com,,,NOERROR,True,oracle,ebookers-faqs.custhelp.com,,,,,,,
[x],faq.mrjet.se,138.1.127.206,"dnsmasterac01.rightnowtech.com, root.rightnowtech.com",NOERROR,True,oracle,mrjet-se.custhelp.com,"ns4.p17.dynect.net, ednsac02.rightnowtech.com, ns1.p17.dynect.net, ns3.p17.dynect.net, ns2.p17.dynect.net, ednsac01.rightnowtech.com",,,,,,
[x],faq.orbitz.com,147.154.118.46,"dnsmasterac01.rightnowtech.com, root.rightnowtech.com",NOERROR,True,oracle,orbitz-faq.custhelp.com,,,,,,,
[x],fctslab.expedia.com,216.251.114.36,"pdns1.ultradns.net, domains.expediagroup.com, dns1.p01.nsone.net",NOERROR,,,,,,,,,,
[x],federated-uitk-canary-bucket.test.epsdecaf.expedia.com,"13.225.78.89, 13.225.78.97, 13.225.78.26, 13.225.78.48","ns-1426.awsdns-50.org, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,,,"2600:9000:21f3:b800:10:10c8:a600:93a1, 2600:9000:21f3:e00:10:10c8:a600:93a1, 2600:9000:21f3:b600:10:10c8:a600:93a1, 2600:9000:21f3:9800:10:10c8:a600:93a1, 2600:9000:21f3:5c00:10:10c8:a600:93a1, 2600:9000:21f3:4000:10:10c8:a600:93a1, 2600:9000:21f3:fe00:10:10c8:a600:93a1, 2600:9000:21f3:de00:10:10c8:a600:93a1",,,
[x],federated-uitk-main-bucket.prod.epsdecaf.expedia.com,"18.66.97.115, 18.66.97.117, 18.66.97.84, 18.66.97.15","ns-1596.awsdns-07.co.uk, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,,,"2600:9000:223c:1400:5:608d:62c0:93a1, 2600:9000:223c:6600:5:608d:62c0:93a1, 2600:9000:223c:e000:5:608d:62c0:93a1, 2600:9000:223c:d400:5:608d:62c0:93a1, 2600:9000:223c:c600:5:608d:62c0:93a1, 2600:9000:223c:400:5:608d:62c0:93a1, 2600:9000:223c:ae00:5:608d:62c0:93a1, 2600:9000:223c:3400:5:608d:62c0:93a1",,,
[x],federated-uitk-main-bucket.test.epsdecaf.expedia.com,"52.222.214.3, 52.222.214.54, 52.222.214.67, 52.222.214.68","ns-1426.awsdns-50.org, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,,,"2600:9000:223d:8800:10:4777:ed00:93a1, 2600:9000:223d:ae00:10:4777:ed00:93a1, 2600:9000:223d:ec00:10:4777:ed00:93a1, 2600:9000:223d:5000:10:4777:ed00:93a1, 2600:9000:223d:5600:10:4777:ed00:93a1, 2600:9000:223d:6a00:10:4777:ed00:93a1, 2600:9000:223d:7400:10:4777:ed00:93a1, 2600:9000:223d:7800:10:4777:ed00:93a1",,,
[x],feedback.homeaway.com,199.247.90.145,"dns1.p01.nsone.net, domains.expediagroup.com, pdns1.ultradns.net",NOERROR,,,,"pdns1.ultradns.net, pdns2.ultradns.net, pdns3.ultradns.org, pdns4.ultradns.org, pdns5.ultradns.info, pdns6.ultradns.co.uk, dns1.p09.nsone.net, dns4.p09.nsone.net, dns3.p09.nsone.net, dns2.p09.nsone.net",,,,,,
[x],feedback.wotif.com,0.0.0.0,"ns1-201.azure-dns.com, msnhst.microsoft.com",NOERROR,,,surveyer.cloudapp.net,,,,,True,0.0.0.0,
[x],ferienhausbewertung.fewo-direkt.de,199.247.90.217,"dns1.p01.nsone.net, domains.expediagroup.com",NOERROR,,,,,,,,,,
[x],festivals.homeaway.com,130.211.29.77,"jim.ns.cloudflare.com, dns.cloudflare.com",NOERROR,True,google,hafestivals.wpengine.com,,,,,,,
[x],fewo-direkt.de,199.247.90.18,"dns1.p01.nsone.net, domains.expediagroup.com",NOERROR,,,,,,,,,,
[x],fi.hotels.com,92.122.66.126,,NOERROR,,,"ipv6-global.hotels.com.edgekey.net, e10109.dscx.akamaiedge.net",,,,,,,
[x],fi.service.hotels.com,"35.82.156.173, 44.231.225.87",,NOERROR,,,redirect.expecsp.com,"ns-1087.awsdns-07.org, ns-1689.awsdns-19.co.uk, ns-50.awsdns-06.com, ns-599.awsdns-10.net",,,,,,
[x],fr-ch.hotels.com,,,NOERROR,,,fr-ch.hotels.com.edgesuite.net,,,,,,,
[x],ftp.orbitz.com,,"pdns1.ultradns.net, domains.expediagroup.com",NOERROR,,,,,,,,,,
[x],gcs.hotwire.com,,"ns-310.awsdns-38.com, awsdns-hostmaster.amazon.com",NOERROR,,,"gcs-trunk.prodp.hotwire.com, gcs.prodp.hotwire.com",,,,,,,
[x],gdsproxy.ean.com,216.251.119.64,,NOERROR,,,,,,,,,,
[x],gears216-148.mailer.orbitz.com,,"dns1.p01.nsone.net, domains.expediagroup.com",NOERROR,,,,,,,,,,
[x],gears216-212.mailer.orbitz.com,,"pdns1.ultradns.net, domains.expediagroup.com",NOERROR,,,,,,,,,,
[x],gears216-213.mailer.orbitz.com,,"pdns1.ultradns.net, domains.expediagroup.com",NOERROR,,,,,,,,,,
[x],gears216-23.mailer.orbitz.com,,"dns1.p01.nsone.net, domains.expediagroup.com",NOERROR,,,,,,,,,,
[x],gears216-85.mailer.orbitz.com,,"dns1.p01.nsone.net, domains.expediagroup.com",NOERROR,,,,,,,,,,
[x],gears216-86.mailer.orbitz.com,,"pdns1.ultradns.net, domains.expediagroup.com",NOERROR,,,,,,,,,,
[x],gears217-151.mailer.orbitz.com,,"pdns1.ultradns.net, domains.expediagroup.com",NOERROR,,,,,,,,,,
[x],gears217-214.mailer.orbitz.com,,"pdns1.ultradns.net, domains.expediagroup.com",NOERROR,,,,,,,,,,
[x],gears217-215.mailer.orbitz.com,,"pdns1.ultradns.net, domains.expediagroup.com",NOERROR,,,,,,,,,,
[x],gears217-22.mailer.orbitz.com,,"pdns1.ultradns.net, domains.expediagroup.com",NOERROR,,,,,,,,,,
[x],gears217-84.mailer.orbitz.com,,"dns1.p01.nsone.net, domains.expediagroup.com",NOERROR,,,,,,,,,,
[x],gears217-85.mailer.orbitz.com,,"dns1.p01.nsone.net, domains.expediagroup.com",NOERROR,,,,,,,,,,
[x],gears217-86.mailer.orbitz.com,,"dns1.p01.nsone.net, domains.expediagroup.com, pdns1.ultradns.net",NOERROR,,,,,,,,,,
[x],geo.carrentals.com,,"n0x.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,"carrentals-k8s-prod.edgekey.net, e7572.x.akamaiedge.net",,,,,,,
[x],getstarted.homeaway.com,,"n0x.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,"homeaway.com.edgekey.net, e111201.x.akamaiedge.net",,,,,,,
[x],ggb.homeaway.com,,"pdns1.ultradns.net, domains.expediagroup.com",NOERROR,,,,,,,,,,
[x],ghes.expedia.com,,"dns1.p01.nsone.net, domains.expediagroup.com",NOERROR,,,,,,,,,,
[x],github-ssl-proxy.aws.hotwire.com,,"ns-668.awsdns-19.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],github-ssl-proxy.non-prod.cloud.hotwire.com,,"ns-1761.awsdns-28.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],github-webhook-proxy.test.cicdtools.expedia.com,,"ns-754.awsdns-30.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],global.hotels.com,,"pdns1.ultradns.net, domains.expediagroup.com",NOERROR,,,,,,,,,,
[x],globalhotels.cert-release.travelocity.com,,"pdns1.ultradns.net, domains.expediagroup.com",NOERROR,,,,,,,,,,
[x],globalhotels.test.travelocity.com,,"dns1.p01.nsone.net, domains.expediagroup.com",NOERROR,,,,,,,,,,
[x],globalhotels.travelocity.com,,"dns1.p01.nsone.net, domains.expediagroup.com",NOERROR,,,,,,,,,,
[x],gmail.carrentals.com,,"ns1.google.com, dns-admin.google.com",NOERROR,,,ghs.google.com,,,,,,,
[x],gnomenabbed.travelocity.com,,"pdns1.ultradns.net, domains.expediagroup.com",NOERROR,,,,,,,,,,
[x],go.americanexpress-travel.com.travelocity.com,,"pdns1.ultradns.net, domains.expediagroup.com",NOERROR,,,,,,,,,,
[x],go.expediagroup.com,,"bart.ns.cloudflare.com, dns.cloudflare.com",NOERROR,True,cloudflare,"expediavrbo.mktoweb.com, ab42.mktossl.com",,,,,,,
[x],go.hotels.com,,"dns1.p01.nsone.net, domains.expediagroup.com",NOERROR,,,,,,,,,,
[x],go.travelocity.com,,"pdns1.ultradns.net, domains.expediagroup.com",NOERROR,,,origin-leisure.travelocity.com,,,,,,,
[x],go2.travelocity.com,,"pdns1.ultradns.net, domains.expediagroup.com",NOERROR,,,,,,,,,,
[x],go2.vrbo.com,,"bart.ns.cloudflare.com, dns.cloudflare.com",NOERROR,True,cloudflare,"expediavrbo.mktoweb.com, ab42.mktossl.com",,,,,,,
[x],gold.cheaptickets.com,,"pdns1.ultradns.net, domains.expediagroup.com",NOERROR,,,,,,,,,,
[x],grafana.prod.expedia.com,,"ns-332.awsdns-41.com, awsdns-hostmaster.amazon.com",NOERROR,,,"grafana.prod.monitoring.expedia.com, ae6a30f0d265c40d6969c52ec6b3a456-195259027.us-west-2.elb.amazonaws.com",,,,,,,
[x],graphics.test.travelocity.com,,"pdns1.ultradns.net, domains.expediagroup.com",NOERROR,,,,,,,,,,
[x],greatbritaincdn.expedia.com,,"ns-1938.awsdns-50.co.uk, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,d29w8ef2a8l3n3.cloudfront.net,"ns-1231.awsdns-25.org, ns-1938.awsdns-50.co.uk, ns-416.awsdns-52.com, ns-876.awsdns-45.net",,,,,,
[x],greaterpalmsprings.vrbo.com,,"ns-1078.awsdns-06.org, awsdns-hostmaster.amazon.com",NOERROR,,,"proxy-ssl.webflow.com, proxy-ssl-geo.webflow.com",,,,,,,
[x],groupes.hotels.com,,"lovisa.ns.cloudflare.com, dns.cloudflare.com",NOERROR,True,cloudflare,www.hotelplanner.com,,"me.cfdynamics.com, me2.cfdynamics.com, me3.cfdynamics.com","v=spf1 ip4:216.223.188.0/24 ip4:216.117.4.0/24 ip4:216.117.5.0/24 ip4:3.230.214.68/32 ip4:3.213.114.62/32 ip4:52.23.43.58/32 ip4:54.163.145.215/32 ip4:54.166.2.11/32 ip4:52.204.91.137/32 a mx ptr a:mail.lexyl.com a:lexyl.com mx:smtp.hotelplanner.com mx:ho, telplanner.com include:mail.zendesk.com ~all",,,,
[x],groups.cheaptickets.com,,"lovisa.ns.cloudflare.com, dns.cloudflare.com",NOERROR,True,cloudflare,expesecure.hotelplanner.com,,,,,,,
[x],groups.expedia.com,,"lovisa.ns.cloudflare.com, dns.cloudflare.com",NOERROR,True,cloudflare,expesecure.hotelplanner.com,,,,,,,
[x],groups.hotels.com,,"lovisa.ns.cloudflare.com, dns.cloudflare.com",NOERROR,True,cloudflare,www.hotelplanner.com,,"me.cfdynamics.com, me2.cfdynamics.com, me3.cfdynamics.com","v=spf1 ip4:216.223.188.0/24 ip4:216.117.4.0/24 ip4:216.117.5.0/24 ip4:3.230.214.68/32 ip4:3.213.114.62/32 ip4:52.23.43.58/32 ip4:54.163.145.215/32 ip4:54.166.2.11/32 ip4:52.204.91.137/32 a mx ptr a:mail.lexyl.com a:lexyl.com mx:smtp.hotelplanner.com mx:ho, telplanner.com include:mail.zendesk.com ~all",,,,
[x],groups.orbitz.com,,"lovisa.ns.cloudflare.com, dns.cloudflare.com",NOERROR,True,cloudflare,expesecure.hotelplanner.com,,,,,,,
[x],groups.travelocity.ca,,"lovisa.ns.cloudflare.com, dns.cloudflare.com",NOERROR,True,cloudflare,www.hotelplanner.com,,,,,,,
[x],groups.travelocity.com,,"lovisa.ns.cloudflare.com, dns.cloudflare.com",NOERROR,True,cloudflare,expesecure.hotelplanner.com,,,,,,,
[x],groups.wotif.com,,"lovisa.ns.cloudflare.com, dns.cloudflare.com",NOERROR,True,cloudflare,expesecure.hotelplanner.com,,,,,,,
[x],grup.hotels.com,,"lovisa.ns.cloudflare.com, dns.cloudflare.com",NOERROR,True,cloudflare,www.hotelplanner.com,,,"v=spf1 ip4:216.223.188.0/24 ip4:216.117.4.0/24 ip4:216.117.5.0/24 ip4:3.230.214.68/32 ip4:3.213.114.62/32 ip4:52.23.43.58/32 ip4:54.163.145.215/32 ip4:54.166.2.11/32 ip4:52.204.91.137/32 a mx ptr a:mail.lexyl.com a:lexyl.com mx:smtp.hotelplanner.com mx:ho, telplanner.com include:mail.zendesk.com ~all",,,,
