input,title,status_code,content_length,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_mismatched,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_org_,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_wildcard_certificate,tls_tls_connection,tls_sni,port,url,scheme,webserver,content_type,method,host,path,favicon,a_,lines,failed,tech_,cdn_name,cdn,final_url,csp_domains_,tls_self_signed
tableauonline.sing.seagate.com,,200,1284,tableauonline.sing.seagate.com,443,True,tls12,TLS_RSA_WITH_AES_256_GCM_SHA384,,2022-11-10T00:00:00Z,2023-12-07T23:59:59Z,"CN=tableauonline.seagate.com, O=SEAGATE TECHNOLOGY LLC, L=Oklahoma City, ST=Oklahoma, C=US",tableauonline.seagate.com,SEAGATE TECHNOLOGY LLC,tableauonlinesparkler.okla.seagate.com,"CN=DigiCert Global G2 TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert Global G2 TLS RSA SHA256 2020 CA1,DigiCert Inc,8c061ba9c8fa5ce40c35b25bd82f4244,3266fdcf7ffba651b61038b2c04b4f8e9a1f520f68c4129ff98f31479e4ae449,,ctls,tableauonline.sing.seagate.com,443,https://tableauonline.sing.seagate.com:443,https,Tableau,text/html,GET,134.204.236.27,/,-1441956789,134.204.236.27,1,False,,,,,https://api.mapbox.com,
tableauonlinestg.colo.seagate.com,,200,1284,tableauonlinestg.colo.seagate.com,443,True,tls13,TLS_AES_256_GCM_SHA384,,2023-03-30T00:00:00Z,2024-01-28T23:59:59Z,"CN=www.seagate.com, O=Edgecast Inc., L=Los Angeles, ST=California, C=US",www.seagate.com,Edgecast Inc.,learn.seagate.com,"CN=DigiCert Global G2 TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert Global G2 TLS RSA SHA256 2020 CA1,DigiCert Inc,a127f32c84036097448efd98e8e351c7,960074483c11e7b0bd1d8a6385bb065d0130feca0cb70cec0d460db311e95166,,ctls,tableauonlinestg.colo.seagate.com,443,https://tableauonlinestg.colo.seagate.com:443,https,Tableau,text/html,GET,152.199.17.105,/,-1441956789,152.199.17.105,1,False,HSTS,,,,https://api.mapbox.com,
tableauonlinestg.seagate.com,Browser Not Supported,200,833,tableauonlinestg.seagate.com,443,True,tls13,TLS_AES_256_GCM_SHA384,,2023-03-30T00:00:00Z,2024-01-28T23:59:59Z,"CN=www.seagate.com, O=Edgecast Inc., L=Los Angeles, ST=California, C=US",www.seagate.com,Edgecast Inc.,learn.seagate.com,"CN=DigiCert Global G2 TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert Global G2 TLS RSA SHA256 2020 CA1,DigiCert Inc,a127f32c84036097448efd98e8e351c7,960074483c11e7b0bd1d8a6385bb065d0130feca0cb70cec0d460db311e95166,,ctls,tableauonlinestg.seagate.com,443,https://tableauonlinestg.seagate.com:443,https,Tableau,text/html,GET,152.199.17.105,/,-1441956789,152.199.17.105,31,False,HSTS,,,,https://api.mapbox.com,
tableauonlinestg.sing.seagate.com,,200,1284,tableauonlinestg.sing.seagate.com,443,True,tls13,TLS_AES_256_GCM_SHA384,,2023-03-30T00:00:00Z,2024-01-28T23:59:59Z,"CN=www.seagate.com, O=Edgecast Inc., L=Los Angeles, ST=California, C=US",www.seagate.com,Edgecast Inc.,learn.seagate.com,"CN=DigiCert Global G2 TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert Global G2 TLS RSA SHA256 2020 CA1,DigiCert Inc,a127f32c84036097448efd98e8e351c7,960074483c11e7b0bd1d8a6385bb065d0130feca0cb70cec0d460db311e95166,,ctls,tableauonlinestg.sing.seagate.com,443,https://tableauonlinestg.sing.seagate.com:443,https,Tableau,text/html,GET,152.199.17.105,/,-1441956789,152.199.17.105,1,False,HSTS,,,,https://api.mapbox.com,
thpayroll.seagate.com,Humatrix | Under Construction,503,230549,seagateth.myhumatrix.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,2022-11-01T00:00:00Z,2023-12-01T23:59:59Z,"CN=*.myhumatrix.com, O=Humanica Public Company Limited, ST=Bangkok, C=TH",*.myhumatrix.com,Humanica Public Company Limited,myhumatrix.com,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,da23435a2927a632ab1b1f2f1490b967,3fe40ad33647f7c39e66481744edb0929f30a4459799462f712ec74b0590757f,True,ctls,seagateth.myhumatrix.com,443,https://thpayroll.seagate.com:443,https,cloudflare,text/html,GET,134.204.236.16,/,-1863754001,134.204.236.16,30,False,HTTP/3,,,https://seagateth.myhumatrix.com/default.sso.aspx,,
training.seagate.com,"Seagate Training Portal
 - 
        
    Seagate Training Portal",200,20730,training.seagate.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,2023-04-07T00:00:00Z,2024-04-09T23:59:59Z,"CN=training.seagate.com, O=SEAGATE TECHNOLOGY LLC, L=Oklahoma City, ST=Oklahoma, C=US",training.seagate.com,SEAGATE TECHNOLOGY LLC,training.seagate.com,"CN=DigiCert Global G2 TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert Global G2 TLS RSA SHA256 2020 CA1,DigiCert Inc,efa46a7e54c97d6645af51384bd267d1,7331fdafa4623ae6455d0d16a516b33b25199b97331f34dc70b0d75137d17cb3,,ctls,training.seagate.com,443,https://training.seagate.com:443,https,,text/html,GET,13.84.188.162,/,240136437,13.84.188.162,405,False,Microsoft ASP.NET,azure,True,,https://secure.quantserve.com,
update.costools.csg.seagate.com,,200,,,,,,,,,,,,,,,,,,,,,,80,http://update.costools.csg.seagate.com:80,http,lighttpd/1.4.54,text/html,GET,34.225.111.54,/,-1367096660,34.225.111.54,1,False,lighttpd:1.4.54,,,,,
uploads.github.com,GitHub: Let’s build from here · GitHub,200,223870,github.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-02-14T00:00:00Z,2024-03-14T23:59:59Z,"CN=github.com, O=GitHub\, Inc., L=San Francisco, ST=California, C=US",github.com,"GitHub, Inc.",www.github.com,"CN=DigiCert TLS Hybrid ECC SHA384 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS Hybrid ECC SHA384 2020 CA1,DigiCert Inc,d7f89274a26995baaf99c5aac4ebe7d2,92a37fbd5e21a53a95c716e1144f442f582b94d0fafc673eb6717a4eb51a88a7,,ctls,github.com,443,https://uploads.github.com:443,https,GitHub.com,text/html,GET,140.82.121.14,/,-1840324437,140.82.121.14,2366,False,HSTS,,,https://github.com,user-images.githubusercontent.com/,
user-images.githubusercontent.com/,,403,243,user-images.githubusercontent.com,443,True,tls13,TLS_AES_128_GCM_SHA256,True,2023-02-21T00:00:00Z,2024-03-20T23:59:59Z,"CN=*.github.io, O=GitHub\, Inc., L=San Francisco, ST=California, C=US",*.github.io,"GitHub, Inc.",githubusercontent.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,f45a0dd4c867ee46fb7560d0015132c3,382cd42d33c02bc6678e657ce17b846d0473a7e791cdb35b8ead901af1e11a08,True,ctls,user-images.githubusercontent.com,443,https://user-images.githubusercontent.com:443,https,GitHub Cloud,application/xml,GET,185.199.108.133,/,1883366979,2606:50c0:8003::154,2,False,Varnish,,,,,
vault.lyve.seagate.com,404 Not Found,404,581,vault.lyve.seagate.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,True,2023-01-10T00:00:00Z,2024-02-10T23:59:59Z,"CN=lyve.seagate.com, O=SEAGATE TECHNOLOGY LLC, L=Oklahoma City, ST=Oklahoma, C=US",lyve.seagate.com,SEAGATE TECHNOLOGY LLC,rest.lyve.seagate.com,"CN=DigiCert Global G2 TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert Global G2 TLS RSA SHA256 2020 CA1,DigiCert Inc,d0ec8e2711f883c968624916e0f7071d,dfc3a938baf950e7b45fc4add9d2faa77aa310c817d24e3101aa4ba4ea80e209,,ctls,vault.lyve.seagate.com,443,https://vault.lyve.seagate.com:443,https,Microsoft-Azure-Application-Gateway/v2,text/html,GET,20.166.89.86,/,1129692473,20.166.89.86,14,False,,,,,,
verify.seagate.com,Label Validation Customer,200,81708,verify.seagate.com,443,True,tls12,TLS_RSA_WITH_AES_256_GCM_SHA384,,2022-11-20T00:00:00Z,2023-12-21T23:59:59Z,"CN=verify.seagate.com, O=SEAGATE TECHNOLOGY LLC, L=Oklahoma City, ST=Oklahoma, C=US",verify.seagate.com,SEAGATE TECHNOLOGY LLC,verify.seagate.com,"CN=DigiCert Global G2 TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert Global G2 TLS RSA SHA256 2020 CA1,DigiCert Inc,ea0811a49bb030b1488468591e204ef7,a6ad3d6dc5139c853d0567341066f6b534a917291d8009804edc9baa8b7bbfb8,,ctls,verify.seagate.com,443,https://verify.seagate.com:443,https,Apache,text/html,GET,134.204.236.28,/,-780928015,134.204.236.28,1562,False,Java,,,https://verify.seagate.com/verify/,,
viewscreen.githubusercontent.com,,404,19,viewscreen.githubusercontent.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,2022-06-21T00:00:00Z,2023-06-21T23:59:59Z,"CN=*.githubusercontent.com, O=GitHub\, Inc., L=San Francisco, ST=California, C=US",*.githubusercontent.com,"GitHub, Inc.",githubusercontent.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,21a7ae1b042531ebe0631a0de672847a,56a9ff4b6f33f556da01b740ef74ae8689a581f65e7fdce828675dd65e83bd82,True,ctls,viewscreen.githubusercontent.com,443,https://viewscreen.githubusercontent.com:443,https,,text/plain,GET,140.82.113.22,/,-138391155,140.82.113.22,2,False,GitHub Pages,,,,,
wheretobuy.seagate.com,Bezugsquellen für Produkte von Seagate | Seagate Deutschland,200,198072,www.seagate.com,443,True,tls13,TLS_AES_256_GCM_SHA384,,2023-03-30T00:00:00Z,2024-01-28T23:59:59Z,"CN=www.seagate.com, O=Edgecast Inc., L=Los Angeles, ST=California, C=US",www.seagate.com,Edgecast Inc.,learn.seagate.com,"CN=DigiCert Global G2 TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert Global G2 TLS RSA SHA256 2020 CA1,DigiCert Inc,a127f32c84036097448efd98e8e351c7,960074483c11e7b0bd1d8a6385bb065d0130feca0cb70cec0d460db311e95166,,ctls,www.seagate.com,443,https://wheretobuy.seagate.com:443,https,ECD (frb/673C),text/html,GET,152.199.17.105,/,-1298523879,152.199.17.105,4592,False,Java,,,https://www.seagate.com/de/de/where-to-buy/,https://seagate.pathfactory.com,
wux-digitmobile.globalprotect.seagate.com,Document Error: Not Found,404,152,wux-digitmobile.globalprotect.seagate.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,2022-06-03T00:00:00Z,2023-06-06T23:59:59Z,"CN=*.globalprotect.seagate.com, O=SEAGATE TECHNOLOGY LLC, L=Oklahoma City, ST=Oklahoma, C=US",*.globalprotect.seagate.com,SEAGATE TECHNOLOGY LLC,*.globalprotect.seagate.com,"CN=DigiCert Global G2 TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert Global G2 TLS RSA SHA256 2020 CA1,DigiCert Inc,c48d053bae2ad2b6df67e64bbf936b4e,3aa22aeef6bc1d071d9555699ffebc6ce36093b3f5e30b9171002d7b9e9b5988,True,ctls,wux-digitmobile.globalprotect.seagate.com,443,https://wux-digitmobile.globalprotect.seagate.com:443,https,,text/html,GET,180.101.11.138,/,-721644640,180.101.11.138,7,False,HSTS,,,,,
www.console.us-west-3-stg.lyvecloud.seagate.com,Seagate Lyve Cloud,200,1214,www.console.us-west-3-stg.lyvecloud.seagate.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,,2023-01-27T00:00:00Z,2024-02-27T23:59:59Z,"CN=console.us-west-3-stg.lyvecloud.seagate.com, O=SEAGATE TECHNOLOGY LLC, L=Oklahoma City, ST=Oklahoma, C=US",console.us-west-3-stg.lyvecloud.seagate.com,SEAGATE TECHNOLOGY LLC,*.console.us-west-3-stg.lyvecloud.seagate.com,"CN=DigiCert Global G2 TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert Global G2 TLS RSA SHA256 2020 CA1,DigiCert Inc,3dac66ff5fe228a556ad5293f90f50a9,ecb7b58f4424542579b38e339172f2ea250ae79bb161d552c25829b3b440c9b5,True,ctls,www.console.us-west-3-stg.lyvecloud.seagate.com,443,https://www.console.us-west-3-stg.lyvecloud.seagate.com:443,https,nginx,text/html,GET,192.55.7.19,/,240136437,192.55.7.19,1,False,Nginx,,,https://www.console.us-west-3-stg.lyvecloud.seagate.com/customer/dashboard,,
www.githubstatus.com,GitHub Status,200,120056,www.githubstatus.com,443,True,tls13,TLS_AES_256_GCM_SHA384,,2023-04-22T07:43:54Z,2023-07-21T07:43:53Z,CN=apistatus.chorus.co.nz,apistatus.chorus.co.nz,,www.githubstatus.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,ba597573d90bf57cd7e9b9e2d299d910,c5637019972997373031cb77015e38379d697d4fac129f4c469d4f5b4acc7af3,,ctls,www.githubstatus.com,443,https://www.githubstatus.com:443,https,,text/html,GET,52.215.192.131,/,-1840324437,52.215.192.131,2811,False,HSTS,,,,,
