new,host,a,aaaa,cname,soa,status_code,has_internal_ips,internal_ips,ns,cdn,cdn-name,txt,mx,caa,ptr
[x],downloads-staging.paytm.com,13.233.27.35,,,"ns-1112.awsdns-11.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],downloads.paytm.com,,"2a02:26f0:fe00:3bc::39e2, 2a02:26f0:fe00:39f::39e2","downloads.paytm.com.edgekey.net, e14818.dsca.akamaiedge.net","n0dsca.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],downloads.paytmbank.com,23.201.245.180,"2a02:26f0:3100:18e::1957, 2a02:26f0:3100:1ac::1957","downloads.paytmbank.com.edgekey.net, e6487.dscj.akamaiedge.net","n0dscj.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],dp.paytmmoney.com,"10.67.43.125, 10.67.26.11",,internal-prod-class-app-alb-354949300.ap-south-1.elb.amazonaws.com,"ns-329.awsdns-41.com, awsdns-hostmaster.amazon.com",NOERROR,True,"10.67.43.125, 10.67.26.11",,,,,,,
[x],drishti.mypaytm.com,"10.110.128.253, 10.110.131.175",,internal-drishti-internal-lb-918768416.ap-south-1.elb.amazonaws.com,"ns-329.awsdns-41.com, awsdns-hostmaster.amazon.com",NOERROR,True,"10.110.128.253, 10.110.131.175","ns-1498.awsdns-59.org, ns-1568.awsdns-04.co.uk, ns-329.awsdns-41.com, ns-836.awsdns-40.net",,,,,,
[x],ds.paytmbank.com,202.143.99.179,,,"ns-361.awsdns-45.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],ds2-hue.mypaytm.com,"172.21.60.241, 172.21.60.221",,internal-daas-devops-all-app-alb-1542792226.ap-south-1.elb.amazonaws.com,"ns-329.awsdns-41.com, awsdns-hostmaster.amazon.com",NOERROR,True,"172.21.60.241, 172.21.60.221",,,,,,,
[x],dwh-devops.mypaytm.com,172.21.58.60,,,"ns-1371.awsdns-43.org, awsdns-hostmaster.amazon.com",NOERROR,True,172.21.58.60,,,,,,,
[x],easy-report-stg.mypaytm.com,"172.21.178.244, 172.21.176.203",,internal-staging-datain-common-alb-1553301483.ap-south-1.elb.amazonaws.com,"ns-329.awsdns-41.com, awsdns-hostmaster.amazon.com",NOERROR,True,"172.21.178.244, 172.21.176.203",,,,,,,
[x],easy-report.mypaytm.com,"172.21.1.207, 172.21.1.35",,internal-din-devops-all-app-alb-1749014259.ap-south-1.elb.amazonaws.com,"ns-329.awsdns-41.com, awsdns-hostmaster.amazon.com",NOERROR,True,"172.21.1.207, 172.21.1.35",,,,,,,
[x],edc-automation.paytm.in,23.210.115.157,"2a02:26f0:7100:8a4::26f8, 2a02:26f0:7100:88e::26f8","securegw-stage.paytm.in-v2.edgekey.net, e9976.dsca.akamaiedge.net","n0dsca.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],edc-hotfix-minipos.paytm.in,"95.101.111.183, 95.101.111.140","2a02:26f0:480:d::210:f15a, 2a02:26f0:480:d::210:f14b","qa-lb.paytm.in.edgekey.net, e127277.dsca.akamaiedge.net","n0dsca.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],edc-hotfix.paytm.in,23.218.166.35,"2a02:26f0:6c00:18b::26f8, 2a02:26f0:6c00:181::26f8","securegw-stage.paytm.in-v2.edgekey.net, e9976.dsca.akamaiedge.net","n0dsca.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],edc-ite.paytm.in,23.5.230.50,"2600:1408:7400:393::26f8, 2600:1408:7400:390::26f8","securegw-stage.paytm.in-v2.edgekey.net, e9976.dsca.akamaiedge.net","n0dsca.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],edc-wallet-automation.paytm.in,10.142.51.178,,,"ns-29.awsdns-03.com, awsdns-hostmaster.amazon.com",NOERROR,True,10.142.51.178,,,,,,,
[x],edc-wallet-hotfix.paytm.in,10.142.51.178,,,"ns-29.awsdns-03.com, awsdns-hostmaster.amazon.com",NOERROR,True,10.142.51.178,"ns-1245.awsdns-27.org, ns-2042.awsdns-63.co.uk, ns-29.awsdns-03.com, ns-796.awsdns-35.net",,,,,,
[x],edc-wallet-ite.paytm.in,10.142.51.178,,,"ns-29.awsdns-03.com, awsdns-hostmaster.amazon.com",NOERROR,True,10.142.51.178,,,,,,,
[x],edgecloud1.ap-northeast-1.production.paypay.gm.pai.mypaytm.com,"3.114.152.73, 54.250.101.32, 54.249.128.50, 52.198.94.176",,nginx-20201103171816415900000001-550201418.ap-northeast-1.elb.amazonaws.com,"ns-1683.awsdns-18.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],eis-eksite.paytmbank.com,"172.23.72.254, 172.23.72.82",,internal-k8s-itegroup-1854514905-1582915296.ap-south-1.elb.amazonaws.com,"ns-329.awsdns-41.com, awsdns-hostmaster.amazon.com",NOERROR,True,"172.23.72.254, 172.23.72.82",,,,,,,
[x],eis-ite.paytmbank.com,"172.23.72.177, 172.23.72.37",,internal-k8s-eksmwite-ingressi-432ab945fa-1179458583.ap-south-1.elb.amazonaws.com,"ns-329.awsdns-41.com, awsdns-hostmaster.amazon.com",NOERROR,True,"172.23.72.177, 172.23.72.37",,,,,,,
[x],eis-staging.paytmbank.com,"172.23.72.208, 172.23.72.6",,internal-k8s-eksmwsta-ingressm-dda530a68d-707107570.ap-south-1.elb.amazonaws.com,"ns-329.awsdns-41.com, awsdns-hostmaster.amazon.com",NOERROR,True,"172.23.72.208, 172.23.72.6",,,,,,,
[x],em.info.paytm.com,,,u6666510.wl011.sendgrid.net,"aisha.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,v=spf1 ip4:167.89.34.121 ip4:167.89.34.122 ip4:167.89.49.243 ip4:167.89.49.252 ip4:167.89.49.84 -all,mx.sendgrid.net,,
[x],em.info.paytmmoney.com,,,u10126342.wl093.sendgrid.net,"aisha.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,v=spf1 ip4:167.89.103.84 -all,mx.sendgrid.net,,
[x],email.info.gamepind.com,"167.89.118.83, 167.89.118.52, 167.89.123.124, 167.89.123.54, 167.89.115.46, 167.89.118.48, 208.94.148.4, 208.80.124.4, 208.80.126.4, 208.80.125.4, 208.80.127.4, 208.94.149.4","2600:1800:10::1, 2600:1801:11::1, 2600:1802:12::1, 2600:1801:13::1, 2600:1802:14::1, 2600:1800:15::1",sendgrid.net,"ns10.dnsmadeeasy.com, dns.dnsmadeeasy.com",NOERROR,,,"ns10.dnsmadeeasy.com, ns12.dnsmadeeasy.com, ns11.dnsmadeeasy.com, ns13.dnsmadeeasy.com, ns14.dnsmadeeasy.com, ns15.dnsmadeeasy.com",,,"v=spf1 ip4:167.89.0.0/17 ip4:208.117.48.0/20 ip4:50.31.32.0/19 ip4:198.37.144.0/20 ip4:198.21.0.0/21 ip4:192.254.112.0/20 ip4:168.245.0.0/17 ip4:149.72.0.0/16 ip4:159.183.0.0/16 include:ab.sendgrid.net ~all, p8bnb2lp424dkl3c4io1aemiei, mailru-verification: 2e3995fa8a7d00e0, google-site-verification=1UEf8ey-RibUjY6gnpqIZFjWNqMknmeyeHz1zTmj0DE","mx2.sendgrid.net, mx.sendgrid.net","godaddy.com, amazonaws.com",
[x],email.info.paytm.ca,"167.89.118.83, 167.89.118.52, 167.89.123.124, 167.89.123.54",,sendgrid.net,"ns10.dnsmadeeasy.com, dns.dnsmadeeasy.com",NOERROR,,,"ns14.dnsmadeeasy.com, ns13.dnsmadeeasy.com, ns12.dnsmadeeasy.com, ns11.dnsmadeeasy.com, ns10.dnsmadeeasy.com, ns15.dnsmadeeasy.com",,,"v=spf1 ip4:167.89.0.0/17 ip4:208.117.48.0/20 ip4:50.31.32.0/19 ip4:198.37.144.0/20 ip4:198.21.0.0/21 ip4:192.254.112.0/20 ip4:168.245.0.0/17 ip4:149.72.0.0/16 ip4:159.183.0.0/16 include:ab.sendgrid.net ~all, google-site-verification=1UEf8ey-RibUjY6gnpqIZFjWNqMknmeyeHz1zTmj0DE, p8bnb2lp424dkl3c4io1aemiei, mailru-verification: 2e3995fa8a7d00e0","mx.sendgrid.net, mx2.sendgrid.net","amazonaws.com, godaddy.com",
[x],email.info.paytm.com,"167.89.123.54, 167.89.123.124, 167.89.118.52, 167.89.118.83",,sendgrid.net,"ns10.dnsmadeeasy.com, dns.dnsmadeeasy.com",NOERROR,,,"ns11.dnsmadeeasy.com, ns15.dnsmadeeasy.com, ns10.dnsmadeeasy.com, ns12.dnsmadeeasy.com, ns14.dnsmadeeasy.com, ns13.dnsmadeeasy.com",,,"google-site-verification=1UEf8ey-RibUjY6gnpqIZFjWNqMknmeyeHz1zTmj0DE, p8bnb2lp424dkl3c4io1aemiei, mailru-verification: 2e3995fa8a7d00e0, v=spf1 ip4:167.89.0.0/17 ip4:208.117.48.0/20 ip4:50.31.32.0/19 ip4:198.37.144.0/20 ip4:198.21.0.0/21 ip4:192.254.112.0/20 ip4:168.245.0.0/17 ip4:149.72.0.0/16 ip4:159.183.0.0/16 include:ab.sendgrid.net ~all","mx.sendgrid.net, mx2.sendgrid.net","amazonaws.com, godaddy.com",
[x],email.info.paytmbank.com,"167.89.118.83, 167.89.123.124, 167.89.123.54, 167.89.118.52",,sendgrid.net,"ns10.dnsmadeeasy.com, dns.dnsmadeeasy.com",NOERROR,,,"ns13.dnsmadeeasy.com, ns14.dnsmadeeasy.com, ns15.dnsmadeeasy.com, ns12.dnsmadeeasy.com, ns11.dnsmadeeasy.com, ns10.dnsmadeeasy.com",,,"v=spf1 ip4:167.89.0.0/17 ip4:208.117.48.0/20 ip4:50.31.32.0/19 ip4:198.37.144.0/20 ip4:198.21.0.0/21 ip4:192.254.112.0/20 ip4:168.245.0.0/17 ip4:149.72.0.0/16 ip4:159.183.0.0/16 include:ab.sendgrid.net ~all, p8bnb2lp424dkl3c4io1aemiei, mailru-verification: 2e3995fa8a7d00e0, google-site-verification=1UEf8ey-RibUjY6gnpqIZFjWNqMknmeyeHz1zTmj0DE","mx2.sendgrid.net, mx.sendgrid.net","amazonaws.com, godaddy.com",
[x],email.info.paytmmoney.com,"167.89.123.124, 167.89.123.54, 167.89.118.52, 167.89.118.83",,sendgrid.net,"ns10.dnsmadeeasy.com, dns.dnsmadeeasy.com",NOERROR,,,"ns11.dnsmadeeasy.com, ns14.dnsmadeeasy.com, ns13.dnsmadeeasy.com, ns10.dnsmadeeasy.com, ns15.dnsmadeeasy.com, ns12.dnsmadeeasy.com",,,"mailru-verification: 2e3995fa8a7d00e0, google-site-verification=1UEf8ey-RibUjY6gnpqIZFjWNqMknmeyeHz1zTmj0DE, v=spf1 ip4:167.89.0.0/17 ip4:208.117.48.0/20 ip4:50.31.32.0/19 ip4:198.37.144.0/20 ip4:198.21.0.0/21 ip4:192.254.112.0/20 ip4:168.245.0.0/17 ip4:149.72.0.0/16 ip4:159.183.0.0/16 include:ab.sendgrid.net ~all, p8bnb2lp424dkl3c4io1aemiei","mx.sendgrid.net, mx2.sendgrid.net","amazonaws.com, godaddy.com",
[x],email.paytm.com,"167.89.123.54, 167.89.123.124, 167.89.118.52, 167.89.118.83, 208.94.148.4, 208.80.124.4, 208.80.126.4, 208.80.125.4, 208.80.127.4, 208.94.149.4","2600:1800:10::1, 2600:1801:11::1, 2600:1802:12::1, 2600:1801:13::1, 2600:1802:14::1, 2600:1800:15::1",sendgrid.net,"ns10.dnsmadeeasy.com, dns.dnsmadeeasy.com",NOERROR,,,"ns12.dnsmadeeasy.com, ns10.dnsmadeeasy.com, ns11.dnsmadeeasy.com, ns15.dnsmadeeasy.com, ns14.dnsmadeeasy.com, ns13.dnsmadeeasy.com",,,"p8bnb2lp424dkl3c4io1aemiei, v=spf1 ip4:167.89.0.0/17 ip4:208.117.48.0/20 ip4:50.31.32.0/19 ip4:198.37.144.0/20 ip4:198.21.0.0/21 ip4:192.254.112.0/20 ip4:168.245.0.0/17 ip4:149.72.0.0/16 ip4:159.183.0.0/16 include:ab.sendgrid.net ~all, google-site-verification=1UEf8ey-RibUjY6gnpqIZFjWNqMknmeyeHz1zTmj0DE, mailru-verification: 2e3995fa8a7d00e0","mx2.sendgrid.net, mx.sendgrid.net","godaddy.com, amazonaws.com",
[x],emi-prod.paytm.com,,,,"ns-1611.awsdns-09.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,"ns-1611.awsdns-09.co.uk, ns-642.awsdns-16.net, ns-128.awsdns-16.com, ns-1396.awsdns-46.org",,,,,,
[x],en.cell.ap-northeast-1.production.paypay.gm.pai.mypaytm.com,"54.249.128.50, 54.250.101.32, 3.114.152.73, 52.198.94.176",,nginx-20201103171816415900000001-550201418.ap-northeast-1.elb.amazonaws.com,"ns-1683.awsdns-18.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],enablex-turn-dev.paytm.com,"3.108.124.199, 13.234.141.85",,enable-x-turn-nlb-ddb8af23831e4022.elb.ap-south-1.amazonaws.com,"ns-1316.awsdns-36.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],engage.maquette-grafana-paypayernal.ap-south-1.production.midgar.gm.pai.mypaytm.com,"3.108.203.110, 13.235.200.181, 35.154.35.83, 65.0.231.210",,nginx-20200827210728112800000002-674952323.ap-south-1.elb.amazonaws.com,"ns-329.awsdns-41.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],engage.pai.mypaytm.com,"35.154.35.83, 65.0.231.210, 3.108.203.110, 13.235.200.181",,"engage.ap-south-1.production.midgar.gm.pai.mypaytm.com, nginx-20200827210728112800000002-674952323.ap-south-1.elb.amazonaws.com","ns-329.awsdns-41.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],engage.staging.pai.mypaytm.com,"3.7.209.68, 3.7.137.172",,"engage.ap-south-1.staging-new.midgar.gm.pai.mypaytm.com, nginx-20200827195220413900000002-1687956841.ap-south-1.elb.amazonaws.com","ns-329.awsdns-41.com, awsdns-hostmaster.amazon.com",NOERROR,,,"ns-1498.awsdns-59.org, ns-1568.awsdns-04.co.uk, ns-329.awsdns-41.com, ns-836.awsdns-40.net, ns-1138.awsdns-14.org, ns-1998.awsdns-57.co.uk, ns-450.awsdns-56.com, ns-963.awsdns-56.net",,,,,,
[x],ent-internal.paytm.com,,,,"ns-1098.awsdns-09.org, awsdns-hostmaster.amazon.com",NOERROR,,,"ns-1098.awsdns-09.org, ns-1835.awsdns-37.co.uk, ns-300.awsdns-37.com, ns-990.awsdns-59.net",,,,,,
[x],entertainmentblog.paytm.com,"54.161.153.234, 54.225.209.187",,"paytmetrmt.wpengine.com, lbmaster-90731.wpengine.com, cluster90-elbwpeel-1jny0w8nls99q-1603760358.us-east-1.elb.amazonaws.com","ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],eos-dev.paytm.in,,"2600:1408:7400::6006:2a2b, 2600:1408:7400::6006:2a2a","qa-lb.paytm.in.edgekey.net, e127277.dsca.akamaiedge.net","n0dsca.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],eos-staging.paytm.in,"92.122.215.25, 2.20.142.96, 2.20.142.107","2a02:26f0:1700:11::b856:6784, 2a02:26f0:1700:11::b856:6796","qa-lb.paytm.in.edgekey.net, e127277.dsca.akamaiedge.net","n0dsca.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],events-indexer-preprod.paytmbank.com,"172.23.72.65, 172.23.72.239",,internal-k8s-eksmwpre-ingressm-601c1f2e48-454136603.ap-south-1.elb.amazonaws.com,"ns-329.awsdns-41.com, awsdns-hostmaster.amazon.com",NOERROR,True,"172.23.72.65, 172.23.72.239",,,,,,,
[x],eventstaging.gamepind.com,"52.66.183.47, 65.1.162.209",,,"ns-1903.awsdns-45.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,"ns-1383.awsdns-44.org, ns-1903.awsdns-45.co.uk, ns-405.awsdns-50.com, ns-700.awsdns-23.net",,,,,,
[x],express-middleware-prod.mypaytm.com,"172.21.1.185, 172.21.1.182",,express-middleware-mu-prod.ap-south-1.elasticbeanstalk.com,"ns-1320.awsdns-37.org, awsdns-hostmaster.amazon.com",NOERROR,True,"172.21.1.185, 172.21.1.182",,,,,,,
[x],express-middleware-stg.mypaytm.com,"172.21.1.189, 172.21.1.156",,express-middleware-mu-stg.ap-south-1.elasticbeanstalk.com,"ns-1320.awsdns-37.org, awsdns-hostmaster.amazon.com",NOERROR,True,"172.21.1.189, 172.21.1.156",,,,,,,
[x],extranet.paytm.com,"65.1.183.235, 13.232.50.192",,extranet-hotels-1559373913.ap-south-1.elb.amazonaws.com,"ns-329.awsdns-41.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],fantasy-cricket.gamepind.com,"2.20.142.67, 2.20.142.112","2a02:26f0:c900:9::5f65:4a92, 2a02:26f0:c900:9::5f65:4a96","fantasy-cricket.gamepind.com.edgekey.net, e121181.dsca.akamaiedge.net","n0dsca.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],fantasy-gateway.gamepind.com,"96.16.54.176, 96.16.54.138","2a02:26f0:d8::685e:64a2, 2a02:26f0:d8::685e:64b0","fantasy-gateway.gamepind.com.edgekey.net, e121181.dsca.akamaiedge.net","n0dsca.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],fantasy-h5.gamepind.com,"95.101.111.130, 95.101.111.183","2a02:26f0:480:d::210:f162, 2a02:26f0:480:d::210:f15a","fantasy-h5.gamepind.com.edgekey.net, e121181.dsca.akamaiedge.net","n0dsca.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],fantasy-oss.gamepind.com,"23.213.161.202, 23.213.161.207","2a02:26f0:c900:9::5f65:4a96, 2a02:26f0:c900:9::5f65:4a92","fantasy-oss.gamepind.com.edgekey.net, e121181.dsca.akamaiedge.net","n0dsca.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],fantasy-payapi.gamepind.com,"3.109.89.125, 13.235.130.50",,agt-fantasy-ingress-callback-118642117.ap-south-1.elb.amazonaws.com,"ns-329.awsdns-41.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],fantasy-widget.gamepind.com,,,,"ns-1903.awsdns-45.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],fastag-acquirer-inbound.paytmbank.com,23.201.245.180,"2a02:26f0:ab00:4ab::1957, 2a02:26f0:ab00:493::1957","fastag-acquirer-inbound.paytmbank.com.edgekey.net, e6487.dsca.akamaiedge.net","n0dsca.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],fastag-acquirer-pass-manager.paytmbank.com,23.42.199.218,"2a02:26f0:c900:29d::1957, 2a02:26f0:c900:294::1957","fastag-acquirer-pass-manager.paytmbank.com.edgekey.net, e6487.dscj.akamaiedge.net","n0dscj.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],fastag-acquirer-prod-inbound-internal.paytmbank.com,,,internal-bf3d8abf-default-fastagacq-916b-298108327.ap-south-1.elb.amazonaws.com,"ns-329.awsdns-41.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],fastag-acquirer-uat-dispute-mgr-internal.paytmbank.com,"172.23.213.126, 172.23.212.108",,internal-37b15e70-default-fastagacq-d27b-1727982615.ap-south-1.elb.amazonaws.com,"ns-329.awsdns-41.com, awsdns-hostmaster.amazon.com",NOERROR,True,"172.23.213.126, 172.23.212.108",,,,,,,
[x],fastag-acquirer-uat-dispute-mgr-origin.paytmbank.com,"3.7.137.122, 13.235.193.60",,37b15e70-default-fastagacq-9056-1856404185.ap-south-1.elb.amazonaws.com,"ns-329.awsdns-41.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],fastag-acquirer-uat-inbound-internal.paytmbank.com,"172.23.212.108, 172.23.213.126",,internal-37b15e70-default-fastagacq-d27b-1727982615.ap-south-1.elb.amazonaws.com,"ns-329.awsdns-41.com, awsdns-hostmaster.amazon.com",NOERROR,True,"172.23.212.108, 172.23.213.126",,,,,,,
[x],fastag-acquirer-uat-netc-engine-internal.paytmbank.com,"172.23.213.126, 172.23.212.108",,internal-37b15e70-default-fastagacq-d27b-1727982615.ap-south-1.elb.amazonaws.com,"ns-329.awsdns-41.com, awsdns-hostmaster.amazon.com",NOERROR,True,"172.23.213.126, 172.23.212.108",,,,,,,
[x],fastag-acquirer-uat-onboarding-internal.paytmbank.com,"172.23.212.108, 172.23.213.126",,internal-37b15e70-default-fastagacq-d27b-1727982615.ap-south-1.elb.amazonaws.com,"ns-329.awsdns-41.com, awsdns-hostmaster.amazon.com",NOERROR,True,"172.23.212.108, 172.23.213.126",,,,,,,
[x],fastag-acquirer-uat-pass-manager-internal.paytmbank.com,"172.23.213.126, 172.23.212.108",,internal-37b15e70-default-fastagacq-d27b-1727982615.ap-south-1.elb.amazonaws.com,"ns-329.awsdns-41.com, awsdns-hostmaster.amazon.com",NOERROR,True,"172.23.213.126, 172.23.212.108",,,,,,,
[x],fastag-acquirer-uat-redash-internal.paytmbank.com,"172.23.213.126, 172.23.212.108",,internal-37b15e70-default-fastagacq-d27b-1727982615.ap-south-1.elb.amazonaws.com,"ns-329.awsdns-41.com, awsdns-hostmaster.amazon.com",NOERROR,True,"172.23.213.126, 172.23.212.108",,,,,,,
[x],fastag-acquirer-uat-reporting-mgr-internal.paytmbank.com,"172.23.213.126, 172.23.212.108",,internal-37b15e70-default-fastagacq-d27b-1727982615.ap-south-1.elb.amazonaws.com,"ns-329.awsdns-41.com, awsdns-hostmaster.amazon.com",NOERROR,True,"172.23.213.126, 172.23.212.108",,,,,,,
[x],fastag-asset-handler-internal.paytmbank.com,"172.23.182.106, 172.23.183.244",,internal-54a922df-default-ingressfa-3682-1993904388.ap-south-1.elb.amazonaws.com,"ns-329.awsdns-41.com, awsdns-hostmaster.amazon.com",NOERROR,True,"172.23.182.106, 172.23.183.244",,,,,,,
[x],fastag-issuer-netc-engine-staging-internal.paytmbank.com,"172.23.160.253, 172.23.161.169",,internal-d2286300-default-ingressfa-5bf3-2098391719.ap-south-1.elb.amazonaws.com,"ns-329.awsdns-41.com, awsdns-hostmaster.amazon.com",NOERROR,True,"172.23.160.253, 172.23.161.169",,,,,,,
[x],fastag-issuer.paytm.com,202.143.99.180,,,"ns-1112.awsdns-11.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],fastag-trans-dashboard.paytmbank.com,23.201.245.180,"2a02:26f0:3500:58b::1957, 2a02:26f0:3500:585::1957","fastag-trans-dashboard.paytmbank.com.edgekey.net, e6487.dscj.akamaiedge.net","n0dscj.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],ffwallet-staging.paytm.com,"13.235.231.53, 13.232.121.199",,,"ns-1112.awsdns-11.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],fi.gamepind.com,,,,"ns-1903.awsdns-45.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],forcepoint.ad.paytmlabs.com,"35.182.44.117, 52.60.186.237",,,"ns-1953.awsdns-52.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],forum.paytmmoney.com,74.82.16.203,2602:fd3f:0:ff06::cb,paytmmoney.hosted-by-discourse.com,"ns-104.awsdns-13.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,mx-corp1.discoursemail.com,letsencrypt.org,
[x],fp.mypaytm.com,103.115.212.30,,,"ns-1371.awsdns-43.org, awsdns-hostmaster.amazon.com",NOERROR,,,"ns-1371.awsdns-43.org, ns-1564.awsdns-03.co.uk, ns-173.awsdns-21.com, ns-607.awsdns-11.net",,,,,,
[x],fs.paytm.com,"13.232.80.18, 52.66.162.92",,postpaid-prod-lb-1540368385.ap-south-1.elb.amazonaws.com,"ns-329.awsdns-41.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],fse.paytm.com,23.37.42.154,"2a02:26f0:1700:796::39e2, 2a02:26f0:1700:786::39e2","fse.paytm.com.edgekey.net, e14818.dscj.akamaiedge.net","n0dscj.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],fse.paytmbank.com,23.218.183.130,"2a02:26f0:6c00:191::1957, 2a02:26f0:6c00:187::1957","fse.paytmbank.com.edgekey.net, e6487.dsca.akamaiedge.net","n0dsca.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],fulfillment-staging-u20.paytm.com,"35.154.136.48, 35.154.220.38",,release-dev-lb-1743203554.ap-south-1.elb.amazonaws.com,"ns-329.awsdns-41.com, awsdns-hostmaster.amazon.com",NOERROR,,,"ns-1498.awsdns-59.org, ns-1568.awsdns-04.co.uk, ns-329.awsdns-41.com, ns-836.awsdns-40.net",,,,,,
[x],fulfillment.paytm.com,104.75.89.203,"2a02:26f0:3500:896::39e2, 2a02:26f0:3500:888::39e2","fulfillment.paytm.com-v1.edgekey.net, e14818.dsca.akamaiedge.net","n0dsca.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],gamepind.com,"13.234.196.251, 3.7.41.119",,,"ns-1903.awsdns-45.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,"ns-405.awsdns-50.com, ns-700.awsdns-23.net, ns-1383.awsdns-44.org, ns-1903.awsdns-45.co.uk",,,"l3fr6yyv37g7hwmxhr0x8k3h1mqn2svc, p7bGbDu8MAqC3fU0bKI97xZyTuVpUbMJrzB0OyE3zFU=, nqnrbprdtvkyskbdrj912lbh2bgx55mq, 99rz9b4txyppgb7mb9mw0b648sfysfkr, v=spf1 include:_spf.google.com include:910033d5.spf2.netcorecloud.net -all, h5tq4fxpq16z959s91nz11swvdt7ybg5, bnj5016cgd25fss661zntmd5kxn7bfqw","aspmx2.googlemail.com, alt1.aspmx.l.google.com, aspmx.l.google.com, aspmx3.googlemail.com, alt2.aspmx.l.google.com",,
[x],ganges-mumbai-1.paytmlabs.com,"172.21.58.77, 172.21.58.86",,dualstack.internal-ganges-mumbai-1-874151729.ap-south-1.elb.amazonaws.com,"ns-329.awsdns-41.com, awsdns-hostmaster.amazon.com",NOERROR,True,"172.21.58.77, 172.21.58.86",,,,,,,
[x],gateway.paytm.com,104.75.89.203,,"gateway.paytm.com.edgekey.net, e14818.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],gateway.paytm.in,"52.66.105.175, 15.207.169.14",,pgpanel-prod-365387459.ap-south-1.elb.amazonaws.com,"ns-329.awsdns-41.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],geo-pro.gamepind.com,"35.154.228.5, 35.154.73.129",,,"ns-1903.awsdns-45.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],gi-seller-panel-qa.paytm.com,"23.32.238.34, 23.32.238.40","2a02:26f0:7100::1720:ee22, 2a02:26f0:7100::1720:ee28","gi-seller-panel-qa.paytm.com.edgesuite.net, a645.dscv.akamai.net","n0dscv.akamai.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],gi-seller-panel-staging.paytm.com,"88.221.111.19, 88.221.111.27","2a02:26f0:11a::217:9a7a, 2a02:26f0:11a::217:9a82","gi-seller-panel-staging.paytm.com.edgesuite.net, a511.dscv.akamai.net","n0dscv.akamai.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
