new,host,a,soa,ns,status_code,aaaa,cname,mx,txt
[x],forestandtale.demo.kartpay.com,3.108.122.205,"pns11.cloudns.net, support.cloudns.net",,NOERROR,,,,
[x],forum-arimo.kartpay.com,3.108.122.205,"pns11.cloudns.net, support.cloudns.net",,NOERROR,,,,
[x],fra02-prd-zk-02b.demo.kartpay.com,3.108.122.205,"pns11.cloudns.net, support.cloudns.net",,NOERROR,,,,
[x],free-dwg-viewer.demo.kartpay.com,3.108.122.205,"pns11.cloudns.net, support.cloudns.net",,NOERROR,,,,
[x],freshservice.demo.kartpay.com,3.108.122.205,"pns11.cloudns.net, support.cloudns.net",,NOERROR,,,,
[x],fts-dev.demo.kartpay.com,3.108.122.205,"pns11.cloudns.net, support.cloudns.net","ns12.cloudns.net, ns13.cloudns.net, ns14.cloudns.net, ns11.cloudns.net, pns12.cloudns.net, pns13.cloudns.net, pns14.cloudns.net, pns11.cloudns.net",NOERROR,,,,
[x],g4studio.demo.kartpay.com,3.108.122.205,"pns11.cloudns.net, support.cloudns.net","ns12.cloudns.net, pns12.cloudns.net, ns13.cloudns.net, pns11.cloudns.net, pns13.cloudns.net, ns14.cloudns.net, ns11.cloudns.net, pns14.cloudns.net",NOERROR,,,,
[x],gameapi.demo.kartpay.com,3.108.122.205,"pns11.cloudns.net, support.cloudns.net",,NOERROR,,,,
[x],gateway-api4.demo.kartpay.com,3.108.122.205,"pns11.cloudns.net, support.cloudns.net",,NOERROR,,,,
[x],gbs-sg-p2p-01-new.demo.kartpay.com,3.108.122.205,"pns11.cloudns.net, support.cloudns.net",,NOERROR,,,,
[x],gcp-config-cistorebackups-www-test.demo.kartpay.com,3.108.122.205,"pns11.cloudns.net, support.cloudns.net","pns12.cloudns.net, ns12.cloudns.net, pns11.cloudns.net, ns13.cloudns.net, ns11.cloudns.net, pns13.cloudns.net, pns14.cloudns.net, ns14.cloudns.net",NOERROR,,,,
[x],gcp-team-connecterp-demo.live.kartpay.com,3.108.122.205,"pns11.cloudns.net, support.cloudns.net","pns12.cloudns.net, ns12.cloudns.net, pns11.cloudns.net, pns13.cloudns.net, ns14.cloudns.net, ns11.cloudns.net, pns14.cloudns.net, ns13.cloudns.net",NOERROR,,,,
[x],gcp-users-ftp-member-config.demo.kartpay.com,3.108.122.205,"pns11.cloudns.net, support.cloudns.net","pns12.cloudns.net, ns14.cloudns.net, ns13.cloudns.net, ns11.cloudns.net, pns13.cloudns.net, pns11.cloudns.net, ns12.cloudns.net, pns14.cloudns.net",NOERROR,,,,
[x],gcparchivesite.demo.kartpay.com,3.108.122.205,"pns11.cloudns.net, support.cloudns.net",,NOERROR,,,,
[x],gcpcustomers-db1-logsauth-mirror-my-oceania.demo.kartpay.com,3.108.122.205,"pns11.cloudns.net, support.cloudns.net","ns11.cloudns.net, pns11.cloudns.net, pns12.cloudns.net, ns12.cloudns.net, pns14.cloudns.net, ns14.cloudns.net, pns13.cloudns.net, ns13.cloudns.net",NOERROR,,,,
[x],gcpdstmp.demo.kartpay.com,3.108.122.205,"pns11.cloudns.net, support.cloudns.net",,NOERROR,,,,
[x],gcpjiramiembrostunnel-mx.demo.kartpay.com,3.108.122.205,"pns11.cloudns.net, support.cloudns.net",,NOERROR,,,,
[x],gcpuserspostgresdoc-corporate.demo.kartpay.com,3.108.122.205,"pns11.cloudns.net, support.cloudns.net",,NOERROR,,,,
[x],gcsc.demo.kartpay.com,3.108.122.205,"pns11.cloudns.net, support.cloudns.net",,NOERROR,,,,
[x],ge-2-1-9.demo.kartpay.com,,"pns11.cloudns.net, support.cloudns.net",,NOERROR,,,,
[x],genius-2.demo.kartpay.com,3.108.122.205,"pns11.cloudns.net, support.cloudns.net","pns13.cloudns.net, ns11.cloudns.net, pns11.cloudns.net, pns14.cloudns.net, ns13.cloudns.net, ns12.cloudns.net, pns12.cloudns.net, ns14.cloudns.net",NOERROR,,,,
[x],ghcpi.demo.kartpay.com,,"pns11.cloudns.net, support.cloudns.net",,NOERROR,,,,
[x],gitmanager.kartpay.com,3.108.122.205,"pns11.cloudns.net, support.cloudns.net","pns12.cloudns.net, ns11.cloudns.net, ns12.cloudns.net, pns13.cloudns.net, pns11.cloudns.net, ns14.cloudns.net, ns13.cloudns.net, pns14.cloudns.net",NOERROR,,,,
[x],graphite-ui.demo.kartpay.com,3.108.122.205,"pns11.cloudns.net, support.cloudns.net","ns11.cloudns.net, ns12.cloudns.net, ns14.cloudns.net, pns13.cloudns.net, pns14.cloudns.net, pns12.cloudns.net, ns13.cloudns.net, pns11.cloudns.net",NOERROR,,,,
[x],group12.demo.kartpay.com,3.108.122.205,"pns11.cloudns.net, support.cloudns.net","ns12.cloudns.net, ns13.cloudns.net, ns11.cloudns.net, pns13.cloudns.net, pns11.cloudns.net, pns12.cloudns.net, ns14.cloudns.net, pns14.cloudns.net",NOERROR,,,,
[x],gsine03.demo.kartpay.com,3.108.122.205,"pns11.cloudns.net, support.cloudns.net","ns14.cloudns.net, ns12.cloudns.net, ns11.cloudns.net, pns13.cloudns.net, pns14.cloudns.net, pns12.cloudns.net, ns13.cloudns.net, pns11.cloudns.net",NOERROR,,,,
[x],gsp-ssl-sl61.demo.kartpay.com,3.108.122.205,"pns11.cloudns.net, support.cloudns.net","ns11.cloudns.net, ns13.cloudns.net, pns14.cloudns.net, pns11.cloudns.net, pns13.cloudns.net, ns14.cloudns.net, pns12.cloudns.net, ns12.cloudns.net",NOERROR,,,,
[x],gsp10-ms12a06.demo.kartpay.com,3.108.122.205,"pns11.cloudns.net, support.cloudns.net","pns11.cloudns.net, pns12.cloudns.net, ns11.cloudns.net, ns13.cloudns.net, ns12.cloudns.net, pns13.cloudns.net, pns14.cloudns.net, ns14.cloudns.net",NOERROR,,,,
[x],gsp19-ssl-sy02.demo.kartpay.com,3.108.122.205,"pns11.cloudns.net, support.cloudns.net","pns14.cloudns.net, pns11.cloudns.net, ns13.cloudns.net, pns12.cloudns.net, ns14.cloudns.net, ns11.cloudns.net, pns13.cloudns.net, ns12.cloudns.net",NOERROR,,,,
[x],gsp21.demo.kartpay.com,,"pns11.cloudns.net, support.cloudns.net",,NOERROR,,,,
[x],gsp3-sl61.demo.kartpay.com,3.108.122.205,"pns11.cloudns.net, support.cloudns.net",,NOERROR,,,,
[x],gsp31.demo.kartpay.com,3.108.122.205,"pns11.cloudns.net, support.cloudns.net",,NOERROR,,,,
[x],gsp36-sl61.demo.kartpay.com,3.108.122.205,"pns11.cloudns.net, support.cloudns.net",,NOERROR,,,,
[x],gsp39-st14-kittyhawk-gs02.demo.kartpay.com,3.108.122.205,"pns11.cloudns.net, support.cloudns.net",,NOERROR,,,,
[x],gsp39-st14-stg-gs02.demo.kartpay.com,3.108.122.205,"pns11.cloudns.net, support.cloudns.net",,NOERROR,,,,
[x],gsp48-sg34.demo.kartpay.com,3.108.122.205,"pns11.cloudns.net, support.cloudns.net","pns13.cloudns.net, ns14.cloudns.net, pns11.cloudns.net, ns12.cloudns.net, pns12.cloudns.net, ns13.cloudns.net, pns14.cloudns.net, ns11.cloudns.net",NOERROR,,,,
[x],gsp49-ssl-e574-dlb.demo.kartpay.com,3.108.122.205,"pns11.cloudns.net, support.cloudns.net","pns14.cloudns.net, pns12.cloudns.net, ns11.cloudns.net, pns11.cloudns.net, ns12.cloudns.net, ns14.cloudns.net, ns13.cloudns.net, pns13.cloudns.net",NOERROR,,,,
[x],gsp80-dev-usmsc04.demo.kartpay.com,3.108.122.205,"pns11.cloudns.net, support.cloudns.net","pns11.cloudns.net, pns14.cloudns.net, pns13.cloudns.net, ns12.cloudns.net, ns14.cloudns.net, ns13.cloudns.net, ns11.cloudns.net, pns12.cloudns.net",NOERROR,,,,
[x],gsp80-pv50.demo.kartpay.com,3.108.122.205,"pns11.cloudns.net, support.cloudns.net","pns11.cloudns.net, pns13.cloudns.net, ns14.cloudns.net, ns11.cloudns.net, ns12.cloudns.net, ns13.cloudns.net, pns12.cloudns.net, pns14.cloudns.net",NOERROR,,,,
[x],gsp9-ms12a05.demo.kartpay.com,3.108.122.205,"pns11.cloudns.net, support.cloudns.net",,NOERROR,,,,
[x],gspe21-kr.demo.kartpay.com,3.108.122.205,"pns11.cloudns.net, support.cloudns.net",,NOERROR,,,,
[x],gsps35-st14-pod04.demo.kartpay.com,3.108.122.205,"pns11.cloudns.net, support.cloudns.net",,NOERROR,,,,
[x],gsps35.demo.kartpay.com,3.108.122.205,"pns11.cloudns.net, support.cloudns.net",,NOERROR,,,,
[x],gyerek-cipoalpha.demo.kartpay.com,3.108.122.205,"pns11.cloudns.net, support.cloudns.net","ns14.cloudns.net, pns14.cloudns.net, pns12.cloudns.net, ns11.cloudns.net, ns12.cloudns.net, pns11.cloudns.net, pns13.cloudns.net, ns13.cloudns.net",NOERROR,,,,
[x],h-135-197-137-35.demo.kartpay.com,3.108.122.205,"pns11.cloudns.net, support.cloudns.net",,NOERROR,,,,
[x],h-135-197-192-33.demo.kartpay.com,3.108.122.205,"pns11.cloudns.net, support.cloudns.net","pns12.cloudns.net, ns12.cloudns.net, pns13.cloudns.net, pns14.cloudns.net, ns11.cloudns.net, ns14.cloudns.net, ns13.cloudns.net, pns11.cloudns.net",NOERROR,,,,
[x],h-135-197-193-32.demo.kartpay.com,3.108.122.205,"pns11.cloudns.net, support.cloudns.net","ns12.cloudns.net, pns13.cloudns.net, pns11.cloudns.net, pns14.cloudns.net, pns12.cloudns.net, ns14.cloudns.net, ns11.cloudns.net, ns13.cloudns.net",NOERROR,,,,
[x],h-135-197-228-16.demo.kartpay.com,3.108.122.205,"pns11.cloudns.net, support.cloudns.net",,NOERROR,,,,
[x],h-135-197-228-17.demo.kartpay.com,3.108.122.205,"pns11.cloudns.net, support.cloudns.net","pns13.cloudns.net, pns11.cloudns.net, pns12.cloudns.net, ns13.cloudns.net, ns14.cloudns.net, pns14.cloudns.net, ns12.cloudns.net, ns11.cloudns.net",NOERROR,,,,
[x],h-135-197-229-19.424.kartpay.com,3.108.122.205,"pns11.cloudns.net, support.cloudns.net","pns12.cloudns.net, ns11.cloudns.net, ns13.cloudns.net, pns13.cloudns.net, pns14.cloudns.net, ns12.cloudns.net, ns14.cloudns.net, pns11.cloudns.net",NOERROR,,,,
[x],h-135-197-230-6.demo.kartpay.com,3.108.122.205,"pns11.cloudns.net, support.cloudns.net","pns11.cloudns.net, pns14.cloudns.net, ns11.cloudns.net, pns13.cloudns.net, pns12.cloudns.net, ns14.cloudns.net, ns13.cloudns.net, ns12.cloudns.net",NOERROR,,,,
[x],h-135-197-231-96.demo.kartpay.com,3.108.122.205,"pns11.cloudns.net, support.cloudns.net",,NOERROR,,,,
[x],h-135-197-236-17.demo.kartpay.com,3.108.122.205,"pns11.cloudns.net, support.cloudns.net",,NOERROR,,,,
[x],h-135-197-237-55.demo.kartpay.com,3.108.122.205,"pns11.cloudns.net, support.cloudns.net",,NOERROR,,,,
[x],h-135-197-241-63.demo.kartpay.com,3.108.122.205,"pns11.cloudns.net, support.cloudns.net","ns13.cloudns.net, ns14.cloudns.net, pns13.cloudns.net, pns14.cloudns.net, ns12.cloudns.net, pns12.cloudns.net, ns11.cloudns.net, pns11.cloudns.net",NOERROR,,,,
[x],h-135-197-241-76.demo.kartpay.com,3.108.122.205,"pns11.cloudns.net, support.cloudns.net",,NOERROR,,,,
[x],h-135-197-242-65.demo.kartpay.com,3.108.122.205,"pns11.cloudns.net, support.cloudns.net","pns11.cloudns.net, pns13.cloudns.net, ns13.cloudns.net, ns14.cloudns.net, pns12.cloudns.net, ns11.cloudns.net, ns12.cloudns.net, pns14.cloudns.net",NOERROR,,,,
[x],h-135-197-246-50.demo.kartpay.com,3.108.122.205,"pns11.cloudns.net, support.cloudns.net",,NOERROR,,,,
[x],h-135-197-254-12.demo.kartpay.com,3.108.122.205,"pns11.cloudns.net, support.cloudns.net","pns12.cloudns.net, pns13.cloudns.net, pns14.cloudns.net, pns11.cloudns.net, ns11.cloudns.net, ns14.cloudns.net, ns12.cloudns.net, ns13.cloudns.net",NOERROR,,,,
[x],h-135-197-255-22.demo.kartpay.com,3.108.122.205,"pns11.cloudns.net, support.cloudns.net","pns14.cloudns.net, pns11.cloudns.net, ns13.cloudns.net, ns14.cloudns.net, pns12.cloudns.net, pns13.cloudns.net, ns11.cloudns.net, ns12.cloudns.net",NOERROR,,,,
[x],h-135-197-255-46.424.kartpay.com,,"pns11.cloudns.net, support.cloudns.net",,NOERROR,,,,
[x],h-135-197-98-39.demo.kartpay.com,3.108.122.205,"pns11.cloudns.net, support.cloudns.net","pns14.cloudns.net, ns14.cloudns.net, ns11.cloudns.net, pns12.cloudns.net, pns11.cloudns.net, ns13.cloudns.net, ns12.cloudns.net, pns13.cloudns.net",NOERROR,,,,
[x],h-135-197-98-66.demo.kartpay.com,3.108.122.205,"pns11.cloudns.net, support.cloudns.net","ns13.cloudns.net, pns14.cloudns.net, ns12.cloudns.net, ns11.cloudns.net, pns13.cloudns.net, ns14.cloudns.net, pns12.cloudns.net, pns11.cloudns.net",NOERROR,,,,
[x],h-135-207-102-33.demo.kartpay.com,3.108.122.205,"pns11.cloudns.net, support.cloudns.net","ns11.cloudns.net, ns13.cloudns.net, pns12.cloudns.net, pns13.cloudns.net, pns14.cloudns.net, ns14.cloudns.net, pns11.cloudns.net, ns12.cloudns.net",NOERROR,,,,
[x],h-135-207-102-41.demo.kartpay.com,3.108.122.205,"pns11.cloudns.net, support.cloudns.net",,NOERROR,,,,
[x],h-135-207-103-1.demo.kartpay.com,3.108.122.205,"pns11.cloudns.net, support.cloudns.net",,NOERROR,,,,
[x],h-135-207-128-60.demo.kartpay.com,3.108.122.205,"pns11.cloudns.net, support.cloudns.net","ns11.cloudns.net, pns14.cloudns.net, pns12.cloudns.net, pns11.cloudns.net, pns13.cloudns.net, ns12.cloudns.net, ns14.cloudns.net, ns13.cloudns.net",NOERROR,,,,
[x],h-135-207-13-13.demo.kartpay.com,3.108.122.205,"pns11.cloudns.net, support.cloudns.net","ns12.cloudns.net, pns14.cloudns.net, pns11.cloudns.net, pns13.cloudns.net, ns14.cloudns.net, ns11.cloudns.net, ns13.cloudns.net, pns12.cloudns.net",NOERROR,,,,
[x],h-135-207-133-13.demo.kartpay.com,3.108.122.205,"pns11.cloudns.net, support.cloudns.net",,NOERROR,,,,
[x],h-135-207-133-40.demo.kartpay.com,3.108.122.205,"pns11.cloudns.net, support.cloudns.net",,NOERROR,,,,
[x],h-135-207-134-12.demo.kartpay.com,3.108.122.205,"pns11.cloudns.net, support.cloudns.net","ns12.cloudns.net, pns14.cloudns.net, ns14.cloudns.net, pns13.cloudns.net, pns12.cloudns.net, ns13.cloudns.net, ns11.cloudns.net, pns11.cloudns.net",NOERROR,,,,
[x],h-135-207-14-56.demo.kartpay.com,3.108.122.205,"pns11.cloudns.net, support.cloudns.net",,NOERROR,,,,
[x],h-135-207-16-23.demo.kartpay.com,3.108.122.205,"pns11.cloudns.net, support.cloudns.net",,NOERROR,,,,
[x],h-135-207-160-13.demo.kartpay.com,3.108.122.205,"pns11.cloudns.net, support.cloudns.net",,NOERROR,,,,
[x],h-135-207-172-34.demo.kartpay.com,3.108.122.205,"pns11.cloudns.net, support.cloudns.net","ns14.cloudns.net, ns11.cloudns.net, pns11.cloudns.net, pns13.cloudns.net, pns14.cloudns.net, pns12.cloudns.net, ns13.cloudns.net, ns12.cloudns.net",NOERROR,,,,
[x],h-135-207-2-51.demo.kartpay.com,3.108.122.205,"pns11.cloudns.net, support.cloudns.net",,NOERROR,,,,
[x],h-135-207-229-33.demo.kartpay.com,3.108.122.205,"pns11.cloudns.net, support.cloudns.net",,NOERROR,,,,
[x],h-135-207-231-90.demo.kartpay.com,3.108.122.205,"pns11.cloudns.net, support.cloudns.net",,NOERROR,,,,
[x],h-135-207-240-69.demo.kartpay.com,3.108.122.205,"pns11.cloudns.net, support.cloudns.net","pns13.cloudns.net, pns12.cloudns.net, ns12.cloudns.net, pns14.cloudns.net, ns13.cloudns.net, ns14.cloudns.net, ns11.cloudns.net, pns11.cloudns.net",NOERROR,,,,
[x],h-135-207-241-33.demo.kartpay.com,3.108.122.205,"pns11.cloudns.net, support.cloudns.net",,NOERROR,,,,
[x],h-135-207-246-68.demo.kartpay.com,3.108.122.205,"pns11.cloudns.net, support.cloudns.net","ns12.cloudns.net, pns13.cloudns.net, pns11.cloudns.net, ns14.cloudns.net, pns12.cloudns.net, ns11.cloudns.net, pns14.cloudns.net, ns13.cloudns.net",NOERROR,,,,
[x],h-135-207-248-29.demo.kartpay.com,3.108.122.205,"pns11.cloudns.net, support.cloudns.net","pns13.cloudns.net, ns12.cloudns.net, pns12.cloudns.net, pns11.cloudns.net, pns14.cloudns.net, ns11.cloudns.net, ns13.cloudns.net, ns14.cloudns.net",NOERROR,,,,
[x],h-135-207-254-3.demo.kartpay.com,3.108.122.205,"pns11.cloudns.net, support.cloudns.net",,NOERROR,,,,
[x],h-135-207-26-14.demo.kartpay.com,3.108.122.205,"pns11.cloudns.net, support.cloudns.net",,NOERROR,,,,
[x],h-135-207-28-96.demo.kartpay.com,3.108.122.205,"pns11.cloudns.net, support.cloudns.net",,NOERROR,,,,
[x],h-135-207-3-6.demo.kartpay.com,3.108.122.205,"pns11.cloudns.net, support.cloudns.net","pns11.cloudns.net, ns14.cloudns.net, ns13.cloudns.net, pns13.cloudns.net, ns12.cloudns.net, pns14.cloudns.net, pns12.cloudns.net, ns11.cloudns.net",NOERROR,,,,
[x],h-135-207-31-20.demo.kartpay.com,3.108.122.205,"pns11.cloudns.net, support.cloudns.net","ns13.cloudns.net, pns14.cloudns.net, ns11.cloudns.net, pns12.cloudns.net, pns13.cloudns.net, ns12.cloudns.net, pns11.cloudns.net, ns14.cloudns.net",NOERROR,,,,
[x],h-135-207-33-4.demo.kartpay.com,3.108.122.205,"pns11.cloudns.net, support.cloudns.net",,NOERROR,,,,
[x],h-135-207-33-50.demo.kartpay.com,3.108.122.205,"pns11.cloudns.net, support.cloudns.net","pns11.cloudns.net, ns11.cloudns.net, ns14.cloudns.net, pns14.cloudns.net, ns12.cloudns.net, pns13.cloudns.net, pns12.cloudns.net, ns13.cloudns.net",NOERROR,,,,
[x],h-135-207-36-33.demo.kartpay.com,3.108.122.205,"pns11.cloudns.net, support.cloudns.net","ns13.cloudns.net, ns14.cloudns.net, pns14.cloudns.net, pns11.cloudns.net, ns12.cloudns.net, ns11.cloudns.net, pns13.cloudns.net, pns12.cloudns.net",NOERROR,,,,
[x],h-135-207-38-89.demo.kartpay.com,3.108.122.205,"pns11.cloudns.net, support.cloudns.net","pns12.cloudns.net, ns14.cloudns.net, pns14.cloudns.net, pns13.cloudns.net, pns11.cloudns.net, ns11.cloudns.net, ns12.cloudns.net, ns13.cloudns.net",NOERROR,,,,
[x],h-135-207-39-97.demo.kartpay.com,3.108.122.205,"pns11.cloudns.net, support.cloudns.net",,NOERROR,,,,
[x],h-135-207-41-36.demo.kartpay.com,3.108.122.205,"pns11.cloudns.net, support.cloudns.net","pns13.cloudns.net, pns12.cloudns.net, pns11.cloudns.net, ns12.cloudns.net, pns14.cloudns.net, ns13.cloudns.net, ns14.cloudns.net, ns11.cloudns.net",NOERROR,,,,
[x],h-135-207-41-37.demo.kartpay.com,3.108.122.205,"pns11.cloudns.net, support.cloudns.net",,NOERROR,,,,
[x],h-135-207-49-13.demo.kartpay.com,3.108.122.205,"pns11.cloudns.net, support.cloudns.net","pns13.cloudns.net, ns11.cloudns.net, ns12.cloudns.net, ns13.cloudns.net, pns14.cloudns.net, pns11.cloudns.net, pns12.cloudns.net, ns14.cloudns.net",NOERROR,,,,
[x],h-135-207-49-73.demo.kartpay.com,,"pns11.cloudns.net, support.cloudns.net",,NOERROR,,,,
[x],h-135-207-5-28.demo.kartpay.com,3.108.122.205,"pns11.cloudns.net, support.cloudns.net",,NOERROR,,,,
[x],h-135-207-50-5.demo.kartpay.com,,"pns11.cloudns.net, support.cloudns.net",,NOERROR,,,,
[x],h-135-207-51-26.demo.kartpay.com,,"pns11.cloudns.net, support.cloudns.net",,NOERROR,,,,
[x],h-135-207-6-33.demo.kartpay.com,3.108.122.205,"pns11.cloudns.net, support.cloudns.net","ns11.cloudns.net, pns13.cloudns.net, pns11.cloudns.net, pns12.cloudns.net, pns14.cloudns.net, ns13.cloudns.net, ns14.cloudns.net, ns12.cloudns.net",NOERROR,,,,
[x],h-135-207-6-79.demo.kartpay.com,3.108.122.205,"pns11.cloudns.net, support.cloudns.net","pns11.cloudns.net, pns13.cloudns.net, ns14.cloudns.net, ns13.cloudns.net, ns12.cloudns.net, ns11.cloudns.net, pns12.cloudns.net, pns14.cloudns.net",NOERROR,,,,
[x],h-135-207-6-8.demo.kartpay.com,3.108.122.205,"pns11.cloudns.net, support.cloudns.net","ns14.cloudns.net, ns12.cloudns.net, pns11.cloudns.net, pns14.cloudns.net, ns13.cloudns.net, pns13.cloudns.net, ns11.cloudns.net, pns12.cloudns.net",NOERROR,,,,
[x],h-135-207-60-66.demo.kartpay.com,3.108.122.205,"pns11.cloudns.net, support.cloudns.net","ns12.cloudns.net, pns12.cloudns.net, ns13.cloudns.net, pns11.cloudns.net, pns13.cloudns.net, ns11.cloudns.net, ns14.cloudns.net, pns14.cloudns.net",NOERROR,,,,
[x],h-135-207-61-14.demo.kartpay.com,3.108.122.205,"pns11.cloudns.net, support.cloudns.net",,NOERROR,,,,
[x],h-135-207-63-52.demo.kartpay.com,3.108.122.205,"pns11.cloudns.net, support.cloudns.net",,NOERROR,,,,
[x],h-135-207-63-58.demo.kartpay.com,3.108.122.205,"pns11.cloudns.net, support.cloudns.net","ns13.cloudns.net, pns13.cloudns.net, pns14.cloudns.net, ns12.cloudns.net, ns11.cloudns.net, ns14.cloudns.net, pns11.cloudns.net, pns12.cloudns.net",NOERROR,,,,
[x],h-135-207-63-90.demo.kartpay.com,3.108.122.205,"pns11.cloudns.net, support.cloudns.net","pns14.cloudns.net, ns13.cloudns.net, pns13.cloudns.net, pns11.cloudns.net, pns12.cloudns.net, ns12.cloudns.net, ns14.cloudns.net, ns11.cloudns.net",NOERROR,,,,
[x],ha2-vl-136-bas-9-prd.demo.kartpay.com,3.108.122.205,"pns11.cloudns.net, support.cloudns.net","pns12.cloudns.net, pns11.cloudns.net, ns13.cloudns.net, pns13.cloudns.net, ns12.cloudns.net, ns11.cloudns.net, pns14.cloudns.net, ns14.cloudns.net",NOERROR,,,,
[x],hamilton-edge.demo.kartpay.com,3.108.122.205,"pns11.cloudns.net, support.cloudns.net",,NOERROR,,,,
[x],hctc.demo.kartpay.com,3.108.122.205,"pns11.cloudns.net, support.cloudns.net","pns12.cloudns.net, pns13.cloudns.net, ns12.cloudns.net, pns14.cloudns.net, ns11.cloudns.net, ns13.cloudns.net, ns14.cloudns.net, pns11.cloudns.net",NOERROR,,,,
[x],healthgrades.demo.kartpay.com,3.108.122.205,"pns11.cloudns.net, support.cloudns.net","pns11.cloudns.net, ns14.cloudns.net, ns13.cloudns.net, ns11.cloudns.net, ns12.cloudns.net, pns12.cloudns.net, pns13.cloudns.net, pns14.cloudns.net",NOERROR,,,,
[x],heisenberg.demo.kartpay.com,3.108.122.205,"pns11.cloudns.net, support.cloudns.net",,NOERROR,,,,
[x],helpdesk-en.demo.kartpay.com,3.108.122.205,"pns11.cloudns.net, support.cloudns.net","pns11.cloudns.net, pns14.cloudns.net, pns12.cloudns.net, pns13.cloudns.net, ns14.cloudns.net, ns13.cloudns.net, ns12.cloudns.net, ns11.cloudns.net",NOERROR,,,,
[x],hk12sa.demo.kartpay.com,3.108.122.205,"pns11.cloudns.net, support.cloudns.net","ns11.cloudns.net, ns12.cloudns.net, ns14.cloudns.net, ns13.cloudns.net, pns13.cloudns.net, pns14.cloudns.net, pns12.cloudns.net, pns11.cloudns.net",NOERROR,,,,
[x],hmxd.demo.kartpay.com,3.108.122.205,"pns11.cloudns.net, support.cloudns.net",,NOERROR,,,,
[x],homenature.demo.kartpay.com,3.108.122.205,"pns11.cloudns.net, support.cloudns.net","pns14.cloudns.net, ns11.cloudns.net, pns12.cloudns.net, ns12.cloudns.net, pns13.cloudns.net, pns11.cloudns.net, ns13.cloudns.net, ns14.cloudns.net",NOERROR,,,,
[x],hossmc.demo.kartpay.com,3.108.122.205,"pns11.cloudns.net, support.cloudns.net","pns12.cloudns.net, ns14.cloudns.net, ns12.cloudns.net, pns14.cloudns.net, pns13.cloudns.net, ns13.cloudns.net, pns11.cloudns.net, ns11.cloudns.net",NOERROR,,,,
[x],host-134-205-122-50.demo.kartpay.com,3.108.122.205,"pns11.cloudns.net, support.cloudns.net","pns13.cloudns.net, ns14.cloudns.net, ns13.cloudns.net, ns12.cloudns.net, pns12.cloudns.net, pns11.cloudns.net, pns14.cloudns.net, ns11.cloudns.net",NOERROR,,,,
[x],host-140-185-20-96.demo.kartpay.com,3.108.122.205,"pns11.cloudns.net, support.cloudns.net",,NOERROR,,,,
[x],host-141-116-157-63.demo.kartpay.com,3.108.122.205,"pns11.cloudns.net, support.cloudns.net",,NOERROR,,,,
[x],host-141-116-241-49.demo.kartpay.com,3.108.122.205,"pns11.cloudns.net, support.cloudns.net",,NOERROR,,,,
[x],hotpornography.demo.kartpay.com,3.108.122.205,"pns11.cloudns.net, support.cloudns.net","pns14.cloudns.net, pns12.cloudns.net, ns14.cloudns.net, pns13.cloudns.net, ns13.cloudns.net, ns12.cloudns.net, pns11.cloudns.net, ns11.cloudns.net",NOERROR,,,,
[x],hpepress.demo.kartpay.com,3.108.122.205,"pns11.cloudns.net, support.cloudns.net",,NOERROR,,,,
[x],hqda-116-5-8.demo.kartpay.com,3.108.122.205,"pns11.cloudns.net, support.cloudns.net","ns11.cloudns.net, ns12.cloudns.net, ns14.cloudns.net, pns14.cloudns.net, pns13.cloudns.net, pns12.cloudns.net, pns11.cloudns.net, ns13.cloudns.net",NOERROR,,,,
[x],hqs74.demo.kartpay.com,3.108.122.205,"pns11.cloudns.net, support.cloudns.net","pns14.cloudns.net, ns11.cloudns.net, ns14.cloudns.net, ns12.cloudns.net, pns13.cloudns.net, ns13.cloudns.net, pns12.cloudns.net, pns11.cloudns.net",NOERROR,,,,
[x],http-www-espn-com-1-1.demo.kartpay.com,3.108.122.205,"pns11.cloudns.net, support.cloudns.net","ns11.cloudns.net, pns11.cloudns.net, pns12.cloudns.net, ns13.cloudns.net, ns12.cloudns.net, pns13.cloudns.net, ns14.cloudns.net, pns14.cloudns.net",NOERROR,,,,
[x],hubble-hadoop-if-nk11.demo.kartpay.com,3.108.122.205,"pns11.cloudns.net, support.cloudns.net",,NOERROR,,,,
[x],hunu.demo.kartpay.com,3.108.122.205,"pns11.cloudns.net, support.cloudns.net","pns13.cloudns.net, ns14.cloudns.net, pns12.cloudns.net, ns13.cloudns.net, pns11.cloudns.net, ns12.cloudns.net, pns14.cloudns.net, ns11.cloudns.net",NOERROR,,,,
[x],hyperledger-07.demo.kartpay.com,3.108.122.205,"pns11.cloudns.net, support.cloudns.net","ns11.cloudns.net, pns13.cloudns.net, ns13.cloudns.net, pns14.cloudns.net, ns14.cloudns.net, pns11.cloudns.net, ns12.cloudns.net, pns12.cloudns.net",NOERROR,,,,
[x],iad2s3-iadsdk.demo.kartpay.com,3.108.122.205,"pns11.cloudns.net, support.cloudns.net",,NOERROR,,,,
[x],iad2v1-pass.demo.kartpay.com,3.108.122.205,"pns11.cloudns.net, support.cloudns.net","pns12.cloudns.net, pns11.cloudns.net, ns13.cloudns.net, ns14.cloudns.net, pns14.cloudns.net, ns11.cloudns.net, ns12.cloudns.net, pns13.cloudns.net",NOERROR,,,,
