new,host,a,cname,soa,status_code,cdn,cdn-name,mx,ns,txt,aaaa,has_internal_ips,internal_ips
[x],api.identitysolutions.mastercard.com,"95.101.111.132, 95.101.111.148","api.identitysolutions.mastercard.com.edgekey.net, e115243.dsca.akamaiedge.net","n0dsca.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,"2a02:26f0:3500:18::1724:a289, 2a02:26f0:3500:18::1724:a296",,
[x],api.mastercard.com,,"cac-api.mastercard.com.edgekey.net, e14192.ce.akamaiedge.net","n0ce.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],api.mastercard.com.au,,"api.mastercard.com.au.edgekey.net, e109750.dsca.akamaiedge.net","n0dsca.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,"2a02:26f0:480:d::210:f14d, 2a02:26f0:480:d::210:f144",,
[x],api.openbanking.mastercard.com.au,45.223.20.70,lb82cbt.impervadns.net,"ns1.impervadns.net, hostmaster.incapsula.com",NOERROR,True,incapsula,,,,,,
[x],api.priceless.com,3.15.101.213,,"dns1.mastercard.com, hostmaster.mastercard.com",NOERROR,,,,,,,,
[x],api.stage.openbanking.mastercard.com.au,45.223.20.70,b2zllyp.impervadns.net,"ns1.impervadns.net, hostmaster.incapsula.com",NOERROR,True,incapsula,,,,,,
[x],api.xbs.mastercard.com,161.47.92.78,,"dns1.mastercard.com, hostmaster.mastercard.com",NOERROR,,,,,,,,
[x],api3.mastercard.com,95.101.45.148,"api.mastercard.com, cac-api.mastercard.com.edgekey.net, e14192.ce.akamaiedge.net","n0ce.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],api4.mastercard.com,95.101.45.148,"api.mastercard.com, cac-api.mastercard.com.edgekey.net, e14192.ce.akamaiedge.net","n0ce.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],apigw.dev.work.eastus.az.mastercard.com,20.85.150.48,,"a1-29.akam.net, hostmaster.az.mastercard.com",NOERROR,,,,,,,,
[x],apigw.mtf.westeurope.az.mastercard.com,20.8.232.229,,"a1-29.akam.net, hostmaster.az.mastercard.com",NOERROR,,,,,,,,
[x],apigw.prod.northeurope.az.mastercard.com,20.223.32.18,,"a1-29.akam.net, hostmaster.az.mastercard.com",NOERROR,,,,,,,,
[x],apps.mastercard.com.au,202.4.238.110,,"dns1.mastercard.com, hostmaster.mastercard.com",NOERROR,,,,,,,,
[x],asn.api.gateway.mastercard.com,216.119.212.26,,"dns1.mastercard.com, hostmaster.mastercard.com",NOERROR,,,,,,,,
[x],asset.connect.mastercard.com,"95.101.111.150, 95.101.111.145","asset.connect.mastercard.com.edgekey.net, e130501.dsca.akamaiedge.net","n0dsca.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],asset.mastercard.com,23.196.240.166,"asset.mastercard.com.edgekey.net, e5188.b.akamaiedge.net","n0b.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],assets.eop.mastercard.com,23.37.48.246,"assets.eop.mastercard.com.edgekey.net, e5188.x.akamaiedge.net","n0x.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],assets.mastercard.com,"95.101.111.175, 95.101.111.176","assets.mastercard.com.edgekey.net, e26360.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],autodiscover.mastercard.com,"52.98.229.104, 52.97.190.8, 52.98.239.120","autodiscover.outlook.com, atod-g2.tm-4.office.com, autod.ms-acdc-autod.office.com","ns1-ms-acdc.office.com, hostmaster.microsoft.com",NOERROR,,,,,,"2603:1026:c0e:80c::8, 2603:1026:c0e:86e::8, 2603:1026:c0e:862::8",,
[x],baseballsweeps.mastercard.com,3.234.151.112,,"dns1.mastercard.com, hostmaster.mastercard.com",NOERROR,,,,,,,,
[x],bestbusinesspartner.mastercard.com,23.201.240.163,"bestbusinesspartner.mastercard.com.edgekey.net, e5188.dsca.akamaiedge.net","n0dsca.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,"2a02:26f0:3500:893::1444, 2a02:26f0:3500:885::1444",,
[x],beta.mastercard.com,216.119.217.127,,"dns1.mastercard.com, hostmaster.mastercard.com",NOERROR,,,,,,,,
[x],betalingsservice-pre.mastercard.com,20.123.196.19,pip-hub-vnet-we-pre-paymentspreprod-appgw.westeurope.cloudapp.azure.com,"ns1-201.azure-dns.com, msnhst.microsoft.com",NOERROR,,,,,,,,
[x],billpay.mastercard.com,51.105.188.104,"mastercard.dam.aprimo.com, mastercard.dam.internal.aprimo.com, prod-17-c110-tmp.trafficmanager.net, p-09eu2-nginx-lb.westeurope.cloudapp.azure.com","ns1-201.azure-dns.com, msnhst.microsoft.com",NOERROR,True,azure,,,,,,
[x],blog.priceless.com,104.239.236.220,,"dns1.mastercard.com, hostmaster.mastercard.com",NOERROR,,,,,facebook-domain-verification=iurwancal30g9stb53mioeiguzsisr,,,
[x],boa.mastercard.com,23.212.203.125,"boa.mastercard.com.edgekey.net, e5188.x.akamaiedge.net","n0x.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],bonuscard.mastercard.com,216.177.85.217,,"dns1.mastercard.com, hostmaster.mastercard.com",NOERROR,,,,,,,,
[x],brand.mastercard.com,104.81.214.198,"brand.mastercard.com.edgekey.net, e5188.b.akamaiedge.net","n0b.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],business.mastercard.com,216.119.209.64,,"dns1.mastercard.com, hostmaster.mastercard.com",NOERROR,,,,,,,,
[x],ca.priceless.com,104.239.236.220,,"dns1.mastercard.com, hostmaster.mastercard.com",NOERROR,,,,,,,,
[x],cam.mastercard.com,23.36.235.74,"cam.mastercard.com.edgekey.net, e5188.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],caribbean.mastercard.com,184.51.226.77,"caribbean.mastercard.com.edgekey.net, e5188.x.akamaiedge.net","n0x.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],cashpassport.mastercard.com,216.119.218.174,,"dns1.mastercard.com, hostmaster.mastercard.com",NOERROR,,,,,,,,
[x],causes.priceless.com,216.119.216.188,,"dns1.mastercard.com, hostmaster.mastercard.com",NOERROR,,,,,,,,
[x],ccc-4-1712-1490.investmentmojo.com,,,"pdns05.domaincontrol.com, dns.jomax.net",NOERROR,,,,,,,,
[x],centralamerica.mastercard.com,23.201.240.163,"centralamerica.mastercard.com.edgekey.net, e5188.x.akamaiedge.net","n0x.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],centroamerica.mastercard.com,104.81.122.104,"centroamerica.mastercard.com.edgekey.net, e5188.x.akamaiedge.net","n0x.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],citysweeps.priceless.com,216.119.216.188,,"dns1.mastercard.com, hostmaster.mastercard.com",NOERROR,,,,,,,,
[x],click.e.mastercard.com.br,"23.32.238.17, 23.32.238.33","click.virt.s7.exacttarget.com, click.exacttarget.com.mdc.edgesuite.net, a1467.b.akamai.net","n0b.akamai.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],cloud.priceless.com,216.119.216.188,,"dns1.mastercard.com, hostmaster.mastercard.com",NOERROR,,,,,,,,
[x],communications.mastercard.com.br,192.243.228.1,communications.mastercard.com.br.cname.campaign.adobe.com,"ns-435.awsdns-54.com, awsdns-hostmaster.amazon.com",NOERROR,,,inbound.campaign.adobe.com,,"google-site-verification=Wnu3vxHD1R6fZsIoAiwT0O_RXINB8O3RspRlhvdy0Kc, v=spf1 ip4:130.248.129.0/24 -all",,,
[x],communitypasspartners.mastercard.com,209.170.205.127,"mastercardcommunmcp.prod.impartner.live, prm2.impartner.com","ns-732.awsdns-27.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,"v=spf1 ip4:206.71.93.0/25 ip4:206.71.77.1/25 ip4:206.71.94.128/25 ip4:54.244.54.138 ip4:192.174.86.136 include:spf.protection.outlook.com include:mta.impartner.com ~all, v=spf2.0/pra ip4:206.71.77.1/25 ip4:206.71.94.128/25 ip4:54.244.54.138 ~all, _globalsign-domain-verification=Wcu1sck3BYr3S2BfvfNSEoZzQlfvI7Edvj2-OENzKE",,,
[x],concierge.mastercard.com,45.60.13.197,issh5fo.x.incapdns.net,"ns1.incapdns.net, hostmaster.incapsula.com, ns1.x.incapdns.net",NOERROR,True,incapsula,,,,,,
[x],connect-feature-server.dev.openbanking.mastercard.com.au,45.223.26.70,3ap6mzx.impervadns.net,"ns1.impervadns.net, hostmaster.incapsula.com",NOERROR,True,incapsula,,,,,,
[x],connect-feature-server.dev.openbanking.mastercard.com.br,45.223.20.70,i3oyg67.impervadns.net,"ns1.impervadns.net, hostmaster.incapsula.com",NOERROR,True,incapsula,,"ns-1204.awsdns-22.org, ns-1659.awsdns-15.co.uk, ns-177.awsdns-22.com, ns-833.awsdns-40.net",,,,
[x],connect-feature-server.openbanking.mastercard.com.au,45.223.20.70,g9zg4ft.impervadns.net,"ns1.impervadns.net, hostmaster.incapsula.com",NOERROR,True,incapsula,,,,,,
[x],connect-feature.dev.openbanking.mastercard.com.au,45.223.20.70,3ap6mzx.impervadns.net,"ns1.impervadns.net, hostmaster.incapsula.com",NOERROR,True,incapsula,,,,,,
[x],connect-feature.dev.openbanking.mastercard.com.br,45.223.20.70,i3oyg67.impervadns.net,"ns1.impervadns.net, hostmaster.incapsula.com",NOERROR,True,incapsula,,,,,,
[x],connect-feature.openbanking.mastercard.com.au,45.223.20.70,g9zg4ft.impervadns.net,"ns1.impervadns.net, hostmaster.incapsula.com",NOERROR,True,incapsula,,,,,,
[x],connect-feature.stage.openbanking.mastercard.com.au,45.223.20.70,yrjjjv6.impervadns.net,,NOERROR,True,incapsula,,,,,,
[x],connect-server.dev.openbanking.mastercard.com.au,45.223.20.70,3ap6mzx.impervadns.net,"ns1.impervadns.net, hostmaster.incapsula.com",NOERROR,True,incapsula,,,,,,
[x],connect-server.dev.openbanking.mastercard.com.br,45.223.20.70,i3oyg67.impervadns.net,"ns1.impervadns.net, hostmaster.incapsula.com",NOERROR,True,incapsula,,,,,,
[x],connect-server.openbanking.mastercard.com.au,45.223.20.70,g9zg4ft.impervadns.net,"ns1.impervadns.net, hostmaster.incapsula.com",NOERROR,True,incapsula,,,,,,
[x],connect-server.stage.openbanking.mastercard.com.au,45.223.20.70,yrjjjv6.impervadns.net,"ns1.impervadns.net, hostmaster.incapsula.com",NOERROR,True,incapsula,,,,,,
[x],connect-server.stage.openbanking.mastercard.com.br,45.223.20.70,ezpj5g4.impervadns.net,"ns1.impervadns.net, hostmaster.incapsula.com",NOERROR,True,incapsula,,,,,,
[x],connect-test-server.dev.openbanking.mastercard.com.au,45.223.20.70,3ap6mzx.impervadns.net,"ns1.impervadns.net, hostmaster.incapsula.com",NOERROR,True,incapsula,,,,,,
[x],connect-test-server.stage.openbanking.mastercard.com.au,45.223.20.70,yrjjjv6.impervadns.net,"ns1.impervadns.net, hostmaster.incapsula.com",NOERROR,True,incapsula,,"ns-1294.awsdns-33.org, ns-170.awsdns-21.com, ns-1748.awsdns-26.co.uk, ns-839.awsdns-40.net",,,,
[x],connect-test-server.stage.openbanking.mastercard.com.br,45.223.20.70,ezpj5g4.impervadns.net,"ns1.impervadns.net, hostmaster.incapsula.com",NOERROR,True,incapsula,,,,,,
[x],connect-test.dev.openbanking.mastercard.com.au,45.223.20.70,3ap6mzx.impervadns.net,"ns1.impervadns.net, hostmaster.incapsula.com",NOERROR,True,incapsula,,,,,,
[x],connect-test.dev.openbanking.mastercard.com.br,45.223.20.70,i3oyg67.impervadns.net,"ns1.impervadns.net, hostmaster.incapsula.com",NOERROR,True,incapsula,,,,,,
[x],connect-test.openbanking.mastercard.com.au,45.223.20.70,g9zg4ft.impervadns.net,"ns1.impervadns.net, hostmaster.incapsula.com",NOERROR,True,incapsula,,,,,,
[x],connect-test.stage.openbanking.mastercard.com.au,45.223.20.70,yrjjjv6.impervadns.net,"ns1.impervadns.net, hostmaster.incapsula.com",NOERROR,True,incapsula,,,,,,
[x],connect-test.stage.openbanking.mastercard.com.br,45.223.20.70,ezpj5g4.impervadns.net,"ns1.impervadns.net, hostmaster.incapsula.com",NOERROR,True,incapsula,,,,,,
[x],connect.dev.openbanking.mastercard.com.au,45.223.20.70,3ap6mzx.impervadns.net,"ns1.impervadns.net, hostmaster.incapsula.com",NOERROR,True,incapsula,,,,,,
[x],connect.stage.openbanking.mastercard.com.au,45.223.20.70,yrjjjv6.impervadns.net,"ns1.impervadns.net, hostmaster.incapsula.com",NOERROR,True,incapsula,,,,,,
[x],connect.stage.openbanking.mastercard.com.br,45.223.20.70,ezpj5g4.impervadns.net,"ns1.impervadns.net, hostmaster.incapsula.com",NOERROR,True,incapsula,,,,,,
[x],connect1-tsvs.dev.openbanking.mastercard.com.au,45.223.20.70,3ap6mzx.impervadns.net,"ns1.impervadns.net, hostmaster.incapsula.com",NOERROR,True,incapsula,,,,,,
[x],connect1-tsvs.dev.openbanking.mastercard.com.br,45.223.20.70,i3oyg67.impervadns.net,"ns1.impervadns.net, hostmaster.incapsula.com",NOERROR,True,incapsula,,,,,,
[x],connect1-tsvs.openbanking.mastercard.com.au,,g9zg4ft.impervadns.net,"ns1.impervadns.net, hostmaster.incapsula.com",NOERROR,True,incapsula,,,,,,
[x],connect1-tsvs.stage.openbanking.mastercard.com.au,45.223.20.70,yrjjjv6.impervadns.net,"ns1.impervadns.net, hostmaster.incapsula.com",NOERROR,True,incapsula,,,,,,
[x],connect1-tsvs.stage.openbanking.mastercard.com.br,45.223.20.70,ezpj5g4.impervadns.net,"ns1.impervadns.net, hostmaster.incapsula.com",NOERROR,True,incapsula,,,,,,
[x],connect1.dev.openbanking.mastercard.com.au,45.223.20.70,3ap6mzx.impervadns.net,"ns1.impervadns.net, hostmaster.incapsula.com",NOERROR,True,incapsula,,,,,,
[x],connect1.dev.openbanking.mastercard.com.br,45.223.20.70,i3oyg67.impervadns.net,"ns1.impervadns.net, hostmaster.incapsula.com",NOERROR,True,incapsula,,,,,,
[x],connect1.openbanking.mastercard.com.au,45.223.20.70,g9zg4ft.impervadns.net,"ns1.impervadns.net, hostmaster.incapsula.com",NOERROR,True,incapsula,,,,,,
[x],connect1.stage.openbanking.mastercard.com.br,45.223.20.70,ezpj5g4.impervadns.net,"ns1.impervadns.net, hostmaster.incapsula.com",NOERROR,True,incapsula,,,,,,
[x],connect2-canary.dev.openbanking.mastercard.com.au,45.223.20.70,3ap6mzx.impervadns.net,"ns1.impervadns.net, hostmaster.incapsula.com",NOERROR,True,incapsula,,,,,,
[x],connect2-canary.stage.openbanking.mastercard.com.au,45.223.18.70,yrjjjv6.impervadns.net,"ns1.impervadns.net, hostmaster.incapsula.com",NOERROR,True,incapsula,,,,,,
[x],connect2-tsvs.dev.openbanking.mastercard.com.br,45.223.20.70,i3oyg67.impervadns.net,"ns1.impervadns.net, hostmaster.incapsula.com",NOERROR,True,incapsula,,,,,,
[x],connect2-tsvs.openbanking.mastercard.com.au,45.223.20.70,g9zg4ft.impervadns.net,"ns1.impervadns.net, hostmaster.incapsula.com",NOERROR,True,incapsula,,,,,,
[x],connect2-tsvs.stage.openbanking.mastercard.com.au,45.223.20.70,yrjjjv6.impervadns.net,"ns1.impervadns.net, hostmaster.incapsula.com",NOERROR,True,incapsula,,,,,,
[x],connect2-tsvs.stage.openbanking.mastercard.com.br,45.223.20.70,ezpj5g4.impervadns.net,"ns1.impervadns.net, hostmaster.incapsula.com",NOERROR,True,incapsula,,,,,,
[x],connect2.openbanking.mastercard.com.au,45.223.26.70,g9zg4ft.impervadns.net,"ns1.impervadns.net, hostmaster.incapsula.com",NOERROR,True,incapsula,,,,,,
[x],connect2.stage.openbanking.mastercard.com.au,45.223.20.70,yrjjjv6.impervadns.net,"ns1.impervadns.net, hostmaster.incapsula.com",NOERROR,True,incapsula,,,,,,
[x],connect2.stage.openbanking.mastercard.com.br,45.223.20.70,ezpj5g4.impervadns.net,"ns1.impervadns.net, hostmaster.incapsula.com",NOERROR,True,incapsula,,,,,,
[x],consumer.pba.mastercard.com.au,"52.85.242.34, 52.85.242.39, 52.85.242.71, 52.85.242.61",d241henh4dqaju.cloudfront.net,"ns-754.awsdns-30.net, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,"ns-142.awsdns-17.com, ns-1740.awsdns-25.co.uk, ns-754.awsdns-30.net, ns-1399.awsdns-46.org",,,,
[x],content.priceless.com,107.21.60.0,,"dns1.mastercard.com, hostmaster.mastercard.com",NOERROR,,,,,,,,
[x],corporatecard.mastercard.com,216.119.218.254,,"dns1.mastercard.com, hostmaster.mastercard.com",NOERROR,,,,,,,,
[x],corporateprepaid.mastercard.com,216.119.218.174,,"dns1.mastercard.com, hostmaster.mastercard.com",NOERROR,,,,,,,,
[x],cpf.mastercard.com,"2.16.187.105, 2.16.187.17","cpf.mastercard.com.edgekey.net, e70179.dsca.akamaiedge.net","n0dsca.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,"2a02:26f0:3100::1735:2a79, 2a02:26f0:3100::1735:2a8a",,
[x],ct.mastercard.com,12.22.153.216,,"dns1.mastercard.com, hostmaster.mastercard.com",NOERROR,,,,,,,,
[x],cyberark.mastercard.com,23.201.240.163,"cyberark.mastercard.com.edgekey.net, e5188.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],dcf.sandbox-stub.src.mastercard.com,"173.222.106.156, 173.222.106.134","dcf.sandbox-stub.src.mastercard.com.edgekey.net, e26360.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],debit.mastercard.com.au,,,"dns1.mastercard.com, hostmaster.mastercard.com",NOERROR,,,"mxa.mailgun.org, mxb.mailgun.org",,v=spf1 include:mailgun.org ~all,,,
[x],delorean-google-docsapac-darkscm.adminsproxy.bezcenneniespodzianki.pl,,,"ns1.markmonitor.com, hostmaster.markmonitor.com",NOERROR,,,,,,,,
[x],delorean-google-docsapi-dark.bezcenneniespodzianki.pl,3.33.139.32,,"ns1.markmonitor.com, hostmaster.markmonitor.com",NOERROR,,,,,,,,
[x],delorean-google-docsapi-darkscm.adminsproxy.bezcenneniespodzianki.pl,3.33.139.32,,"ns1.markmonitor.com, hostmaster.markmonitor.com",NOERROR,,,,,,,,
[x],delorean-google-docsapi-darkscm.proxy.bezcenneniespodzianki.pl,3.33.139.32,,"ns1.markmonitor.com, hostmaster.markmonitor.com",NOERROR,,,,,,,,
[x],delorean-google-docsapi-merchant.bezcenneniespodzianki.pl,3.33.139.32,,"ns1.markmonitor.com, hostmaster.markmonitor.com",NOERROR,,,,,,,,
[x],delorean-google-gw-dark-train.bezcenneniespodzianki.pl,3.33.139.32,,"ns1.markmonitor.com, hostmaster.markmonitor.com",NOERROR,,,,,,,,
[x],delorean-google-preview-dark-train.bezcenneniespodzianki.pl,3.33.139.32,,"ns1.markmonitor.com, hostmaster.markmonitor.com",NOERROR,,,,,,,,
[x],demo.elevate.mastercard.com,54.208.55.123,demo.ifonly.com,"ns-1226.awsdns-25.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],demo.mastercard.com.au,208.87.208.5,,"dns1.mastercard.com, hostmaster.mastercard.com",NOERROR,,,,,,,,
[x],demo.priceless.com,54.208.55.123,,"dns1.mastercard.com, hostmaster.mastercard.com",NOERROR,,,,,,,,
[x],designcenter.mastercard.com,23.45.100.98,"designcenter.mastercard.com.edgekey.net, e2215.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],dev.idapp.mastercard.com,"173.222.106.132, 173.222.106.140","dev.idapp.mastercard.com.edgekey.net, e63582.dsca.akamaiedge.net","n0dsca.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,"2a02:26f0:3500:18::1724:a28d, 2a02:26f0:3500:18::1724:a286",,
[x],dev.openbanking.mastercard.com.au,205.251.193.162,,"ns-1687.awsdns-18.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,"ns-1687.awsdns-18.co.uk, ns-418.awsdns-52.com, ns-1021.awsdns-63.net, ns-1311.awsdns-35.org",globalsign-domain-verification=2DF93A32E7245678C580C9B952F21206,,,
[x],dev.priceless.com,3.228.98.29,,"dns1.mastercard.com, hostmaster.mastercard.com",NOERROR,,,,,,,,
[x],developer.mastercard.com,216.119.218.195,,"dns1.mastercard.com, hostmaster.mastercard.com",NOERROR,,,,,,,,
[x],digital.mastercard.com.br,216.119.209.64,,"dns1.mastercard.com, hostmaster.mastercard.com",NOERROR,,,"mastercard-com-br.mail.protection.outlook.com, mxb-00078002.gslb.pphosted.com",,v=spf1 include:_spf.umail.com.br ~all,,,
[x],dist.mastercard.com,10.7.100.29,,"dns1.mastercard.com, hostmaster.mastercard.com",NOERROR,,,,,,,True,10.7.100.29
[x],dk-ssw.priceless.com,134.213.41.81,,"dns1.mastercard.com, hostmaster.mastercard.com",NOERROR,,,,,,,,
[x],dns2.mastercard.com,216.119.210.53,,"dns1.mastercard.com, hostmaster.mastercard.com",NOERROR,,,,,,2607:3c00:6414:4::53,,
[x],docs.dev.openbanking.mastercard.com.br,45.223.20.70,ijpak4k.impervadns.net,"ns1.impervadns.net, hostmaster.incapsula.com",NOERROR,True,incapsula,,,,,,
[x],domains.mastercard.com,"96.16.54.177, 96.16.54.152","domains.mastercard.com.edgekey.net, e37358.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],dps.mastercard.com,54.232.62.91,,"dns1.mastercard.com, hostmaster.mastercard.com",NOERROR,,,,,,,,
[x],dr.consumer.iodr.mastercard.com,45.115.128.35,,"dns1.mastercard.com, hostmaster.mastercard.com",NOERROR,,,,,,,,
[x],dss.mastercard.com,216.119.218.48,,"dns1.mastercard.com, hostmaster.mastercard.com",NOERROR,,,,,,,,
[x],edi-b.migs.mastercard.com.au,,,,NOERROR,,,,,,,,
[x],elearning.mastercard.com,"95.101.111.133, 95.101.111.184","elearning.mastercard.com.edgekey.net, e37358.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],elevate-pentest.www.priceless.com,107.21.50.123,pentest.ifonly.com,"ns-1226.awsdns-25.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],elevate.mastercard.com,"18.158.98.110, 18.198.133.36",www.ifonly.com,"ns-1226.awsdns-25.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],email.mastercard.com,216.119.216.188,,"dns1.mastercard.com, hostmaster.mastercard.com",NOERROR,,,,,spf2.0/pra include:xm-asia.trclient.com ?all,,,
[x],employee.mastercard.com,23.37.48.246,"employee.mastercard.com.edgekey.net, e5188.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],eng31-5-7.investmentmojo.com,52.58.78.16,,"pdns05.domaincontrol.com, dns.jomax.net",NOERROR,,,,,,,,
[x],engine.mastercard.com,"2.18.63.22, 2.18.63.6","engine.mastercard.com.edgekey.net, e37358.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],enrollment.stage.openbanking.mastercard.com.au,45.223.26.70,2xhf9fx.impervadns.net,"ns1.impervadns.net, hostmaster.incapsula.com",NOERROR,True,incapsula,,,,,,
[x],enrollment.stage.openbanking.mastercard.com.br,45.223.20.70,donc9od.impervadns.net,"ns1.impervadns.net, hostmaster.incapsula.com",NOERROR,True,incapsula,,,,,,
[x],eportal.argus.mastercard.com,216.119.218.41,,"dns1.mastercard.com, hostmaster.mastercard.com",NOERROR,,,,,,,,
[x],eportal.mastercard.com,216.119.219.11,,"dns1.mastercard.com, hostmaster.mastercard.com",NOERROR,,,,,,,,
[x],eu.mastercard.com,23.5.234.126,"eu.mastercard.com.edgekey.net, e13126.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],eu.priceless.com,134.213.41.81,,"dns1.mastercard.com, hostmaster.mastercard.com",NOERROR,,,"mxa.mailgun.org, mxb.mailgun.org",,"spf2.0/pra, include:mrm.trclient.com, ~all, v=spf1 include:mailgun.org ~all",,,
[x],eu.video.mastercard.com,185.96.137.49,,"dns1.mastercard.com, hostmaster.mastercard.com",NOERROR,,,,,,,,
[x],eu1.priceless.com,134.213.41.81,,"dns1.mastercard.com, hostmaster.mastercard.com",NOERROR,,,,,,,,
[x],europe.priceless.com,134.213.41.81,,"dns1.mastercard.com, hostmaster.mastercard.com",NOERROR,,,,,,,,
[x],exclusives.mastercard.com.au,,,"dns1.mastercard.com, hostmaster.mastercard.com",NOERROR,,,,,,,,
[x],experiencias.priceless.com,,,"dns1.mastercard.com, hostmaster.mastercard.com",NOERROR,,,,,,,,
[x],feedback.mastercard.com,23.197.134.218,"mastercardvoc.vanity3.az1.qualtrics.com, akamaisecure3.qualtrics.com.edgekey.net, e9056.b.akamaiedge.net","n0b.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],files.mastercard.co.za,"102.212.185.7, 102.212.184.7",,"dns1.mastercard.com, hostmaster.mastercard.com",NOERROR,,,,,,,,
[x],files.mastercard.com,216.119.219.66,,"dns1.mastercard.com, hostmaster.mastercard.com",NOERROR,,,,,,,,
[x],fin02.dev.openbanking.mastercard.com.au,45.223.20.70,vswsnbo.impervadns.net,"ns1.impervadns.net, hostmaster.incapsula.com",NOERROR,True,incapsula,,,,,,
[x],fin02.dev.openbanking.mastercard.com.br,45.223.20.70,h5y3cat.impervadns.net,"ns1.impervadns.net, hostmaster.incapsula.com",NOERROR,True,incapsula,,,,,,
[x],fin02.openbanking.mastercard.com.au,45.223.20.70,ulzumpp.impervadns.net,"ns1.impervadns.net, hostmaster.incapsula.com",NOERROR,True,incapsula,,,,,,
[x],fin02.stage.openbanking.mastercard.com.br,45.223.20.70,mzt2zcg.impervadns.net,"ns1.impervadns.net, hostmaster.incapsula.com",NOERROR,True,incapsula,,,,,,
[x],fin03.openbanking.mastercard.com.au,45.223.20.70,92jgmvp.impervadns.net,"ns1.impervadns.net, hostmaster.incapsula.com",NOERROR,True,incapsula,,,,,,
[x],fin03.stage.openbanking.mastercard.com.au,45.223.20.70,na3ozcb.impervadns.net,"ns1.impervadns.net, hostmaster.incapsula.com",NOERROR,True,incapsula,,,,,,
[x],findi.dev.openbanking.mastercard.com.au,45.223.20.70,vswsnbo.impervadns.net,"ns1.impervadns.net, hostmaster.incapsula.com",NOERROR,True,incapsula,,,,,,
[x],findi.dev.openbanking.mastercard.com.br,45.223.20.70,h5y3cat.impervadns.net,"ns1.impervadns.net, hostmaster.incapsula.com",NOERROR,True,incapsula,,,,,,
[x],findi.openbanking.mastercard.com.au,45.223.20.70,rrqf6s7.impervadns.net,"ns1.impervadns.net, hostmaster.incapsula.com",NOERROR,True,incapsula,,,,,,
[x],findi.stage.openbanking.mastercard.com.au,45.223.20.70,na3ozcb.impervadns.net,"ns1.impervadns.net, hostmaster.incapsula.com",NOERROR,True,incapsula,,,,,,
[x],form.mastercard.com,23.201.255.206,"mastercard.vanity3.az1.qualtrics.com, akamaisecure3.qualtrics.com.edgekey.net, e9056.b.akamaiedge.net","n0b.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],forms.mastercard.com,216.34.99.223,,"dns1.mastercard.com, hostmaster.mastercard.com",NOERROR,,,,,,,,
