new,host,a,soa,status_code,cname,cdn,cdn-name,aaaa,ns,has_internal_ips,internal_ips,txt,mx,caa
[x],aiot.lenovo.com.cn,,"a24-65.akam.net, hexing1.lenovo.com",NOERROR,,,,,,,,,,
[x],api-less.uds-dev.lenovo.com,"54.197.131.158, 18.214.230.18, 52.202.191.19","ns-1067.awsdns-05.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],aurora.lenovo.com,103.212.14.23,"a1-79.akam.net, hexing1.lenovo.com",NOERROR,,,,,,,,,,
[x],clubstatic.lenovo.com.cn,,"a24-65.akam.net, hexing1.lenovo.com",NOERROR,,,,,,,,,,
[x],do.lenovo.com.cn,103.212.14.27,"a24-65.akam.net, hexing1.lenovo.com",NOERROR,,,,,,,,,,
[x],fdc.lenovo.com,23.212.208.169,"n0dscx.akamaiedge.net, hostmaster.akamai.com",NOERROR,"fdc.lenovo.com.edgekey.net, e7741.dscx.akamaiedge.net",,,"2a02:26f0:1700:394::1e3d, 2a02:26f0:1700:383::1e3d",,,,,,
[x],gj.lenovo.com,39.103.35.140,"vip3.alidns.com, hostmaster.hichina.com",NOERROR,"gj-lenovo.lenovomm.com, app-lenovo.lenovomm.com, app-lenovo.mbgstore.lenovo.com.cn",,,,,,,,,
[x],guest.lenovo.com.cn,163.171.128.148,"dns1.wscdns.org, webmaster.glb0.lxdns.com",NOERROR,guest.lenovo.com.cn.wscdns.com,,,,,,,,,
[x],hcm.lenovo.com,146.196.114.135,"a1-79.akam.net, hexing1.lenovo.com",NOERROR,,,,,,,,,,
[x],help.lenovo.com.cn,157.185.178.99,"dns1.wswebcdn.org, webmaster.glb0.lxdns.com",NOERROR,help.lenovo.com.cn.wswebcdn.com,,,2606:1980:b::20,,,,,,
[x],hi.lenovo.com,39.106.232.147,"a24-65.akam.net, hexing1.lenovo.com",NOERROR,pcsdgslb1.lenovo.com.cn,,,,,,,,,
[x],hi.lenovo.com.cn,101.201.198.199,"vip3.alidns.com, hostmaster.hichina.com",NOERROR,slb-browser-traffic.mbgcdn.lenovo.com.cn,,,,,,,,,
[x],jr.lenovo.com.cn,,"a24-65.akam.net, hexing1.lenovo.com",NOERROR,,,,,,,,,,
[x],jzhedm.lenovo.com.cn,211.149.142.211,"vip1.alidns.com, hostmaster.hichina.com",NOERROR,cdn.wjx.cn,,,,,,,,,
[x],kabbms.lenovo.com.cn,43.255.227.23,"a24-65.akam.net, hexing1.lenovo.com",NOERROR,,,,,,,,,,
[x],m.17.lenovo.com.cn,115.29.247.162,"a24-65.akam.net, hexing1.lenovo.com",NOERROR,,,,,,,,,,
[x],m.b2b.lenovo.com.cn,"163.181.92.228, 163.181.92.229, 163.181.92.230, 163.181.92.231, 163.181.92.232, 163.181.92.225, 163.181.92.226, 163.181.92.227","ns3.alikunlun.com, root.taobao.com",NOERROR,m.b2b.lenovo.com.cn.w.alikunlun.com,,,,,,,,,
[x],marketing.lenovo.com.cn,138.113.147.154,"dns1.wswebcdn.org, webmaster.glb0.lxdns.com",NOERROR,marketing.lenovo.com.cn.wswebcdn.com,,,,,,,,,
[x],mdp.lenovo.com,139.217.9.109,"ns1-01.azure-dns.cn, waboa.microsoft.com",NOERROR,cidasense.chinacloudapp.cn,,,,,,,,,
[x],mes.lenovo.com,223.202.62.234,"a1-79.akam.net, hexing1.lenovo.com",NOERROR,,,,,,,,,,
[x],mit.lenovo.com,115.29.16.130,"a1-79.akam.net, hexing1.lenovo.com",NOERROR,,,,,,,,,,
[x],monitor.qliksense.lenovo.com,43.255.226.174,"a1-79.akam.net, hexing1.lenovo.com",NOERROR,,,,,,,,,,
[x],mu.motorola.com,,"il93m-il12.mot-mobility.com, hostmaster.il93m-il12.mot-mobility.com",NOERROR,usa-motorola.fweb.motorolamobility.com,,,,,,,,,
[x],newsletter.lenovo.com,43.255.226.109,"a1-79.akam.net, hexing1.lenovo.com",NOERROR,,,,,,,,,,
[x],ns3.lenovo.com,12.11.224.132,"a1-79.akam.net, hexing1.lenovo.com",NOERROR,,,,,,,,,,
[x],onprem.uds-dev.lenovo.com,"35.174.196.230, 44.194.115.121, 34.197.172.20","ns-1067.awsdns-05.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,mail-onprem.uds-dev.lenovo.com,
[x],oobe.uds-dev.lenovo.com,,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,oobe.naea1.uds-dev.lenovo.com.cdn.cloudflare.net,True,cloudflare,"2606:4700::6812:2ab, 2606:4700::6812:3ab",,,,,,
[x],plm.lenovo.com,146.196.114.128,"a1-79.akam.net, hexing1.lenovo.com",NOERROR,,,,,,,,,,
[x],po.lenovo.com.cn,223.202.212.29,"a24-65.akam.net, hexing1.lenovo.com",NOERROR,,,,,,,,,,
[x],quantum.lenovo.com,43.255.224.102,"a1-79.akam.net, hexing1.lenovo.com",NOERROR,,,,,,,,,,
[x],scrm.lenovo.com.cn,,"a24-65.akam.net, hexing1.lenovo.com",NOERROR,,,,,,,,,,
[x],sdc.lenovo.com,43.255.227.103,"a1-79.akam.net, hexing1.lenovo.com",NOERROR,,,,,,,,,,
[x],services.lenovo.com.cn,43.255.226.120,"a24-65.akam.net, hexing1.lenovo.com",NOERROR,,,,,,,,,,
[x],servicetest.lenovo.com.cn,,"a24-65.akam.net, hexing1.lenovo.com",NOERROR,,,,,,,,,,
[x],sigma.lenovo.com,114.113.233.227,"a1-79.akam.net, hexing1.lenovo.com",NOERROR,,,,,,,,,,
[x],ssg.lenovo.com,"192.28.155.64, 192.28.152.198, 192.28.155.65, 192.28.155.63, 192.28.155.66","a1-79.akam.net, hexing1.lenovo.com",NOERROR,,,,,,,,v=spf1 mx IP4:192.28.155.64 IP4:192.28.155.66 IP4:192.28.155.65 IP4:192.28.155.63 IP4:192.28.152.198 ~all,,
[x],tmp.lenovo.com,146.196.114.55,"a1-79.akam.net, hexing1.lenovo.com",NOERROR,,,,,,,,,,
[x],tools.uds-dev.lenovo.com,"10.250.155.184, 10.250.158.165, 10.250.156.36","ns-1067.awsdns-05.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,True,"10.250.155.184, 10.250.158.165, 10.250.156.36",,,
[x],tsmkt.lenovo.com.cn,,"a24-65.akam.net, hexing1.lenovo.com",NOERROR,,,,,,,,,,
[x],www.aiot-devops.lenovo.com.cn,139.217.81.27,"a24-65.akam.net, hexing1.lenovo.com",NOERROR,,,,,,,,,,
,10041.lenovo.com.cn,43.255.225.247,"vip3.alidns.com, hostmaster.hichina.com",NOERROR,"lvs.lenovo.com.cn, lvs-dy-a-outer.lefile.cn",,,,,,,,,
,123.lenovo.com,47.95.207.235,"ns1.alidns.com, hostmaster.hichina.com",NOERROR,www.idea123.cn,,,,,,,,,
,123.lenovo.com.cn,47.95.207.235,"ns1.alidns.com, hostmaster.hichina.com",NOERROR,www.idea123.cn,,,,,,,,,
,17.lenovo.com.cn,43.255.226.14,"a24-65.akam.net, hexing1.lenovo.com",NOERROR,,,,,,,,,,
,17jf.lenovo.com.cn,43.255.226.14,"a24-65.akam.net, hexing1.lenovo.com",NOERROR,,,,,,,,,,
,17shop.lenovo.com.cn,43.255.226.75,"a24-65.akam.net, hexing1.lenovo.com",NOERROR,,,,,,,,,,
,17tv.mbgcdn.lenovo.com.cn,103.212.12.6,"vip3.alidns.com, hostmaster.hichina.com",NOERROR,,,,,,,,,,
,365.lenovo.com.cn,43.255.226.109,"a24-65.akam.net, hexing1.lenovo.com",NOERROR,,,,,,,,,,
,3g.lenovo.com.cn,157.185.175.105,"dns1.wswebcdn.org, webmaster.glb0.lxdns.com",NOERROR,3g.lenovo.com.cn.wswebcdn.com,,,,,,,,,
,3g.mbgstore.lenovo.com.cn,8.131.56.69,"vip3.alidns.com, hostmaster.hichina.com",NOERROR,,,,,,,,,,
,407.lenovo.com.cn,43.255.227.15,"a24-65.akam.net, hexing1.lenovo.com",NOERROR,btcp.outer.lenovo.com.cn,,,,,,,,,
,58867000.lenovo.com.cn,43.255.227.105,"a24-65.akam.net, hexing1.lenovo.com",NOERROR,,,,,,,,,,
,a.lenovo.com,139.219.6.18,"ns1-05.azure-dns-1.cn, hostmaster.windowsazure.cn",NOERROR,clubminisite.chinanorth.cloudapp.chinacloudapi.cn,,,,,,,,,
,a.lenovo.com.cn,43.255.226.145,"a24-65.akam.net, hexing1.lenovo.com",NOERROR,,,,,,,,,,
,aaa.lenovo.com.cn,43.255.226.147,"a24-65.akam.net, hexing1.lenovo.com",NOERROR,,,,,,,,,,
,access-il.motorola.com,144.188.131.1,"ns1.motorolamobility.com, internic.motorola.com",NOERROR,,,,,,,,,,
,account.cnno1.uds.lenovo.com,"104.18.26.211, 104.18.27.211","ns1.cloudflare.net, dns.cloudflare.com",NOERROR,account.cnno1.uds.lenovo.com.cdn.cloudflare.net,True,cloudflare,,,,,,,
,account.euwe1.uds.lenovo.com,"104.18.26.244, 104.18.27.244","ns1.cloudflare.net, dns.cloudflare.com",NOERROR,account.euwe1.uds.lenovo.com.cdn.cloudflare.net,True,cloudflare,,,,,,,
,account.lenovo.com,23.192.152.220,"n0x.akamaiedge.net, hostmaster.akamai.com",NOERROR,"account.lenovo.com.edgekey.net, account.lenovo.com.edgekey.net.globalredir.akadns.net, e7741.x.akamaiedge.net",,,,,,,,,
,account.motorola.com,"104.126.37.153, 104.126.37.171","n0dscx.akamaiedge.net, hostmaster.akamai.com",NOERROR,"account.motorola.com.edgekey.net, e40321.dscx.akamaiedge.net",,,"2a02:26f0:64::214:849a, 2a02:26f0:64::214:8491",,,,,,
,account.uds-qa.lenovo.com,"52.206.134.40, 34.231.46.80, 50.17.199.7","ns-1316.awsdns-36.org, awsdns-hostmaster.amazon.com",NOERROR,account.naea1.uds-qa.lenovo.com,,,,,,,,,
,accounts.motorola.com,69.10.182.77,"ns1.motorolamobility.com, internic.motorola.com",NOERROR,,,,,,,,,,
,accounts.motorola.com.cn,139.219.128.222,"dns19.hichina.com, hostmaster.hichina.com",NOERROR,,,,,,,,,,
,accsmartfind.lenovo.com,"34.233.166.65, 18.234.10.236","ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",NOERROR,nde-ex-router-ex-alb-191741537.us-east-1.elb.amazonaws.com,,,,,,,,,
,act.mbgstore.lenovo.com.cn,8.131.56.69,"vip3.alidns.com, hostmaster.hichina.com",NOERROR,,,,,,,,,,
,activate-test.motorola.com,167.209.230.186,"ns1.motorolamobility.com, internic.motorola.com",NOERROR,,,,,,,,,,
,activity.lenovo.com.cn,163.171.132.220,"dns1.wswebcdn.org, webmaster.glb0.lxdns.com",NOERROR,activity.lenovo.com.cn.wswebcdn.com,,,,,,,,,
,adapi.mbgstore.lenovo.com.cn,123.57.41.33,"vip3.alidns.com, hostmaster.hichina.com",NOERROR,,,,,,,,,,
,adcore.mbgstore.lenovo.com.cn,8.131.56.69,"vip3.alidns.com, hostmaster.hichina.com",NOERROR,,,,,,,,,,
,adfs.uds-dev.lenovo.com,3.220.16.83,"ns-1067.awsdns-05.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
,admin.cochat.lenovo.com,23.78.177.176,"n0x.akamaiedge.net, hostmaster.akamai.com",NOERROR,"admin.cochat.lenovo.com.akadns.net, cochat.lenovo.com.edgekey.net, cochat.lenovo.com.edgekey.net.globalredir.akadns.net, e16590.x.akamaiedge.net",,,,,,,,,
,admin.jr.lenovo.com,123.57.24.117,"a1-79.akam.net, hexing1.lenovo.com",NOERROR,,,,,,,,,,
,admin.lenovo.com.cn,163.171.128.150,"dns1.cdn20.org, webmaster.glb0.lxdns.com",NOERROR,admin.lenovo.com.cn.cdn20.com,,,,,,,,,
,ads.lenovo.com,43.255.226.35,"a1-79.akam.net, hexing1.lenovo.com",NOERROR,,,,,,,,,,
,aesmtp.lenovo.com,"104.232.225.12, 104.232.225.13","a1-79.akam.net, hexing1.lenovo.com",NOERROR,,,,,,,,,,
,aesmtp01.lenovo.com,104.232.225.2,"a1-79.akam.net, hexing1.lenovo.com",NOERROR,,,,,,,,,,
,aesmtp02.lenovo.com,103.30.232.71,"a1-79.akam.net, hexing1.lenovo.com",NOERROR,,,,,,,,,,
,aesmtp03.lenovo.com,104.232.225.3,"a1-79.akam.net, hexing1.lenovo.com",NOERROR,,,,,,,,,,
,afx-pt.motorola.com,72.5.254.251,"ns1.motorolamobility.com, internic.motorola.com",NOERROR,,,,,,,,,,
,agccm4krtp02.lenovo.com,104.232.254.84,"a1-79.akam.net, hexing1.lenovo.com",NOERROR,,,,,,,,,,
,agile.lenovo.com,103.30.232.101,"a1-79.akam.net, hexing1.lenovo.com",NOERROR,,,,,,,,,,
,ah.motorola.com,136.182.2.171,"ns1.motorolamobility.com, internic.motorola.com",NOERROR,,,,,,,,,,
,ai.lenovo.com.cn,47.95.68.57,"a24-65.akam.net, hexing1.lenovo.com",NOERROR,,,,,,,,,,
,aigo.lenovo.com,43.255.226.174,"a1-79.akam.net, hexing1.lenovo.com",NOERROR,,,,,,,,,,
,ailink.lenovo.com,146.196.124.200,"a1-79.akam.net, hexing1.lenovo.com",NOERROR,,,,,,,,,,
,aio.lenovo.com.cn,161.117.202.63,"vip3.alidns.com, hostmaster.hichina.com",NOERROR,"hci.lenovo.com, hci.box.lenovo.com, cus-cname.vips100.com",,,,,,,,,
,airjal.motorola.com,,"ns1.motorolamobility.com, internic.motorola.com",NOERROR,,,,,,,,,"alt3.aspmx.l.google.com, aspmx.l.google.com, alt4.aspmx.l.google.com, alt2.aspmx.l.google.com, alt1.aspmx.l.google.com",
,aisrv.lenovo.com.cn,138.113.147.154,"dns1.wswebcdn.org, webmaster.glb0.lxdns.com",NOERROR,aisrv.lenovo.com.cn.wswebcdn.com,,,,,,,,,
,ajar.motorola.com,"144.188.128.112, 144.188.129.107","il93m-il12.mot-mobility.com, hostmaster.il93m-il12.mot-mobility.com",NOERROR,usa-df.fweb.motorolamobility.com,,,,,,,,,
,ak-df.motorola.com,"95.101.54.145, 2.16.202.113","n0dscq.akamai.net, hostmaster.akamai.com",NOERROR,"ak-df.motorola.com.edgesuite.net, a875.dscq.akamai.net",,,"2a02:26f0:480:e::210:f111, 2a02:26f0:480:e::210:f10b",,,,,,
,am.lenovo.com.cn,103.212.12.3,"vip3.alidns.com, hostmaster.hichina.com",NOERROR,ase.mbgcdn.lenovo.com.cn,,,,,,,,,
,ambassador-main.uds-dev.lenovo.com,,"ns-1067.awsdns-05.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
,amp.mbgstore.lenovo.com.cn,8.131.56.69,"vip3.alidns.com, hostmaster.hichina.com",NOERROR,,,,,,,,,,
,ampnew.mbgstore.lenovo.com.cn,8.131.56.69,"vip3.alidns.com, hostmaster.hichina.com",NOERROR,,,,,,,,,,
,ams.mbgstore.lenovo.com.cn,8.131.56.69,"vip3.alidns.com, hostmaster.hichina.com",NOERROR,,,,,,,,,,
,amssm.mbgstore.lenovo.com.cn,123.57.41.33,"vip3.alidns.com, hostmaster.hichina.com",NOERROR,,,,,,,,,,
,analytics.lenovo.com,223.202.19.71,"a1-79.akam.net, hexing1.lenovo.com",NOERROR,,,,,,,,9rd9df7mimvfr1443lbb25qh2c,,
,analytics.motorola.com,"2.16.107.90, 2.16.107.120","n0dscq.akamai.net, hostmaster.akamai.com",NOERROR,"analytics.motorola.com-v1.edgesuite.net, a591.dscq.akamai.net",,,"2a02:26f0:1700:f::1737:a193, 2a02:26f0:1700:f::1737:a189",,,,,,
,anls.lenovo.com.cn,43.255.224.79,"a24-65.akam.net, hexing1.lenovo.com",NOERROR,,,,,,,,,,
,anode.lenovo.com,216.240.22.176,"ns0140.netapp.com, hostmaster.netapp.com",NOERROR,"tools.lenovo.com, fusion.cloudone.netapp.com, aes.prd07e.cloudone.netapp.com",,,,,,,,,
,anz.moli.lenovo.com,"13.127.118.233, 15.207.150.193","ns-329.awsdns-41.com, awsdns-hostmaster.amazon.com",NOERROR,moli-in-prod-1002825615.ap-south-1.elb.amazonaws.com,,,,,,,,,
,aoct.lenovo.com,43.255.226.1,"a1-79.akam.net, hexing1.lenovo.com",NOERROR,,,,,,,,,,
,ap-bounce.lenovo.com,192.28.155.64,"a1-79.akam.net, hexing1.lenovo.com",NOERROR,,,,,,,,v=spf1 include:mktomail.com ~all,ap-bounce.lenovo.com,
,ap.motorola.com,61.135.136.108,"ns1.motorolamobility.com, internic.motorola.com",NOERROR,,,,,,,,,,
,apemealoyalty.lenovo.com,"34.192.62.252, 52.201.50.66","ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",NOERROR,"lenovosmbsandbox-widgets-sb.crowdtwist.com, alb-lenovo-sb.crowdtwist.com, alb-lenovo-sb-1167385037.us-east-1.elb.amazonaws.com",,,,,,,,,
,apfepl01.lenovo.com,,,NOERROR,,,,,,,,,,
,api-ar.cnno1.uds.lenovo.com,"104.16.63.31, 104.16.62.31","ns1.cloudflare.net, dns.cloudflare.com",NOERROR,api-ar.cnno1.uds.lenovo.com.cdn.cloudflare.net,True,cloudflare,,,,,,,
,api-ar.euwe1.uds.lenovo.com,,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,api-ar.euwe1.uds.lenovo.com.cdn.cloudflare.net,True,cloudflare,,,,,,,
,api-ar.naea1.uds.lenovo.com,"104.16.145.246, 104.16.144.246","ns1.cloudflare.net, dns.cloudflare.com",NOERROR,api-ar.naea1.uds.lenovo.com.cdn.cloudflare.net,True,cloudflare,,,,,,,
,api-ar.uds-qa.lenovo.com,"52.206.134.40, 34.231.46.80, 50.17.199.7","ns-1316.awsdns-36.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
,api-cn-test.gtm.lenovo.com,103.244.56.252,"f5-hk01.gtm.lenovo.com, hostmaster.f5-hk01.gtm.lenovo.com",NOERROR,,,,,,,,,,
,api-cui.euwe1.uds.lenovo.com,"54.93.34.102, 3.120.52.208, 52.59.86.48","ns-1423.awsdns-49.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
,api-cui.naea1.uds.lenovo.com,"52.204.204.8, 52.201.200.149, 3.230.75.151","ns-1423.awsdns-49.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
,api-cui.uds-qa.lenovo.com,"104.18.27.49, 104.18.26.49","ns1.cloudflare.net, dns.cloudflare.com",NOERROR,api-cui.uds-qa.lenovo.com.cdn.cloudflare.net,True,cloudflare,"2606:4700::6812:1a31, 2606:4700::6812:1b31",,,,,,
,api-glass.naea1.uds.lenovo.com,10.37.144.73,"ns-1423.awsdns-49.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,True,10.37.144.73,,,
,api-mds-us.lenovo.com,"18.234.10.236, 34.233.166.65","ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",NOERROR,nde-ex-router-ex-alb-191741537.us-east-1.elb.amazonaws.com,,,,,,,,,
,api-mtls-int.naea1.uds-pen.lenovo.com,"54.198.235.233, 3.226.106.205, 3.215.114.247","ns-526.awsdns-01.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
,api-mtls-load.naea1.uds-qa.lenovo.com,"35.168.46.121, 44.196.191.36, 100.25.107.21","ns-1316.awsdns-36.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
,api-mtls.cnno1.uds-sit.lenovo.com,"69.234.205.159, 69.234.234.125, 69.231.163.155","ns-3992.awsdns-cn-57.cn, awsdns-hostmaster.amazon.com",NOERROR,a01734c27beb74e4b976cbc1b05b29df-fd25beff352d59c3.elb.cn-northwest-1.amazonaws.com.cn,,,,,,,,,
,api-mtls.euwe1.uds.lenovo.com,"104.18.26.244, 104.18.27.244","ns1.cloudflare.net, dns.cloudflare.com",NOERROR,api-mtls.euwe1.uds.lenovo.com.cdn.cloudflare.net,True,cloudflare,,,,,,,
,api-mtls.naea1.uds-pen.lenovo.com,"104.18.18.164, 104.18.19.164","ns1.cloudflare.net, dns.cloudflare.com",NOERROR,api-mtls.naea1.uds-pen.lenovo.com.cdn.cloudflare.net,True,cloudflare,"2606:4700::6812:12a4, 2606:4700::6812:13a4",,,,,,
,api-mtls.naea1.uds-qa.lenovo.com,"54.224.12.116, 54.225.168.31, 34.203.147.235","ns-1316.awsdns-36.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
,api-mtls.naea1.uds-sit.lenovo.com,"107.23.76.71, 54.162.93.67, 44.206.139.86","ns-521.awsdns-01.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
,api-mtls.naea1.uds.lenovo.com,"104.18.26.244, 104.18.27.244","ns1.cloudflare.net, dns.cloudflare.com",NOERROR,api-mtls.naea1.uds.lenovo.com.cdn.cloudflare.net,True,cloudflare,,,,,,,
,api-mtls.uds-qa.lenovo.com,"54.225.168.31, 34.203.147.235, 54.224.12.116","ns-1826.awsdns-36.co.uk, awsdns-hostmaster.amazon.com",NOERROR,aaa477e1f1e23488a961927935f82a7c-fd504a144a67470e.elb.us-east-1.amazonaws.com,,,,,,,,,
,api-mtls.uds-stage.lenovo.com,,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,api-mtls.uds-stage.lenovo.com.cdn.cloudflare.net,,,,,,,,,
,api-us.csw.lenovo.com,"18.185.146.34, 18.158.98.193, 18.185.210.127","ns-1240.awsdns-27.org, awsdns-hostmaster.amazon.com",NOERROR,api-us-csw-lenovo.com,,,,"ns-911.awsdns-49.net, ns-424.awsdns-53.com, ns-1240.awsdns-27.org, ns-2022.awsdns-60.co.uk",,,,,
,api.cnno1.uds.lenovo.com,"104.16.63.31, 104.16.62.31","ns1.cloudflare.net, dns.cloudflare.com",NOERROR,api.cnno1.uds.lenovo.com.cdn.cloudflare.net,True,cloudflare,,,,,,,
,api.euwe1.uds.lenovo.com,"104.16.145.246, 104.16.144.246","ns1.cloudflare.net, dns.cloudflare.com",NOERROR,api.euwe1.uds.lenovo.com.cdn.cloudflare.net,True,cloudflare,,,,,,,
,api.lenovo.com,103.30.234.180,,NOERROR,cn-api.gtm.lenovo.com,,,,,,,,,
,api.lenovo.com.cn,43.255.226.57,"a24-65.akam.net, hexing1.lenovo.com",NOERROR,,,,,,,,,,
,api.lex.lenovo.com.cn,60.205.236.78,"a24-65.akam.net, hexing1.lenovo.com",NOERROR,,,,,,,,,,
,api.naea1.uds-qa.lenovo.com,"50.17.199.7, 52.206.134.40, 34.231.46.80","ns-1316.awsdns-36.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,"ns-1316.awsdns-36.org, ns-1619.awsdns-10.co.uk, ns-447.awsdns-55.com, ns-919.awsdns-50.net",,,,,
,api.naea1.uds.lenovo.com,"104.16.144.246, 104.16.145.246","ns1.cloudflare.net, dns.cloudflare.com",NOERROR,api.naea1.uds.lenovo.com.cdn.cloudflare.net,True,cloudflare,,,,,,,
,api.staff.lenovo.com.cn,40.73.37.73,"ns1-02.azure-dns.cn, ns2.windowsazure.cn",NOERROR,onlinemobileweb.chinanorth2.cloudapp.chinacloudapi.cn,,,,,,,,,
,api.uds-qa.lenovo.com,"50.17.199.7, 52.206.134.40, 34.231.46.80","ns-1316.awsdns-36.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
,api.uds.lenovo.com,"104.16.145.246, 104.16.144.246","ns1.cloudflare.net, dns.cloudflare.com",NOERROR,"api.naea1.uds.lenovo.com, api.naea1.uds.lenovo.com.cdn.cloudflare.net",True,cloudflare,,,,,,,
,api.unifiedcloud.gtm.lenovo.com,103.244.56.95,,NOERROR,,,,,,,,,,
,api01-test.lenovo.com,146.196.114.48,"a1-79.akam.net, hexing1.lenovo.com",NOERROR,,,,,,,,,,
,api01.lenovo.com,43.255.226.97,"a1-79.akam.net, hexing1.lenovo.com",NOERROR,,,,,,,,,,
,apifis-t.lenovo.com.cn,,"a24-65.akam.net, hexing1.lenovo.com",NOERROR,,,,,,,,,,
,apis.lenovo.com,"13.32.145.75, 13.32.145.60, 13.32.145.49, 13.32.145.25","ns-1982.awsdns-55.co.uk, awsdns-hostmaster.amazon.com",NOERROR,j4b4t8j7t6.execute-api.us-east-1.amazonaws.com,True,cloudfront,,"ns-1368.awsdns-43.org, ns-1982.awsdns-55.co.uk, ns-230.awsdns-28.com, ns-543.awsdns-03.net",,,,,
,apk.mbgstore.lenovo.com.cn,10.192.10.120,"vip3.alidns.com, hostmaster.hichina.com",NOERROR,,,,,,True,10.192.10.120,,,
,apk6pay.mbgstore.lenovo.com.cn,128.1.77.226,"ns1.trpcdn.net, postmaster.trpcdn.net",NOERROR,"apk6pay.lenovomm.cn.trpcdn.net, u996.v.trpcdn.net",,,,,,,,,
,aployalty.lenovo.com,"52.58.245.177, 52.57.1.107","ns-1689.awsdns-19.co.uk, awsdns-hostmaster.amazon.com",NOERROR,"lenovoapb2c-widgets-de.crowdtwist.com, alb-lenovoapb2c-de.crowdtwist.com, alb-lenovoapb2c-de-559437975.eu-central-1.elb.amazonaws.com",,,,,,,,,
,app-download.cnno1.uds.lenovo.com,"36.103.232.136, 36.103.232.152, 36.103.232.158, 36.103.232.157","ns-1106.awsdns-cn-05.net, awsdns-hostmaster.amazon.com",NOERROR,d1yy35eda1ai2r.cloudfront.cn,True,cloudfront,,,,,,,
,app-lenovo.mbgstore.lenovo.com.cn,39.103.35.140,"vip3.alidns.com, hostmaster.hichina.com",NOERROR,,,,,,,,,,
,app-us-origin.cochat.lenovo.com,54.166.157.202,"a1-79.akam.net, hexing1.lenovo.com",NOERROR,,,,,,,,,,
,app.lenovo.com,39.103.35.140,"vip3.alidns.com, hostmaster.hichina.com",NOERROR,"app-lenovo.lenovomm.com, app-lenovo.mbgstore.lenovo.com.cn",,,,,,,,,
,app.lenovo.com.cn,39.103.35.140,"vip3.alidns.com, hostmaster.hichina.com",NOERROR,"app-lenovo-cn.lenovomm.com, app-lenovo.mbgstore.lenovo.com.cn",,,,,,,,,
,app.mbgstore.lenovo.com.cn,8.131.56.69,"vip3.alidns.com, hostmaster.hichina.com",NOERROR,,,,,,,,,,
,app.qliksense.lenovo.com,43.255.226.174,"a1-79.akam.net, hexing1.lenovo.com",NOERROR,,,,,,,,,,
,app1.qliksense.lenovo.com,43.255.226.174,"a1-79.akam.net, hexing1.lenovo.com",NOERROR,,,,,,,,,,
,app10.qliksense.lenovo.com,,"a1-79.akam.net, hexing1.lenovo.com",NOERROR,,,,,,,,,,
,app11.qliksense.lenovo.com,43.255.226.174,"a1-79.akam.net, hexing1.lenovo.com",NOERROR,,,,,,,,,,
,app12.qliksense.lenovo.com,43.255.226.174,"a1-79.akam.net, hexing1.lenovo.com",NOERROR,,,,,,,,,,
,app13.qliksense.lenovo.com,43.255.226.174,"a1-79.akam.net, hexing1.lenovo.com",NOERROR,,,,,,,,,,
,app15.qliksense.lenovo.com,43.255.226.174,"a1-79.akam.net, hexing1.lenovo.com",NOERROR,,,,,,,,,,
,app16.qliksense.lenovo.com,43.255.226.174,"a1-79.akam.net, hexing1.lenovo.com",NOERROR,,,,,,,,,,
,app17.qliksense.lenovo.com,43.255.226.174,"a1-79.akam.net, hexing1.lenovo.com",NOERROR,,,,,,,,,,
,app2.qliksense.lenovo.com,43.255.226.174,"a1-79.akam.net, hexing1.lenovo.com",NOERROR,,,,,,,,,,
,app5.qliksense.lenovo.com,43.255.226.174,"a1-79.akam.net, hexing1.lenovo.com",NOERROR,,,,,,,,,,
,app8.qliksense.lenovo.com,43.255.226.174,"a1-79.akam.net, hexing1.lenovo.com",NOERROR,,,,,,,,,,
,app9.qliksense.lenovo.com,43.255.226.174,"a1-79.akam.net, hexing1.lenovo.com",NOERROR,,,,,,,,,,
