new,host,a,soa,status_code,aaaa,cname,cdn,cdn-name,has_internal_ips,internal_ips,mx,ns,txt,caa
[x],backend.wilbur.schiphol.nl,40.119.156.135,"ns1-201.azure-dns.com, msnhst.microsoft.com",NOERROR,,snbvaz017blbrtrext.westeurope.cloudapp.azure.com,True,azure,,,,,,
[x],billing.schiphol.nl,40.114.219.35,"nsplus5.2is.nl, domain-admin.2is.nl",NOERROR,,,True,azure,,,,,,
[x],blog.wilbur.schiphol.nl,40.119.156.135,"ns1-201.azure-dns.com, msnhst.microsoft.com",NOERROR,,snbvaz017blbrtrext.westeurope.cloudapp.azure.com,True,azure,,,,,,
[x],blogs.wilbur.schiphol.nl,40.119.156.135,"ns1-201.azure-dns.com, msnhst.microsoft.com",NOERROR,,snbvaz017blbrtrext.westeurope.cloudapp.azure.com,True,azure,,,,,,
[x],compute.iot.schiphol.nl,20.67.126.43,"nsplus5.2is.nl, domain-admin.2is.nl",NOERROR,,,,,,,,,,
[x],daiquiri-ext-mr.iot.schiphol.nl,20.67.126.43,"nsplus5.2is.nl, domain-admin.2is.nl",NOERROR,,,,,,,,,,
[x],data.wilbur.schiphol.nl,40.119.156.135,"ns1-201.azure-dns.com, msnhst.microsoft.com",NOERROR,,snbvaz017blbrtrext.westeurope.cloudapp.azure.com,True,azure,,,,,,
[x],debugcrm.wilbur.schiphol.nl,40.119.156.135,"ns1-201.azure-dns.com, msnhst.microsoft.com",NOERROR,,snbvaz017blbrtrext.westeurope.cloudapp.azure.com,True,azure,,,,,,
[x],ldap.iot.schiphol.nl,20.67.126.43,"nsplus5.2is.nl, domain-admin.2is.nl",NOERROR,,,,,,,,,,
[x],media.wilbur.schiphol.nl,40.119.156.135,"ns1-201.azure-dns.com, msnhst.microsoft.com",NOERROR,,snbvaz017blbrtrext.westeurope.cloudapp.azure.com,True,azure,,,,,,
[x],msoid.schiphol.nl,"20.190.159.75, 20.190.159.64, 40.126.31.71, 20.190.159.71, 40.126.31.69, 40.126.31.67, 20.190.159.23, 20.190.159.4","tm1.dns-tm.com, hostmaster.trafficmanager.net, internal.akadns.net, hostmaster.akamai.com",NOERROR,,"clientconfig.microsoftonline-p.net, a.privatelink.msidentity.com, prda.aadg.msidentity.com, www.tm.a.prd.aadg.akadns.net, www.tm.a.prd.aadg.trafficmanager.net",True,azure,,,,,,
[x],proxy.iot.schiphol.nl,20.67.126.43,"nsplus5.2is.nl, domain-admin.2is.nl",NOERROR,,,,,,,,,,
[x],review.iot.schiphol.nl,20.67.126.43,"nsplus5.2is.nl, domain-admin.2is.nl",NOERROR,,,,,,,,,,
[x],review.wilbur.schiphol.nl,40.119.156.135,"ns1-201.azure-dns.com, msnhst.microsoft.com",NOERROR,,snbvaz017blbrtrext.westeurope.cloudapp.azure.com,True,azure,,,,,,
[x],ru.schiphol.nl,20.105.183.25,"nsplus5.2is.nl, domain-admin.2is.nl",NOERROR,,schiphol.nl,,,,,schiphol-nl.mail.protection.outlook.com,"nsplus7.2is.eu, nsplus6.2is.be, nsplus5.2is.nl","onetrust-domain-verification=6ff21c94daa54997946a34cd3a9336bd, atlassian-domain-verification=rrsSkUATPW2jOknRmfP4xqenSlj/4gqtm31hqF6O0j2UHLO9LS5nIXgoyqHOhdGq, d365mktkey=U74phsh2VP9leJd1W9n40wQGUl3cHm0QMPUr4tXNrzcx, NV Luchthaven Schiphol, apple-domain-verification=zkUxWMO2CMthxLy2, miro-verification=790022ef9a3bdede3c224868fc58d551d98fb485, docusign=184db8fa-72c2-4cb6-a91d-c17c532a654b, facebook-domain-verification=vo1pv54xc6fy1g9nfuqpdh4uuc6wc7, TtOhnRluEDXZAie80zu7vrWlr2nR2dS8fbqBw4WOhoADC3z0ydsn9yYawd5C9EoFmDaCGc46xeOnPvrvd3tvaA==, 1VNQiiz2JU9eFWMc/zN1bPmhKAt5jy1CkiGxylD3rbdR2n+UxYtrhar5fausAus4u2ze4AdIBNlQnJHjvNqwQg==, v=spf1 ip4:145.35.168.8 ip4:145.35.168.9 ip4:5.172.153.128/25 ip4:195.72.35.96/28 ip4:95.154.198.192/26 ip4:193.173.152.143 include:spf.protection.outlook.com include:customers.clickdimensions.com include:_spf.salesforce.com include:asp-spf1.yardi.com inc, lude:asp-spf2.yardi.com -all, onetrust-domain-verification=5924e5b0da7f4225bd8a124cf183e898",
[x],s3.iot.schiphol.nl,20.67.126.43,"nsplus5.2is.nl, domain-admin.2is.nl",NOERROR,,,,,,,,,,
[x],us-west-2.iot.schiphol.nl,20.67.126.43,"nsplus5.2is.nl, domain-admin.2is.nl",NOERROR,,,,,,,,,,
[x],video-acc.schiphol.nl,195.189.118.34,"nsplus5.2is.nl, domain-admin.2is.nl",NOERROR,,,,,,,,,,
[x],wordpress.wilbur.schiphol.nl,40.119.156.135,"ns1-201.azure-dns.com, msnhst.microsoft.com",NOERROR,,snbvaz017blbrtrext.westeurope.cloudapp.azure.com,True,azure,,,,,,
,a.iot.schiphol.nl,,"nsplus5.2is.nl, domain-admin.2is.nl",NOERROR,,,,,,,,,,
,acceptation.brandportal.schiphol.nl,37.188.119.145,"nsplus5.2is.nl, domain-admin.2is.nl",NOERROR,,,,,,,"mxb.mailgun.org, mxa.mailgun.org",,v=spf1 include:mailgun.org ~all,
,admin.ssu-a.schiphol.nl,20.4.15.207,"nsplus5.2is.nl, domain-admin.2is.nl",NOERROR,,,,,,,,,,
,admin.ssu-t.schiphol.nl,20.105.216.20,"ns1-201.azure-dns.com, msnhst.microsoft.com",NOERROR,,"modular-ssu-admin-testing.azurewebsites.net, modular-ssu-admin-testing.privatelink.azurewebsites.net, waws-prod-am2-621.sip.azurewebsites.windows.net, waws-prod-am2-621-8c98.westeurope.cloudapp.azure.com",,,,,,,,
,admin.ssu.schiphol.nl,13.80.103.16,"nsplus5.2is.nl, domain-admin.2is.nl",NOERROR,,,True,azure,,,,,,
,advamtoasb-a.schiphol.nl,145.35.195.104,"nsplus5.2is.nl, domain-admin.2is.nl",NOERROR,,,,,,,,,,
,advamtoasb.schiphol.nl,145.35.195.103,"nsplus5.2is.nl, domain-admin.2is.nl",NOERROR,,,,,,,,,,
,ams.ssu-d.schiphol.nl,"13.107.237.45, 13.107.238.45","ns1.fdv2-t-msedge.net, msnhst.microsoft.com, ns1.fb-t-msedge.net",NOERROR,"2620:1ec:29:1::45, 2620:1ec:48:1::45","modssudevamsfd-ezagaccrfhcmawb8.z01.azurefd.net, star-azurefd-prod.trafficmanager.net, shed.dual-low.part-0017.t-0009.fdv2-t-msedge.net, part-0017.t-0009.fdv2-t-msedge.net, dual.part-0017.t-0009.t-msedge.net, global-entry-afdthirdparty-fallback.trafficmanager.net, dual.part-0017.t-0009.fb-t-msedge.net, part-0017.t-0009.fb-t-msedge.net, global-entry-afdthirdparty-fallback-first.trafficmanager.net, shed.dual-low.part-0017.t-0009.fb-t-msedge.net",,,,,,,,
,ams.ssu-t.schiphol.nl,"13.107.246.45, 13.107.213.45","ns1.fb-t-msedge.net, msnhst.microsoft.com, ns1.t-msedge.net, ns1.fdv2-t-msedge.net",NOERROR,"2620:1ec:4e:1::45, 2620:1ec:4f:1::45","modssutstamsfd-anczdvh7afb2awdm.z01.azurefd.net, star-azurefd-prod.trafficmanager.net, dual.part-0017.t-0009.t-msedge.net, part-0017.t-0009.t-msedge.net, shed.dual-low.part-0017.t-0009.fdv2-t-msedge.net, part-0017.t-0009.fdv2-t-msedge.net, global-entry-afdthirdparty-fallback-first.trafficmanager.net, shed.dual-low.part-0017.t-0009.fb-t-msedge.net, part-0017.t-0009.fb-t-msedge.net, global-entry-afdthirdparty-fallback.trafficmanager.net, dual.part-0017.t-0009.fb-t-msedge.net",,,,,,,,
,ams.ssu.schiphol.nl,"13.107.253.45, 13.107.226.45","ns1.fb-t-msedge.net, msnhst.microsoft.com, ns1.fdv2-t-msedge.net",NOERROR,"2620:1ec:4f:1::45, 2620:1ec:4e:1::45","modssuprdamsfd-ezeucmdzahaqg3cs.z01.azurefd.net, star-azurefd-prod.trafficmanager.net, shed.dual-low.part-0017.t-0009.fdv2-t-msedge.net, global-entry-afdthirdparty-fallback-first.trafficmanager.net, shed.dual-low.part-0017.t-0009.fb-t-msedge.net, part-0017.t-0009.fb-t-msedge.net, part-0017.t-0009.fdv2-t-msedge.net",,,,,,,,
,api-acc.schiphol.nl,20.23.246.155,"nsplus5.2is.nl, domain-admin.2is.nl",NOERROR,,,,,,,,,,
,api.schiphol.nl,20.16.3.144,"nsplus5.2is.nl, domain-admin.2is.nl",NOERROR,,,,,,,,,,
,apps.snbvaz047a.schiphol.nl,,"nsplus5.2is.nl, domain-admin.2is.nl",NOERROR,,,,,,,,,,
,asb-priviumservice.schiphol.nl,145.35.195.111,"nsplus5.2is.nl, domain-admin.2is.nl",NOERROR,,,,,,,,,,
,assets2.schiphol.nl,195.189.117.236,"nsplus5.2is.nl, domain-admin.2is.nl",NOERROR,,,,,,,,,,
,backup.wilbur.schiphol.nl,40.119.156.135,"ns1-201.azure-dns.com, msnhst.microsoft.com",NOERROR,,snbvaz017blbrtrext.westeurope.cloudapp.azure.com,True,azure,,,,,,
,brandportal-bp.schiphol.nl,,"nsplus5.2is.nl, domain-admin.2is.nl",NOERROR,,,,,,,,,,
,brandportal-t.schiphol.nl,34.250.255.200,"nsplus5.2is.nl, domain-admin.2is.nl",NOERROR,,,,,,,,,,
,cag-a.schiphol.nl,145.35.169.163,"nsplus5.2is.nl, domain-admin.2is.nl",NOERROR,,,,,,,,,,
,cag-p.schiphol.nl,145.35.168.16,"nsplus5.2is.nl, domain-admin.2is.nl",NOERROR,,,,,,,,,,
,cag.schiphol.nl,145.35.168.13,"nsplus5.2is.nl, domain-admin.2is.nl",NOERROR,,,,,,,,,,
,cdm.schiphol.nl,145.35.195.64,"nsplus5.2is.nl, domain-admin.2is.nl",NOERROR,,,,,,,,,,
,cdptoasb.schiphol.nl,145.35.195.160,"nsplus5.2is.nl, domain-admin.2is.nl",NOERROR,,,,,,,,,,
,ch.schiphol.nl,20.105.183.25,"nsplus5.2is.nl, domain-admin.2is.nl",NOERROR,,schiphol.nl,,,,,schiphol-nl.mail.protection.outlook.com,"nsplus5.2is.nl, nsplus6.2is.be, nsplus7.2is.eu","NV Luchthaven Schiphol, apple-domain-verification=zkUxWMO2CMthxLy2, docusign=184db8fa-72c2-4cb6-a91d-c17c532a654b, d365mktkey=U74phsh2VP9leJd1W9n40wQGUl3cHm0QMPUr4tXNrzcx, miro-verification=790022ef9a3bdede3c224868fc58d551d98fb485, facebook-domain-verification=vo1pv54xc6fy1g9nfuqpdh4uuc6wc7, onetrust-domain-verification=5924e5b0da7f4225bd8a124cf183e898, onetrust-domain-verification=6ff21c94daa54997946a34cd3a9336bd, 1VNQiiz2JU9eFWMc/zN1bPmhKAt5jy1CkiGxylD3rbdR2n+UxYtrhar5fausAus4u2ze4AdIBNlQnJHjvNqwQg==, TtOhnRluEDXZAie80zu7vrWlr2nR2dS8fbqBw4WOhoADC3z0ydsn9yYawd5C9EoFmDaCGc46xeOnPvrvd3tvaA==, atlassian-domain-verification=rrsSkUATPW2jOknRmfP4xqenSlj/4gqtm31hqF6O0j2UHLO9LS5nIXgoyqHOhdGq, v=spf1 ip4:145.35.168.8 ip4:145.35.168.9 ip4:5.172.153.128/25 ip4:195.72.35.96/28 ip4:95.154.198.192/26 ip4:193.173.152.143 include:spf.protection.outlook.com include:customers.clickdimensions.com include:_spf.salesforce.com include:asp-spf1.yardi.com inc, lude:asp-spf2.yardi.com -all",
,cloud.wilbur.schiphol.nl,40.119.156.135,"ns1-201.azure-dns.com, msnhst.microsoft.com",NOERROR,,snbvaz017blbrtrext.westeurope.cloudapp.azure.com,True,azure,,,,,,
,cms-int.ecom.schiphol.nl,195.189.117.40,"nsplus5.2is.nl, domain-admin.2is.nl",NOERROR,,,,,,,,,,
,confluence-dsc.schiphol.nl,,"arya.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,confluence-dsc-schiphol.prepend.net,,,,,,,,
,connect.schiphol.nl,145.35.239.1,"nsplus5.2is.nl, domain-admin.2is.nl",NOERROR,,,,,,,,,,
,content.wilbur.schiphol.nl,40.119.156.135,"ns1-201.azure-dns.com, msnhst.microsoft.com",NOERROR,,snbvaz017blbrtrext.westeurope.cloudapp.azure.com,True,azure,,,,,,
,da.schiphol.nl,145.35.168.38,"nsplus5.2is.nl, domain-admin.2is.nl",NOERROR,,,,,,,,,,
,da1.schiphol.nl,145.35.168.42,"nsplus5.2is.nl, domain-admin.2is.nl",NOERROR,,,,,,,,,,
,da2.schiphol.nl,145.35.168.52,"nsplus5.2is.nl, domain-admin.2is.nl",NOERROR,,,,,,,,,,
,db.wilbur.schiphol.nl,40.119.156.135,"ns1-201.azure-dns.com, msnhst.microsoft.com",NOERROR,,snbvaz017blbrtrext.westeurope.cloudapp.azure.com,True,azure,,,,,,
,dds-elvira.schiphol.nl,20.52.181.225,"tm1.dns-tm.com, hostmaster.trafficmanager.net",NOERROR,,"dds-elvira-snbv.msappproxy.net, 27776982-d882-41b2-95ac-322f28d5a2ce.tenant.runtime.msappproxy.net, cwap-eur3-runtime.routing.msappproxy.net, eur.proxy-1.appproxy.msidentity.com, www.tm.eur.proxy-1.appproxy.trafficmanager.net",True,azure,,,,,,
,deepturn-acp.schiphol.nl,,"nsplus5.2is.nl, domain-admin.2is.nl",NOERROR,,,,,,,,,,
,deepturn-dev.schiphol.nl,,"nsplus5.2is.nl, domain-admin.2is.nl",NOERROR,,,,,,,,,,
,developer-acc.schiphol.nl,"54.146.28.150, 34.234.179.47, 52.5.64.83","ns-1575.awsdns-04.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,"schiphol-acc.3scale.net, mtssl-edge-b.3scale.net, autossl.3scale.net, autossl.pro-saas.3sca.net",,,,,,,,
,dpd.schiphol.nl,89.248.143.137,"nsplus5.2is.nl, domain-admin.2is.nl",NOERROR,,,,,,,,,,
,e.schiphol.nl,"3.124.32.183, 3.125.240.73","ns1.msdp1.com, awsdns-hostmaster.amazon.com",NOERROR,,public.myclang.com,,,,,mail.msdp1.com,,v=spf1 exists:%{ir}._spf.msdp1.com ~all,"letsencrypt.org, globalsign.com"
,edms.schiphol.nl,145.35.195.64,"nsplus5.2is.nl, domain-admin.2is.nl",NOERROR,,,,,,,,,,
,email.brandportal.schiphol.nl,"34.110.180.34, 205.251.192.133, 205.251.194.74","ns-586.awsdns-09.net, awsdns-hostmaster.amazon.com",NOERROR,,mailgun.org,True,google,,,"mxa.mailgun.org, mxb.mailgun.org","ns-1614.awsdns-09.co.uk, ns-1482.awsdns-57.org, ns-133.awsdns-16.com, ns-586.awsdns-09.net","v=spf1 include:_spf.mailgun.org include:_spf.eu.mailgun.org -all, 8f7088gv5932jxw9lwwd1b6ttx2pw2ds, google-site-verification=FIGVOKZm6lQFDBJaiC2DdwvBy8TInunoGCt-1gnL4PA","digicert.com, letsencrypt.org, ;"
,email4.schiphol.nl,145.35.168.8,"nsplus5.2is.nl, domain-admin.2is.nl",NOERROR,,,,,,,,,,
,email5-a.schiphol.nl,145.35.169.162,"nsplus5.2is.nl, domain-admin.2is.nl",NOERROR,,,,,,,,,,
,email5.schiphol.nl,145.35.168.9,"nsplus5.2is.nl, domain-admin.2is.nl",NOERROR,,,,,,,,,,
,engineeringbackup-assets-temp-corporate.wilbur.schiphol.nl,40.119.156.135,"ns1-201.azure-dns.com, msnhst.microsoft.com",NOERROR,,snbvaz017blbrtrext.westeurope.cloudapp.azure.com,True,azure,,,,,,
